,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,migrated_from,closed_date,closed_reason,community_owned_date
47,"['javascript', 'html', 'jquery', 'jquery-events']","{'account_id': 1698454, 'reputation': 314, 'user_id': 1559236, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/96fa052184ee73a18ee3389be53e37ac?s=256&d=identicon&r=PG', 'display_name': 'Nitin', 'link': 'https://stackoverflow.com/users/1559236/nitin'}",True,216,12507123.0,1,0,1659868603,1348120479,12506785,CC BY-SA 4.0,https://stackoverflow.com/questions/12506785/how-to-create-a-view-something-like-when-down-arrow-in-gmail-search-bar-is-click,How to create a View something like when down Arrow in Gmail search bar is clicked,1659868603.0,,,,,
48,"['javascript', 'html', 'jquery', 'jquery-events']","{'account_id': 21417, 'reputation': 15851, 'user_id': 52051, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/pAyBc.jpg?s=256&g=1', 'display_name': 'Mike_G', 'link': 'https://stackoverflow.com/users/52051/mike-g'}",True,1845,12608550.0,3,4,1659863523,1348685220,12608400,CC BY-SA 4.0,https://stackoverflow.com/questions/12608400/detecting-when-image-scrolls-out-of-view,Detecting when image scrolls out of view,1659863523.0,,,,,
49,"['html', 'vba', 'vbscript']","{'account_id': 1817111, 'reputation': 1296, 'user_id': 1651986, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/1319445556f5e9d20ba0c3a8880e6c09?s=256&d=identicon&r=PG', 'display_name': 'Jason Bayldon', 'link': 'https://stackoverflow.com/users/1651986/jason-bayldon'}",False,11864,,1,0,1659848410,1348577677,12583405,CC BY-SA 3.0,https://stackoverflow.com/questions/12583405/how-to-do-onclick-event-in-vba-vbscript,How to do onclick event in VBA/VBScript,,,,,,
50,"['javascript', 'html', 'css']","{'account_id': 391038, 'reputation': 927, 'user_id': 751483, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8d7493abbd6192771caf1b50e65381de?s=256&d=identicon&r=PG', 'display_name': 'Jane', 'link': 'https://stackoverflow.com/users/751483/jane'}",True,34113,,7,3,1659454473,1347028955,12320329,CC BY-SA 3.0,https://stackoverflow.com/questions/12320329/document-getelementbyid-style-backgroundimage-not-working,document.getElementById.style.backgroundImage not working,1347091740.0,,,,,
51,"['php', 'html', 'mysql', 'shopping-cart']","{'account_id': 1815238, 'reputation': 610, 'user_id': 1650459, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/13b292dedcc09c68773c4a53dcd03b18?s=256&d=identicon&r=PG', 'display_name': 'Kynian', 'link': 'https://stackoverflow.com/users/1650459/kynian'}",True,2351,12642921.0,1,1,1659311542,1348844947,12642644,CC BY-SA 4.0,https://stackoverflow.com/questions/12642644/very-simple-shopping-cart-remove-button,"Very simple shopping cart, remove button",1659311542.0,,,,,
52,"['html', 'hyperlink', 'href']","{'account_id': 1729020, 'reputation': 303, 'user_id': 1583044, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/96acb866d348c625dfcee33699f3ecbc?s=256&d=identicon&r=PG', 'display_name': 'user1583044', 'link': 'https://stackoverflow.com/users/1583044/user1583044'}",True,7544,12485099.0,3,26,1658941743,1348002524,12485074,CC BY-SA 3.0,https://stackoverflow.com/questions/12485074/html-link-with-href-that-refers-to-text,HTML link with href that refers to text?,,,,,,
53,"['html', 'css']","{'account_id': 82736, 'reputation': 4424, 'user_id': 232394, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/a034a201818657b2689328c2fd5903e5?s=256&d=identicon&r=PG', 'display_name': 'Michael Z', 'link': 'https://stackoverflow.com/users/232394/michael-z'}",True,11267,12471525.0,3,50,1658928887,1347922512,12468176,CC BY-SA 3.0,https://stackoverflow.com/questions/12468176/what-is-a-non-replaced-inline-element,what is a non-replaced inline element?,1347940435.0,1658929769.0,,,,
54,"['html', 'jquery', 'loops']","{'account_id': 1641829, 'reputation': 1753, 'user_id': 1514111, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/0a712287b54d12effac2209c9900c8df?s=256&d=identicon&r=PG', 'display_name': 'Peter PitLock', 'link': 'https://stackoverflow.com/users/1514111/peter-pitlock'}",True,202,12250642.0,3,1,1658231312,1346685672,12250528,CC BY-SA 4.0,https://stackoverflow.com/questions/12250528/jquery-loop-options-in-html-format-e-g,Jquery loop options in HTML format e.g,1658231312.0,,,,,
55,"['javascript', 'html', 'dom', 'dom-events']","{'account_id': 1381576, 'reputation': 1555, 'user_id': 1314439, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/51f4bf947a25eb0dd49f912b18fc2248?s=256&d=identicon&r=PG', 'display_name': 'Ranjan Sarma', 'link': 'https://stackoverflow.com/users/1314439/ranjan-sarma'}",True,80,12456146.0,2,0,1657871576,1347871807,12455862,CC BY-SA 4.0,https://stackoverflow.com/questions/12455862/event-handling-issue-in-javascript,Event handling issue in JavaScript,1657871576.0,,,,,
56,"['javascript', 'html', 'dom', 'dom-events']","{'account_id': 1381576, 'reputation': 1555, 'user_id': 1314439, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/51f4bf947a25eb0dd49f912b18fc2248?s=256&d=identicon&r=PG', 'display_name': 'Ranjan Sarma', 'link': 'https://stackoverflow.com/users/1314439/ranjan-sarma'}",False,74,,0,0,1657871477,1347888990,12460406,CC BY-SA 4.0,https://stackoverflow.com/questions/12460406/javascript-event-handling-onkeyup,JavaScript event handling onkeyup,1657871477.0,,,,,
57,"['javascript', 'html', 'dom', 'jquery-events']","{'account_id': 1859523, 'reputation': 123, 'user_id': 1684385, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c97d878794defb0823af8c4b47818556?s=256&d=identicon&r=PG', 'display_name': 'CLB', 'link': 'https://stackoverflow.com/users/1684385/clb'}",True,5879,12504035.0,4,12,1657740434,1348094612,12503911,CC BY-SA 4.0,https://stackoverflow.com/questions/12503911/how-can-the-children-listen-capture-to-the-parents-event,How can the children listen/capture to the parent&#39;s event,1657740434.0,,,,,
58,"['html', 'css', 'internet-explorer-8', 'twitter-bootstrap']","{'account_id': 1191963, 'reputation': 139, 'user_id': 1164519, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f9da65605783a6d70023d7b3d1bdcf7f?s=256&d=identicon&r=PG', 'display_name': 'Viktor', 'link': 'https://stackoverflow.com/users/1164519/viktor'}",True,8968,12460533.0,2,0,1657685100,1347888301,12460190,,https://stackoverflow.com/questions/12460190/bootstrap-navbar-does-not-show-in-ie8,Bootstrap NavBar does not show in IE8,1347891178.0,1657685486.0,,1657688799.0,Not suitable for this site,
59,"['html', 'css', 'centering']","{'account_id': 244686, 'reputation': 6354, 'user_id': 517676, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/rNOAD.jpg?s=256&g=1', 'display_name': 'savinger', 'link': 'https://stackoverflow.com/users/517676/savinger'}",True,332706,12417336.0,15,150,1657473558,1347575175,12415661,CC BY-SA 3.0,https://stackoverflow.com/questions/12415661/using-marginauto-to-vertically-align-a-div,Using margin:auto to vertically-align a div,1470922366.0,,,,,
60,"['javascript', 'html', 'input', 'tags', 'hidden']","{'account_id': 1816609, 'reputation': 4093, 'user_id': 1651575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c9c37dbab65edaa856b7ae6cb4233cf?s=256&d=identicon&r=PG', 'display_name': 'VolosBlur', 'link': 'https://stackoverflow.com/users/1651575/volosblur'}",True,1608440,12409344.0,7,403,1657449870,1347548679,12409299,,https://stackoverflow.com/questions/12409299/how-to-get-current-formatted-date-dd-mm-yyyy-in-javascript-and-append-it-to-an-i,How to get current formatted date dd/mm/yyyy in Javascript and append it to an input,1457358279.0,,,1400060295.0,Duplicate,
61,"['javascript', 'html', 'ajax', 'web', 'webpage']","{'account_id': 1272786, 'reputation': 1029, 'user_id': 1228705, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/8402976ca51d47f4899256a8f24ddb11?s=256&d=identicon&r=PG', 'display_name': 'Debadyuti Maiti', 'link': 'https://stackoverflow.com/users/1228705/debadyuti-maiti'}",True,116321,,3,18,1657190969,1347644599,12429439,,https://stackoverflow.com/questions/12429439/what-are-the-ways-to-prevent-users-to-take-screenshot-of-a-webpage,What are the ways to prevent users to take screenshot of a webpage?,1495542855.0,,,1347698489.0,exact duplicate,
62,['html'],"{'account_id': 36377, 'reputation': 45670, 'user_id': 103739, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/2dUhl.jpg?s=256&g=1', 'display_name': 'JP Silvashy', 'link': 'https://stackoverflow.com/users/103739/jp-silvashy'}",True,960,12451644.0,1,10,1657144915,1347838244,12451579,CC BY-SA 4.0,https://stackoverflow.com/questions/12451579/should-my-h1-be-my-logo-or-the-next-title-in-my-page,Should my h1 be my logo or the next title in my page?,1657144915.0,,,,,
63,"['html', 'asp.net-mvc-3', 'input']","{'account_id': 1483924, 'reputation': 601, 'user_id': 1392576, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/379dd9c585f6950ee04e7ab2bbcd9854?s=256&d=identicon&r=PG', 'display_name': 'Yusuf', 'link': 'https://stackoverflow.com/users/1392576/yusuf'}",True,147664,12534021.0,4,10,1657001867,1348241118,12533508,CC BY-SA 4.0,https://stackoverflow.com/questions/12533508/only-allow-numbers-in-input-tag-without-javascript,Only allow Numbers in input Tag without Javascript,1527794755.0,,,,,
64,"['html', 'css', 'background', 'radio-button']","{'account_id': 1828157, 'reputation': 39, 'user_id': 1660344, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/9f8e06004f3148a4303265eef3bf187f?s=256&d=identicon&r=PG', 'display_name': 'user1660344', 'link': 'https://stackoverflow.com/users/1660344/user1660344'}",True,4444,12438119.0,3,0,1656778796,1347712135,12437381,CC BY-SA 4.0,https://stackoverflow.com/questions/12437381/radio-button-change-css-when-clicked,Radio button change css when clicked,1656778796.0,,,,,
65,"['html', 'forms', 'twitter-bootstrap', 'radio-button']","{'account_id': 1209463, 'reputation': 435, 'user_id': 1178303, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/gYD2F.jpg?s=256&g=1', 'display_name': 'martin.softpro', 'link': 'https://stackoverflow.com/users/1178303/martin-softpro'}",True,3709,,1,1,1656778783,1348058466,12494901,CC BY-SA 4.0,https://stackoverflow.com/questions/12494901/bootstrap-unselectable-radio-button,bootstrap unselectable radio button,1656778783.0,,,,,
66,"['html', 'google-chrome']","{'account_id': 74696, 'reputation': 1218, 'user_id': 214506, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/bc78ecf1898c83d627f9779e0e47af15?s=256&d=identicon&r=PG', 'display_name': 'Carsten Gehling', 'link': 'https://stackoverflow.com/users/214506/carsten-gehling'}",True,56453,12891183.0,7,14,1656776699,1348472667,12560797,CC BY-SA 3.0,https://stackoverflow.com/questions/12560797/google-chrome-vertical-scrollbar-disappears-on-some-web-pages-maybe-due-to-a-s,"Google Chrome: Vertical scrollbar disappears on some web pages, maybe due to a strange toolbar",1350095054.0,1630949177.0,,,,
67,"['javascript', 'html', 'input', 'radio-button', 'show-hide']","{'account_id': 1633883, 'reputation': 1896, 'user_id': 1507900, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/EZcPE.jpg?s=256&g=1', 'display_name': 'Julien', 'link': 'https://stackoverflow.com/users/1507900/julien'}",True,1620,12295755.0,1,1,1656755979,1346918761,12295586,CC BY-SA 4.0,https://stackoverflow.com/questions/12295586/open-close-input-radio,Open/close input radio,1656755979.0,,,,,
68,"['javascript', 'html', 'jquery', 'radio-button', 'checked']","{'account_id': 1870401, 'reputation': 175, 'user_id': 1692772, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/2ab44e048983b9418c2143e0f8a343a6?s=256&d=identicon&r=PG', 'display_name': 'Bengau', 'link': 'https://stackoverflow.com/users/1692772/bengau'}",True,474,12609406.0,4,2,1656752130,1348689158,12609353,CC BY-SA 4.0,https://stackoverflow.com/questions/12609353/radio-buttons-switch-checked-php,Radio Buttons Switch Checked php,1656752130.0,,,,,
69,"['html', 'xml', 'rss']","{'account_id': 130837, 'reputation': 5514, 'user_id': 330396, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/17947a260881108fb394c24886351a8f?s=256&d=identicon&r=PG', 'display_name': 'soniccool', 'link': 'https://stackoverflow.com/users/330396/soniccool'}",True,13307,12524497.0,4,3,1656513185,1348203048,12524435,CC BY-SA 3.0,https://stackoverflow.com/questions/12524435/supply-an-image-thumbnail-with-my-rss-feed,Supply an image thumbnail with my RSS feed,1348272890.0,,,,,
70,"['jquery', 'html', 'css']","{'account_id': 1055851, 'reputation': 3130, 'user_id': 1058584, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/54d2091353ad0b7ada8597f45d25c6fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'sgerbhctim', 'link': 'https://stackoverflow.com/users/1058584/sgerbhctim'}",True,9413,12450399.0,4,1,1656227793,1347826648,12450383,CC BY-SA 3.0,https://stackoverflow.com/questions/12450383/how-do-you-make-text-change-every-second,how do you make text change every __ second?,,,,,,
71,"['javascript', 'jquery', 'html']","{'account_id': 1620855, 'reputation': 37621, 'user_id': 1497454, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/0a1b529539a71d7255c4215112c8385d?s=256&d=identicon&r=PG', 'display_name': 'omega', 'link': 'https://stackoverflow.com/users/1497454/omega'}",True,13049,72744077.0,6,2,1656073569,1346528744,12230867,CC BY-SA 3.0,https://stackoverflow.com/questions/12230867/jquery-how-to-detect-when-page-is-finished-loading,jQuery - How to detect when page is finished loading?,,,,,,
72,"['html', 'jquery', 'events', 'jquery-events']","{'account_id': 431867, 'reputation': 21218, 'user_id': 816213, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/cca7231ef479289c77b1aa109d838bb2?s=256&d=identicon&r=PG', 'display_name': 'Sachin Jain', 'link': 'https://stackoverflow.com/users/816213/sachin-jain'}",True,2058,12293266.0,1,4,1655550013,1346907569,12293210,CC BY-SA 4.0,https://stackoverflow.com/questions/12293210/difference-between-html-event-and-javascript-events,Difference between HTML event and JavaScript events,1655550013.0,,,,,
73,"['jquery', 'html', 'jquery-selectors', 'greasemonkey', 'mutation-observers']","{'account_id': 250783, 'reputation': 15189, 'user_id': 527702, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/LrH0d.jpg?s=256&g=1', 'display_name': 'hippietrail', 'link': 'https://stackoverflow.com/users/527702/hippietrail'}",True,56429,12597182.0,4,49,1655373379,1348642807,12596231,CC BY-SA 3.0,https://stackoverflow.com/questions/12596231/can-jquery-selectors-be-used-with-dom-mutation-observers,Can jQuery selectors be used with DOM mutation observers?,,,,,,
74,"['javascript', 'html', 'css', 'dom-events']","{'account_id': 50734, 'reputation': 24657, 'user_id': 151382, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/c02a0b87f6684312a64c117d22deed3c?s=256&d=identicon&r=PG', 'display_name': 'Stephen Watkins', 'link': 'https://stackoverflow.com/users/151382/stephen-watkins'}",True,914,12644394.0,1,2,1655152271,1348851425,12644271,CC BY-SA 4.0,https://stackoverflow.com/questions/12644271/how-can-i-interact-with-dom-elements-under-an-html-element-that-has-a-background,How can I interact with DOM elements under an HTML element that has a background?,1655152271.0,,,,,
75,"['javascript', 'html', 'css', 'dom-events']","{'account_id': 416369, 'reputation': 15761, 'user_id': 791713, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/1d51e358999bd31439d3810486942e9b?s=256&d=identicon&r=PG', 'display_name': 'Niklas R', 'link': 'https://stackoverflow.com/users/791713/niklas-r'}",True,693,12659867.0,1,0,1655152200,1348993515,12659809,,https://stackoverflow.com/questions/12659809/css-box-shadow-above-children-but-keep-interaction,"CSS box-shadow above children, but keep interaction",1655152200.0,,,1549645974.0,Duplicate,
76,"['jquery', 'html', 'hide', 'show']","{'user_type': 'does_not_exist', 'display_name': 'user1469270'}",True,226701,12237193.0,3,19,1655114282,1346599374,12237163,CC BY-SA 3.0,https://stackoverflow.com/questions/12237163/show-div-id-on-click-with-jquery,Show div #id on click with jQuery,1416949185.0,,,,,
