,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,migrated_from,closed_date,closed_reason,community_owned_date
47,"['javascript', 'html', 'jquery', 'jquery-events']","{'account_id': 1452692, 'reputation': 195, 'user_id': 1369133, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/1d8217518ed573e4be5dcb5164a8f7aa?s=256&d=identicon&r=PG', 'display_name': 'Matthew ', 'link': 'https://stackoverflow.com/users/1369133/matthew'}",False,133,2,0,1659863777,1337304015,1659863777.0,10645563,CC BY-SA 4.0,https://stackoverflow.com/questions/10645563/javascript-not-running-because-of-jquery-dialog,JavaScript not running because of jQuery dialog,,,,,,
48,"['html', 'jquery', 'jquery-events']","{'account_id': 471133, 'reputation': 189, 'user_id': 878730, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paradigm', 'link': 'https://stackoverflow.com/users/878730/paradigm'}",True,1313,4,1,1659773412,1336063975,1659773412.0,10435896,CC BY-SA 4.0,https://stackoverflow.com/questions/10435896/jquery-disable-and-enable-based-on-option-selected,jQuery disable and enable based on option selected,10435961.0,,,,,
49,"['javascript', 'html', 'css', 'twitter-bootstrap', 'caret']","{'account_id': 1403144, 'reputation': 193, 'user_id': 1331550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f218b22807d73390e2bf419f116b9544?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/1331550/tom'}",True,15318,6,3,1659600087,1338290478,1339458122.0,10798129,CC BY-SA 3.0,https://stackoverflow.com/questions/10798129/remove-bootstrap-dropdown-caret,Remove bootstrap dropdown caret,10798326.0,,,,,
50,"['javascript', 'jquery', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user1432124'}",True,4677,3,7,1658778584,1337783247,1337784137.0,10722058,CC BY-SA 3.0,https://stackoverflow.com/questions/10722058/height-of-textarea-increases-when-value-increased-but-does-not-reduce-when-value,height of textarea increases when value increased but does not reduce when value is decreased,10722423.0,,,,,
51,"['css', 'html', 'font-family']","{'account_id': 1066066, 'reputation': 3274, 'user_id': 1066604, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/39a5f479476b2a3a588551cc52b80dce?s=256&d=identicon&r=PG', 'display_name': 'Kichu', 'link': 'https://stackoverflow.com/users/1066604/kichu'}",True,180047,3,30,1658748130,1338353623,1342181468.0,10810176,CC BY-SA 3.0,https://stackoverflow.com/questions/10810176/apply-calibri-body-font-to-text,Apply Calibri (Body) font to text,10810205.0,,,,,
52,"['html', 'forms', 'radio-button']","{'account_id': 1373190, 'reputation': 4913, 'user_id': 1307721, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/b7954dc5a2434a85a61a2533a33ce562?s=256&d=identicon&r=PG', 'display_name': 'ejoubaud', 'link': 'https://stackoverflow.com/users/1307721/ejoubaud'}",True,1204,2,3,1658056987,1336846662,,10566272,CC BY-SA 3.0,https://stackoverflow.com/questions/10566272/exclude-radio-buttons-from-a-form-submit-without-disabling-them,"Exclude radio buttons from a form submit, without disabling them",,,,,,
53,"['html', 'css', 'html-table']","{'account_id': 1312648, 'reputation': 2219, 'user_id': 1260310, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/a35ba06ef9c514ee749864e0f0cfe326?s=256&d=identicon&r=PG', 'display_name': 'user1260310', 'link': 'https://stackoverflow.com/users/1260310/user1260310'}",True,34470,2,8,1657799511,1338467073,1546348101.0,10833556,CC BY-SA 4.0,https://stackoverflow.com/questions/10833556/html-css-text-in-table-cell-not-indenting,HTML/css text in table cell not indenting,10833575.0,,,,,
54,"['javascript', 'html', 'firefox', 'dom']","{'account_id': 15535, 'reputation': 81148, 'user_id': 32914, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/50facfccdffe2e9cabaa589205959d30?s=256&d=identicon&r=PG', 'display_name': 'Mason Wheeler', 'link': 'https://stackoverflow.com/users/32914/mason-wheeler'}",True,25318,5,6,1657524003,1338135910,1338138831.0,10775489,CC BY-SA 3.0,https://stackoverflow.com/questions/10775489/why-is-getelementsbytagname-returning-undefined,Why is getElementsByTagName returning undefined?,10775717.0,,,,,
55,"['javascript', 'html']","{'account_id': 1461709, 'reputation': 73, 'user_id': 1375855, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4d5b951b309a6860bd3c8322089e5a2?s=256&d=identicon&r=PG', 'display_name': 'Andy Metcalfe', 'link': 'https://stackoverflow.com/users/1375855/andy-metcalfe'}",True,7942,3,7,1657293971,1336166136,1336167161.0,10456236,CC BY-SA 3.0,https://stackoverflow.com/questions/10456236/html-text-area-tab-support,HTML text area tab support,10456255.0,,,,,
56,"['javascript', 'html', 'indexeddb', 'jaydata']","{'account_id': 53224, 'reputation': 13357, 'user_id': 159118, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/10ec549544da6b1af2c9c91380736f98?s=256&d=identicon&r=PG', 'display_name': 'CLiown', 'link': 'https://stackoverflow.com/users/159118/cliown'}",True,9105,4,2,1657177980,1337610937,1337615713.0,10687315,CC BY-SA 3.0,https://stackoverflow.com/questions/10687315/indexeddb-check-table-exists-and-contains-data,IndexedDb - Check table exists and contains data,72893645.0,,,,,
57,"['html', 'soundcloud']","{'account_id': 76585, 'reputation': 470, 'user_id': 219140, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://graph.facebook.com/725181891/picture?type=large', 'display_name': 'cal', 'link': 'https://stackoverflow.com/users/219140/cal'}",True,1141,2,1,1657134107,1335868887,,10396584,CC BY-SA 3.0,https://stackoverflow.com/questions/10396584/soundcloud-html5-player-events-finish-only-fired-once,Soundcloud HTML5 Player: Events.FINISH only fired once,11294024.0,,,,,
58,"['android', 'android-edittext', 'drawable', 'html']","{'account_id': 235684, 'reputation': 6891, 'user_id': 502671, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/iuoqF.png?s=256&g=1', 'display_name': 'Etienne Lawlor', 'link': 'https://stackoverflow.com/users/502671/etienne-lawlor'}",True,33767,4,90,1657112330,1338365059,1350770957.0,10812316,CC BY-SA 3.0,https://stackoverflow.com/questions/10812316/contact-bubble-edittext,Contact Bubble EditText,10864568.0,,,,,
59,"['html', 'css', 'opacity']","{'account_id': 1204808, 'reputation': 10730, 'user_id': 1174719, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3a19c5c9ee8dc642d77ef0e5bc563772?s=256&d=identicon&r=PG', 'display_name': 'Nosrettap', 'link': 'https://stackoverflow.com/users/1174719/nosrettap'}",True,524790,10,139,1657065010,1338474090,1512962877.0,10835500,CC BY-SA 3.0,https://stackoverflow.com/questions/10835500/how-to-change-text-transparency-in-html-css,How to change text transparency in HTML/CSS?,10835846.0,,,,,
60,"['javascript', 'html', 'validation']","{'account_id': 1330032, 'reputation': 93, 'user_id': 1274139, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/255d60ef1407e1ee2723e79ef71db114?s=256&d=identicon&r=PG', 'display_name': 'WordToTheWise', 'link': 'https://stackoverflow.com/users/1274139/wordtothewise'}",True,14284,7,0,1656925732,1336597155,1336600054.0,10523977,CC BY-SA 3.0,https://stackoverflow.com/questions/10523977/date-validation-with-javascript,Date validation with JavaScript,10524127.0,,,,,
61,"['php', 'html', 'forms', 'radio-button']","{'account_id': 1175705, 'reputation': 1319, 'user_id': 1151805, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/90e6e94704ca90aa1841f69684e095f8?s=256&d=identicon&r=PG', 'display_name': 'arboles', 'link': 'https://stackoverflow.com/users/1151805/arboles'}",True,2311,2,1,1656782206,1336261582,1656782206.0,10466900,CC BY-SA 4.0,https://stackoverflow.com/questions/10466900/radio-button-form-not-sending-data-what-is-the-proper-syntax,radio button form not sending data. what is the proper syntax?,10466923.0,,,,,
62,"['javascript', 'html', 'forms', 'radio-button']","{'account_id': 1492276, 'reputation': 27, 'user_id': 1399101, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7bf5a63a8d60086ecd39b66006f8b11a?s=256&d=identicon&r=PG', 'display_name': 'Morgan March', 'link': 'https://stackoverflow.com/users/1399101/morgan-march'}",True,841,2,1,1656756807,1337193388,1656756807.0,10624584,CC BY-SA 4.0,https://stackoverflow.com/questions/10624584/javascript-to-grab-the-selected-value-from-a-list-of-form-radio-options-or-text,"Javascript to Grab the Selected Value from a list of Form Radio Options OR text field, whichever is used, and output to text?",10641014.0,,,,,
63,"['html', 'jquery', 'radio-button']","{'account_id': 1271838, 'reputation': 3396, 'user_id': 1227914, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/77620a453f8dc2575495b8332e090394?s=256&d=identicon&r=PG', 'display_name': 'user1227914', 'link': 'https://stackoverflow.com/users/1227914/user1227914'}",True,2074,1,0,1656752484,1335891328,1656752484.0,10401216,CC BY-SA 4.0,https://stackoverflow.com/questions/10401216/jquery-showing-div-based-on-radio-button-checked,jquery - showing div based on radio button checked?,10401296.0,,,,,
64,"['javascript', 'html']","{'account_id': 769204, 'reputation': 19202, 'user_id': 880413, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/708eff6d5825112bdc569ec76e39cd7f?s=256&d=identicon&r=PG', 'display_name': 'Adam', 'link': 'https://stackoverflow.com/users/880413/adam'}",True,339780,11,751,1656209739,1338334081,1592644375.0,10808109,CC BY-SA 4.0,https://stackoverflow.com/questions/10808109/script-tag-async-defer,Script Tag - async &amp; defer,10808243.0,,,,,
65,"['html', 'anchor', 'semantic-markup']","{'account_id': 1450049, 'reputation': 2155, 'user_id': 1367258, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19c98a346a55dc106a8a4c99b2d67799?s=256&d=identicon&r=PG', 'display_name': 'Zacqary', 'link': 'https://stackoverflow.com/users/1367258/zacqary'}",True,247707,5,210,1655910825,1336540540,1655910825.0,10510191,,https://stackoverflow.com/questions/10510191/valid-to-use-a-anchor-tag-without-href-attribute,Valid to use &lt;a&gt; (anchor tag) without href attribute?,10510353.0,,,1655910854.0,Duplicate,
66,"['css', 'html', 'attributes', 'html5-video']","{'account_id': 360327, 'reputation': 23283, 'user_id': 702275, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/25411d307fa0ce0f741e7eb1b28d2cd9?s=256&d=identicon&r=PG', 'display_name': 'tim peterson', 'link': 'https://stackoverflow.com/users/702275/tim-peterson'}",True,219003,15,111,1655440117,1338431972,1338562761.0,10826784,CC BY-SA 3.0,https://stackoverflow.com/questions/10826784/make-html5-video-poster-be-same-size-as-video-itself,Make HTML5 video poster be same size as video itself,10853129.0,,,,,
67,"['javascript', 'html', 'css', 'dom-events']","{'account_id': 1505998, 'reputation': 15, 'user_id': 1409343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f68b210d856d46eed653d0688fd4d06f?s=256&d=identicon&r=PG', 'display_name': 'sham', 'link': 'https://stackoverflow.com/users/1409343/sham'}",True,178,2,0,1655194315,1338282014,1655194315.0,10796031,CC BY-SA 4.0,https://stackoverflow.com/questions/10796031/add-a-new-row-at-the-top-of-the-table,Add a new row at the top of the table,10798482.0,,,,,
68,"['javascript', 'html', 'curl']","{'account_id': 200340, 'reputation': 4876, 'user_id': 446140, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/386186a317b61bfc2caa5e7f289c5418?s=256&d=identicon&r=PG', 'display_name': 'reox', 'link': 'https://stackoverflow.com/users/446140/reox'}",True,13542,1,4,1655141473,1336560763,,10514604,CC BY-SA 3.0,https://stackoverflow.com/questions/10514604/get-sourcecode-after-javascript-execution-with-curl,get sourcecode after javascript execution with curl,10514889.0,,,,,
69,"['html', 'css', 'image']","{'account_id': 1279931, 'reputation': 47, 'user_id': 1234271, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/46232836e3648455609a6f28b57909bd?s=256&d=identicon&r=PG', 'display_name': 'issoa', 'link': 'https://stackoverflow.com/users/1234271/issoa'}",True,1548,5,-2,1655127800,1337016110,1337016353.0,10588116,CC BY-SA 3.0,https://stackoverflow.com/questions/10588116/how-do-i-add-a-src-in-style-class,How do I add a src in style class?,,,,,,
70,"['php', 'javascript', 'html']","{'account_id': 345558, 'reputation': 183, 'user_id': 678561, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/3d8cdf5429805a0aab0aeaf7838a25b4?s=256&d=identicon&r=PG', 'display_name': 'NickG77', 'link': 'https://stackoverflow.com/users/678561/nickg77'}",True,5608,2,4,1655108346,1336016080,1371844492.0,10424739,CC BY-SA 3.0,https://stackoverflow.com/questions/10424739/using-anchor-tags-in-conjunction-with-a-forms-action-attribute,Using anchor tags in conjunction with a form&#39;s action attribute,10425038.0,,,,,
71,"['html', 'css', 'image', 'src']","{'account_id': 96011, 'reputation': 6201, 'user_id': 261184, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/0d4192d68421c5c7c22734a480838156?s=256&d=identicon&r=PG', 'display_name': 'dangerousdave', 'link': 'https://stackoverflow.com/users/261184/dangerousdave'}",True,765,2,1,1654967546,1335802578,,10386929,CC BY-SA 3.0,https://stackoverflow.com/questions/10386929/dummy-img-src-without-browser-warnings,Dummy img src without browser warnings,10386954.0,,,,,
72,"['javascript', 'html', 'jquery', 'css', 'jquery-events']","{'account_id': 353696, 'reputation': 3347, 'user_id': 691553, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/fgzks.jpg?s=256&g=1', 'display_name': 'jribeiro', 'link': 'https://stackoverflow.com/users/691553/jribeiro'}",True,850,1,0,1654797600,1336475429,1654797600.0,10497453,CC BY-SA 4.0,https://stackoverflow.com/questions/10497453/jquery-replacing-mouse-cursor,jQuery replacing mouse cursor,10497605.0,,,,,
73,"['html', 'redirect', 'google-apps-script', 'hyperlink']","{'account_id': 1492288, 'reputation': 1169, 'user_id': 1399110, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/861fd050e554b6a13c47126e68902116?s=256&d=identicon&r=PG', 'display_name': 'PY_', 'link': 'https://stackoverflow.com/users/1399110/py'}",True,170127,6,36,1654774658,1337891066,1550079646.0,10744760,CC BY-SA 4.0,https://stackoverflow.com/questions/10744760/google-apps-script-to-open-a-url,Google Apps Script to open a URL,10745403.0,1586876285.0,,,,
74,"['html', 'css', 'css-position', 'footer']","{'account_id': 1456185, 'reputation': 21, 'user_id': 1371700, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6fa4007e1aa3ec090ce764cb40f4b42a?s=256&d=identicon&r=PG', 'display_name': 'Courtneylee', 'link': 'https://stackoverflow.com/users/1371700/courtneylee'}",True,605,2,1,1654705044,1336030609,1654705026.0,10427050,CC BY-SA 4.0,https://stackoverflow.com/questions/10427050/css-positioning-left-hand-long-menu-appears-behind-footer,CSS Positioning: Left hand long menu appears behind footer,10494100.0,,,,,
75,"['javascript', 'html', 'jquery', 'jquery-ui', 'jquery-events']","{'account_id': 988124, 'reputation': 3405, 'user_id': 1006146, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/c5709ccbce2c20599384cab355a611fa?s=256&d=identicon&r=PG', 'display_name': 'JackMahoney', 'link': 'https://stackoverflow.com/users/1006146/jackmahoney'}",True,111,2,1,1654021734,1336617306,1654021734.0,10526816,CC BY-SA 4.0,https://stackoverflow.com/questions/10526816/when-user-types-into-html-input-where-is-that-data-stored,When user types into HTML &lt;input/&gt; where is that data stored?,10526942.0,,,,,
76,"['javascript', 'html', 'jquery', 'jquery-ui', 'jquery-events']","{'account_id': 68007, 'reputation': 356, 'user_id': 198686, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/5c1e8a574447f22240ffc57f26c0ce29?s=256&d=identicon&r=PG', 'display_name': 'Rahul', 'link': 'https://stackoverflow.com/users/198686/rahul'}",True,2421,2,1,1654015265,1338292034,1654015265.0,10798503,CC BY-SA 4.0,https://stackoverflow.com/questions/10798503/how-to-get-file-path-form-input-tag-in-javascript,How to get file path form input tag in JavaScript,10798519.0,,,,,
77,"['javascript', 'html', 'jquery', 'jquery-ui', 'jquery-events']","{'account_id': 1295963, 'reputation': 45, 'user_id': 1247018, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/a9a25d0821766e68df8260c19294ba29?s=256&d=identicon&r=PG', 'display_name': 'inderpreet singh', 'link': 'https://stackoverflow.com/users/1247018/inderpreet-singh'}",False,225,1,0,1654009868,1337058675,1654009868.0,10594456,CC BY-SA 4.0,https://stackoverflow.com/questions/10594456/jquery-hover-or-javascript-mouseout-event-for-menu-sign-in,jQuery hover or JavaScript mouseout event for menu &quot;sign in&quot;,,,,,,
