,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,locked_date
48,"['c', 'game-physics']","{'account_id': 16029668, 'reputation': 1, 'user_id': 11568970, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26155ce8ca02d3f01bf4cc8c9a89087b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Octin', 'link': 'https://stackoverflow.com/users/11568970/octin'}",True,348,,1,0,1621262080,1559068147,1559071683.0,56348145,CC BY-SA 4.0,https://stackoverflow.com/questions/56348145/2d-character-movement-map-updating-position-updating,"2D character movement, map updating, position updating",,,,
49,"['c', 'data-structures', 'struct', 'linked-list', 'typedef']","{'account_id': 15949124, 'reputation': 2374, 'user_id': 11508914, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q0YuP.jpg?s=256&g=1', 'display_name': 'Panagiss', 'link': 'https://stackoverflow.com/users/11508914/panagiss'}",True,60,56165789.0,2,2,1618521357,1557999992,,56165619,CC BY-SA 4.0,https://stackoverflow.com/questions/56165619/i-cannot-typedef-a-pointer-to-structure-that-has-already-been-typedef-ed,I cannot typedef a pointer to structure that has already been typedef-ed,,,,
50,"['c', 'libcurl']","{'account_id': 2091787, 'reputation': 1519, 'user_id': 1861447, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/d61fb7b17b58891bf414b9d53e7bbb0d?s=256&d=identicon&r=PG', 'display_name': 'Austin', 'link': 'https://stackoverflow.com/users/1861447/austin'}",True,410,,2,1,1614983179,1559096876,,56352293,CC BY-SA 4.0,https://stackoverflow.com/questions/56352293/c-libcurl-is-it-possible-to-get-request-data-in-raw-format,C libcurl - Is it possible to get request data in raw format,,,,
51,"['c', 'gcc', 'assembly', 'inline-assembly', 'avx512']","{'account_id': 9302074, 'reputation': 93, 'user_id': 6907202, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f89d862eb2c9566c978f163fd1aa3aa0?s=256&d=identicon&r=PG&f=1', 'display_name': 'tert', 'link': 'https://stackoverflow.com/users/6907202/tert'}",True,929,55946780.0,2,9,1614226759,1556774605,1556842305.0,55946103,CC BY-SA 4.0,https://stackoverflow.com/questions/55946103/gnu-c-inline-asm-input-constraint-for-avx512-mask-registers-k1-k7,GNU C inline asm input constraint for AVX512 mask registers (k1...k7)?,,,,
52,"['c', 'cursor', 'gtk', 'mouse', 'gtk3']","{'user_type': 'does_not_exist', 'display_name': 'user11455768'}",False,362,,0,0,1613367299,1558463895,1558465107.0,56244516,CC BY-SA 4.0,https://stackoverflow.com/questions/56244516/how-do-i-hide-the-mouse-cursor-and-set-its-position-in-gtk3,How do I hide the mouse cursor and set its position in gtk3?,,,,
53,"['android', 'c', 'java-native-interface', 'segmentation-fault']","{'account_id': 8707619, 'reputation': 169, 'user_id': 6515005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3ee80c8f341bf198e925f2e185b268d?s=256&d=identicon&r=PG', 'display_name': 'rafal1137', 'link': 'https://stackoverflow.com/users/6515005/rafal1137'}",True,1292,66146891.0,1,0,1613001223,1556978360,,55983271,CC BY-SA 4.0,https://stackoverflow.com/questions/55983271/signal-11-sigsegv-code-1-segv-maperr-fault-addr-0x7d02bdb8,"Signal 11 (SIGSEGV), code 1 (SEGV_MAPERR), fault addr 0x7d02bdb8",,,,
54,['c'],"{'account_id': 406231, 'reputation': 12836, 'user_id': 775624, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/cb945e94c1f7f3e06d67da720b9d3770?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack Humphries', 'link': 'https://stackoverflow.com/users/775624/jack-humphries'}",False,118,,1,-1,1612032360,1556756446,1556773541.0,55944213,CC BY-SA 4.0,https://stackoverflow.com/questions/55944213/give-global-variable-own-cache-line,Give global variable own cache line,,,,
55,"['c++', 'c']","{'account_id': 8769119, 'reputation': 2593, 'user_id': 8776746, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/QveEY.png?s=256&g=1', 'display_name': 'ynn', 'link': 'https://stackoverflow.com/users/8776746/ynn'}",True,1164,56269017.0,1,9,1609050335,1558586951,,56268229,CC BY-SA 4.0,https://stackoverflow.com/questions/56268229/why-does-assert-macro-have-value-even-with-ndebug,Why does `assert` macro have value even with `NDEBUG`?,,,,
56,"['c', 'bitwise-operators', 'subtraction']","{'account_id': 16018436, 'reputation': 15, 'user_id': 11560490, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ylCJgfkLLTA/AAAAAAAAAAI/AAAAAAAACsI/zFr9bBMMs04/photo.jpg?sz=256', 'display_name': 'Kishan Kumar', 'link': 'https://stackoverflow.com/users/11560490/kishan-kumar'}",True,3577,56322177.0,2,0,1607929756,1558941284,1558941547.0,56321360,CC BY-SA 4.0,https://stackoverflow.com/questions/56321360/subtract-two-numbers-without-using-arithmetic-operators,Subtract two numbers without using arithmetic operators,,,,
57,"['c', 'ncurses']","{'account_id': 11130369, 'reputation': 57, 'user_id': 8170520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45ff8ffba1b2ed3909724d7fbb337e57?s=256&d=identicon&r=PG&f=1', 'display_name': 'HJP', 'link': 'https://stackoverflow.com/users/8170520/hjp'}",False,127,,1,0,1607805160,1557122435,,55999536,CC BY-SA 4.0,https://stackoverflow.com/questions/55999536/get-back-the-value-list-from-an-ncurses-field,Get back the value list from an ncurses FIELD,,,,
58,['c'],"{'account_id': 15980672, 'reputation': 61, 'user_id': 11532415, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8JsUV7paGUU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdN3Jw7SfHn8zx5Hgg38Zs3GwRPDQ/mo/photo.jpg?sz=256', 'display_name': 'Arun AJ', 'link': 'https://stackoverflow.com/users/11532415/arun-aj'}",True,3748,65124637.0,2,2,1606993122,1558429390,1558429464.0,56234786,CC BY-SA 4.0,https://stackoverflow.com/questions/56234786/how-to-read-a-line-using-scanf-in-c,How to read a line using scanf() in C?,,,,
59,"['c', 'if-statement', 'return']","{'account_id': 10655060, 'reputation': 915, 'user_id': 7844823, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JW976.jpg?s=256&g=1', 'display_name': 'PiCTo', 'link': 'https://stackoverflow.com/users/7844823/picto'}",True,131,56104448.0,1,0,1606500665,1557705000,,56104381,CC BY-SA 4.0,https://stackoverflow.com/questions/56104381/function-structure-if-error-early-return-or-if-error-assign-else-assign,"Function structure: &quot;if error, early return&quot; or &quot;if error, assign, else, assign, return assigned value&quot;?",,,,
60,"['c', 'arduino', 'stm32', 'i2c', 'nucleo']","{'account_id': 15225401, 'reputation': 103, 'user_id': 10986180, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Lff_VSb4xUk/AAAAAAAAAAI/AAAAAAAAAOE/4czV1FHjOLE/photo.jpg?sz=256', 'display_name': 'jayen marco', 'link': 'https://stackoverflow.com/users/10986180/jayen-marco'}",False,183,,1,0,1605711900,1557246051,,56026771,CC BY-SA 4.0,https://stackoverflow.com/questions/56026771/error-i2c-communication-b-l072z-lrwanmaster-and-arduinoslave,Error I2C Communication B-L072Z-LRWAN(Master) And Arduino(Slave),,,,
61,"['c', 'struct', 'syntax', 'declaration']","{'account_id': 3773810, 'reputation': 14283, 'user_id': 3284878, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/d324c610856d2626e9b719eb4135b3cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aviv Cohn', 'link': 'https://stackoverflow.com/users/3284878/aviv-cohn'}",True,219,,1,0,1605661729,1557576333,1557577194.0,56090187,CC BY-SA 4.0,https://stackoverflow.com/questions/56090187/does-a-struct-declaration-live-after-the-scope-where-it-was-declared-if-the-sco,"Does a struct declaration live after the scope where it was declared, if the scope was a different struct definition?",,,,
62,['c'],"{'account_id': 3106126, 'reputation': 20167, 'user_id': 2628868, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/IcdU7.jpg?s=256&g=1', 'display_name': 'Dolphin', 'link': 'https://stackoverflow.com/users/2628868/dolphin'}",True,407,,2,0,1605491170,1558596485,1558600694.0,56270109,CC BY-SA 4.0,https://stackoverflow.com/questions/56270109/how-to-specify-gcc-manually-where-run-configure-command,how to specify gcc manually where run configure command,,,,
63,"['c', 'linux', 'linux-kernel', 'linux-device-driver', 'kernel-module']","{'account_id': 11391936, 'reputation': 331, 'user_id': 8351650, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2979e9f1415e57e46ad3e7cad184f91b?s=256&d=identicon&r=PG&f=1', 'display_name': 'nanoman', 'link': 'https://stackoverflow.com/users/8351650/nanoman'}",True,331,,2,0,1605158460,1558997325,1559096907.0,56333180,CC BY-SA 4.0,https://stackoverflow.com/questions/56333180/what-do-the-parameters-mean-in-sculls-proc-read-implementation,What do the parameters mean in scull&#39;s proc read implementation?,,,,
64,"['c', 'image', 'sdl']","{'account_id': 15921548, 'reputation': 1, 'user_id': 11488408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53a0499509239fc7ffe0870786eb30a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adrian', 'link': 'https://stackoverflow.com/users/11488408/adrian'}",False,82,,2,-2,1605112738,1557663994,1557682385.0,56099236,CC BY-SA 4.0,https://stackoverflow.com/questions/56099236/sdl2-wont-display-image,SDL2 won&#39;t display image,,,,
65,"['c', 'stm32', 'memcpy', 'dma']","{'account_id': 15932194, 'reputation': 69, 'user_id': 11496209, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/327a838883caa4d39a8b8d6b05b628a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe P', 'link': 'https://stackoverflow.com/users/11496209/joe-p'}",True,1603,,3,5,1603889596,1557807257,1557808327.0,56122923,CC BY-SA 4.0,https://stackoverflow.com/questions/56122923/dma-transfer-taking-more-time-than-cpu-transfer,DMA transfer taking more time than CPU transfer,,,,
66,"['c', 'octave']","{'account_id': 991116, 'reputation': 2028, 'user_id': 1008405, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6ccd4b1f51d2727927ac4f091cb71009?s=256&d=identicon&r=PG', 'display_name': 'Heretic', 'link': 'https://stackoverflow.com/users/1008405/heretic'}",True,1832,56197616.0,1,2,1603813902,1558038750,,56176203,CC BY-SA 4.0,https://stackoverflow.com/questions/56176203/call-gnu-octave-functions-in-c,Call GNU Octave functions in C?,,,,
67,"['android', 'c', 'android-ndk']","{'account_id': 15988737, 'reputation': 143, 'user_id': 11538437, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4bc6e9ccc295a347a9405800cdd8ee1?s=256&d=identicon&r=PG&f=1', 'display_name': 'FaaiqKhan', 'link': 'https://stackoverflow.com/users/11538437/faaiqkhan'}",False,137,,0,1,1602760386,1558518111,1558670949.0,56253838,CC BY-SA 4.0,https://stackoverflow.com/questions/56253838/how-to-run-own-object-detector-using-dlib-library-on-android,How to run own object detector using dlib library on android?,,,,
68,"['c', 'exec', 'echo']","{'account_id': 6657502, 'reputation': 143, 'user_id': 5137526, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14a0a0d5d12d1d58cb5753d04508217f?s=256&d=identicon&r=PG&f=1', 'display_name': 'haxonek', 'link': 'https://stackoverflow.com/users/5137526/haxonek'}",True,1668,56086358.0,4,0,1602125761,1557534131,1557557641.0,56086238,CC BY-SA 4.0,https://stackoverflow.com/questions/56086238/exec-function-only-running-some-commands-wont-run-echo,"exec function only running some commands, won&#39;t run echo",,,,
69,"['arrays', 'c']","{'account_id': 14608790, 'reputation': 1, 'user_id': 10550826, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-NldhKtfMSQU/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbD_XyOuI-ERaT4PLERNAVbu1A83cA/mo/photo.jpg?sz=256', 'display_name': '김태경', 'link': 'https://stackoverflow.com/users/10550826/%ea%b9%80%ed%83%9c%ea%b2%bd'}",False,29,,1,-3,1601681942,1557928925,1601681942.0,56151225,CC BY-SA 4.0,https://stackoverflow.com/questions/56151225/how-to-create-a-function-to-output-a-lying-down-hourglass-by-entering-the-size-o,how to create a function to output a lying-down hourglass by entering the size of the array,,,,
70,"['android', 'c', 'java-native-interface']","{'account_id': 15584992, 'reputation': 137, 'user_id': 11243782, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/736b35a408893f147230eb42b983d516?s=256&d=identicon&r=PG', 'display_name': 'R&#233;my Raes', 'link': 'https://stackoverflow.com/users/11243782/r%c3%a9my-raes'}",True,110,63890574.0,1,2,1600110920,1556787453,,55948888,CC BY-SA 4.0,https://stackoverflow.com/questions/55948888/why-is-there-an-api-limit-on-native-libraries,Why is there an API limit on native libraries?,,,,
71,"['c', 'sockets', 'server', 'client']","{'account_id': 10124161, 'reputation': 45, 'user_id': 7834854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a817f5e10a94cf7d67eb6475b58a477?s=256&d=identicon&r=PG&f=1', 'display_name': 'Y. J.', 'link': 'https://stackoverflow.com/users/7834854/y-j'}",True,299,,1,0,1600088251,1556666882,,55929885,CC BY-SA 4.0,https://stackoverflow.com/questions/55929885/how-can-i-modify-the-server-client-to-take-the-port-number-and-or-host-as-an-opt,How can I modify the server/client to take the port number and/or host as an optional command line argument?,,,,
72,"['c', 'bit-manipulation', 'operators', 'bitwise-operators', 'negative-number']","{'account_id': 6716942, 'reputation': 11, 'user_id': 8526390, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DDsWSWIgDc4/AAAAAAAAAAI/AAAAAAAAApY/FMkZpHCw8FI/photo.jpg?sz=256', 'display_name': 'Sonic-BO_oM', 'link': 'https://stackoverflow.com/users/8526390/sonic-bo-om'}",True,374,56324423.0,1,-11,1598327009,1558951435,1598327009.0,56323845,CC BY-SA 4.0,https://stackoverflow.com/questions/56323845/what-happens-when-bitwise-and-is-applied-to-negative-numbers,What happens when bitwise AND is applied to negative numbers?,,,,
73,"['c', 'gcc', 'simd']","{'account_id': 399188, 'reputation': 2469, 'user_id': 764365, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/949fc0c2be92bbf088c506e249d7184f?s=256&d=identicon&r=PG', 'display_name': 'Jimbo', 'link': 'https://stackoverflow.com/users/764365/jimbo'}",True,963,,2,2,1596649956,1557155629,,56007974,CC BY-SA 4.0,https://stackoverflow.com/questions/56007974/specify-simd-level-of-a-function-that-compiler-can-use,specify simd level of a function that compiler can use,,,,
74,"['php', 'c', 'wordpress', 'gd']","{'account_id': 13535419, 'reputation': 137, 'user_id': 9764728, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa021b279cb4b0dd6b4ba874cd6ecc39?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tweak', 'link': 'https://stackoverflow.com/users/9764728/tweak'}",True,11121,56261243.0,1,1,1596603267,1558539788,1558554260.0,56260554,CC BY-SA 4.0,https://stackoverflow.com/questions/56260554/how-to-install-the-gd-image-library-for-wordpress,How to Install the GD Image Library for Wordpress?,,,,
75,"['c', 'pointers', 'structure']","{'account_id': 15725510, 'reputation': 174, 'user_id': 11347273, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ecdde797e6c55c0bca2faf59d6b4eae6?s=256&d=identicon&r=PG&f=1', 'display_name': 'bobthebuilder', 'link': 'https://stackoverflow.com/users/11347273/bobthebuilder'}",True,1828,55998439.0,3,1,1596298196,1557112403,,55998378,CC BY-SA 4.0,https://stackoverflow.com/questions/55998378/allocating-memory-for-structure-pointers,allocating memory for structure pointers,,,,
76,"['c', 'azure', 'http', 'azure-iot-hub']","{'account_id': 8865942, 'reputation': 337, 'user_id': 6621126, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3522f3663b523beaa0e7a51168a99f3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'bevenson', 'link': 'https://stackoverflow.com/users/6621126/bevenson'}",True,2093,56154277.0,1,2,1595843101,1557248592,1557258911.0,56027387,CC BY-SA 4.0,https://stackoverflow.com/questions/56027387/azure-iot-hub-http-device-to-cloud-messages-without-sdk,Azure IoT Hub: HTTP Device-to-Cloud Messages without SDK?,,,,
77,"['c++', 'c', 'memory', 'memory-management']","{'account_id': 14041186, 'reputation': 382, 'user_id': 10142547, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VDNmB.jpg?s=256&g=1', 'display_name': 'Saket Sharad', 'link': 'https://stackoverflow.com/users/10142547/saket-sharad'}",True,1289,,3,2,1593345222,1558005284,1558006103.0,56167252,CC BY-SA 4.0,https://stackoverflow.com/questions/56167252/why-design-custom-memory-manager,Why design custom memory manager?,,,,
78,"['c', 'reference', 'cudd']","{'account_id': 10691231, 'reputation': 387, 'user_id': 7871434, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/309b6d9b242b03ae38a9d6c97e686861?s=256&d=identicon&r=PG&f=1', 'display_name': 'Subhadip', 'link': 'https://stackoverflow.com/users/7871434/subhadip'}",True,392,56147227.0,2,0,1593055445,1557914288,1557918825.0,56146565,CC BY-SA 4.0,https://stackoverflow.com/questions/56146565/cudd-package-undefined-reference-during-compilation,CUDD package : Undefined reference during compilation,,,,
79,"['c', 'c99']","{'account_id': 15772320, 'reputation': 71, 'user_id': 11381009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f445c01c747b5355a94df5844883524c?s=256&d=identicon&r=PG&f=1', 'display_name': 'DemoVision', 'link': 'https://stackoverflow.com/users/11381009/demovision'}",False,134,,1,0,1593014541,1558619895,1558697781.0,56276912,CC BY-SA 4.0,https://stackoverflow.com/questions/56276912/sorting-algorithm-for-arbitrary-number-of-words-alphabetical-order-with-use-of,Sorting algorithm for arbitrary number of words (alphabetical order) with use of struct as a &quot;database&quot;,,,,
