,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
48,"['java', 'stdout', 'stderr']","{'account_id': 3108, 'reputation': 10196, 'user_id': 4411, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/32bd23e82b334c5d81ea41b6db0f22f4?s=256&d=identicon&r=PG', 'display_name': 'Jagger', 'link': 'https://stackoverflow.com/users/4411/jagger'}",True,4317,2,26,1661677556,1353451238,1354041643.0,13483443,CC BY-SA 3.0,https://stackoverflow.com/questions/13483443/why-does-java-version-go-to-stderr,Why does &#39;java -version&#39; go to stderr?,13483519.0,,,,,
49,['java'],"{'account_id': 271958, 'reputation': 115026, 'user_id': 562769, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/e86681e49622d52817b36fd2a4c936b7?s=256&d=identicon&r=PG', 'display_name': 'Martin Thoma', 'link': 'https://stackoverflow.com/users/562769/martin-thoma'}",True,23587,9,18,1661413299,1353271764,,13444414,CC BY-SA 3.0,https://stackoverflow.com/questions/13444414/why-is-int-a-new-int0-allowed,Why is int[] a = new int[0]; allowed?,13444462.0,,,,,
50,"['java', 'design-patterns', 'state-machine', 'fsm', 'state-pattern']","{'account_id': 267682, 'reputation': 3122, 'user_id': 556011, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/bee5b99a9cedcec04113436fc52297cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ofir A.', 'link': 'https://stackoverflow.com/users/556011/ofir-a'}",True,141487,8,62,1661406260,1352051167,1584922299.0,13221168,CC BY-SA 4.0,https://stackoverflow.com/questions/13221168/how-to-implement-a-fsm-finite-state-machine-in-java,How to implement a FSM - Finite State Machine in Java,13224709.0,,,,,
51,"['java', 'email', 'smtp', 'jakarta-mail']","{'account_id': 226571, 'reputation': 5535, 'user_id': 487694, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/cb868d14e2b97dbd5cc6b9965ee02544?s=256&d=identicon&r=PG', 'display_name': 'Narendra', 'link': 'https://stackoverflow.com/users/487694/narendra'}",True,27849,6,20,1661289910,1352371682,1489399835.0,13287515,CC BY-SA 3.0,https://stackoverflow.com/questions/13287515/how-to-send-bulk-mails-using-javax-mail-api-efficiently-can-we-use-reuse-auth,How to Send bulk mails using javax.mail API efficiently? &amp; Can we use reuse authenticated sessions to improve speed?,13288280.0,,,,,
52,"['java', 'eclipse']","{'account_id': 229659, 'reputation': 3475, 'user_id': 492760, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/15bcf2b1e71605ceb36d1dbf1e183a0b?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/492760/mike'}",True,60941,15,38,1661175230,1353854697,1353855252.0,13552082,CC BY-SA 3.0,https://stackoverflow.com/questions/13552082/eclipse-always-building-workspace,Eclipse always Building workspace,13552202.0,,,,,
53,['java'],"{'account_id': 2078827, 'reputation': 1206, 'user_id': 1851402, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/FCecO.jpg?s=256&g=1', 'display_name': 'Blackecho', 'link': 'https://stackoverflow.com/users/1851402/blackecho'}",True,67995,13,9,1660979289,1353861128,1421420296.0,13553009,CC BY-SA 3.0,https://stackoverflow.com/questions/13553009/find-the-element-with-highest-occurrences-in-an-array-java,Find the element with highest occurrences in an array [java],13553026.0,,,,,
54,"['java', 'ajax', 'jsp', 'drop-down-menu']","{'account_id': 127762, 'reputation': 1, 'user_id': 325145, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc24fbe3499d95d44198ede6c4d687ac?s=256&d=identicon&r=PG', 'display_name': 'Phronima', 'link': 'https://stackoverflow.com/users/325145/phronima'}",False,9848,1,0,1660939365,1353826649,1353827461.0,13548985,CC BY-SA 3.0,https://stackoverflow.com/questions/13548985/dynamic-drop-down-list-with-ajax-and-database,Dynamic drop down list with AJAX and database,,,,,,
55,"['java', 'string']","{'account_id': 1946654, 'reputation': 2002, 'user_id': 1751634, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/ryTnW.jpg?s=256&g=1', 'display_name': 'Vikram', 'link': 'https://stackoverflow.com/users/1751634/vikram'}",True,865080,23,161,1660927228,1352922148,1660927228.0,13386107,CC BY-SA 4.0,https://stackoverflow.com/questions/13386107/how-to-remove-single-character-from-a-string-by-index,How to remove single character from a String by index,13386289.0,,,,,
56,"['java', 'arrays', 'methods', 'arguments']","{'account_id': 1452462, 'reputation': 445, 'user_id': 1368970, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/sxUlC.png?s=256&g=1', 'display_name': 'user1368970', 'link': 'https://stackoverflow.com/users/1368970/user1368970'}",True,174359,7,28,1660833047,1351731832,1351762268.0,13169606,CC BY-SA 3.0,https://stackoverflow.com/questions/13169606/method-in-class-cannot-be-applied-to-given-types,method in class cannot be applied to given types,13169626.0,,,,,
57,"['java', 'pdf', 'itext']","{'account_id': 2044880, 'reputation': 25, 'user_id': 1825203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a805b49fd77fb817608a3e565aa635b?s=256&d=identicon&r=PG', 'display_name': 'user1825203', 'link': 'https://stackoverflow.com/users/1825203/user1825203'}",True,1429,1,2,1660616135,1352933783,1352937146.0,13388816,CC BY-SA 3.0,https://stackoverflow.com/questions/13388816/splitting-one-pdf-file-to-multiple-according-to-the-file-size,Splitting one Pdf file to multiple according to the file-size,13389424.0,,,,,
58,"['java', 'jpa', 'orm', 'query-string']","{'account_id': 988476, 'reputation': 321, 'user_id': 1006375, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2e31d514053d372b8611c063dadaeb53?s=256&d=identicon&r=PG', 'display_name': 'user1006375', 'link': 'https://stackoverflow.com/users/1006375/user1006375'}",True,16984,5,11,1660597971,1354120380,1501851560.0,13609896,CC BY-SA 3.0,https://stackoverflow.com/questions/13609896/how-to-get-query-string-from-a-javax-persistence-query,how to get query string from a javax.persistence.Query?,,,,,,
59,"['java', 'arrays', 'char', 'output']","{'account_id': 1112829, 'reputation': 980, 'user_id': 1102945, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/578c55f38095f9be8b773b30f2d82a9c?s=256&d=identicon&r=PG', 'display_name': 'stephenwade', 'link': 'https://stackoverflow.com/users/1102945/stephenwade'}",True,43436,6,28,1660130126,1353552929,1353596318.0,13505274,CC BY-SA 3.0,https://stackoverflow.com/questions/13505274/java-println-with-char-array-gives-gibberish,Java: println with char array gives gibberish,13505323.0,,,,,
60,"['java', 'algorithm']","{'account_id': 2034274, 'reputation': 9159, 'user_id': 1817031, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/MnimI.png?s=256&g=1', 'display_name': 'Steve M', 'link': 'https://stackoverflow.com/users/1817031/steve-m'}",True,6141,19,8,1660114280,1352685821,1446130592.0,13337515,CC BY-SA 3.0,https://stackoverflow.com/questions/13337515/is-there-a-simpler-solution-for-codingbat-fix45,Is there a simpler solution for Codingbat fix45?,13337858.0,,,,,
61,"['java', 'javascript']","{'account_id': 1562603, 'reputation': 3465, 'user_id': 1452141, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/v7JO0.png?s=256&g=1', 'display_name': 'edinvnode', 'link': 'https://stackoverflow.com/users/1452141/edinvnode'}",True,2595,3,1,1660042283,1353111415,1660042283.0,13426315,CC BY-SA 4.0,https://stackoverflow.com/questions/13426315/run-java-in-javascript,run java in javascript,13426367.0,,,,,
62,"['java', 'tcp', 'udp', 'portforwarding', 'stun']","{'account_id': 1364949, 'reputation': 528, 'user_id': 1301590, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/288ab25ea73d712e4285a69ebffc57d9?s=256&d=identicon&r=PG', 'display_name': 'daviga404', 'link': 'https://stackoverflow.com/users/1301590/daviga404'}",True,12144,1,14,1660036785,1353528674,,13501288,CC BY-SA 3.0,https://stackoverflow.com/questions/13501288/what-is-stun-and-does-it-need-a-port-forwarded-server,What is STUN and does it need a port-forwarded server?,13539963.0,,,,,
63,"['java', 'parsing', 'uri', 'namevaluecollection']","{'account_id': 923282, 'reputation': 4026, 'user_id': 954544, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/fe4fd8522b88116e6b5b93f14a0f9d21?s=256&d=identicon&r=PG', 'display_name': 'Sergey Shafiev', 'link': 'https://stackoverflow.com/users/954544/sergey-shafiev'}",True,425527,27,340,1659881635,1354047118,1607428441.0,13592236,CC BY-SA 4.0,https://stackoverflow.com/questions/13592236/parse-a-uri-string-into-name-value-collection,Parse a URI String into Name-Value Collection,13592567.0,,,,,
64,"['java', 'jsp', 'vxml']","{'account_id': 1685141, 'reputation': 51, 'user_id': 1548608, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c468e9c58ae1412c41f7ae6604b347f6?s=256&d=identicon&r=PG', 'display_name': 'deepak', 'link': 'https://stackoverflow.com/users/1548608/deepak'}",False,8830,2,1,1659737060,1351845086,1351845381.0,13191753,CC BY-SA 3.0,https://stackoverflow.com/questions/13191753/check-parameter-is-valid-or-not-in-jsp,check parameter is valid or not in jsp,,,,,,
65,"['java', 'http', 'parsing', 'multipartform-data', 'multipartentity']","{'account_id': 2059179, 'reputation': 3134, 'user_id': 1836202, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/c762fc299d9b69b87318af79978ffa56?s=256&d=identicon&r=PG', 'display_name': 'Linus', 'link': 'https://stackoverflow.com/users/1836202/linus'}",True,38282,3,10,1659626714,1353340809,,13457503,CC BY-SA 3.0,https://stackoverflow.com/questions/13457503/library-and-examples-of-parsing-multipart-form-data-from-inputstream,Library and examples of parsing multipart/form-data from inputstream,,,,,,
66,"['java', 'eclipse', 'tomcat', 'jstl']","{'account_id': 932671, 'reputation': 15067, 'user_id': 962206, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/54eb7c8493f58335f04282b073607cd1?s=256&d=identicon&r=PG', 'display_name': 'user962206', 'link': 'https://stackoverflow.com/users/962206/user962206'}",True,214532,18,62,1659527136,1352365815,1437550666.0,13285826,CC BY-SA 3.0,https://stackoverflow.com/questions/13285826/can-not-find-the-tag-library-descriptor-for-http-java-sun-com-jsp-jstl-core,Can not find the tag library descriptor for “http://java.sun.com/jsp/jstl/core”,13307717.0,,,,,
67,"['java', 'web-services', 'soap', 'axis2']","{'account_id': 1687204, 'reputation': 805, 'user_id': 1550226, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/4d454f026b92e87039af1668b26a3633?s=256&d=identicon&r=PG', 'display_name': 'Superman9999', 'link': 'https://stackoverflow.com/users/1550226/superman9999'}",False,18359,1,3,1659517345,1351974397,,13213187,CC BY-SA 3.0,https://stackoverflow.com/questions/13213187/org-apache-axis2-axisfault-org-apache-axis2-databinding-adbexception-unexpecte,org.apache.axis2.AxisFault: org.apache.axis2.databinding.ADBException: Unexpected subelement underTimelyRenewal,,,,,,
68,"['java', 'datetime', 'simpledateformat']","{'account_id': 469868, 'reputation': 5201, 'user_id': 876739, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/yQ49v.png?s=256&g=1', 'display_name': 'xrcwrn', 'link': 'https://stackoverflow.com/users/876739/xrcwrn'}",True,68559,10,77,1659505551,1354010359,1556230404.0,13581608,CC BY-SA 4.0,https://stackoverflow.com/questions/13581608/displaying-am-and-pm-in-lower-case-after-date-formatting,Displaying AM and PM in lower case after date formatting,13581677.0,,,,,
69,"['java', 'floating-point', 'zero', 'negative-zero']","{'account_id': 917727, 'reputation': 2328, 'user_id': 950149, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/b600f642928e3d61ae6e689a3f50a01f?s=256&d=identicon&r=PG', 'display_name': 'Ken Russell', 'link': 'https://stackoverflow.com/users/950149/ken-russell'}",True,6143,4,77,1659401668,1353782527,1659401668.0,13544342,CC BY-SA 4.0,https://stackoverflow.com/questions/13544342/why-do-floating-point-numbers-have-signed-zeros,Why do floating-point numbers have signed zeros?,13544379.0,,,,,
70,"['java', 'database', 'jsf']","{'account_id': 1186841, 'reputation': 999, 'user_id': 1160629, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/e33c7df23d7b87440abeb63a02f10cc1?s=256&d=identicon&r=PG', 'display_name': 'KS1', 'link': 'https://stackoverflow.com/users/1160629/ks1'}",True,114,1,1,1659206230,1353584248,1659206230.0,13511974,,https://stackoverflow.com/questions/13511974/how-to-initialize-bean-properties-on-a-get-request,How to initialize bean properties on a GET request?,13512158.0,,1659341154.0,Duplicate,,
71,"['java', 'formatting', 'sonarqube']","{'account_id': 177955, 'reputation': 4414, 'user_id': 409638, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/b2244263c61892ddd4d2b4d6b4786e6a?s=256&d=identicon&r=PG', 'display_name': 'robert', 'link': 'https://stackoverflow.com/users/409638/robert'}",True,9151,8,12,1659196604,1352673964,1383155991.0,13336281,CC BY-SA 3.0,https://stackoverflow.com/questions/13336281/automatically-add-curly-brackets-to-all-if-else-for-while-etc-in-a-java-code-ba,automatically add curly brackets to all if/else/for/while etc. in a java code-base,13336311.0,,,,,
72,"['java', 'linked-list', 'stack']","{'account_id': 1805009, 'reputation': 669, 'user_id': 1642317, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/130c458a8b7d3ad56ff8b8a145a2d54e?s=256&d=identicon&r=PG', 'display_name': 'TheNameHobbs', 'link': 'https://stackoverflow.com/users/1642317/thenamehobbs'}",True,4107,6,1,1658882597,1352956562,1352992978.0,13391904,,https://stackoverflow.com/questions/13391904/how-to-remove-certain-items-from-a-stack,How to remove certain items from a Stack,13392042.0,,1353013069.0,not a real question,,
73,"['java', 'class', 'object', 'methods', 'equals']","{'account_id': 2009539, 'reputation': 1275, 'user_id': 1798371, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4e85e761d3d2cf7b75283ccc941f814f?s=256&d=identicon&r=PG', 'display_name': 'Fastkowy', 'link': 'https://stackoverflow.com/users/1798371/fastkowy'}",True,426046,16,90,1658587408,1352928908,1485951648.0,13387742,CC BY-SA 3.0,https://stackoverflow.com/questions/13387742/compare-two-objects-with-equals-and-operator,Compare two objects with .equals() and == operator,13387787.0,,,,,
74,"['java', 'mysql', 'hibernate']","{'account_id': 2028149, 'reputation': 825, 'user_id': 1812598, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2c69daea2c2d7f43f1ad717e15ac972c?s=256&d=identicon&r=PG', 'display_name': 'saeed arash', 'link': 'https://stackoverflow.com/users/1812598/saeed-arash'}",True,122313,7,38,1658166654,1352821842,1450170416.0,13363969,CC BY-SA 3.0,https://stackoverflow.com/questions/13363969/how-to-set-length-of-an-column-in-hibernate-with-maximum-length,how to set length of an column in hibernate with maximum length,13364085.0,,,,,
75,"['java', 'datetime', 'serialization', 'avro']","{'account_id': 1072653, 'reputation': 658, 'user_id': 1071556, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d922962bd71a0a15a656342df67805f?s=256&d=identicon&r=PG', 'display_name': 'Miguel L.', 'link': 'https://stackoverflow.com/users/1071556/miguel-l'}",True,45409,3,17,1657789116,1352220443,1352235404.0,13255589,CC BY-SA 3.0,https://stackoverflow.com/questions/13255589/how-to-serialize-a-date-using-avro-in-java,How to serialize a Date using AVRO in Java,13464901.0,,,,,
76,"['java', 'datetime', 'calendar']","{'account_id': 543250, 'reputation': 18235, 'user_id': 912319, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/bb15dcf43c8fe4a01b9d16e93690e118?s=256&d=identicon&r=PG', 'display_name': 'Kanagavelu Sugumar', 'link': 'https://stackoverflow.com/users/912319/kanagavelu-sugumar'}",True,175520,3,48,1657782393,1353406055,1440680816.0,13470830,CC BY-SA 3.0,https://stackoverflow.com/questions/13470830/how-to-change-timezone-for-a-java-util-calendar-date,How to change TIMEZONE for a java.util.Calendar/Date,13472173.0,,,,,
77,"['java', 'swing', 'java-7', 'grid-layout', 'timsort']","{'account_id': 1989985, 'reputation': 12020, 'user_id': 1784230, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/rm5ev.jpg?s=256&g=1', 'display_name': 's.alem', 'link': 'https://stackoverflow.com/users/1784230/s-alem'}",True,40708,6,37,1657531114,1353974098,1353979746.0,13575224,CC BY-SA 3.0,https://stackoverflow.com/questions/13575224/comparison-method-violates-its-general-contract-timsort-and-gridlayout,&quot;Comparison method violates its general contract!&quot; - TimSort and GridLayout,13575810.0,,,,,
