,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,community_owned_date,closed_date,closed_reason,locked_date
48,"['java', 'ant']","{'account_id': 47118, 'reputation': 1431, 'user_id': 139436, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/c5d5065dd582e423787068c362422de2?s=256&d=identicon&r=PG', 'display_name': 'Le_Coeur', 'link': 'https://stackoverflow.com/users/139436/le-coeur'}",True,18096,6,26,1651513041,1248689473,1248689527.0,1187402,CC BY-SA 2.5,https://stackoverflow.com/questions/1187402/ant-run-command-with-pipes,Ant run command with pipes,,1187434.0,,,,
49,"['java', 'android', 'alarmmanager', 'android-alarms', 'android-1.5-cupcake']","{'account_id': 42098, 'reputation': 7236, 'user_id': 122547, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/37c6a663db045930575352efd12446f4?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/122547/tom'}",True,90000,6,92,1651430265,1246722079,1466357771.0,1082437,CC BY-SA 3.0,https://stackoverflow.com/questions/1082437/android-how-to-use-alarmmanager,Android: How to use AlarmManager,1340615097.0,1082836.0,,,,
50,"['java', 'swing']","{'account_id': 20044, 'reputation': 4641, 'user_id': 47508, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/ee707226904918d0308f98e4c71dbba9?s=256&d=identicon&r=PG', 'display_name': 'richs', 'link': 'https://stackoverflow.com/users/47508/richs'}",True,15096,4,18,1650971159,1246476334,,1070878,CC BY-SA 2.5,https://stackoverflow.com/questions/1070878/strike-through-java-awt-font,Strike through java.awt.Font,,1070931.0,,,,
51,"['java', 'time', 'intellij-idea']","{'account_id': 45195, 'reputation': 2294, 'user_id': 2134702, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/b72e6490d799ed9e2004c81a7d0aac53?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eran', 'link': 'https://stackoverflow.com/users/2134702/eran'}",True,35641,1,21,1650527733,1248999599,,1210081,CC BY-SA 2.5,https://stackoverflow.com/questions/1210081/checking-run-time-in-intellij-idea,Checking Run time in IntelliJ IDEA,,1210114.0,,,,
52,"['java', 'string', 'enums', 'compare']","{'account_id': 48027, 'reputation': 4644, 'user_id': 142463, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/615f2900af67933f7838f6afc515faaa?s=256&d=identicon&r=PG', 'display_name': 'Danny', 'link': 'https://stackoverflow.com/users/142463/danny'}",True,127902,11,73,1650448271,1248293805,1322757633.0,1167982,CC BY-SA 3.0,https://stackoverflow.com/questions/1167982/check-if-enum-exists-in-java,Check if enum exists in Java,,1167997.0,,,,
53,"['java', 'jvm', 'jit', 'micro-optimization']","{'account_id': 7944, 'reputation': 20720, 'user_id': 14007, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/oJZ0p.png?s=256&g=1', 'display_name': 'Alex Beardsley', 'link': 'https://stackoverflow.com/users/14007/alex-beardsley'}",True,929,3,6,1649409022,1247851141,1450885388.0,1144624,CC BY-SA 3.0,https://stackoverflow.com/questions/1144624/smart-jvm-and-jit-micro-optimizations,Smart JVM and JIT Micro-Optimizations,,,1248425256.0,,,
54,"['java', 'jsp', 'url', 'jstl']","{'account_id': 876351, 'reputation': 318, 'user_id': 125065, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/6fc77e7421ab5a6637470dfe5f415179?s=256&d=identicon&r=PG', 'display_name': 'Greenhorn', 'link': 'https://stackoverflow.com/users/125065/greenhorn'}",True,7254,2,4,1649348678,1246798750,1649348678.0,1084015,CC BY-SA 4.0,https://stackoverflow.com/questions/1084015/cimport-tag-error-java-io-filenotfoundexception,&lt;c:import&gt; tag error: java.io.FileNotFoundException,,1084026.0,,,,
55,['java'],"{'user_type': 'does_not_exist', 'display_name': 'kam'}",True,780,7,0,1649247552,1247078046,1649247552.0,1099827,CC BY-SA 4.0,https://stackoverflow.com/questions/1099827/addup-differently-byte-sized-fields-in-java,Addup differently byte-sized fields in Java?,,,,,,
56,"['java', 'file', 'rename', 'file-rename']","{'user_type': 'does_not_exist', 'display_name': 'Shekhar'}",True,515445,15,208,1648137027,1248177911,1430662893.0,1158777,CC BY-SA 3.0,https://stackoverflow.com/questions/1158777/rename-a-file-using-java,Rename a file using Java,,,,,,
57,"['java', 'string', 'split']","{'account_id': 24916, 'reputation': 14129, 'user_id': 63679, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/806e0702ff5b6ef315124a04d954d017?s=256&d=identicon&r=PG', 'display_name': 'n00ki3', 'link': 'https://stackoverflow.com/users/63679/n00ki3'}",True,299896,12,164,1647500049,1248523254,1512641813.0,1181969,CC BY-SA 3.0,https://stackoverflow.com/questions/1181969/java-get-last-element-after-split,Java: Get last element after split,,1181972.0,,,,
58,"['java', 'encryption']","{'account_id': 32049, 'reputation': 3123, 'user_id': 88448, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/55418aa78bb0f3c9fdf16080b1b548aa?s=256&d=identicon&r=PG', 'display_name': 'ante.sabo', 'link': 'https://stackoverflow.com/users/88448/ante-sabo'}",True,485836,16,180,1647228852,1248941590,1554895543.0,1205135,CC BY-SA 4.0,https://stackoverflow.com/questions/1205135/how-to-encrypt-string-in-java,How to encrypt String in Java,1543916106.0,43779197.0,,,,
59,"['java', 'text', 'drawing', 'awt']","{'account_id': 37283, 'reputation': 3094, 'user_id': 106550, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f5a22d125d9482e4feb04ccefc963503?s=256&d=identicon&r=PG', 'display_name': 'adrian.tarau', 'link': 'https://stackoverflow.com/users/106550/adrian-tarau'}",True,2842,5,2,1646395625,1247498867,,1120151,CC BY-SA 2.5,https://stackoverflow.com/questions/1120151/handling-n-in-linebreakmeasurer,Handling \n in LineBreakMeasurer,,1120254.0,,,,
60,"['java', 'apache-camel']","{'account_id': 2949, 'reputation': 6016, 'user_id': 4186, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/1250f4511740e5d2b96568b73dce19e7?s=256&d=identicon&r=PG', 'display_name': 'arturh', 'link': 'https://stackoverflow.com/users/4186/arturh'}",True,2046,3,1,1645517138,1247661018,1247661572.0,1131107,CC BY-SA 2.5,https://stackoverflow.com/questions/1131107/how-to-change-processor-properties-during-runtime-using-camel,How to change Processor properties during runtime using Camel?,,1131626.0,,,,
61,['java'],"{'user_type': 'does_not_exist', 'display_name': 'Frank'}",True,262868,10,86,1645503608,1247570748,1247656725.0,1124788,CC BY-SA 2.5,https://stackoverflow.com/questions/1124788/java-unresolved-compilation-problem,Java: Unresolved compilation problem,1449817506.0,,,,,
62,"['java', 'scala', 'scripting', 'embedding']","{'account_id': 8326, 'reputation': 253181, 'user_id': 14955, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/5DblQ.png?s=256&g=1', 'display_name': 'Thilo', 'link': 'https://stackoverflow.com/users/14955/thilo'}",True,29826,6,56,1644938214,1248578601,,1183645,CC BY-SA 2.5,https://stackoverflow.com/questions/1183645/eval-in-scala,&quot;eval&quot; in Scala,,1185450.0,,,,
63,"['java', 'linux', 'directory']","{'account_id': 25946, 'reputation': 6846, 'user_id': 67129, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4bcf344fe5f5f24f2ecd426d144c97b9?s=256&d=identicon&r=PG', 'display_name': 'Progress Programmer', 'link': 'https://stackoverflow.com/users/67129/progress-programmer'}",True,327784,11,89,1644178427,1247448106,1479835316.0,1117398,CC BY-SA 3.0,https://stackoverflow.com/questions/1117398/java-home-directory-in-linux,JAVA_HOME directory in Linux,,1117411.0,,,,
64,"['java', 'macos', 'ant']","{'user_type': 'does_not_exist', 'display_name': 'Sam Stewart'}",True,1389,3,3,1643719796,1247335787,1248209478.0,1114309,CC BY-SA 2.5,https://stackoverflow.com/questions/1114309/how-do-i-copy-app-bundles-with-ant-on-mac-os-x,How do I copy .app bundles with Ant on Mac OS X?,,,,,,
65,"['java', 'constructor', 'overloading', 'constructor-overloading']","{'account_id': 39705, 'reputation': 3765, 'user_id': 114626, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/y8sII.jpg?s=256&g=1', 'display_name': 'Eyal Roth', 'link': 'https://stackoverflow.com/users/114626/eyal-roth'}",True,182736,5,115,1643370049,1248531027,1248533510.0,1182153,CC BY-SA 2.5,https://stackoverflow.com/questions/1182153/constructor-overloading-in-java-best-practice,Constructor overloading in Java - best practice,,,,,,
66,"['java', 'email', 'outlook']","{'account_id': 15465, 'reputation': 2015, 'user_id': 32704, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22ff44f58ffed288d11e9fc5500e6e27?s=256&d=identicon&r=PG', 'display_name': 'Amr Gawish', 'link': 'https://stackoverflow.com/users/32704/amr-gawish'}",True,39452,5,11,1643325421,1247515091,1492330403.0,1121715,CC BY-SA 3.0,https://stackoverflow.com/questions/1121715/how-to-send-an-ical-meeting-request-using-java-mail-and-receive-the-response,"How to send an iCal meeting request using Java Mail, and receive the response",1351235470.0,1130201.0,,,,
67,"['java', 'string', 'file', 'encoding']","{'account_id': 2146, 'reputation': 51140, 'user_id': 2959, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/1bf77682e06e19438854c1ea3ec5f5fa?s=256&d=identicon&r=PG', 'display_name': 'Steve McLeod', 'link': 'https://stackoverflow.com/users/2959/steve-mcleod'}",True,96279,11,136,1642806388,1248602061,1248604248.0,1184176,CC BY-SA 2.5,https://stackoverflow.com/questions/1184176/how-can-i-safely-encode-a-string-in-java-to-use-as-a-filename,How can I safely encode a string in Java to use as a filename?,,1184263.0,,,,
68,"['java', 'bigdecimal']","{'account_id': 43577, 'reputation': 53391, 'user_id': 127479, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/6cd776da01e915df274276084eb9858b?s=256&d=identicon&r=PG', 'display_name': 'Adamski', 'link': 'https://stackoverflow.com/users/127479/adamski'}",True,52417,7,63,1642453176,1246620496,1642453176.0,1078953,CC BY-SA 4.0,https://stackoverflow.com/questions/1078953/check-if-bigdecimal-is-an-integer-in-java,Check if BigDecimal is an integer in Java,,1078981.0,,,,
69,"['java', 'multithreading', 'keyword', 'synchronized']","{'account_id': 42657, 'reputation': 26478, 'user_id': 124339, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/e6d1d662f2b3873887e61dafbed6d2c1?s=256&d=identicon&r=PG', 'display_name': 'Johanna', 'link': 'https://stackoverflow.com/users/124339/johanna'}",True,537790,17,1103,1642011251,1246862843,1453850065.0,1085709,CC BY-SA 3.0,https://stackoverflow.com/questions/1085709/what-does-synchronized-mean,What does &#39;synchronized&#39; mean?,1500913452.0,1085745.0,,,,
70,"['java', 'swing', 'jeditorpane', 'mouse-position']","{'account_id': 11442, 'reputation': 6830, 'user_id': 22061, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/737ae5ee4f687bd296224564f2cffa16?s=256&d=identicon&r=PG', 'display_name': 'Scottm', 'link': 'https://stackoverflow.com/users/22061/scottm'}",True,3728,2,5,1641560465,1248472691,1641560465.0,1180390,CC BY-SA 4.0,https://stackoverflow.com/questions/1180390/how-to-convert-from-a-mouse-position-to-a-character-position-in-a-jeditorpane-in,How to convert from a mouse position to a character position in a JEditorPane in Java Swing,,1180419.0,,,,
71,"['java', 'image', 'jpeg']","{'user_type': 'does_not_exist', 'display_name': 'mmmmr'}",True,84145,15,49,1641504404,1246454354,1246454630.0,1069095,CC BY-SA 2.5,https://stackoverflow.com/questions/1069095/how-do-you-create-a-thumbnail-image-out-of-a-jpeg-in-java,How do you create a thumbnail image out of a JPEG in Java?,,,,,,
72,"['java', 'apache-poi']","{'user_type': 'does_not_exist', 'display_name': 'VGS'}",True,33227,5,15,1640259773,1248469083,1570456177.0,1180110,CC BY-SA 4.0,https://stackoverflow.com/questions/1180110/apache-poi-xls-column-remove,Apache POI xls column Remove,,,,,,
73,"['java', 'puzzle']","{'user_type': 'does_not_exist', 'display_name': 'user133638'}",True,7899,7,5,1640176301,1246881213,,1086595,CC BY-SA 2.5,https://stackoverflow.com/questions/1086595/why-wont-it-remove-from-the-set,Why won&#39;t it remove from the set?,,1086643.0,,,,
74,"['java', 'android', 'android-activity']","{'account_id': 45086, 'reputation': 5429, 'user_id': 132724, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/77f83ea675b408916181137b3a2a0283?s=256&d=identicon&r=PG', 'display_name': 'Kumar', 'link': 'https://stackoverflow.com/users/132724/kumar'}",True,77950,18,43,1639401442,1247118922,1349251215.0,1102050,CC BY-SA 3.0,https://stackoverflow.com/questions/1102050/how-to-navigate-from-one-screen-to-another-screen,How to navigate from one screen to another screen,,1103054.0,,,,
75,['java'],"{'user_type': 'does_not_exist', 'display_name': 'javanewbie'}",True,2497,4,1,1639130099,1246499812,1533254705.0,1072066,CC BY-SA 4.0,https://stackoverflow.com/questions/1072066/about-the-class-property-field,About the &quot;class&quot; property/field,,1072089.0,,,,
76,"['java', 'heap-memory']","{'account_id': 8074, 'reputation': 41623, 'user_id': 14316, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/f1eb8b540db13afbb3426637641534aa?s=256&d=identicon&r=PG', 'display_name': 'pdeva', 'link': 'https://stackoverflow.com/users/14316/pdeva'}",True,1331,2,5,1638571977,1246962814,1638571977.0,1091566,CC BY-SA 4.0,https://stackoverflow.com/questions/1091566/is-it-possible-to-dynamically-change-maximum-java-heap-size,Is it possible to dynamically change maximum java heap size?,,1091578.0,,,,
77,"['java', 'ant', 'build']","{'user_type': 'does_not_exist', 'display_name': 'christy'}",True,122769,6,20,1638194222,1246878022,1500457371.0,1086449,CC BY-SA 3.0,https://stackoverflow.com/questions/1086449/ant-build-failed-target-build-xml-does-not-exist,Ant build failed: &quot;Target &quot;build..xml&quot; does not exist&quot;,1552837095.0,,1246885187.0,,,
78,"['java', 'excel', 'jexcelapi']","{'user_type': 'does_not_exist', 'display_name': 'guna'}",True,241608,11,52,1637926935,1248417645,1444910046.0,1176080,CC BY-SA 3.0,https://stackoverflow.com/questions/1176080/create-excel-file-in-java,Create Excel file in Java,,,,,,
79,"['java', 'encoding']","{'user_type': 'does_not_exist', 'display_name': 'bmargulies'}",True,33921,4,45,1637406316,1246410492,1310453834.0,1066845,CC BY-SA 3.0,https://stackoverflow.com/questions/1066845/what-exactly-is-sun-jnu-encoding,What exactly is sun.jnu.encoding?,,,,,,
80,"['java', 'windows', 'windows-services']","{'account_id': 22643, 'reputation': 16880, 'user_id': 56039, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bededa744012c87721d68f69342f81b0?s=256&d=identicon&r=PG', 'display_name': 'Matthew McCullough', 'link': 'https://stackoverflow.com/users/56039/matthew-mccullough'}",True,10823,7,14,1637212100,1248838052,1269809756.0,1197912,CC BY-SA 2.5,https://stackoverflow.com/questions/1197912/cant-debug-java-windows-services-with-jhat-jps-jstack,"Can&#39;t debug Java Windows Services with jhat, jps, jstack",,,,,,
81,"['java', 'exception']","{'account_id': 42657, 'reputation': 26478, 'user_id': 124339, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/e6d1d662f2b3873887e61dafbed6d2c1?s=256&d=identicon&r=PG', 'display_name': 'Johanna', 'link': 'https://stackoverflow.com/users/124339/johanna'}",True,56162,5,52,1636527910,1246472266,1438251126.0,1070590,CC BY-SA 3.0,https://stackoverflow.com/questions/1070590/how-can-i-write-custom-exceptions,How can I write custom Exceptions?,,1070593.0,,,,
82,"['java', 'servlets', 'request']","{'account_id': 6291, 'reputation': 11314, 'user_id': 10522, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8396048b39279996e7ee6c1acdac2bf7?s=256&d=identicon&r=PG', 'display_name': 'Berlin Brown', 'link': 'https://stackoverflow.com/users/10522/berlin-brown'}",True,19288,6,10,1636512841,1247153089,1247153395.0,1104611,CC BY-SA 2.5,https://stackoverflow.com/questions/1104611/java-string-representation-of-just-the-host-scheme-possibly-port-from-servlet,"Java: String representation of just the host, scheme, possibly port from servlet request",,1104678.0,,,,
83,"['java', 'arrays', 'pdf']","{'user_type': 'does_not_exist', 'display_name': 'abhishek'}",True,239220,14,38,1636499719,1247661112,1480330358.0,1131116,CC BY-SA 3.0,https://stackoverflow.com/questions/1131116/pdf-to-byte-array-and-vice-versa,PDF to byte array and vice versa,,,,,,
84,"['java', 'applet']","{'account_id': 25905, 'reputation': 2867, 'user_id': 67003, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/59ca6e58d30e1f66f2c20b794ff9f676?s=256&d=identicon&r=PG', 'display_name': 'coolcake', 'link': 'https://stackoverflow.com/users/67003/coolcake'}",False,331,1,0,1635446741,1248171388,1635446741.0,1158343,CC BY-SA 4.0,https://stackoverflow.com/questions/1158343/focus-should-come-to-an-applet-in-the-ie-when-ie-becomes-as-active-window,Focus should come to an applet in the IE when IE becomes as active window,,,,,,
