,tags,migrated_from,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,accepted_answer_id,content_license,closed_date,closed_reason,protected_date,community_owned_date
47,"['sql', 'parameters', 'where-clause']",,"{'account_id': 76990, 'reputation': 2459, 'user_id': 220040, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/59cae8802d8d1a17aa2992fd30251eb2?s=256&d=identicon&r=PG', 'display_name': 'Fseee', 'link': 'https://stackoverflow.com/users/220040/fseee'}",True,112251,4,59,1645382130,1353417880,1645382130.0,13474207,https://stackoverflow.com/questions/13474207/sql-query-if-parameter-is-null-select-all,sql query if parameter is null select all,13474490.0,CC BY-SA 4.0,,,,
48,"['mysql', 'sql']",,"{'account_id': 1472421, 'reputation': 795, 'user_id': 1383628, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/e2bf7ffb548812caf095fcc087957a90?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/1383628/mike'}",True,2500,5,4,1645379841,1352003135,1352004752.0,13216068,https://stackoverflow.com/questions/13216068/mysql-query-to-return-avg,MySQL query to return AVG,13216278.0,CC BY-SA 3.0,,,,
49,"['sql', 'sql-server', 'bitwise-operators']",,"{'account_id': 143400, 'reputation': 3021, 'user_id': 351711, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/8919f5f328c1105161e73019d7be5bcf?s=256&d=identicon&r=PG', 'display_name': 'user351711', 'link': 'https://stackoverflow.com/users/351711/user351711'}",True,22212,5,33,1645018767,1354278837,1586381225.0,13645363,https://stackoverflow.com/questions/13645363/sql-server-bitwise-processing-like-c-enum-flags,SQL Server Bitwise Processing like C# Enum Flags,,CC BY-SA 4.0,,,,
50,"['mysql', 'sql', 'in-clause']",,"{'account_id': 1562510, 'reputation': 4445, 'user_id': 1452061, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/20215326bdf4a1028901f86bca420218?s=256&d=identicon&r=PG', 'display_name': 'Wiz', 'link': 'https://stackoverflow.com/users/1452061/wiz'}",True,77493,10,103,1643926967,1351954264,1458598644.0,13210233,https://stackoverflow.com/questions/13210233/empty-in-clause-parameter-list-in-mysql,Empty IN clause parameter list in MySQL,,CC BY-SA 3.0,,,,
51,"['mysql', 'sql']",,"{'account_id': 314189, 'reputation': 1839, 'user_id': 629239, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/8dd43016232a267f4a3dd491101c85d9?s=256&d=identicon&r=PG', 'display_name': 'Undefined', 'link': 'https://stackoverflow.com/users/629239/undefined'}",True,10827,3,3,1643737871,1351799307,,13184419,https://stackoverflow.com/questions/13184419/manual-order-in-sql,Manual order in SQL,,CC BY-SA 3.0,,,,
52,"['mysql', 'sql', 'wordpress']",,"{'account_id': 1802045, 'reputation': 59, 'user_id': 1640119, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d078b52470734337bc48cbce41d06382?s=256&d=identicon&r=PG', 'display_name': 'user1640119', 'link': 'https://stackoverflow.com/users/1640119/user1640119'}",True,424,2,2,1641816635,1353188436,,13435040,https://stackoverflow.com/questions/13435040/mysql-wordpress-inner-join-when-updating,MySQL (Wordpress) - inner join when updating,13435057.0,CC BY-SA 3.0,,,,
53,"['sql', 'sql-server-2008', 'stored-procedures']",,"{'account_id': 350264, 'reputation': 935, 'user_id': 686013, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/de6c63a3ea468bb140b1a98b01fae5e0?s=256&d=identicon&r=PG', 'display_name': 'venky80', 'link': 'https://stackoverflow.com/users/686013/venky80'}",False,16794,1,2,1640980925,1353085352,1353088996.0,13421114,https://stackoverflow.com/questions/13421114/wait-for-the-stored-procedure-to-wait-for-the-execution-of-other-stored-procedur,Wait for the stored procedure to wait for the execution of other stored procedure,,CC BY-SA 3.0,,,,
54,"['sql', 'ruby', 'postgresql', 'timezone', 'dst']",,"{'account_id': 162978, 'reputation': 2197, 'user_id': 384813, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/d1f6789769c66d266a246bd9b24ca982?s=256&d=identicon&r=PG', 'display_name': 'Martin Svalin', 'link': 'https://stackoverflow.com/users/384813/martin-svalin'}",True,2663,3,14,1639787485,1352146013,1592644375.0,13239534,https://stackoverflow.com/questions/13239534/accounting-for-dst-in-postgres-when-selecting-scheduled-items,"Accounting for DST in Postgres, when selecting scheduled items",13243029.0,CC BY-SA 4.0,,,,
55,"['mysql', 'sql', 'mysql-error-1064']",,"{'account_id': 321416, 'reputation': 119, 'user_id': 640232, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/f6f38e91900da5ce13510d6a754bef0c?s=256&d=identicon&r=PG', 'display_name': 'user640232', 'link': 'https://stackoverflow.com/users/640232/user640232'}",True,3545,4,1,1639054971,1351803807,1593871546.0,13185433,https://stackoverflow.com/questions/13185433/replace-count-0-with-n-a-in-mysql,Replace count 0 with &#39;N/A&#39; in mysql?,13185565.0,CC BY-SA 4.0,,,,
56,"['java', 'sql', 'oracle', 'hibernate', 'average']",,"{'account_id': 396196, 'reputation': 681, 'user_id': 759615, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/9ab68e6341e562ba43a16ee7f7baf8aa?s=256&d=identicon&r=PG', 'display_name': 'GLaDOS', 'link': 'https://stackoverflow.com/users/759615/glados'}",True,4282,1,3,1638354690,1354142121,1354212409.0,13615646,https://stackoverflow.com/questions/13615646/sqldeveloper-runs-query-but-getting-a-ora-00979-not-a-group-by-expression-fro,SQLDeveloper runs query but getting a &quot;ORA-00979: Not a Group By expression&quot; from hibernate,13616050.0,CC BY-SA 3.0,,,,
57,"['mysql', 'sql', 'sql-order-by']",,"{'account_id': 683818, 'reputation': 1603, 'user_id': 540428, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/12f399704c1d69150128133157881125?s=256&d=identicon&r=PG', 'display_name': 'Werner', 'link': 'https://stackoverflow.com/users/540428/werner'}",True,14928,4,23,1637307953,1352908749,1637307953.0,13382380,https://stackoverflow.com/questions/13382380/mysql-order-by-parent-and-child,MySql: ORDER BY parent and child,13382445.0,CC BY-SA 4.0,,,,
58,"['mysql', 'sql', 'mysql-5.5']",,"{'account_id': 14369, 'reputation': 6274, 'user_id': 29502, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/1418ba3d9ca124ff55e11f8050682aa6?s=256&d=identicon&r=PG', 'display_name': 'Newtang', 'link': 'https://stackoverflow.com/users/29502/newtang'}",True,2123,3,5,1636982981,1352511497,1636982981.0,13318396,https://stackoverflow.com/questions/13318396/how-do-i-do-a-bulk-mysql-insert-without-incrementing-the-auto-increment-column-f,How do I do a bulk mysql insert without incrementing the auto_increment column for duplicates?,13318423.0,CC BY-SA 4.0,,,,
59,"['sql', 'sql-insert']",,"{'account_id': 1915614, 'reputation': 21, 'user_id': 1728257, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/67f5b2fb071ed31af6fd1553db28783a?s=256&d=identicon&r=PG', 'display_name': 'Prashant P', 'link': 'https://stackoverflow.com/users/1728257/prashant-p'}",True,223,1,-1,1636965310,1352432739,1636965310.0,13301818,https://stackoverflow.com/questions/13301818/insert-query-issue-with-foreign-key,Insert query issue- with foreign key,,CC BY-SA 4.0,,,,
60,"['android', 'sql', 'sqlite', 'distance']",,"{'account_id': 1416224, 'reputation': 175, 'user_id': 1341849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf35da5b4d77efe08286671bda2c5cfc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrea Giga Ravalli', 'link': 'https://stackoverflow.com/users/1341849/andrea-giga-ravalli'}",True,222,4,0,1636882340,1352393058,1636882340.0,13293582,https://stackoverflow.com/questions/13293582/from-sqlite-to-sql-android,from sqlite to sql android,13293813.0,CC BY-SA 4.0,,,,
61,"['sql', 'reporting-services', 'rdl']",,"{'account_id': 1196959, 'reputation': 11, 'user_id': 1168455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f5cf7f93455071514c8509a1eab0178?s=256&d=identicon&r=PG', 'display_name': 'Alexey Bogomolov', 'link': 'https://stackoverflow.com/users/1168455/alexey-bogomolov'}",False,582,2,1,1636870149,1352380488,1636870149.0,13289590,https://stackoverflow.com/questions/13289590/ssrs-parameter-passing-issue,SSRS Parameter Passing Issue,,CC BY-SA 4.0,,,,
62,"['sql', 'oracle']",,"{'account_id': 230307, 'reputation': 2562, 'user_id': 493829, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/hgECH.jpg?s=256&g=1', 'display_name': 'ozzboy', 'link': 'https://stackoverflow.com/users/493829/ozzboy'}",True,123053,5,12,1636704365,1354044287,1354045116.0,13591546,https://stackoverflow.com/questions/13591546/oracle-date-to-string-conversion,Oracle date to string conversion,13591599.0,CC BY-SA 3.0,,,,
63,"['sql', 'postgresql', 'group-by', 'max', 'greatest-n-per-group']",,"{'account_id': 1629770, 'reputation': 703, 'user_id': 1504577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56d0330da20f50bf35329b92b8b91e09?s=256&d=identicon&r=PG', 'display_name': 'Project Dumbo Dev', 'link': 'https://stackoverflow.com/users/1504577/project-dumbo-dev'}",True,78504,2,70,1636671478,1352577601,1352600115.0,13325583,https://stackoverflow.com/questions/13325583/postgresql-max-and-group-by,PostgreSQL MAX and GROUP BY,13325691.0,CC BY-SA 3.0,,,,
64,"['java', 'sql', 'database', 'ibatis']",,"{'account_id': 1035568, 'reputation': 699, 'user_id': 1042944, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/5ar4A.jpg?s=256&g=1', 'display_name': 'JBerta93', 'link': 'https://stackoverflow.com/users/1042944/jberta93'}",True,2698,2,0,1636537765,1353507035,,13495093,https://stackoverflow.com/questions/13495093/check-if-bean-is-null-in-ibatis-using-dynamic-mapped-statements,Check if bean is null in iBatis using dynamic mapped statements,13497069.0,CC BY-SA 3.0,,,,
65,"['sql', 'sqlite', 'group-concat']",,"{'account_id': 86424, 'reputation': 183, 'user_id': 1620277, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5877d701b5d6af7f990ced46067ca85?s=256&d=identicon&r=PG', 'display_name': 'aiwilliams', 'link': 'https://stackoverflow.com/users/1620277/aiwilliams'}",True,11160,6,18,1636253593,1352910297,1399363262.0,13382856,https://stackoverflow.com/questions/13382856/sqlite3-join-group-concat-using-distinct-with-custom-separator,"sqlite3 JOIN, GROUP_CONCAT using distinct with custom separator",13384522.0,CC BY-SA 3.0,,,,
66,"['sql', 'sql-server-2008r2-express']",,"{'account_id': 1923213, 'reputation': 488, 'user_id': 1734207, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e91568a329bbedc12ac6e60d18792d5f?s=256&d=identicon&r=PG', 'display_name': 'CRoshanLG', 'link': 'https://stackoverflow.com/users/1734207/croshanlg'}",True,972,1,0,1635157146,1354268781,1635157146.0,13642598,https://stackoverflow.com/questions/13642598/cant-access-database-from-sql-server-management-studio-express-and-causes-the-m,Can&#39;t access database from SQL Server Management Studio Express and causes the machine to freeze?,14153468.0,CC BY-SA 4.0,,,,
67,"['c#', 'sql', 'database', 'winforms', 'selectedindex']",,"{'account_id': 2082145, 'reputation': 25, 'user_id': 1853934, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5b0a2979448e8b60db4c884f44285d6d?s=256&d=identicon&r=PG', 'display_name': 'littledevils326', 'link': 'https://stackoverflow.com/users/1853934/littledevils326'}",False,6969,1,1,1635084045,1353947250,,13568957,https://stackoverflow.com/questions/13568957/how-to-load-selected-data-from-database-and-display-in-textbox-in-another-form,how to load selected data from database and display in textbox in another form,,CC BY-SA 3.0,,,,
68,"['sql', 'sql-server', 'sql-server-2008']",,"{'account_id': 457902, 'reputation': 7293, 'user_id': 857475, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/88eb86f11a57a458a3726d4922f5e0c2?s=256&d=identicon&r=PG', 'display_name': 'Rajaram Shelar', 'link': 'https://stackoverflow.com/users/857475/rajaram-shelar'}",True,629016,11,201,1634638058,1352138084,1587471943.0,13237623,https://stackoverflow.com/questions/13237623/copy-data-into-another-table,Copy data into another table,13237661.0,CC BY-SA 4.0,,,1473457638.0,
69,"['mysql', 'sql', 'jsp', 'jdbc', 'insert']",,"{'account_id': 2032567, 'reputation': 123, 'user_id': 1815830, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/256af69f2b5bc730e918e9622c6cdb5a?s=256&d=identicon&r=PG', 'display_name': 'steven967', 'link': 'https://stackoverflow.com/users/1815830/steven967'}",True,14147,3,2,1633519435,1352626978,1352627226.0,13330014,https://stackoverflow.com/questions/13330014/insert-a-row-to-mysql-table-with-jsp,Insert a row to MySQL table with jsp,13330029.0,CC BY-SA 3.0,,,,
70,"['sql', 'firebird']",,"{'account_id': 15535, 'reputation': 81148, 'user_id': 32914, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/50facfccdffe2e9cabaa589205959d30?s=256&d=identicon&r=PG', 'display_name': 'Mason Wheeler', 'link': 'https://stackoverflow.com/users/32914/mason-wheeler'}",True,3311,1,1,1633354483,1353528534,,13501245,https://stackoverflow.com/questions/13501245/how-do-i-use-update-returning-correctly,How do I use UPDATE...RETURNING correctly?,,CC BY-SA 3.0,,,,
71,"['mysql', 'sql', 'select']",,"{'account_id': 286777, 'reputation': 2404, 'user_id': 586221, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/4e6e806470e3b8be786c6b1e3c68d7d2?s=256&d=identicon&r=PG', 'display_name': 'morphles', 'link': 'https://stackoverflow.com/users/586221/morphles'}",True,3208,4,5,1631902890,1352973947,,13395193,https://stackoverflow.com/questions/13395193/mysql-select-from-coma-separated-list-list-as-table-select-a-from-1-2-3,"MySQL: Select from coma separated list / list as table? &quot;SELECT a FROM (1, 2, 3)&quot;",13395256.0,CC BY-SA 3.0,,,,
72,"['sql', 'sql-server', 'string']",,"{'account_id': 1456666, 'reputation': 826, 'user_id': 1372072, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/990331ffd034b2068fdfacd156155df4?s=256&d=identicon&r=PG&f=1', 'display_name': 'voluminat0', 'link': 'https://stackoverflow.com/users/1372072/voluminat0'}",True,48583,4,8,1631813860,1353157913,1353160026.0,13430905,https://stackoverflow.com/questions/13430905/split-string-on-only-first-occurance-of-character-delimiter,Split string on only first occurance of character/delimiter,13430958.0,CC BY-SA 3.0,,,,
73,"['sql', 'parsing']",,"{'account_id': 307834, 'reputation': 9912, 'user_id': 619361, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d849c00caefc5f132b631f73ba69a514?s=256&d=identicon&r=PG', 'display_name': 'Vamsi Emani', 'link': 'https://stackoverflow.com/users/619361/vamsi-emani'}",True,809,2,3,1629744264,1353564269,,13506722,https://stackoverflow.com/questions/13506722/good-open-source-sql-parsers,Good open source SQL Parsers?,,,1632919350.0,Not suitable for this site,,
74,"['sql', 'sql-server', 'tsql']",,"{'account_id': 1281671, 'reputation': 1017, 'user_id': 1235655, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/e6cddd545482df92ec878cfa28c516d1?s=256&d=identicon&r=PG', 'display_name': 'HOY', 'link': 'https://stackoverflow.com/users/1235655/hoy'}",True,12296,9,8,1629195629,1353661087,,13525710,https://stackoverflow.com/questions/13525710/first-monday-of-the-year-in-sql-server,First Monday of the Year in SQL Server,13525841.0,CC BY-SA 3.0,,,,
75,"['php', 'sql', 'duplicates']",,"{'account_id': 1993947, 'reputation': 9, 'user_id': 1787290, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e9816dabb7132c55eb7152e02eadcce8?s=256&d=identicon&r=PG', 'display_name': 'Edwinrif', 'link': 'https://stackoverflow.com/users/1787290/edwinrif'}",True,3613,3,0,1628869869,1351704318,1628869869.0,13163474,https://stackoverflow.com/questions/13163474/do-not-duplicate-value-if-already-exist-on-mysql,Do Not Duplicate VALUE if already exist on MySQL,13163502.0,CC BY-SA 4.0,,,,
76,"['c#', 'sql', 'encryption', '3des']",,"{'account_id': 286495, 'reputation': 187, 'user_id': 585778, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/7aeea34157aad4a304795a89974bb3a1?s=256&d=identicon&r=PG&f=1', 'display_name': 'hbeam', 'link': 'https://stackoverflow.com/users/585778/hbeam'}",True,5420,1,9,1627993380,1354155501,,13617807,https://stackoverflow.com/questions/13617807/replicate-t-sql-decryptbypassphrase-in-c,Replicate T-SQL DecryptByPassPhrase in C#,,CC BY-SA 3.0,,,,
77,"['sql', 'postgresql', 'sql-order-by', 'limit', 'offset']",,"{'account_id': 1405462, 'reputation': 942, 'user_id': 1333314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fe58190914fccc2dee53c26f178de10?s=256&d=identicon&r=PG', 'display_name': 'keewooi', 'link': 'https://stackoverflow.com/users/1333314/keewooi'}",True,18459,3,46,1627903412,1354007787,1548313404.0,13580826,https://stackoverflow.com/questions/13580826/postgresql-repeating-rows-from-limit-offset,PostgreSQL - repeating rows from LIMIT OFFSET,13580892.0,CC BY-SA 4.0,,,,
