,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
46,"['python', 'plotly']","{'account_id': 18923774, 'reputation': 71, 'user_id': 13807337, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9239f12a128be2d4bd0eed308e30a46f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nemra Khalil', 'link': 'https://stackoverflow.com/users/13807337/nemra-khalil'}",False,72,,,1,0,1668179116,1637592864,1637594236.0,70067763,CC BY-SA 4.0,https://stackoverflow.com/questions/70067763/how-to-visualize-a-chord-diagram-or-sankey-graph-using-plotly-python,How to visualize a chord diagram or sankey graph using plotly Python?,,,,,
47,['python'],"{'account_id': 15483802, 'reputation': 2290, 'user_id': 11170350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a33ef726bcd061af573585d68cc55684?s=256&d=identicon&r=PG&f=1', 'display_name': 'Talha Anwar', 'link': 'https://stackoverflow.com/users/11170350/talha-anwar'}",False,290,,,3,0,1668178048,1636194740,,69863212,CC BY-SA 4.0,https://stackoverflow.com/questions/69863212/pass-argument-store-in-variable-to-argparse,Pass argument store in variable to argparse,,,,,
48,"['python', 'bash', 'ubuntu', 'terminal', 'mlflow']","{'account_id': 16834052, 'reputation': 1174, 'user_id': 14337775, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b79eabde913adc2731f05723397b1231?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lawhatre', 'link': 'https://stackoverflow.com/users/14337775/lawhatre'}",True,338,,,2,1,1668116722,1637462657,,70051420,CC BY-SA 4.0,https://stackoverflow.com/questions/70051420/mlflow-projects-bash-python-command-not-found,MLFlow projects; bash: python: command not found,70051492.0,,,,
49,"['python', 'macos', 'pydev', 'pyenv', 'liclipse']","{'account_id': 487470, 'reputation': 11, 'user_id': 3571445, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4998e183beed5d98b118ff5054945ba4?s=256&d=identicon&r=PG', 'display_name': 'realaaa', 'link': 'https://stackoverflow.com/users/3571445/realaaa'}",True,277,,,1,1,1668084769,1637415690,,70046459,CC BY-SA 4.0,https://stackoverflow.com/questions/70046459/liclipse-8-1-on-mac-os-10-14-6-cannot-run-python-interpreter-posix-spawn-failed,LiClipse 8.1 on Mac OS 10.14.6 cannot run python interpreter (posix_spawn failed),,,,,
50,"['python', 'installation', 'pip', 'pypy', 'web3py']","{'account_id': 23374853, 'reputation': 101, 'user_id': 17489892, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/530afe2950de7650c254f190ea000220?s=256&d=identicon&r=PG', 'display_name': 't_k', 'link': 'https://stackoverflow.com/users/17489892/t-k'}",True,1700,,,3,2,1668078098,1637779418,1663171445.0,70101401,CC BY-SA 4.0,https://stackoverflow.com/questions/70101401/pypy-venv-pip-error-modulenotfounderror-no-module-named-pip-vendor-six,PYPY venv pip ERROR: ModuleNotFoundError: No module named &#39;pip._vendor.six&#39;,70102319.0,,,,
51,"['python', 'tensorflow', 'object-detection', 'amazon-sagemaker']","{'account_id': 23399004, 'reputation': 11, 'user_id': 17462469, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf4d032adc2bf65285a339bfbf175768?s=256&d=identicon&r=PG', 'display_name': 'jcoll98', 'link': 'https://stackoverflow.com/users/17462469/jcoll98'}",False,173,,,1,1,1668062780,1637394399,,70044114,CC BY-SA 4.0,https://stackoverflow.com/questions/70044114/tensorflow-python-framework-errors-impl-notfounderror-opt-ml-input-data-train,tensorflow.python.framework.errors_impl.NotFoundError: /opt/ml/input/data/train/label_map.pbtxt; No such file or directory,,,,,
52,"['python', 'visual-studio-code', 'pip', 'google-oauth', 'google-api-python-client']","{'account_id': 15885890, 'reputation': 1401, 'user_id': 11462274, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7rGsW.jpg?s=256&g=1', 'display_name': 'Digital Farmer', 'link': 'https://stackoverflow.com/users/11462274/digital-farmer'}",True,2151,,,2,2,1668042567,1637082078,1667919390.0,69993244,CC BY-SA 4.0,https://stackoverflow.com/questions/69993244/import-google-auth-oauthlib-flow-could-not-be-resolved,Import &quot;google_auth_oauthlib.flow&quot; could not be resolved,69994480.0,,,,
53,"['python', 'python-3.x', 'pdf', 'pdf-generation']","{'account_id': 20638598, 'reputation': 230, 'user_id': 15601868, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cafc11774b2aeee12d4dd15c7b710b9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael Stevens', 'link': 'https://stackoverflow.com/users/15601868/michael-stevens'}",False,182,,,2,1,1667957748,1637418472,,70046824,CC BY-SA 4.0,https://stackoverflow.com/questions/70046824/how-to-make-a-question-generator-based-on-pdf-files-using-python,How to make a question generator based on pdf files using Python,,,,,
54,"['python', 'localhost', 'macos-monterey']","{'account_id': 23222262, 'reputation': 401, 'user_id': 17314265, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5a5aeed63e450f867454d141809ae67?s=256&d=identicon&r=PG', 'display_name': 'noname', 'link': 'https://stackoverflow.com/users/17314265/noname'}",True,16922,,,2,37,1667949828,1635899270,1667949761.0,69818376,CC BY-SA 4.0,https://stackoverflow.com/questions/69818376/localhost5000-unavailable-in-macos-v12-monterey,localhost:5000 unavailable in macOS v12 (Monterey),69829313.0,,,,
55,"['python', 'visual-studio-code', 'jupyter']","{'account_id': 23457126, 'reputation': 21, 'user_id': 17512448, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46d4cfa3da54cde1e5121024ce072824?s=256&d=identicon&r=PG', 'display_name': 'minjelly', 'link': 'https://stackoverflow.com/users/17512448/minjelly'}",True,589,,,2,2,1667934506,1637893757,1637910726.0,70119013,CC BY-SA 4.0,https://stackoverflow.com/questions/70119013/jupyter-notebook-and-vscode,Jupyter notebook and vscode,,,,,
56,"['python', 'algorithm', 'numpy', 'scipy', 'signal-processing']","{'account_id': 1264130, 'reputation': 407, 'user_id': 1221812, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/a7e1d6eafcdf4393cbf1fd03d0406eed?s=256&d=identicon&r=PG', 'display_name': 'pjercic', 'link': 'https://stackoverflow.com/users/1221812/pjercic'}",False,111,,,2,1,1667930484,1635857182,,69810723,CC BY-SA 4.0,https://stackoverflow.com/questions/69810723/issues-with-signal-detending-using-smoothness-priors-on-the-last-detended-elemen,Issues with signal detending using smoothness priors on the last detended elements,,,,,
57,"['python', 'selenium', 'charts', 'cryptocurrency', 'cryptoapi']","{'account_id': 23386368, 'reputation': 80, 'user_id': 17451659, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgpRqCwsHlYs3o2a5pTWzW3ko-x88g3_ZX21teSdw=k-s256', 'display_name': 'Ged0jzn4', 'link': 'https://stackoverflow.com/users/17451659/ged0jzn4'}",True,156,,,1,-1,1667929833,1637274021,1667929833.0,70027480,CC BY-SA 4.0,https://stackoverflow.com/questions/70027480/how-to-find-chart-for-given-symbol-and-date-and-screenshot-it-using-python-selen,How to find chart for given symbol and date and screenshot it using python Selenium?,70027778.0,,,,
58,"['python', 'pandas', 'tensorflow', 'types', 'dtype']","{'account_id': 18913392, 'reputation': 495, 'user_id': 13798993, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04d16596ae49af4e2031072189df360c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Quasi', 'link': 'https://stackoverflow.com/users/13798993/quasi'}",False,329,,,1,0,1667912065,1636746669,,69948363,CC BY-SA 4.0,https://stackoverflow.com/questions/69948363/pandas-read-byte-string-from-csv,Pandas read byte string from csv,,,,,
59,"['python', 'django', 'django-admin']","{'account_id': 10381566, 'reputation': 69, 'user_id': 7656164, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a5f1bed9bb5dce7294ac744ba161d16?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shmuelt', 'link': 'https://stackoverflow.com/users/7656164/shmuelt'}",True,336,,,1,0,1667855652,1637798925,1637823110.0,70104396,CC BY-SA 4.0,https://stackoverflow.com/questions/70104396/django-admin-display-many-to-many-field-as-links,Django admin display many-to-many field as links,,,,,
60,"['python', 'api', 'pyqgis']","{'account_id': 23326297, 'reputation': 1, 'user_id': 17403426, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgcyPpup9TcAJbeYOnh3ARcPtq_K2fp3heRBjPT=k-s256', 'display_name': 'Nathan25', 'link': 'https://stackoverflow.com/users/17403426/nathan25'}",False,62,,,2,0,1667850569,1636812570,,69955038,CC BY-SA 4.0,https://stackoverflow.com/questions/69955038/insee-api-module-not-found-in-pyqgis,INSEE API Module not found in PyQGIS,,,,,
61,"['python', 'mysql', 'ssh', 'putty']","{'account_id': 15368561, 'reputation': 87, 'user_id': 11087276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67aced03767f11f805b9736bff2ce698?s=256&d=identicon&r=PG&f=1', 'display_name': 'Garrett', 'link': 'https://stackoverflow.com/users/11087276/garrett'}",True,401,,,1,1,1667817672,1637108964,1637217923.0,69997623,CC BY-SA 4.0,https://stackoverflow.com/questions/69997623/query-mysql-database-with-python-using-sshtunnel-with-ssh-ppk-key-file,"Query MySQL database with Python using sshtunnel, with SSH ppk key file",69999643.0,,,,
62,"['python', 'dji-sdk', 'tello-drone']","{'account_id': 19692535, 'reputation': 66, 'user_id': 14417150, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg7AAdlpM5aXhU2qSomgEPl4LdvmIMu2lftgIsEGA=k-s256', 'display_name': 'Yash Sharma', 'link': 'https://stackoverflow.com/users/14417150/yash-sharma'}",True,928,,,2,1,1667803865,1637288805,,70029109,CC BY-SA 4.0,https://stackoverflow.com/questions/70029109/exception-command-command-was-unsuccessful-for-4-tries-latest-response-com,Exception: Command &#39;command&#39; was unsuccessful for 4 tries. Latest response: &#39;command&#39;,,,,,
63,"['python', 'python-3.x', 'pywinauto']","{'account_id': 22261687, 'reputation': 58, 'user_id': 16493039, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyBnBiLbSUa1yW6psiAgZmdH28Soe1Jm3P-v5_c=k-s256', 'display_name': 'Farid Ibrahim', 'link': 'https://stackoverflow.com/users/16493039/farid-ibrahim'}",True,674,,,1,0,1667781083,1636453648,1667781083.0,69896494,CC BY-SA 4.0,https://stackoverflow.com/questions/69896494/pywinauto-doesnt-detect-new-window-follow-up-question,Pywinauto Doesn&#39;t Detect New Window Follow Up Question,69998574.0,,,,
64,"['python', 'logical-operators']","{'account_id': 22533000, 'reputation': 5, 'user_id': 16724731, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f79099a9383570c618592a29c1256ef4?s=256&d=identicon&r=PG&f=1', 'display_name': 'squarehammer89', 'link': 'https://stackoverflow.com/users/16724731/squarehammer89'}",True,419,,,3,0,1667727537,1636305545,,69874811,CC BY-SA 4.0,https://stackoverflow.com/questions/69874811/python-using-datetime-to-determine-whether-the-us-stock-market-is-open-logic,"Python | Using datetime to determine whether the US stock market is open, logic not working correctly",69874928.0,,,,
65,"['python', 'discord.py', 'bots']","{'account_id': 23437669, 'reputation': 1, 'user_id': 17495570, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhmHT4vVLDcoXbh5aMOLZeSTmbSqMYwoGkAL3w7Uw=k-s256', 'display_name': 'oHydro', 'link': 'https://stackoverflow.com/users/17495570/ohydro'}",True,178,,,2,0,1667691060,1637739104,1637739331.0,70092164,CC BY-SA 4.0,https://stackoverflow.com/questions/70092164/how-can-i-make-a-welcome-command-in-discord-py,How can I make a welcome command in discord.py?,,,,,
66,"['python', 'visual-studio-code', 'argparse']","{'account_id': 20445571, 'reputation': 321, 'user_id': 15001463, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QwZ6d.jpg?s=256&g=1', 'display_name': 'Jared Frazier', 'link': 'https://stackoverflow.com/users/15001463/jared-frazier'}",True,431,,,2,0,1667672238,1637018590,1637077696.0,69982081,CC BY-SA 4.0,https://stackoverflow.com/questions/69982081/how-to-see-the-attributes-of-argparse-namespace-python-object,How to see the attributes of argparse.NameSpace Python object?,69982598.0,,,,
67,"['python', 'api', 'google-api']","{'account_id': 18084638, 'reputation': 13, 'user_id': 13145872, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63930152ed714abb067fbd68b6cee75f?s=256&d=identicon&r=PG&f=1', 'display_name': 'geekPinkFlower', 'link': 'https://stackoverflow.com/users/13145872/geekpinkflower'}",True,182,,,3,0,1667668396,1636711877,1667668396.0,69941186,CC BY-SA 4.0,https://stackoverflow.com/questions/69941186/loop-through-a-list-and-call-api-in-python,Loop through a list and call API in python,,,,,
68,"['python', 'python-3.x']","{'account_id': 20372389, 'reputation': 31, 'user_id': 14944336, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3511802278941914/picture?type=large', 'display_name': 'zik', 'link': 'https://stackoverflow.com/users/14944336/zik'}",True,369,,,2,1,1667658531,1637394226,1637395483.0,70044102,CC BY-SA 4.0,https://stackoverflow.com/questions/70044102/printing-shapes-in-one-line-in-python,printing shapes in one line in python,70044424.0,,,,
69,"['python', 'c++', 'linux', 'boost']","{'account_id': 7204216, 'reputation': 76, 'user_id': 5500418, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c450b2e6d7fdfaca019210bc23f598d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roberto', 'link': 'https://stackoverflow.com/users/5500418/roberto'}",False,450,,,1,2,1667651024,1637010817,1637010864.0,69980953,CC BY-SA 4.0,https://stackoverflow.com/questions/69980953/c-boost-python-undefined-reference-to-py-dealloc,C++ Boost + Python: undefined reference to Py_Dealloc,,,,,
70,"['python', 'json', 'pandas', 'data-science']","{'account_id': 22129167, 'reputation': 13, 'user_id': 16380962, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gimrx8saMEoWCSOGDPgOnW0OHMcXWtsDot8DW-UyA=k-s256', 'display_name': 'Max Melichov', 'link': 'https://stackoverflow.com/users/16380962/max-melichov'}",False,202,,,1,0,1667649314,1636050269,1636050334.0,69844092,CC BY-SA 4.0,https://stackoverflow.com/questions/69844092/load-json-query-result-to-dataframe,load json query result to dataframe,,,,,
71,"['python', 'visual-c++', 'pip', 'pycharm', 'psutil']","{'account_id': 23480629, 'reputation': 1, 'user_id': 17532817, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiTCCwHI1Ef4XkpnMpRX3U3FcstsxNPmBz4QZnlrQ=k-s256', 'display_name': 'Elton Overs', 'link': 'https://stackoverflow.com/users/17532817/elton-overs'}",True,668,,,1,0,1667592940,1638123922,,70146282,CC BY-SA 4.0,https://stackoverflow.com/questions/70146282/pip-cannot-install-psutil,PIP Cannot Install psutil,,,,,
72,"['python', 'django', 'serialization', 'django-rest-framework', 'django-serializer']","{'account_id': 15666933, 'reputation': 448, 'user_id': 11304461, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eeb52e1d8b98cbe4e868626ca06266c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'kakakakakakakk', 'link': 'https://stackoverflow.com/users/11304461/kakakakakakakk'}",True,398,,,1,0,1667574627,1637928981,1637929445.0,70124273,CC BY-SA 4.0,https://stackoverflow.com/questions/70124273/django-create-an-object-that-has-a-reference-to-another-object-using-serializers,Django create an object that has a reference to another object using serializers,74319147.0,,,,
73,"['python', 'django', 'git', 'heroku', 'pip']","{'account_id': 18181723, 'reputation': 326, 'user_id': 13229346, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Kw1Jt.jpg?s=256&g=1', 'display_name': 'Surveyor Jr', 'link': 'https://stackoverflow.com/users/13229346/surveyor-jr'}",True,866,,,4,1,1667571397,1636840630,,69958591,CC BY-SA 4.0,https://stackoverflow.com/questions/69958591/unable-to-deploy-django-app-to-heroku-because-of-pywin32,Unable to Deploy Django App to Heroku because of PyWin32,69962592.0,,,,
74,"['python', 'django', 'amazon-ec2', 'webserver', 'web-hosting']","{'account_id': 23128051, 'reputation': 5, 'user_id': 17233566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e223bf31f71e4e87382cd824c5597d3?s=256&d=identicon&r=PG', 'display_name': 'Gintma', 'link': 'https://stackoverflow.com/users/17233566/gintma'}",True,1014,,,1,0,1667567527,1636969604,1667567527.0,69972297,CC BY-SA 4.0,https://stackoverflow.com/questions/69972297/django-application-only-working-with-port-8000,Django application only working with port 8000,69972663.0,,,,
75,"['python', 'opencv3.0', 'opencv-python']","{'account_id': 1614244, 'reputation': 67, 'user_id': 1492379, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/N88xy.jpg?s=256&g=1', 'display_name': 'Nourdine', 'link': 'https://stackoverflow.com/users/1492379/nourdine'}",False,290,,,0,0,1667550474,1637045100,,69984794,CC BY-SA 4.0,https://stackoverflow.com/questions/69984794/crop-polygon-shape-from-image-using-opencv-with-transparent-background,Crop polygon shape from Image using opencv with transparent background,,,,,
76,"['python', 'tkinter', 'cefpython']","{'account_id': 11805420, 'reputation': 467, 'user_id': 8638024, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7b7e8f3e329339c9b8d299046574e03f?s=256&d=identicon&r=PG&f=1', 'display_name': 'LukeDev', 'link': 'https://stackoverflow.com/users/8638024/lukedev'}",False,302,,,1,3,1667500384,1638034769,,70137221,CC BY-SA 4.0,https://stackoverflow.com/questions/70137221/how-to-call-cef-createbrowsersync,How to call cef.CreateBrowserSync(),,,,,
