,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
46,"['python', 'order-of-execution', 'nested-for-loop']","{'account_id': 19112272, 'reputation': 1, 'user_id': 13958037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a284382455cc25b652e704f4dffab51?s=256&d=identicon&r=PG&f=1', 'display_name': 'Meer75', 'link': 'https://stackoverflow.com/users/13958037/meer75'}",False,499,1,-1,1667454954,1595174841,1667454954.0,62982663,CC BY-SA 4.0,https://stackoverflow.com/questions/62982663/why-arent-both-consecutive-for-loops-executed,Why aren&#39;t both consecutive for loops executed?,,,,,,,
47,"['python', 'python-3.x']","{'account_id': 19174395, 'reputation': 1, 'user_id': 14007396, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc7761aca1bbb71ccccb58bb5f78106a?s=256&d=identicon&r=PG&f=1', 'display_name': 'jmeu', 'link': 'https://stackoverflow.com/users/14007396/jmeu'}",False,49,2,-3,1667454850,1595914634,1667454850.0,63127672,CC BY-SA 4.0,https://stackoverflow.com/questions/63127672/unable-to-replace-the-string-with-replace-can-anyone-show-me-the-error-in-my,Unable to replace the string with replace(). Can anyone show me the error in my code?,,,,,,,
48,"['python', 'discord.py']","{'account_id': 19044938, 'reputation': 43, 'user_id': 13904265, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh_nGxn9KBYTRFXmtEo0O9Xl1iwzD1tVsfMtdJO=k-s256', 'display_name': 'Ansel Lee', 'link': 'https://stackoverflow.com/users/13904265/ansel-lee'}",True,1034,2,1,1667454843,1595303807,1667454843.0,63007120,CC BY-SA 4.0,https://stackoverflow.com/questions/63007120/await-client-wait-for-does-not-detect-embeds-without-plain-text-discord-py,await client.wait_for does not detect embeds without plain text discord.py,,,,,,,
49,"['python', 'pandas', 'xlrd']","{'account_id': 9292320, 'reputation': 423, 'user_id': 6900402, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/fce227830c6a23abc9a195eccdae18de?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chipmunk_da', 'link': 'https://stackoverflow.com/users/6900402/chipmunk-da'}",True,23158,4,4,1667446961,1594382974,1594383113.0,62834014,CC BY-SA 4.0,https://stackoverflow.com/questions/62834014/error-pandas-requires-version-1-1-0-or-newer-of-xlrd-version-1-0-0-curre,Error: Pandas requires version &#39;1.1.0&#39; or newer of &#39;xlrd&#39; (version &#39;1.0.0&#39; currently installed),,,,,,,
50,"['python', 'discord.py']","{'account_id': 18842101, 'reputation': 127, 'user_id': 13743303, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9bLj2.jpg?s=256&g=1', 'display_name': 'Haisi', 'link': 'https://stackoverflow.com/users/13743303/haisi'}",True,2073,4,1,1667421384,1594035728,1594041197.0,62755326,CC BY-SA 4.0,https://stackoverflow.com/questions/62755326/get-all-bot-commands-discord-py,Get all bot commands discord.py,,,62757252.0,,,,
51,"['python', 'numpy', 'matplotlib', 'windrose', 'rose-plot']","{'account_id': 18935977, 'reputation': 85, 'user_id': 13817027, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/126680829086964/picture?type=large', 'display_name': 'AskNature', 'link': 'https://stackoverflow.com/users/13817027/asknature'}",True,1151,2,0,1667409694,1596183483,1667409694.0,63188215,CC BY-SA 4.0,https://stackoverflow.com/questions/63188215/how-to-plot-a-wind-rose-map-with-depend-of-color-set-to-gas-concentration,How to plot a wind rose map with depend of color set to gas concentration,,,,,,,
52,"['python', 'excel', 'google-sheets', 'google-sheets-api', 'gspread']","{'account_id': 14910641, 'reputation': 439, 'user_id': 10766233, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10214877345266201/picture?type=large', 'display_name': 'Karolina Andruszkiewicz', 'link': 'https://stackoverflow.com/users/10766233/karolina-andruszkiewicz'}",True,2848,1,2,1667363009,1594721478,1619009240.0,62892801,CC BY-SA 4.0,https://stackoverflow.com/questions/62892801/how-to-download-a-google-docs-excel-sheet-with-a-gspread-and-access-data-locally,How to download a Google Docs excel sheet with a Gspread and access data locally (A1 notation)?,,,62914393.0,,,,
53,"['python', 'requirements.txt']","{'account_id': 10353092, 'reputation': 215, 'user_id': 7635950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c515e142c82c1f0f44575df9815ac593?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rajan Sharma', 'link': 'https://stackoverflow.com/users/7635950/rajan-sharma'}",True,22897,2,19,1667312403,1594998161,1640504970.0,62956690,CC BY-SA 4.0,https://stackoverflow.com/questions/62956690/install-local-wheel-file-with-requirements-txt,Install local wheel file with requirements.txt,,,65403005.0,,,,
54,"['python', 'json', 'django', 'django-rest-framework', 'httpresponse']","{'account_id': 15708849, 'reputation': 103, 'user_id': 11334852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6716f073f533a243e7777d1c1698332?s=256&d=identicon&r=PG&f=1', 'display_name': 'venv', 'link': 'https://stackoverflow.com/users/11334852/venv'}",False,1025,1,2,1667288529,1593870255,,62729902,CC BY-SA 4.0,https://stackoverflow.com/questions/62729902/is-it-possible-to-stream-json-in-django-with-streaminghttpresponse-or-in-any-oth,Is it possible to stream JSON in Django with StreamingHTTPResponse or in any other way?,,,,,,,
55,"['python', 'jupyter-notebook']","{'account_id': 6339662, 'reputation': 176, 'user_id': 4922029, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/a979c03781f00069f9a74185c6b465d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'AMIT', 'link': 'https://stackoverflow.com/users/4922029/amit'}",True,875,4,1,1667261858,1593725750,,62705385,CC BY-SA 4.0,https://stackoverflow.com/questions/62705385/python-relative-path-import-import-packages-from-another-project-directory,Python Relative Path Import: Import packages from another project directory,,,,,,,
56,"['python', 'selenium', 'selenium-webdriver', 'webdriverwait', 'expected-condition']","{'account_id': 17004451, 'reputation': 501, 'user_id': 12300981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3eb0ae1bb7f1b5eef2fc506b01a2cdbd?s=256&d=identicon&r=PG&f=1', 'display_name': 'samman', 'link': 'https://stackoverflow.com/users/12300981/samman'}",True,1382,1,0,1667258547,1594044751,1667258547.0,62757917,CC BY-SA 4.0,https://stackoverflow.com/questions/62757917/how-can-i-use-webdriverwait-from-selenium-properly-through-python,How can I use WebDriverWait from Selenium properly through Python?,,,62758328.0,,,,
57,"['python', 'django', 'function', 'django-generic-views']","{'account_id': 3259215, 'reputation': 4772, 'user_id': 2745116, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'CGFoX', 'link': 'https://stackoverflow.com/users/2745116/cgfox'}",False,534,2,0,1667232021,1593857004,,62727762,CC BY-SA 4.0,https://stackoverflow.com/questions/62727762/django-call-custom-function-within-generic-views,Django: Call custom function within generic views,,,,,,,
58,"['python', 'python-3.x', 'python-requests', 'python-multithreading']","{'account_id': 19082962, 'reputation': 1, 'user_id': 13934822, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/798588660883812/picture?type=large', 'display_name': 'Ahmad A Abdulla', 'link': 'https://stackoverflow.com/users/13934822/ahmad-a-abdulla'}",True,181,2,-1,1667220385,1594808022,1667220385.0,62912589,CC BY-SA 4.0,https://stackoverflow.com/questions/62912589/how-to-make-multi-threaded-requests-in-python,How to make multi-threaded requests in Python?,,,,,,,
59,"['python', 'machine-learning', 'scikit-learn']","{'account_id': 17243731, 'reputation': 538, 'user_id': 12485480, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2468530496728642/picture?type=large', 'display_name': 'Redwan Hossain Arnob', 'link': 'https://stackoverflow.com/users/12485480/redwan-hossain-arnob'}",True,78736,4,13,1667202693,1594400445,1612308412.0,62839068,CC BY-SA 4.0,https://stackoverflow.com/questions/62839068/memoryerror-unable-to-allocate-mib-for-an-array-with-shape-and-data-type-when,"MemoryError: Unable to allocate MiB for an array with shape and data type, when using anymodel.fit() in sklearn",,,63736211.0,,,,
60,"['python', 'flask', 'swagger']","{'account_id': 8969200, 'reputation': 51, 'user_id': 6688446, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-uNgnV_4GG5g/AAAAAAAAAAI/AAAAAAAAAIA/jFOV_o1FYLE/photo.jpg?sz=256', 'display_name': 'vineet singh', 'link': 'https://stackoverflow.com/users/6688446/vineet-singh'}",False,1454,2,1,1667095263,1596028403,,63154447,CC BY-SA 4.0,https://stackoverflow.com/questions/63154447/flask-swagger-ui-not-able-to-find-swagger-json,Flask Swagger UI not able to find swagger.json,,,,,,,
61,"['python', 'tensorflow', 'keras']","{'account_id': 1196840, 'reputation': 183, 'user_id': 1168373, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/ZwVSN.png?s=256&g=1', 'display_name': 'Paze', 'link': 'https://stackoverflow.com/users/1168373/paze'}",True,677,2,1,1667071394,1593714526,,62702853,CC BY-SA 4.0,https://stackoverflow.com/questions/62702853/valueerror-shapes-none-10-and-none-32-32-10-are-incompatible-keras-tun,"ValueError: Shapes (None, 10) and (None, 32, 32, 10) are incompatible (Keras tuner)",,,62862285.0,,,,
62,"['python', 'pip', 'python-poetry']","{'account_id': 446266, 'reputation': 5450, 'user_id': 839211, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/THWvr.jpg?s=256&g=1', 'display_name': 'Felipe', 'link': 'https://stackoverflow.com/users/839211/felipe'}",True,55045,11,85,1667018412,1594067909,1662582741.0,62764148,CC BY-SA 4.0,https://stackoverflow.com/questions/62764148/how-to-import-requirements-txt-from-an-existing-project-using-poetry,How to import requirements.txt from an existing project using Poetry,,,62787881.0,,,,
63,"['python', 'abseil', 'absl-py']","{'account_id': 2411855, 'reputation': 18654, 'user_id': 2106753, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/47ae1ebd6decf82459d4aefaaaf1daea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sibbs Gambling', 'link': 'https://stackoverflow.com/users/2106753/sibbs-gambling'}",True,1227,1,6,1666978331,1596160303,1597881383.0,63184690,CC BY-SA 4.0,https://stackoverflow.com/questions/63184690/using-abseil-vs-directly-calling-main,Using Abseil vs. Directly calling main()?,,,,,,,
64,"['python', 'python-hypothesis']","{'account_id': 10664433, 'reputation': 11124, 'user_id': 7851470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d10f0dc1bc1f340708d6f6b4c8ec3866?s=256&d=identicon&r=PG&f=1', 'display_name': 'Georgy', 'link': 'https://stackoverflow.com/users/7851470/georgy'}",True,97,1,0,1666956145,1595851383,,63114931,CC BY-SA 4.0,https://stackoverflow.com/questions/63114931/how-to-generate-lists-of-positive-floats-with-a-specified-size-sum-and-a-minim,"How to generate lists of positive floats with a specified size, sum, and a minimum value using Hypothesis",,,63115598.0,,,,
65,"['python', 'hana']","{'account_id': 18390504, 'reputation': 1, 'user_id': 13396296, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10220202075313950/picture?type=large', 'display_name': 'Aksana', 'link': 'https://stackoverflow.com/users/13396296/aksana'}",True,198,1,-2,1666934609,1594802358,1666934609.0,62910868,CC BY-SA 4.0,https://stackoverflow.com/questions/62910868/syntax-error-while-loading-data-from-sap-hana-with-python,Syntax error while loading data from SAP Hana with Python,,,62911548.0,,,,
66,"['python', 'installation', 'pip']","{'account_id': 18788481, 'reputation': 61, 'user_id': 13701527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/771762571b8e67750733343390f04e08?s=256&d=identicon&r=PG&f=1', 'display_name': 'the doctor', 'link': 'https://stackoverflow.com/users/13701527/the-doctor'}",True,30680,2,6,1666906450,1596034971,1666906450.0,63156605,CC BY-SA 4.0,https://stackoverflow.com/questions/63156605/warning-the-scripts-pip-exe-pip3-8-exe-and-pip3-exe-are-installed-in-whi,"WARNING: The scripts pip.exe, pip3.8.exe and pip3.exe are installed in &#39;...&#39; which is not on PATH",,,,,,,
67,"['python', 'dataframe', 'csv']","{'account_id': 18047671, 'reputation': 349, 'user_id': 13118213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08b22f7464f73a10d473fe79bd491fcf?s=256&d=identicon&r=PG&f=1', 'display_name': 'eduardo2111', 'link': 'https://stackoverflow.com/users/13118213/eduardo2111'}",False,692,1,1,1666893286,1594662666,1594675897.0,62881472,CC BY-SA 4.0,https://stackoverflow.com/questions/62881472/fastest-way-to-write-a-dataframe-with-millions-of-lines-into-csv,Fastest way to write a dataframe with millions of lines into csv,,,,,,,
68,"['python', 'tensorflow', 'tensorflow2.0', 'seq2seq']","{'account_id': 14583848, 'reputation': 63, 'user_id': 10533365, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-5M0F2_uCsF8/AAAAAAAAAAI/AAAAAAAAABY/ITujevIQ0Qc/photo.jpg?sz=256', 'display_name': 'victor zhao', 'link': 'https://stackoverflow.com/users/10533365/victor-zhao'}",False,651,2,2,1666892243,1594526305,,62856917,CC BY-SA 4.0,https://stackoverflow.com/questions/62856917/what-is-the-equivalence-of-tf-contrib-seq2seq-prepare-attention-in-tensorflow-2,What is the equivalence of tf.contrib.seq2seq.prepare_attention in TensorFlow 2,,,,,,,
69,"['python', 'pyqt5', 'qspinbox']","{'account_id': 19008991, 'reputation': 184, 'user_id': 13875213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fb542405bf26023fcb21e68babf3447?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gaz Zhao', 'link': 'https://stackoverflow.com/users/13875213/gaz-zhao'}",True,124,2,1,1666733836,1594318818,1594319891.0,62821244,CC BY-SA 4.0,https://stackoverflow.com/questions/62821244/how-to-reverse-spinbox-selection-in-pyqt5,How to reverse spinbox selection in PyQt5?,,,62822028.0,,,,
70,['python'],"{'account_id': 18955473, 'reputation': 95, 'user_id': 13832153, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jRNsEF3bN8w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucldl_aGQ-MEs_Yk06Q_pu96IUFNyQ/photo.jpg?sz=256', 'display_name': 'Ravanelli ', 'link': 'https://stackoverflow.com/users/13832153/ravanelli'}",True,191,1,0,1666688951,1594551364,1666688951.0,62860191,CC BY-SA 4.0,https://stackoverflow.com/questions/62860191/break-the-try-and-go-directly-to-the-exception-if-condition-is-false,Break the try and go directly to the exception if condition is false,,,62860225.0,,,,
71,"['python', 'numpy', 'machine-learning', 'scikit-learn']","{'account_id': 18471678, 'reputation': 419, 'user_id': 13456401, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-F_5qrs7wNCw/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPTyA58ivZearSZ6kjbGkUo_UqzdQ/photo.jpg?sz=256', 'display_name': 'user13456401', 'link': 'https://stackoverflow.com/users/13456401/user13456401'}",False,823,3,0,1666681010,1594284828,1594285722.0,62811076,CC BY-SA 4.0,https://stackoverflow.com/questions/62811076/how-to-get-the-predict-probability-in-machine-leaning,How to get the predict probability in Machine Leaning,,,,,,,
72,"['python', 'python-3.x', 'selenium']","{'account_id': 18301501, 'reputation': 3, 'user_id': 13326186, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-q7N9BVRR14E/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN6Sxc0DNfcJko0y-8xtKSoDuKlLQ/photo.jpg?sz=256', 'display_name': 'erro nano', 'link': 'https://stackoverflow.com/users/13326186/erro-nano'}",False,405,1,0,1666676516,1594075170,,62765537,CC BY-SA 4.0,https://stackoverflow.com/questions/62765537/how-do-i-load-session-and-cookies-from-requests-library-to-selenium-browser-in-p,How do I load session and cookies from requests library to Selenium browser in Python?,,,,,,,
73,"['python', 'flask-wtforms', 'email-validation']","{'account_id': 18540774, 'reputation': 185, 'user_id': 13509312, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rhZXt.jpg?s=256&g=1', 'display_name': 'STL34', 'link': 'https://stackoverflow.com/users/13509312/stl34'}",True,7193,4,2,1666583350,1593742396,1593743341.0,62707500,CC BY-SA 4.0,https://stackoverflow.com/questions/62707500/install-email-validator-using-pip,Install email_validator using pip,,,62708748.0,,,,
74,"['python', 'nlp', 'networkx']","{'account_id': 13125371, 'reputation': 159, 'user_id': 9481523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6740740ba2c9946a49e70937eaf3859?s=256&d=identicon&r=PG&f=1', 'display_name': 'Grace', 'link': 'https://stackoverflow.com/users/9481523/grace'}",True,6308,2,6,1666488747,1595387861,,63026282,CC BY-SA 4.0,https://stackoverflow.com/questions/63026282/error-power-iteration-failed-to-converge-within-100-iterations-when-i-tried-t,Error &#39;power iteration failed to converge within 100 iterations&#39;) when I tried to summarize a text document using python networkx,,,,,,,
75,"['python', 'com', 'canoe']","{'account_id': 18980612, 'reputation': 23, 'user_id': 13852072, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cefa7b1cf790ccc91813e800ecfb9257?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shilpa', 'link': 'https://stackoverflow.com/users/13852072/shilpa'}",True,596,1,2,1666437677,1593679688,1593696436.0,62692488,CC BY-SA 4.0,https://stackoverflow.com/questions/62692488/canoe-multiple-instances-using-win32com,CANoe multiple instances using win32com,,,63035990.0,,,,
