,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
47,"['c++', 'c', 'mpi', 'gmp', 'mpfr']","{'account_id': 1245313, 'reputation': 51, 'user_id': 1206910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8cb831acfbb0b1ea8a37b961a28fff0f?s=256&d=identicon&r=PG', 'display_name': 'Sidny Sho', 'link': 'https://stackoverflow.com/users/1206910/sidny-sho'}",True,916,,2,5,1646941299,1339855463,11064092,CC BY-SA 3.0,https://stackoverflow.com/questions/11064092/how-to-send-gmp-or-mpfr-types-with-mpi,How to send GMP or MPFR types with MPI,1339872448.0,,,,,,
48,['c++'],"{'account_id': 1588587, 'reputation': 2734, 'user_id': 1472416, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/7b29bdd4037fe62aa667a5ed517d9790?s=256&d=identicon&r=PG', 'display_name': 'jgr208', 'link': 'https://stackoverflow.com/users/1472416/jgr208'}",False,1075,,1,0,1646724522,1340289583,11140583,CC BY-SA 3.0,https://stackoverflow.com/questions/11140583/sap2000-api-with-visual-studio-10-c,SAP2000 API with Visual Studio 10 C++,,,,,,,
49,"['android', 'c++', 'c', 'linux', 'android-ndk']","{'account_id': 275569, 'reputation': 16704, 'user_id': 568508, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/U1UKU.jpg?s=256&g=1', 'display_name': 'Kevin Parker', 'link': 'https://stackoverflow.com/users/568508/kevin-parker'}",True,2125,,1,1,1646591197,1340229578,11128810,CC BY-SA 3.0,https://stackoverflow.com/questions/11128810/android-ndk-shared-libraries-extracting-relevant-jni-hooks-with-nm-objdump,Android - NDK Shared libraries extracting relevant JNI hooks with nm / objdump,,,,,,,
50,"['c++', 'function-pointers']","{'account_id': 1093985, 'reputation': 3184, 'user_id': 1087995, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/9c25b041d6084c0754f9a226ee1bc739?s=256&d=identicon&r=PG', 'display_name': 'kakush', 'link': 'https://stackoverflow.com/users/1087995/kakush'}",True,25793,11040246.0,4,15,1645092065,1339702818,11040203,CC BY-SA 3.0,https://stackoverflow.com/questions/11040203/map-of-functions-c,Map Of functions c++,1350484366.0,,,,,,
51,"['c++', 'c', 'signal-processing']","{'account_id': 192392, 'reputation': 1420, 'user_id': 433510, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/dfd160e5962f8baba05f7970250de020?s=256&d=identicon&r=PG', 'display_name': 'Nicholas Kinar', 'link': 'https://stackoverflow.com/users/433510/nicholas-kinar'}",True,1626,11252029.0,2,2,1645087163,1340847465,11237030,CC BY-SA 3.0,https://stackoverflow.com/questions/11237030/forward-and-inverse-gabor-transform-library-in-c-c,Forward and inverse Gabor transform library in C/C++,1340982824.0,,,,,,
52,"['c++', 'qt', 'qpainter']","{'account_id': 280968, 'reputation': 3471, 'user_id': 577001, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/bba6946e152d9901aae85811078822bf?s=256&d=identicon&r=PG', 'display_name': 'IsaacS', 'link': 'https://stackoverflow.com/users/577001/isaacs'}",True,1676,11025740.0,1,2,1645044007,1339635407,11025404,CC BY-SA 4.0,https://stackoverflow.com/questions/11025404/qpainter-doesnt-change-color,QPainter doesn&#39;t change color,1645044007.0,,,,,,
53,"['c++', 'qt', 'qpixmap', 'qmainwindow', 'qlabel']","{'account_id': 1575870, 'reputation': 21, 'user_id': 1462348, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a82ddbf9b4b0c8f36bd5e702783ad539?s=256&d=identicon&r=PG', 'display_name': 'user1462348', 'link': 'https://stackoverflow.com/users/1462348/user1462348'}",False,1642,,1,2,1645043895,1339968298,11074900,CC BY-SA 4.0,https://stackoverflow.com/questions/11074900/preserve-aspect-ratio-during-minimize-maximize-when-displaying-image,Preserve aspect ratio during minimize/maximize when displaying image?,1645043895.0,,,,,,
54,"['c++', 'datetime', 'timezone', 'time-t']","{'account_id': 66479, 'reputation': 25701, 'user_id': 194982, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/5k94c.png?s=256&g=1', 'display_name': 'bguiz', 'link': 'https://stackoverflow.com/users/194982/bguiz'}",True,24215,11404986.0,7,10,1644007048,1340765838,11218797,CC BY-SA 3.0,https://stackoverflow.com/questions/11218797/convert-date-and-time-numbers-to-time-t-and-specify-the-timezone,Convert date and time numbers to time_t AND specify the timezone,1418302201.0,,,,,,
55,"['c++', 'string', 'namespaces', 'printf', 'std']","{'account_id': 134656, 'reputation': 16069, 'user_id': 336929, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/jtuIR.jpg?s=256&g=1', 'display_name': 'Chunky Chunk', 'link': 'https://stackoverflow.com/users/336929/chunky-chunk'}",True,472655,10865967.0,8,201,1643903957,1338671226,10865957,CC BY-SA 4.0,https://stackoverflow.com/questions/10865957/printf-with-stdstring,printf with std::string?,1552580454.0,,,,,,
56,"['c++', 'namespaces', 'c++11', 'inline-namespaces']","{'account_id': 1010772, 'reputation': 43263, 'user_id': 1023390, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/2g9CZ.jpg?s=256&g=1', 'display_name': 'Walter', 'link': 'https://stackoverflow.com/users/1023390/walter'}",True,70423,11018418.0,6,398,1643788870,1339595173,11016220,CC BY-SA 3.0,https://stackoverflow.com/questions/11016220/what-are-inline-namespaces-for,What are inline namespaces for?,1339674768.0,,,,,,
57,"['android', 'c++', 'debugging']","{'account_id': 11756, 'reputation': 15546, 'user_id': 22820, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e4a9957508aa1bdb16018793cfc1bb40?s=256&d=identicon&r=PG', 'display_name': 'Qwertie', 'link': 'https://stackoverflow.com/users/22820/qwertie'}",True,7682,,4,11,1643029484,1340648280,11194963,CC BY-SA 3.0,https://stackoverflow.com/questions/11194963/can-i-get-a-c-stack-trace-when-android-app-crashes,Can I get a C++ stack trace when Android app crashes?,1340650078.0,,,,,,
58,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user1463637'}",True,37166,11102082.0,6,20,1642633919,1340112680,11102029,CC BY-SA 3.0,https://stackoverflow.com/questions/11102029/how-can-i-copy-a-part-of-an-array-to-another-array-in-c,How can I copy a part of an array to another array in C++?,,,,,,,
59,"['c++', 'primes', 'gmp', 'negative-number']","{'account_id': 1204363, 'reputation': 7899, 'user_id': 1174378, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a8e5416e29987d91116420dc387e7153?s=256&d=identicon&r=PG', 'display_name': 'Mihai Todor', 'link': 'https://stackoverflow.com/users/1174378/mihai-todor'}",True,2733,11181303.0,2,0,1641588136,1340571798,11181172,CC BY-SA 4.0,https://stackoverflow.com/questions/11181172/using-the-mpz-powm-functions-from-the-gmp-mpir-libraries-with-negative-exponents,Using the mpz_powm functions from the GMP/MPIR libraries with negative exponents,1641588136.0,,,,,,
60,"['c++', 'shell', 'terminal', 'text-cursor']","{'account_id': 328004, 'reputation': 2476, 'user_id': 650718, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/101562cb0cc7bb630ee90664b2b78f94?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/650718/daniel'}",True,15704,10988079.0,6,8,1640721026,1339448459,10987468,CC BY-SA 4.0,https://stackoverflow.com/questions/10987468/cursor-blinking-removal-in-terminal-how-to,"cursor blinking removal in terminal, how to?",1640721026.0,,,,,,
61,"['c++', 'linux', 'api', 'terminal', 'google-earth']","{'account_id': 1232718, 'reputation': 13, 'user_id': 1196962, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/547fd0b19ded94ed463d49fd5ad63014?s=256&d=identicon&r=PG', 'display_name': 'Jane Smith', 'link': 'https://stackoverflow.com/users/1196962/jane-smith'}",True,712,11054687.0,2,1,1639552941,1339776553,11054448,CC BY-SA 4.0,https://stackoverflow.com/questions/11054448/google-earth-c-api-library-errors-on-ubuntu,Google Earth C ++ API Library Errors on Ubuntu,1639552941.0,,,,,,
62,"['c++', 'opengl', 'error-handling', 'compilation', 'glsl']","{'account_id': 398399, 'reputation': 9485, 'user_id': 763053, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/68fdb443d91137df1411a119e2a3287f?s=256&d=identicon&r=PG', 'display_name': 'zeboidlund', 'link': 'https://stackoverflow.com/users/763053/zeboidlund'}",True,25249,10889477.0,5,12,1639368707,1338792838,10877386,CC BY-SA 3.0,https://stackoverflow.com/questions/10877386/opengl-shader-compilation-errors-unexpected-undefined-at-token-undefined,OpenGL Shader Compilation Errors: unexpected $undefined at token &quot;&lt;undefined&gt;&quot;,1495540988.0,,,,,,
63,"['c++', 'iterator']","{'account_id': 193598, 'reputation': 1857, 'user_id': 435426, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/32bcb6f7246494192844e5703b968cd8?s=256&d=identicon&r=PG', 'display_name': 'Fred Finkle', 'link': 'https://stackoverflow.com/users/435426/fred-finkle'}",True,59551,,12,94,1638781231,1339256253,10962290,CC BY-SA 4.0,https://stackoverflow.com/questions/10962290/how-to-find-the-index-of-current-object-in-range-based-for-loop,How to find the index of current object in range-based for loop?,1618423348.0,,,,,,
64,"['c++', 'heap', 'priority-queue']","{'account_id': 1613458, 'reputation': 513, 'user_id': 1491789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac2928bef00e62fd56319e6641bae8fe?s=256&d=identicon&r=PG', 'display_name': 'rolloff', 'link': 'https://stackoverflow.com/users/1491789/rolloff'}",True,16224,11266558.0,6,46,1638550399,1340991105,11266360,CC BY-SA 3.0,https://stackoverflow.com/questions/11266360/when-should-i-use-make-heap-vs-priority-queue,When should I use make_heap vs. Priority Queue?,,,,,,,
65,"['c++', 'xcode']","{'account_id': 413193, 'reputation': 2346, 'user_id': 786691, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/6hxSw.jpg?s=256&g=1', 'display_name': 'Himanshu', 'link': 'https://stackoverflow.com/users/786691/himanshu'}",True,1790,10981777.0,1,3,1637827725,1339423383,10981664,CC BY-SA 3.0,https://stackoverflow.com/questions/10981664/lazy-loading-dylibs,Lazy Loading Dylibs,1339424196.0,,,,,,
66,"['c++', 'qt', 'boost', 'graph', 'directed-graph']","{'account_id': 1605531, 'reputation': 51, 'user_id': 1485710, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/445caad15b23a22a0476a3fa61ca358e?s=256&d=identicon&r=PG', 'display_name': 'Spencenator', 'link': 'https://stackoverflow.com/users/1485710/spencenator'}",True,4493,,3,4,1637170249,1340802961,11227115,CC BY-SA 3.0,https://stackoverflow.com/questions/11227115/create-directed-graph-with-movable-nodes-with-qt-boost,Create directed Graph with movable nodes (with QT / Boost),,,,,,,
67,"['c++', 'windows', 'visual-studio-2008', 'windows-7', 'lnk2019']","{'account_id': 1562653, 'reputation': 755, 'user_id': 1452181, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e5a43e8a67b71e86fa79a07c472a4b87?s=256&d=identicon&r=PG', 'display_name': 'forest.peterson', 'link': 'https://stackoverflow.com/users/1452181/forest-peterson'}",True,111104,11247914.0,12,29,1637096004,1340896585,11247699,CC BY-SA 4.0,https://stackoverflow.com/questions/11247699/lnk2019-unresolved-external-symbol-main-referenced-in-function-tmaincrtstar,LNK2019: unresolved external symbol _main referenced in function ___tmainCRTStartup,1637096004.0,,,,,,
68,"['c++', 'gcc', 'warnings', 'pragma']","{'account_id': 915187, 'reputation': 5018, 'user_id': 948128, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/788ac757a97bd1fa3ca6fd0d3eeffc1b?s=256&d=identicon&r=PG', 'display_name': 'piwi', 'link': 'https://stackoverflow.com/users/948128/piwi'}",True,47684,51447005.0,2,27,1636914817,1339074584,10932479,CC BY-SA 4.0,https://stackoverflow.com/questions/10932479/in-gcc-how-can-i-mute-the-fpermissive-warning,"In GCC, how can I mute the &#39;-fpermissive&#39; warning?",1636914003.0,,,,,,
69,"['c++', 'qt', 'heap-memory', 'heap-corruption']","{'account_id': 1569035, 'reputation': 98, 'user_id': 1457164, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/bb93934eb395915ecf116650995ca332?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ale Ravasio', 'link': 'https://stackoverflow.com/users/1457164/ale-ravasio'}",True,1360,,3,2,1636748410,1339704507,11040617,CC BY-SA 4.0,https://stackoverflow.com/questions/11040617/c-4-8-runtime-heap-corruption,C++ 4.8 Runtime Heap corruption,1636748410.0,,,,,,
70,"['c++', 'qt', 'visual-studio-2010', 'heap-memory', 'heap-corruption']","{'account_id': 1588524, 'reputation': 243, 'user_id': 1472364, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/lmkLN.jpg?s=256&g=1', 'display_name': 'JT Cho', 'link': 'https://stackoverflow.com/users/1472364/jt-cho'}",True,2991,11282329.0,2,2,1636748392,1340288542,11140302,CC BY-SA 4.0,https://stackoverflow.com/questions/11140302/qt-heap-corruption-on-sample-provided-code,Qt Heap Corruption on Sample Provided Code,1636748392.0,,,,,,
71,"['c++', 'heap-memory', 'heap-corruption']","{'account_id': 1368157, 'reputation': 215, 'user_id': 1304131, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/5xb4X.jpg?s=256&g=1', 'display_name': 'zeluisping', 'link': 'https://stackoverflow.com/users/1304131/zeluisping'}",True,705,11100907.0,3,0,1636379105,1340103896,11099645,CC BY-SA 4.0,https://stackoverflow.com/questions/11099645/heap-corruption-loading-file-staticmesh,Heap corruption - Loading file (StaticMesh),1636379105.0,,,,,,
72,"['c++', 'variables', 'global']","{'user_type': 'does_not_exist', 'display_name': 'user801154'}",True,55980,11271967.0,4,29,1636189370,1341036373,11271889,CC BY-SA 3.0,https://stackoverflow.com/questions/11271889/global-variable-count-ambiguous,Global variable &quot;count&quot; ambiguous,1341164417.0,,,,,,
73,"['c++', 'boost', 'boost-asio']","{'account_id': 86993, 'reputation': 98260, 'user_id': 241536, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/yXfBs.jpg?s=256&g=1', 'display_name': 'John Dibling', 'link': 'https://stackoverflow.com/users/241536/john-dibling'}",True,4653,10940163.0,3,7,1635513859,1339081329,10934444,CC BY-SA 3.0,https://stackoverflow.com/questions/10934444/asio-service-handler-for-stdin-keypress,asio service handler for stdin keypress,1495542320.0,,,,,,
74,"['android', 'c++', 'stl', 'android-ndk', 'g++']","{'account_id': 179719, 'reputation': 7849, 'user_id': 412556, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://graph.facebook.com/669395788/picture?type=large', 'display_name': 'MEURSAULT', 'link': 'https://stackoverflow.com/users/412556/meursault'}",True,4875,11007334.0,3,3,1633560791,1339454498,10988467,CC BY-SA 3.0,https://stackoverflow.com/questions/10988467/compiling-against-c-standard-libraries-on-the-android-toolchain,Compiling against C++ standard libraries on the android toolchain,1339454613.0,,,,,,
75,"['c++', 'class', 'templates', 'declaration', 'member']","{'account_id': 1083252, 'reputation': 1884, 'user_id': 1079635, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/82ef727c85cec82e70c707e57d73a6fa?s=256&d=identicon&r=PG', 'display_name': 'Serge', 'link': 'https://stackoverflow.com/users/1079635/serge'}",True,439,10964010.0,2,3,1633028109,1339269911,10963897,CC BY-SA 3.0,https://stackoverflow.com/questions/10963897/c-templates-which-infer-class-members,C++ templates which infer class members,,,,,,,
76,"['c++', 'windows', 'visual-c++']","{'account_id': 189918, 'reputation': 1823, 'user_id': 429544, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/735c225a2daeee95fcfd63b4f0020fe4?s=256&d=identicon&r=PG', 'display_name': 'TechplexEngineer', 'link': 'https://stackoverflow.com/users/429544/techplexengineer'}",True,3472,11085095.0,6,3,1632213041,1340029831,11085025,CC BY-SA 3.0,https://stackoverflow.com/questions/11085025/c-console-in-a-non-console-application-project,c++ console in a non-console application project,1340112883.0,,,,,,
77,"['c++', 'windows', 'multithreading', 'opengl', 'rendering']","{'account_id': 1516624, 'reputation': 890, 'user_id': 1417487, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/f9740e6cc34ac0d8cec89ea8ccc022f7?s=256&d=identicon&r=PG', 'display_name': 'filipehd', 'link': 'https://stackoverflow.com/users/1417487/filipehd'}",True,57825,11097517.0,5,23,1632099864,1340094368,11097170,CC BY-SA 4.0,https://stackoverflow.com/questions/11097170/multithreaded-rendering-on-opengl,Multithreaded Rendering on OpenGL,1632099864.0,,,,,,
78,"['c++', 'c-preprocessor']","{'account_id': 1564673, 'reputation': 73, 'user_id': 1453724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fbf98807568318a103bdc4748ba11a6f?s=256&d=identicon&r=PG', 'display_name': 'Hieli', 'link': 'https://stackoverflow.com/users/1453724/hieli'}",True,7383,11015980.0,4,7,1631446048,1339593967,11015853,CC BY-SA 4.0,https://stackoverflow.com/questions/11015853/c-using-if-true-conditional-directive,"C++, using #if TRUE conditional directive",1631391412.0,,,,,,
79,"['c++', 'casting', 'c++11', 'smart-pointers', 'unique-ptr']","{'account_id': 541707, 'reputation': 18358, 'user_id': 1135819, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/UKALF.jpg?s=256&g=1', 'display_name': 'betabandido', 'link': 'https://stackoverflow.com/users/1135819/betabandido'}",True,42488,11002783.0,9,56,1631362861,1339525868,11002641,CC BY-SA 3.0,https://stackoverflow.com/questions/11002641/dynamic-casting-for-unique-ptr,Dynamic casting for unique_ptr,1339525991.0,,,,,,
