,tags,owner,is_answered,view_count,answer_count,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
47,"['c++', 'function', 'return', 'flowchart']","{'account_id': 19210902, 'reputation': 25, 'user_id': 14036727, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-mc2aCRX3JaI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckbIG2Lgtmo2sayWEIPCy9NhriS2w/photo.jpg?sz=256', 'display_name': 'Peter Green', 'link': 'https://stackoverflow.com/users/14036727/peter-green'}",True,2556,2,2,,1658624307,1623840359,1623841355.0,68001185,CC BY-SA 4.0,https://stackoverflow.com/questions/68001185/represent-return-statement-in-flow-chart,Represent return statement in flow chart,,,
48,"['c++', 'c++20']","{'account_id': 4419945, 'reputation': 1771, 'user_id': 3600304, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/582e17ff0889a21f8b0f39315e064e76?s=256&d=identicon&r=PG&f=1', 'display_name': 'PapaDiHatti', 'link': 'https://stackoverflow.com/users/3600304/papadihatti'}",True,349,4,3,,1658520074,1623909779,,68013767,CC BY-SA 4.0,https://stackoverflow.com/questions/68013767/difference-between-equivalent-and-equal-for-c20-three-way-comparison-operator,Difference between equivalent and equal for c++20 three way comparison operator?,68013938.0,,
49,"['c++', 'visual-studio-code', 'mingw', 'dev-c++']","{'account_id': 21379413, 'reputation': 74, 'user_id': 15745585, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gic_YmIRzZabV6G7Bx-yfHEzJ8JEwrI3GzytcaqFA=k-s256', 'display_name': 'Kushagra Singh', 'link': 'https://stackoverflow.com/users/15745585/kushagra-singh'}",True,17297,4,2,,1658261772,1622729616,1636633444.0,67823114,CC BY-SA 4.0,https://stackoverflow.com/questions/67823114/error-g-exe-no-such-file-or-directory-g-exe-fatal-error-no-input-files-i,Error: g++.exe: No such file or directory g++.exe: fatal error: no input files in Visual studio code?,67823832.0,,
50,"['c++', 'file-handling']","{'account_id': 21997443, 'reputation': 67, 'user_id': 16269701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ab096bddb7f537aface82a63041984e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rishabh Gupta', 'link': 'https://stackoverflow.com/users/16269701/rishabh-gupta'}",False,186,0,0,,1658205404,1624368721,1624369006.0,68084502,,https://stackoverflow.com/questions/68084502/write-not-working-in-file-handling-c,.write() not working in file handling c++,,1658206299.0,Duplicate
51,"['c++', 'arduino', 'bluetooth-lowenergy', 'tx']","{'account_id': 21961240, 'reputation': 237, 'user_id': 16239103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d336de30952e6fa34d71763fd77609df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eduardomaker', 'link': 'https://stackoverflow.com/users/16239103/eduardomaker'}",False,35,0,0,,1657843204,1624587618,1657843204.0,68124628,CC BY-SA 4.0,https://stackoverflow.com/questions/68124628/problems-with-txchart-arduino,Problems with txChart Arduino,,,
52,"['c++', 'macos', 'formatting', 'sublimetext3']","{'account_id': 3306275, 'reputation': 41, 'user_id': 2780994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2780994', 'link': 'https://stackoverflow.com/users/2780994/user2780994'}",True,1172,3,0,,1657774298,1624000681,,68030924,CC BY-SA 4.0,https://stackoverflow.com/questions/68030924/file-not-formatting-after-saving-in-sublime-even-when-sublimeastyleformatters-a,File not formatting after saving in Sublime even when SublimeAstyleformatter&#39;s autoformat_on_save is true,,,
53,"['c++', 'linux', 'compiler-errors', 'debian-buster', 'gcc10']","{'account_id': 18896701, 'reputation': 86, 'user_id': 13785702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/522c11d3339bae1d1fa88a7134c14551?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nasten1988', 'link': 'https://stackoverflow.com/users/13785702/nasten1988'}",True,1453,2,1,,1657459181,1623398537,1627676372.0,67933360,CC BY-SA 4.0,https://stackoverflow.com/questions/67933360/linux-debian-10-how-to-use-c-20,Linux Debian 10 how to use c++ 20,67934343.0,,
54,"['c++', 'boost', 'websocket']","{'account_id': 15904072, 'reputation': 97, 'user_id': 11475744, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6a863f1cb50eb72e07cc48c772e0fe5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dilip ND', 'link': 'https://stackoverflow.com/users/11475744/dilip-nd'}",True,1254,2,4,,1657000163,1624903685,1624904520.0,68168182,CC BY-SA 4.0,https://stackoverflow.com/questions/68168182/how-to-connect-to-websocket-server-using-boost-c,How to connect to websocket server using boost C++,72864525.0,,
55,"['c++', 'format', 'c++20']","{'account_id': 14464991, 'reputation': 799, 'user_id': 10448683, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5pY2C.jpg?s=256&g=1', 'display_name': 'Cortex0101', 'link': 'https://stackoverflow.com/users/10448683/cortex0101'}",True,306,1,1,,1656888832,1623833837,1656888832.0,67999437,CC BY-SA 4.0,https://stackoverflow.com/questions/67999437/how-to-print-contents-of-a-container-using-stdformat,How to print contents of a container using std::format,68012232.0,,
56,"['python', 'c++', 'object', 'methods', 'pybind11']","{'account_id': 9959928, 'reputation': 49, 'user_id': 13420656, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ltcHyXZ4vIs/AAAAAAAAAAI/AAAAAAAAAQg/zCJR5BD-A2c/photo.jpg?sz=256', 'display_name': 'Meruj Martirosyan', 'link': 'https://stackoverflow.com/users/13420656/meruj-martirosyan'}",False,525,2,1,,1656783905,1622534084,,67784850,CC BY-SA 4.0,https://stackoverflow.com/questions/67784850/how-to-redirect-python-stdout-to-log-file-by-using-pybind-11-in-c,How to redirect python stdout to log file by using pybind 11 in c++,,,
57,"['c++', 'arrays', 'search']","{'account_id': 19026651, 'reputation': 3, 'user_id': 13889566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a5ffbeebde9ed8b0fe106b7a5a3b3e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zemo', 'link': 'https://stackoverflow.com/users/13889566/zemo'}",True,735,5,0,,1656776431,1622613874,1656776431.0,67799720,CC BY-SA 4.0,https://stackoverflow.com/questions/67799720/c-program-is-not-giving-output-involving-large-array,C++ program is not giving output involving large array,67800045.0,,
58,"['python', 'c++', 'windows', 'tensorflow', 'pycocotools']","{'account_id': 21915873, 'reputation': 21, 'user_id': 16199775, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx95MaN5dNnrRvcoiM0iJ91xoRCJyF7E1ly8amV=k-s256', 'display_name': 'LJensen', 'link': 'https://stackoverflow.com/users/16199775/ljensen'}",True,6373,5,2,,1656581247,1623429192,1652014216.0,67940561,CC BY-SA 4.0,https://stackoverflow.com/questions/67940561/troubleshooting-pycocotools-installation,Troubleshooting pycocotools installation,,,
59,"['c++', 'recursion', 'tree']","{'account_id': 19762121, 'reputation': 43, 'user_id': 14470991, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27282dea31344947446792db2374cfd1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Random_user', 'link': 'https://stackoverflow.com/users/14470991/random-user'}",True,1808,1,0,,1656170438,1624859151,,68158107,CC BY-SA 4.0,https://stackoverflow.com/questions/68158107/find-and-return-the-sum-of-all-nodes-present-in-a-generic-tree-in-c,find and return the sum of all nodes present in a generic tree in c++,68159336.0,,
60,"['c++', 'arduino']","{'account_id': 20810559, 'reputation': 47, 'user_id': 15284595, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhczHeJac4Wrb5HEWTMO-yA_oGqZ7RnbvFqKM2eJA=k-s256', 'display_name': 'L0k3 d20uz4', 'link': 'https://stackoverflow.com/users/15284595/l0k3-d20uz4'}",False,2183,2,1,,1655980487,1623813102,1623825223.0,67995852,CC BY-SA 4.0,https://stackoverflow.com/questions/67995852/easier-way-than-irreceiver-decodedirdata-command-to-check-ir-remote-received-dat,Easier Way Than IrReceiver.decodedIRData.command to Check IR Remote Received Data,,,
61,"['c++', 'windows']","{'account_id': 19960781, 'reputation': 27, 'user_id': 14628419, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/09ea955a34375b06a039c9531caeafaa?s=256&d=identicon&r=PG&f=1', 'display_name': 'deadpython', 'link': 'https://stackoverflow.com/users/14628419/deadpython'}",True,211,1,-2,,1655143675,1623976153,,68027913,CC BY-SA 4.0,https://stackoverflow.com/questions/68027913/why-does-readprocessmemory-give-me-error-code-299,Why Does ReadProcessMemory Give Me Error Code 299?,68029101.0,,
62,"['c++', 'aws-lambda', 'aws-lambda-layers']","{'account_id': 3192772, 'reputation': 87, 'user_id': 2696693, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RF1jb.jpg?s=256&g=1', 'display_name': 'Karthik Vasishta Ramesh', 'link': 'https://stackoverflow.com/users/2696693/karthik-vasishta-ramesh'}",False,246,0,2,,1655132375,1622841028,1622846021.0,67844013,CC BY-SA 4.0,https://stackoverflow.com/questions/67844013/is-it-possible-to-create-an-aws-lambda-layer-for-c-runtime,Is it possible to create an AWS lambda layer for C++ runtime?,,,
63,"['c++', 'cmake']","{'account_id': 20630278, 'reputation': 107, 'user_id': 15145263, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-MUP571LaMj8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXWyn0dfazNTn4LNKZ5WOVxss22g/s96-c/photo.jpg?sz=256', 'display_name': 'Qiang Yao', 'link': 'https://stackoverflow.com/users/15145263/qiang-yao'}",True,10245,2,9,,1654107989,1624683341,1643975334.0,68139352,CC BY-SA 4.0,https://stackoverflow.com/questions/68139352/how-to-print-variables-in-cmake,How to print variables in CMake?,,,
64,"['c++', 'c++17', 'sublimetext3', 'mingw']","{'account_id': 13924775, 'reputation': 13, 'user_id': 10054377, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55c3625ca10b8f1162db4626d71adb23?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yash Saxena', 'link': 'https://stackoverflow.com/users/10054377/yash-saxena'}",False,953,1,0,,1654076594,1622913971,,67852199,CC BY-SA 4.0,https://stackoverflow.com/questions/67852199/sublime-text-not-recognizing-std-c17-even-after-upgrading-to-gcc-6-3-0,Sublime text not recognizing &quot;-std=c++17&quot; even after upgrading to GCC-6.3.0,,,
65,"['c++', 'video', 'ffmpeg', 'libavcodec', 'libavformat']","{'account_id': 238268, 'reputation': 10736, 'user_id': 507043, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/0flyb.png?s=256&g=1', 'display_name': 'Michael IV', 'link': 'https://stackoverflow.com/users/507043/michael-iv'}",False,1600,0,1,,1653924573,1624223749,1624224484.0,68060092,CC BY-SA 4.0,https://stackoverflow.com/questions/68060092/ffmpeg-encoderapplication-provided-invalid-non-monotonically-increasing-dts-to,"FFMPEG encoder:Application provided invalid, non monotonically increasing dts to muxer in stream",,,
66,"['c++', 'qt', 'qml']","{'account_id': 10499908, 'reputation': 275, 'user_id': 7738923, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/f26fa8015956d084a41db357cec76290?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ale', 'link': 'https://stackoverflow.com/users/7738923/ale'}",True,206,2,0,,1653599744,1623682805,1623686071.0,67972664,CC BY-SA 4.0,https://stackoverflow.com/questions/67972664/qt-lambda-capture-by-reference-qmlregistersingletontype,QT - Lambda-Capture by reference - qmlRegisterSingletonType,,,
67,"['c++', 'pass-by-reference', 'rvalue-reference', 'pass-by-const-reference', 'pass-by-rvalue-reference']","{'account_id': 22075782, 'reputation': 39, 'user_id': 16336140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7026a63e601fa6ec065be7d1aa15021f?s=256&d=identicon&r=PG&f=1', 'display_name': 'simplekind', 'link': 'https://stackoverflow.com/users/16336140/simplekind'}",True,258,1,3,,1653469043,1624994804,1653381981.0,68184575,,https://stackoverflow.com/questions/68184575/why-does-c-give-preference-to-rvalue-reference-over-const-reference-while-func,Why does C++ give preference to rvalue reference over const reference while function call?,,1653393150.0,Duplicate
68,"['c++', 'list', 'c++-cli', 'wrapper', 'handle']","{'account_id': 2398332, 'reputation': 195, 'user_id': 2096683, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/756abc64932a7dd046ce0193ba83f574?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matheos', 'link': 'https://stackoverflow.com/users/2096683/matheos'}",True,131,2,1,,1653378492,1625041386,1653378492.0,68191032,CC BY-SA 4.0,https://stackoverflow.com/questions/68191032/how-to-hold-a-list-of-opaque-handles-in-cli-c,How to hold a List&lt;&gt; of opaque handles in CLI/C++?,,,
69,"['c++', 'wav']","{'account_id': 22030126, 'reputation': 11, 'user_id': 16297523, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3cfd66e28fcecb11351ee8e25126d89e?s=256&d=identicon&r=PG&f=1', 'display_name': 'mmc055', 'link': 'https://stackoverflow.com/users/16297523/mmc055'}",False,1370,1,1,,1653325859,1624446176,1653325859.0,68098584,CC BY-SA 4.0,https://stackoverflow.com/questions/68098584/writing-to-wav-file-c,Writing to WAV file C++,,,
70,"['c++', 'oop', 'operators', 'overloading', 'que']","{'account_id': 16529145, 'reputation': 31, 'user_id': 11942943, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-OAERogNmzZc/AAAAAAAAAAI/AAAAAAAAAFg/cQdjnEjYYDs/photo.jpg?sz=256', 'display_name': 'Sasan Ace', 'link': 'https://stackoverflow.com/users/11942943/sasan-ace'}",True,460,2,0,,1653316766,1623583360,1623583808.0,67957678,CC BY-SA 4.0,https://stackoverflow.com/questions/67957678/how-to-overload-operator-to-add-two-queues,how to overload + operator to add two queues?,,,
71,"['c++', 'visual-studio', 'visual-studio-2019', 'warnings', 'pragma']","{'account_id': 18494335, 'reputation': 347, 'user_id': 13473122, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/txiJW.png?s=256&g=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/13473122/tom'}",False,210,1,1,,1653314268,1624176786,1624178723.0,68053927,CC BY-SA 4.0,https://stackoverflow.com/questions/68053927/cannot-consistently-disable-visual-studio-2019-warnings-for-headers-with-pragma,Cannot consistently disable Visual Studio 2019 warnings for headers with #pragma or project warning level,,,
72,"['c++', 'arduino', 'lte']","{'account_id': 21792739, 'reputation': 11, 'user_id': 16092721, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e080b0d066cddb2fb162037911467399?s=256&d=identicon&r=PG&f=1', 'display_name': 'Infra_boy', 'link': 'https://stackoverflow.com/users/16092721/infra-boy'}",False,232,1,1,,1652391179,1622533794,1622545627.0,67784782,CC BY-SA 4.0,https://stackoverflow.com/questions/67784782/dfrobot-sim7000-library-not-compiling-wnarrowing-error,DFRobot SIM7000 library not compiling - Wnarrowing error,,,
73,"['c++', 'qt', 'module', 'qml', 'qtcharts']","{'account_id': 20704082, 'reputation': 1496, 'user_id': 16143377, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hJD2H.jpg?s=256&g=1', 'display_name': 'silverfox', 'link': 'https://stackoverflow.com/users/16143377/silverfox'}",True,1256,2,0,,1652174120,1623759128,1623815935.0,67986039,CC BY-SA 4.0,https://stackoverflow.com/questions/67986039/qtcharts-module-not-found-even-after-installing-in-qt-maintenance,QtCharts module not found even after installing in Qt Maintenance,70720174.0,,
74,"['c++', 'inline-assembly']","{'account_id': 19128435, 'reputation': 17, 'user_id': 13970922, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-SY1fZ1rYuiI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmOQ8atAJB-j10MGu_Uo5I8Os_u3w/photo.jpg?sz=256', 'display_name': 'Andras M Szilagyi', 'link': 'https://stackoverflow.com/users/13970922/andras-m-szilagyi'}",True,774,3,0,,1652031674,1623688009,1623688237.0,67973945,CC BY-SA 4.0,https://stackoverflow.com/questions/67973945/expected-before-token-inline-assembly-error,Expected &#39;)&#39; before token inline assembly error,67974140.0,,
75,"['c++', 'cmake', 'clion']","{'account_id': 19178908, 'reputation': 55, 'user_id': 14011072, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d724c3203c30d5043dfdab2875e486e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wojciech Siudy', 'link': 'https://stackoverflow.com/users/14011072/wojciech-siudy'}",True,4365,1,4,,1652021451,1623698912,,67976160,CC BY-SA 4.0,https://stackoverflow.com/questions/67976160/how-to-generate-cmakelists-txt-in-clion-when-i-create-project-from-existing-sour,How to generate CMakeLists.txt in Clion when I create project from existing sources?,69106376.0,,
76,"['c++', 'json', 'libcurl', 'rapidjson', 'nlohmann-json']","{'account_id': 21975710, 'reputation': 15, 'user_id': 16251563, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjrOSMf219kQxQRmrjZ-sevSV6D7Z4mMHj0_sPL=k-s256', 'display_name': 'Leopold95', 'link': 'https://stackoverflow.com/users/16251563/leopold95'}",True,592,1,0,,1651679533,1624395604,1651679533.0,68090660,CC BY-SA 4.0,https://stackoverflow.com/questions/68090660/parse-libcurl-response-with-nlohmann-json-or-rapidjson,parse libcurl response with nlohmann json or rapidjson,68090759.0,,
77,"['c++', 'tensorflow2.0']","{'account_id': 20929921, 'reputation': 1, 'user_id': 15376543, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjhQ9x3fd5avp9v3KOZMGtfUndREJoDWhH_VJY=k-s256', 'display_name': 'tao SB', 'link': 'https://stackoverflow.com/users/15376543/tao-sb'}",False,57,1,0,,1651566285,1624951958,,68174362,CC BY-SA 4.0,https://stackoverflow.com/questions/68174362/how-to-use-cppflow-with-giving-a-txt-as-input,How to use CPPFlow with giving a .txt as input,,,
