,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,locked_date
47,"['python', 'c++', 'opencv', 'pipeline', 'gstreamer-1.0']","{'account_id': 1534709, 'reputation': 41, 'user_id': 1431063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b53cc8ab81b6871eb76bc0f5a7a52859?s=256&d=identicon&r=PG', 'display_name': 'user1431063', 'link': 'https://stackoverflow.com/users/1431063/user1431063'}",True,2176,,2,1,1651468356,1575135554,59118639,CC BY-SA 4.0,https://stackoverflow.com/questions/59118639/how-to-install-gstreamer-1-0-badplugin-for-opencv,How to install gstreamer 1.0 badplugin for opencv?,,,,,,
48,"['c++', 'tensorflow', 'gpu', 'nvcc']","{'account_id': 17312773, 'reputation': 71, 'user_id': 12539952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/275d94267f234400a877e9b94194943c?s=256&d=identicon&r=PG&f=1', 'display_name': 'hhhhhhhhhh', 'link': 'https://stackoverflow.com/users/12539952/hhhhhhhhhh'}",True,5745,,2,6,1650947500,1576404717,59342888,CC BY-SA 4.0,https://stackoverflow.com/questions/59342888/tensorflow-error-this-file-requires-compiler-and-library-support-for-the-iso-c,tensorflow error This file requires compiler and library support for the ISO C++ 2011 standard,1576424501.0,,,,,
49,"['c++', 'volatile', 'c++20']","{'account_id': 16123273, 'reputation': 26982, 'user_id': 11638718, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/359a4a973e6a1f850f94f71bf09a47f6?s=256&d=identicon&r=PG&f=1', 'display_name': '康桓瑋', 'link': 'https://stackoverflow.com/users/11638718/%e5%ba%b7%e6%a1%93%e7%91%8b'}",True,9074,59225783.0,1,45,1650822997,1575702656,59223814,CC BY-SA 4.0,https://stackoverflow.com/questions/59223814/why-is-volatile-deprecated-in-c20,Why is volatile deprecated in C++20?,1575702998.0,,,,,
50,"['c++', 'floating-point', 'precision']","{'account_id': 274130, 'reputation': 1919, 'user_id': 566185, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/22b28cb0f2f033dca8dc933813ac390e?s=256&d=identicon&r=PG', 'display_name': 'Steve Hollasch', 'link': 'https://stackoverflow.com/users/566185/steve-hollasch'}",True,607,59330059.0,3,8,1650620309,1576266123,59328864,CC BY-SA 4.0,https://stackoverflow.com/questions/59328864/is-there-a-standard-way-to-get-the-nth-nextafter-floating-point-value-in-c,Is there a standard way to get the nth `nextafter` floating-point value in C++,,,,,,
51,"['c++', 'opengl', 'texture-mapping', 'opengl-3', 'voxel']","{'account_id': 15132780, 'reputation': 156, 'user_id': 10920106, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50213b9d63dcb0c902cb5b65acf06e59?s=256&d=identicon&r=PG&f=1', 'display_name': 'QDinh', 'link': 'https://stackoverflow.com/users/10920106/qdinh'}",True,6175,59261544.0,1,5,1650118081,1575954070,59260533,CC BY-SA 4.0,https://stackoverflow.com/questions/59260533/using-texture-atlas-as-texture-array-in-opengl,Using Texture Atlas as Texture Array in OpenGL,1650118081.0,,,,,
52,"['c++', 'linux', 'boost', 'makefile']","{'account_id': 3227232, 'reputation': 364, 'user_id': 2723298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b35aaad8e2800301f0f0e6653aac70eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'BARIS KURT', 'link': 'https://stackoverflow.com/users/2723298/baris-kurt'}",True,451,71812692.0,1,0,1649547331,1575332356,59148519,CC BY-SA 4.0,https://stackoverflow.com/questions/59148519/how-to-compile-autodock-vina-from-source-code,How to compile AutoDock Vina from source code?,1575344944.0,,,,,
53,"['c++', 'c++17']","{'account_id': 16073212, 'reputation': 109, 'user_id': 11601099, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2632f04974fb4143ac1ff182b89a19b3?s=256&d=identicon&r=PG&f=1', 'display_name': 'unbound37', 'link': 'https://stackoverflow.com/users/11601099/unbound37'}",True,103,,1,1,1649466648,1576816928,59419905,CC BY-SA 4.0,https://stackoverflow.com/questions/59419905/are-temporary-objects-unavoidable-in-c,Are temporary objects unavoidable in C++?,1649466648.0,,,,,
54,"['c++', 'c++11', 'templates', 'operator-overloading']","{'account_id': 17312797, 'reputation': 3, 'user_id': 12539969, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25317c8d58134e8b1c5eb9237634b738?s=256&d=identicon&r=PG&f=1', 'display_name': 'QuartZ', 'link': 'https://stackoverflow.com/users/12539969/quartz'}",True,46,59421146.0,1,0,1649466499,1576825144,59421050,CC BY-SA 4.0,https://stackoverflow.com/questions/59421050/overloading-operator-in-a-template-class-with-2-templates,Overloading operator+ in a template class with 2 templates,1649466499.0,,,,,
55,"['c++', 'bgi', 'winbgi']","{'account_id': 17048308, 'reputation': 13, 'user_id': 12334580, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCf097C9M0bbSNguUCbxuxEXfYAo36jQuR-dPk6=k-s256', 'display_name': 'dip chit', 'link': 'https://stackoverflow.com/users/12334580/dip-chit'}",False,77,,0,1,1649279236,1576673124,59392375,CC BY-SA 4.0,https://stackoverflow.com/questions/59392375/application-using-the-winbgi-library-crashes-when-used-with-codeblocks,Application using the winbgi library crashes when used with Code::Blocks,1649279236.0,,,,,
56,"['c++', 'opencv', 'intel', 'mat', 'realsense']","{'account_id': 17307336, 'reputation': 81, 'user_id': 12535770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e30c5b566c71563802b854a20b446fe6?s=256&d=identicon&r=PG&f=1', 'display_name': 'apct', 'link': 'https://stackoverflow.com/users/12535770/apct'}",True,4310,,2,4,1649249704,1576313152,59333612,CC BY-SA 4.0,https://stackoverflow.com/questions/59333612/extract-depth-frame-from-realsense-camera,Extract depth frame from RealSense camera?,1576697650.0,,,,,
57,"['c++', 'list']","{'account_id': 17317702, 'reputation': 431, 'user_id': 12543764, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebe795153166f4d734b5f3d7d9168877?s=256&d=identicon&r=PG&f=1', 'display_name': 'themmfa', 'link': 'https://stackoverflow.com/users/12543764/themmfa'}",True,1030,59351899.0,2,2,1649025586,1576479169,59351772,CC BY-SA 4.0,https://stackoverflow.com/questions/59351772/i-cant-add-elements-to-the-list-c,I cant add elements to the list - c++,,,,,,
58,"['c++', 'windows', 'msdn', 'etw']","{'account_id': 7507330, 'reputation': 89, 'user_id': 5703460, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd00319f9d6c43eb5676b0a8640c2350?s=256&d=identicon&r=PG&f=1', 'display_name': 'handle1605', 'link': 'https://stackoverflow.com/users/5703460/handle1605'}",True,189,,1,2,1648697564,1575373804,59156451,CC BY-SA 4.0,https://stackoverflow.com/questions/59156451/access-user-data-associated-with-event-provided-using-traceloggingwrite,Access user data associated with event provided using TraceLoggingWrite,,,,,,
59,"['c++', 'visual-studio']","{'account_id': 3178370, 'reputation': 1476, 'user_id': 2685690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'kristian mo', 'link': 'https://stackoverflow.com/users/2685690/kristian-mo'}",False,1034,,1,0,1648605850,1575379986,59158316,CC BY-SA 4.0,https://stackoverflow.com/questions/59158316/c2365-redefinition-previous-deifnition-was-enumerator-for-external-headerlib,C2365 redefinition previous deifnition was &#39;enumerator&#39; for external header+lib after VS2019 upgrade,1575453418.0,,,,,
60,"['c++', 'openmp', 'reduction']","{'account_id': 4968759, 'reputation': 400, 'user_id': 3997250, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ff2d71fa4e2eb30fb9ecae02d58c74c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'korujzade', 'link': 'https://stackoverflow.com/users/3997250/korujzade'}",True,431,,1,0,1648559613,1575286335,59138065,CC BY-SA 4.0,https://stackoverflow.com/questions/59138065/how-can-i-do-reduction-in-nested-loops-using-openmp,How can I do Reduction in Nested Loops using OpenMP?,1575300934.0,,,,,
61,"['c++', 'bazel']","{'account_id': 13086495, 'reputation': 989, 'user_id': 9455299, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Xv6Yq.jpg?s=256&g=1', 'display_name': 'Jiayi Liao', 'link': 'https://stackoverflow.com/users/9455299/jiayi-liao'}",False,30,,0,0,1648217763,1577631732,59520537,CC BY-SA 4.0,https://stackoverflow.com/questions/59520537/what-does-build-plasma-mean-in-bazel-project,What does BUILD.plasma mean in bazel project?,1648217763.0,,,,,
62,"['c++', 'algorithm', 'expression-trees']","{'account_id': 1827426, 'reputation': 2492, 'user_id': 1659758, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/eb242bf0309ff23a833440458db2af25?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tracer', 'link': 'https://stackoverflow.com/users/1659758/tracer'}",True,532,59446915.0,2,0,1647374471,1577013415,59443733,CC BY-SA 4.0,https://stackoverflow.com/questions/59443733/need-help-generating-random-expression-tree-with-limited-depth-in-c,Need help generating random expression tree with limited depth in C++,1577015506.0,,,,,
63,['c++'],"{'account_id': 16132291, 'reputation': 11, 'user_id': 11645597, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2349397071773085/picture?type=large', 'display_name': 'Dylan Thomas Babcock', 'link': 'https://stackoverflow.com/users/11645597/dylan-thomas-babcock'}",False,1009,,2,0,1647364500,1575431504,59168681,CC BY-SA 4.0,https://stackoverflow.com/questions/59168681/how-to-check-the-surrounding-numbers-on-a-two-dimensional-array,How to check the surrounding numbers on a two dimensional array?,,,,,,
64,"['c++', 'process', 'pipe', 'fork']","{'account_id': 11665309, 'reputation': 23, 'user_id': 8542190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94df7875d89f82fef9a623707f97c2b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'RobinXu', 'link': 'https://stackoverflow.com/users/8542190/robinxu'}",False,431,,0,0,1647357116,1575615156,59208255,CC BY-SA 4.0,https://stackoverflow.com/questions/59208255/c-using-fork-and-pipe-to-run-2-programs-parallel-and-get-input-output,C++ Using fork() and pipe() to run 2 programs parallel and get input/output,1575618728.0,,,,,
65,"['java', 'c++', 'opencv', 'alphablending', 'blending']","{'account_id': 10798505, 'reputation': 1, 'user_id': 7943352, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7163f317a86eadf602d2d1016fe66629?s=256&d=identicon&r=PG&f=1', 'display_name': 'nvsl', 'link': 'https://stackoverflow.com/users/7943352/nvsl'}",False,856,,3,0,1647266658,1576978054,59441058,CC BY-SA 4.0,https://stackoverflow.com/questions/59441058/opencv-java-alpha-blending,OpenCV java alpha Blending,1577031332.0,,,,,
66,"['c++', 'c', 'linker']","{'account_id': 10912912, 'reputation': 161, 'user_id': 8021689, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1632796396733035/picture?type=large', 'display_name': 'Jon Taylor', 'link': 'https://stackoverflow.com/users/8021689/jon-taylor'}",True,255,,2,1,1647004425,1577730841,59535357,CC BY-SA 4.0,https://stackoverflow.com/questions/59535357/why-is-the-entry-in-my-linker-script-not-being-set-to-the-address-sectio,Why is the ENTRY() in my linker script not being set to the . = &lt;address&gt; section?,,,,,,
67,"['c++', 'endianness']","{'account_id': 17345290, 'reputation': 51, 'user_id': 12565061, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-NOs25Lt4oCU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reGbrgFoAsPxh3g5qdADQRgWPhpWg/photo.jpg?sz=256', 'display_name': 'martes', 'link': 'https://stackoverflow.com/users/12565061/martes'}",True,549,,2,3,1646815027,1576760885,59410439,CC BY-SA 4.0,https://stackoverflow.com/questions/59410439/c-int-and-char-byte-order-swapped,C++ int* and char* byte order swapped,1646815027.0,,,,,
68,"['c++', 'function', 'variables', 'structure']","{'account_id': 16836117, 'reputation': 51, 'user_id': 12172759, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-u_HhA1ChIpA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcgyvGGrAKaTtBj06jNdWhJG_FFxw/photo.jpg?sz=256', 'display_name': 'Justin Frossard', 'link': 'https://stackoverflow.com/users/12172759/justin-frossard'}",True,413,,2,0,1646779863,1575178568,59122828,CC BY-SA 4.0,https://stackoverflow.com/questions/59122828/c-how-do-i-store-a-different-number-of-values-to-my-variables-in-a-structure-t,C++ How do I store a different number of values to my variables in a structure that contains two variables?,,,,,,
69,"['c++', 'arduino', 'ascii', 'barcode', 'barcode-scanner']","{'user_type': 'does_not_exist', 'display_name': 'user12426186'}",True,638,,1,1,1646587241,1575126963,59117473,CC BY-SA 4.0,https://stackoverflow.com/questions/59117473/trying-to-get-a-barcode-scanner-working-with-arduino,Trying To Get A Barcode Scanner Working With Arduino,1575129927.0,,,,,
70,"['c++', 'odbc', 'driver', 'dsn']","{'account_id': 11801433, 'reputation': 67, 'user_id': 8635040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20749a51734b2e7c5105ca8f93be6cb6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Filip Cacic', 'link': 'https://stackoverflow.com/users/8635040/filip-cacic'}",True,1028,59411247.0,2,0,1645646517,1576684247,59395666,CC BY-SA 4.0,https://stackoverflow.com/questions/59395666/how-to-connect-to-odbc-dsn-through-c,How to connect to ODBC DSN through c++,,,,,,
71,['c++'],"{'account_id': 16271250, 'reputation': 45, 'user_id': 11749754, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03a8fbecbfa1e408e6403244f4a48f34?s=256&d=identicon&r=PG&f=1', 'display_name': 'FifaBen', 'link': 'https://stackoverflow.com/users/11749754/fifaben'}",True,397,59334518.0,2,2,1645645206,1576319414,59334272,,https://stackoverflow.com/questions/59334272/write-large-double-number-into-txt-file-c,write large double number into txt file C++,,1576348206.0,Duplicate,,,
72,"['c++', 'templates', 'ostream']","{'account_id': 9851883, 'reputation': 2992, 'user_id': 7297717, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/1ec9ee396f8e61fd2480942c4113e679?s=256&d=identicon&r=PG&f=1', 'display_name': 'asv', 'link': 'https://stackoverflow.com/users/7297717/asv'}",True,241,59214353.0,2,2,1645528186,1575638952,59214136,CC BY-SA 4.0,https://stackoverflow.com/questions/59214136/output-stream-for-generic-container,Output stream for generic container,,,,,,
73,"['c++', 'django', 'postgresql', 'docker', 'gdal']","{'account_id': 8746044, 'reputation': 83, 'user_id': 7984045, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-dpQ55Sby5co/AAAAAAAAAAI/AAAAAAAAEE8/TH6O-F7R36s/photo.jpg?sz=256', 'display_name': 'Dev', 'link': 'https://stackoverflow.com/users/7984045/dev'}",True,3952,59328983.0,2,5,1645464494,1576170806,59309687,CC BY-SA 4.0,https://stackoverflow.com/questions/59309687/attributeerror-usr-lib-libgdal-so-1-undefined-symbol-ogr-f-getfieldasinteger,AttributeError: /usr/lib/libgdal.so.1: undefined symbol: OGR_F_GetFieldAsInteger64 While installing in Docker,1576176003.0,,,,,
74,"['c++', 'arduino', 'led', 'keypad', 'fastled']","{'account_id': 16958344, 'reputation': 13, 'user_id': 12266092, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-reeOLqUvEuE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reMOBbAdQW_etRuxN1lhNDvJQj5nw/photo.jpg?sz=256', 'display_name': 'Kane', 'link': 'https://stackoverflow.com/users/12266092/kane'}",False,294,,1,1,1645457390,1575927565,59257059,CC BY-SA 4.0,https://stackoverflow.com/questions/59257059/how-to-get-led-code-to-run-from-keypad-presses,How to get LED code to run from Keypad presses,1575931562.0,,,,,
75,"['c++', 'multithreading', 'c++17']","{'account_id': 8579188, 'reputation': 2881, 'user_id': 6427477, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/oYQ8Y.png?s=256&g=1', 'display_name': 'C.M.', 'link': 'https://stackoverflow.com/users/6427477/c-m'}",True,1295,59172051.0,2,6,1645406905,1575408830,59165685,CC BY-SA 4.0,https://stackoverflow.com/questions/59165685/waiting-on-worker-thread-using-stdatomic-flag-and-stdcondition-variable,waiting on worker thread using std::atomic flag and std::condition_variable,1645406905.0,,,,,
76,"['c++', 'arrays', 'reverse', 'dynamic-memory-allocation']","{'account_id': 17160153, 'reputation': 45, 'user_id': 12420001, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-cAVeOBQlD4A/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3recplafcBjpJrgXVu14wOFtXBbHxA/photo.jpg?sz=256', 'display_name': 'HyeJin Jang', 'link': 'https://stackoverflow.com/users/12420001/hyejin-jang'}",True,1705,59330275.0,3,1,1644777330,1576272831,59330094,CC BY-SA 4.0,https://stackoverflow.com/questions/59330094/c-reverse-array-elements-using-dynamic-allocation-operators,c++ reverse Array elements using dynamic Allocation Operators,1576274918.0,,,,,
77,"['c++', 'data-structures', 'queue', 'deque']","{'account_id': 4962749, 'reputation': 22102, 'user_id': 3993270, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/1bee661ad7451ff3107ca6954560a06c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Edamame', 'link': 'https://stackoverflow.com/users/3993270/edamame'}",True,1576,59543187.0,1,4,1644479167,1577787888,59542801,CC BY-SA 4.0,https://stackoverflow.com/questions/59542801/why-is-deque-faster-than-queue,Why is deque faster than queue?,1577811052.0,,,,,
78,"['c++', 'visual-studio-2017', 'osmium']","{'account_id': 12597339, 'reputation': 303, 'user_id': 9161414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac3e1e802d78920a8449b3193c649962?s=256&d=identicon&r=PG&f=1', 'display_name': 'Learner', 'link': 'https://stackoverflow.com/users/9161414/learner'}",True,291,71009232.0,1,0,1644248470,1576585868,59374304,CC BY-SA 4.0,https://stackoverflow.com/questions/59374304/building-c-project-using-build-appveyor,Building C++ project using build-appveyor,1644168688.0,,,,,
