,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id
47,"['c++', 'c++11']","{'account_id': 17838874, 'reputation': 207, 'user_id': 12957196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6825e6100532290e264e45083096dd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Long', 'link': 'https://stackoverflow.com/users/12957196/long'}",True,610,3,7,1660918928,1586583264,61152544,CC BY-SA 4.0,https://stackoverflow.com/questions/61152544/is-there-a-way-to-check-whether-c-lambda-functions-are-inlined-by-the-compiler,Is there a way to check whether C++ lambda functions are inlined by the compiler?,,1586583641.0,,61154471.0
48,"['c++', 'for-loop', 'vector', 'iteration']","{'account_id': 18239539, 'reputation': 11, 'user_id': 13276834, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-MYa8dTtfLsQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN6lgjhLm9RqqIWeJbexQharhQtpA/photo.jpg?sz=256', 'display_name': 'sologeek', 'link': 'https://stackoverflow.com/users/13276834/sologeek'}",False,86,2,-1,1660712065,1586507849,61136716,,https://stackoverflow.com/questions/61136716/what-does-the-expression-forint-item-v4-means,What does the expression for(int&amp; item : v4) means :,1660712040.0,1586508147.0,Duplicate,
49,"['c++', 'cmake', 'linux-mint']","{'account_id': 18396668, 'reputation': 63, 'user_id': 13400942, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bb6711017386f3ccb1ff3a5b4ee8165?s=256&d=identicon&r=PG&f=1', 'display_name': 'SDLC', 'link': 'https://stackoverflow.com/users/13400942/sdlc'}",True,8303,3,6,1660632257,1587760280,61416987,CC BY-SA 4.0,https://stackoverflow.com/questions/61416987/how-do-i-fix-the-no-known-features-for-cxx-compiler-while-compiling-with-cmake,How do I fix the &quot;No known features for CXX compiler&quot; while compiling with CMake (Linux Mint),,1587829812.0,,61428314.0
50,"['c++', 'linux', 'wine', 'dll-injection']","{'account_id': 18417192, 'reputation': 11, 'user_id': 13415742, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d6ea087f06d21ea394a138f22ad1644?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ethan Brown', 'link': 'https://stackoverflow.com/users/13415742/ethan-brown'}",False,2114,1,1,1660570469,1587974704,61454252,CC BY-SA 4.0,https://stackoverflow.com/questions/61454252/injecting-dll-in-windows-applications-on-linux,Injecting .dll in windows applications on linux,,,,
51,"['c++', 'qt', 'opencv', 'mingw', 'video-capture']","{'account_id': 14697831, 'reputation': 11, 'user_id': 10614742, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72840be12e343b275be99ce3a1d07202?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gokhan', 'link': 'https://stackoverflow.com/users/10614742/gokhan'}",False,99,0,1,1660344743,1586809494,61196135,CC BY-SA 4.0,https://stackoverflow.com/questions/61196135/qt-crashes-when-running-a-basic-opencv-command-videocapture,Qt crashes when running a basic OpenCV command VideoCapture,,1660344743.0,,
52,"['c++', 'variadic-templates', 'parameter-pack']","{'account_id': 16349961, 'reputation': 594, 'user_id': 12097913, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-WcCAWSc5MKA/AAAAAAAAAAI/AAAAAAAAAvU/pSrDu8S318A/photo.jpg?sz=256', 'display_name': 'CrazyVideoGamer', 'link': 'https://stackoverflow.com/users/12097913/crazyvideogamer'}",True,74,1,0,1659628957,1586692140,61170942,,https://stackoverflow.com/questions/61170942/parameter-pack-expansion-not-compiling-in-c,Parameter pack expansion not compiling in c++,1586696770.0,1586694656.0,Duplicate,61171362.0
53,"['c++', 'windows']","{'account_id': 15384470, 'reputation': 101, 'user_id': 11098937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7243332ca0727e9596b18a57391cb2b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Smye', 'link': 'https://stackoverflow.com/users/11098937/smye'}",False,60,1,0,1659273712,1587952926,61450609,CC BY-SA 4.0,https://stackoverflow.com/questions/61450609/get-operating-system-and-version-number,Get operating system and version number,,,,
54,"['c++', 'cmake', 'glm-math', 'cegui']","{'account_id': 2095061, 'reputation': 671, 'user_id': 1864036, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/PnVHS.jpg?s=256&g=1', 'display_name': 'starturtle', 'link': 'https://stackoverflow.com/users/1864036/starturtle'}",False,105,2,0,1658974285,1587799796,61422361,CC BY-SA 4.0,https://stackoverflow.com/questions/61422361/resolve-glm-path-in-windows-10-for-cegui,Resolve GLM path in Windows 10 for CEGUI,,1605728478.0,,
55,"['python', 'c++', 'python-3.x', 'macos']","{'account_id': 18192341, 'reputation': 346, 'user_id': 13237982, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iFXyz.jpg?s=256&g=1', 'display_name': 'Mel', 'link': 'https://stackoverflow.com/users/13237982/mel'}",False,239,1,1,1658832355,1586885220,61213657,CC BY-SA 4.0,https://stackoverflow.com/questions/61213657/having-trouble-including-python-h-file,Having trouble including python.h file,,1586887374.0,,
56,"['c++', 'arrays', 'sorting']","{'account_id': 18210575, 'reputation': 9, 'user_id': 13253195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/687bc9eca2678ba96dd04bbf903bc774?s=256&d=identicon&r=PG&f=1', 'display_name': 'gsaloni11', 'link': 'https://stackoverflow.com/users/13253195/gsaloni11'}",True,1483,3,-2,1658691033,1586294095,61089520,CC BY-SA 4.0,https://stackoverflow.com/questions/61089520/find-the-element-that-appears-once-in-the-array-when-others-appear-twice,find the element that appears once in the array when others appear twice,,1586294757.0,,
57,"['c++', 'cuda', 'cuda-graphs']","{'account_id': 6758716, 'reputation': 1781, 'user_id': 5206464, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/792316447555621/picture?type=large', 'display_name': 'Abator Abetor', 'link': 'https://stackoverflow.com/users/5206464/abator-abetor'}",True,796,2,1,1658594392,1587806171,61423391,CC BY-SA 4.0,https://stackoverflow.com/questions/61423391/cudagraph-multi-threaded-stream-capturing-causes-errors-only-when-run-in-cuda-m,cudaGraph: Multi-threaded stream capturing causes errors only when run in cuda-memcheck,,1658594392.0,,
58,"['c++', 'c', 'gcc', 'clang', 'extint']","{'account_id': 15329073, 'reputation': 3007, 'user_id': 11059315, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68263eac6b6be448f38d829a0832e2b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'xilpex', 'link': 'https://stackoverflow.com/users/11059315/xilpex'}",True,225,2,1,1658570062,1587743877,61412470,CC BY-SA 4.0,https://stackoverflow.com/questions/61412470/will-clangs-custom-int-size-feature-ever-get-added-to-gcc,Will clangs custom int size feature ever get added to gcc?,,1587789383.0,,61412471.0
59,"['c++', 'serialization', 'char', 'byte', 'long-double']","{'account_id': 14007366, 'reputation': 1882, 'user_id': 10117056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c580f89043ba340a45765eb133a752fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Commander Tvis', 'link': 'https://stackoverflow.com/users/10117056/commander-tvis'}",True,166,3,1,1658547919,1586871166,61208977,CC BY-SA 4.0,https://stackoverflow.com/questions/61208977/how-to-convert-long-double-to-char12,How to convert long double to char[12]?,,1658547919.0,,61209156.0
60,"['c++', 'opengl', 'ffmpeg', 'directx', 'directx-11']","{'account_id': 2988537, 'reputation': 91, 'user_id': 2536681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4791711ce927c529126e69e267b16256?s=256&d=identicon&r=PG', 'display_name': 'imikbox', 'link': 'https://stackoverflow.com/users/2536681/imikbox'}",False,2089,1,1,1658319030,1586270504,61082653,CC BY-SA 4.0,https://stackoverflow.com/questions/61082653/ffmpeg-with-d3d11-hw-acceleration-how-to-copy-directx-texture-to-opengl,FFMPEG with D3D11 hw acceleration: How to copy DirectX texture to OpenGL?,,1627236081.0,,
61,"['c++', 'oop', 'getter', 'single-responsibility-principle']","{'account_id': 17657235, 'reputation': 1630, 'user_id': 12816539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LGJD0-r-tz8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reGKI-Oxhlq0oSaL2w3ZQJQs2PI5w/photo.jpg?sz=256', 'display_name': 'passing_through', 'link': 'https://stackoverflow.com/users/12816539/passing-through'}",False,20,0,0,1658167065,1587230775,61293338,CC BY-SA 4.0,https://stackoverflow.com/questions/61293338/where-can-i-store-loaded-textures-used-for-visualizing-a-certain-object,Where can I store loaded textures used for visualizing a certain object?,,1658167065.0,,
62,"['c++', 'class', 'object', 'interface']","{'account_id': 17657235, 'reputation': 1630, 'user_id': 12816539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LGJD0-r-tz8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reGKI-Oxhlq0oSaL2w3ZQJQs2PI5w/photo.jpg?sz=256', 'display_name': 'passing_through', 'link': 'https://stackoverflow.com/users/12816539/passing-through'}",False,26,0,1,1658166813,1587753419,61415221,CC BY-SA 4.0,https://stackoverflow.com/questions/61415221/how-can-an-object-await-different-requests-depending-on-its-state,How can an object await different requests depending on its state?,,1658166813.0,,
63,"['c++', 'spline', 'dxf']","{'account_id': 21847, 'reputation': 11797, 'user_id': 53420, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/7b22f0b3304066470193db063a024ea2?s=256&d=identicon&r=PG', 'display_name': 'RED SOFT ADAIR', 'link': 'https://stackoverflow.com/users/53420/red-soft-adair'}",True,659,1,0,1658152056,1586031524,61034242,CC BY-SA 4.0,https://stackoverflow.com/questions/61034242/sample-for-a-minimal-dxf-containing-a-spline,Sample for a minimal DXF containing a spline,,,,
64,"['c++', 'multithreading', 'winapi', 'dll']","{'account_id': 17817860, 'reputation': 810, 'user_id': 12940972, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qnZsn.jpg?s=256&g=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/12940972/alex'}",True,621,2,2,1657471202,1587338117,61312902,CC BY-SA 4.0,https://stackoverflow.com/questions/61312902/unloading-dll-throws-an-access-violation-error,Unloading dll throws an Access violation error,,1587338782.0,,72930178.0
65,"['c++', 'c', 'video', 'gstreamer', 'gstreamer-1.0']","{'account_id': 18355519, 'reputation': 61, 'user_id': 13368659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b37fc53b33d9dd376188174714f9099?s=256&d=identicon&r=PG&f=1', 'display_name': 'KrithikaV', 'link': 'https://stackoverflow.com/users/13368659/krithikav'}",False,2261,1,6,1657278008,1587451228,61337392,CC BY-SA 4.0,https://stackoverflow.com/questions/61337392/memory-not-freed-after-gstreamer-pipeline-set-to-gst-state-null,Memory not freed after gstreamer pipeline set to GST_STATE_NULL,,,,
66,"['c++', 'multithreading']","{'account_id': 15010860, 'reputation': 71, 'user_id': 10835382, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5dda74073d3ae3eedd3f3e533f460825?s=256&d=identicon&r=PG&f=1', 'display_name': 'valentin.ciprian', 'link': 'https://stackoverflow.com/users/10835382/valentin-ciprian'}",True,1718,3,3,1657256221,1587585147,61373945,CC BY-SA 4.0,https://stackoverflow.com/questions/61373945/how-to-use-a-thread-inside-a-class-constructor-in-c,How to use a thread inside a class constructor in C++?,,1657256221.0,,61376707.0
67,"['c++', 'v4l2']","{'account_id': 2390457, 'reputation': 153, 'user_id': 2090399, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14bd2992f23ef9e2a9a4af70b59f0c58?s=256&d=identicon&r=PG', 'display_name': 'Sebastian', 'link': 'https://stackoverflow.com/users/2090399/sebastian'}",True,1628,1,3,1657104796,1586419174,61116471,CC BY-SA 4.0,https://stackoverflow.com/questions/61116471/video-capturing-with-v4l2-has-dropped-lost-frames,video capturing with V4l2 has dropped/lost frames,,1586840112.0,,
68,"['c++', 'class', 'handle']","{'account_id': 13694063, 'reputation': 851, 'user_id': 9881203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Sean', 'link': 'https://stackoverflow.com/users/9881203/sean'}",True,80,2,0,1656979855,1588079715,61481074,CC BY-SA 4.0,https://stackoverflow.com/questions/61481074/c-how-to-solve-class-incomplete-type-when-two-class-depends-on-each-other,C++ how to solve class incomplete type when two class depends on each other,,,,61481696.0
69,"['c++', 'class', 'instance']","{'account_id': 18385343, 'reputation': 13, 'user_id': 13392529, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjLSDVFVBVXZj_0kvJmMqxBPzTeuoQcH_EmKP4QXA=k-s256', 'display_name': 'Aayush Kumar', 'link': 'https://stackoverflow.com/users/13392529/aayush-kumar'}",True,4236,4,1,1656946462,1587659880,61392414,CC BY-SA 4.0,https://stackoverflow.com/questions/61392414/how-to-create-an-instance-of-a-class-on-heap-memory,How to create an Instance of a class on heap memory,,,,61392455.0
70,"['c++', 'visual-studio-2017', 'unreal-engine4']","{'account_id': 3088904, 'reputation': 47, 'user_id': 2615494, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/c7b564ec06ea9516071d0ca7213be17c?s=256&d=identicon&r=PG', 'display_name': 'user2615494', 'link': 'https://stackoverflow.com/users/2615494/user2615494'}",True,200,1,1,1656541911,1586758198,61182388,CC BY-SA 4.0,https://stackoverflow.com/questions/61182388/visual-studio-2017-shows-intellisense-errors-on-unreal-engine-4-projects,Visual Studio 2017 shows IntelliSense errors on unreal engine 4 projects,,1586758562.0,,
71,"['c++', 'class', 'static']","{'account_id': 15534571, 'reputation': 113, 'user_id': 11207067, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KYzqp.jpg?s=256&g=1', 'display_name': 'Jaswant Arya', 'link': 'https://stackoverflow.com/users/11207067/jaswant-arya'}",True,13183,2,11,1655921403,1588232559,61518284,CC BY-SA 4.0,https://stackoverflow.com/questions/61518284/error-non-const-static-data-member-must-be-initialized-out-of-line,error: non-const static data member must be initialized out of line,,1588234612.0,,61519186.0
72,"['c++', 'struct', 'initialization']","{'account_id': 3032157, 'reputation': 27484, 'user_id': 4561887, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/1ecb6a74fca21551bd8157504ad47faf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabriel Staples', 'link': 'https://stackoverflow.com/users/4561887/gabriel-staples'}",True,20959,4,12,1655912161,1586995572,61240589,CC BY-SA 4.0,https://stackoverflow.com/questions/61240589/how-to-initialize-a-struct-to-0-in-c,How to initialize a struct to 0 in C++,,1650557512.0,,61240590.0
73,"['c++', 'string', 'split']","{'account_id': 17834223, 'reputation': 11, 'user_id': 12953580, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c2bd9e8afbce542858aa4b44bbf7500?s=256&d=identicon&r=PG&f=1', 'display_name': 'AEDNordic', 'link': 'https://stackoverflow.com/users/12953580/aednordic'}",False,282,2,0,1655298662,1587111358,61266996,CC BY-SA 4.0,https://stackoverflow.com/questions/61266996/separating-a-single-string-into-separate-variables,Separating a single string into separate variables,,1655298662.0,,
74,"['python', 'c++', 'opencv', 'camera-calibration']","{'account_id': 14057436, 'reputation': 53, 'user_id': 10154400, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79fe5b442fa0d04f909760008fe8c829?s=256&d=identicon&r=PG&f=1', 'display_name': 'AyeAye', 'link': 'https://stackoverflow.com/users/10154400/ayeaye'}",True,1807,2,2,1655277922,1587544100,61360556,CC BY-SA 4.0,https://stackoverflow.com/questions/61360556/opencv-camera-calibration-rotation-vector-to-matrix,OpenCV camera calibration rotation vector to matrix,,,,
75,"['c++', 'boost-multi-array']","{'account_id': 13688503, 'reputation': 23, 'user_id': 10059554, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a21d54f7d5a913322f293630329332f?s=256&d=identicon&r=PG&f=1', 'display_name': 'B.Plant', 'link': 'https://stackoverflow.com/users/10059554/b-plant'}",False,111,2,1,1655111943,1586800409,61193687,CC BY-SA 4.0,https://stackoverflow.com/questions/61193687/how-do-i-get-a-view-of-a-boost-multi-array-and-assign-it-back-to-the-same-boost,How do I get a view of a boost multi_array and assign it back to the same boost multi_array?,,1655111357.0,,
76,['c++'],"{'account_id': 16792740, 'reputation': 121, 'user_id': 12139943, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCW6H7zEPm6MFXxqIYQ_J3Z9I6SVlh9O644zfu_wg=k-s256', 'display_name': 'Kyo Heo', 'link': 'https://stackoverflow.com/users/12139943/kyo-heo'}",True,344,1,1,1654815066,1587921582,61444948,CC BY-SA 4.0,https://stackoverflow.com/questions/61444948/c-stoi-doesnt-convert-string-correctly,c++ stoi doesn&#39;t convert string correctly,,,,
77,"['c++', 'post-increment', 'comma-operator']","{'account_id': 7694496, 'reputation': 367, 'user_id': 6577503, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba24c6fc4c788c8d77370aaf5611e868?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kaind', 'link': 'https://stackoverflow.com/users/6577503/kaind'}",True,175,3,4,1654811624,1585861470,61001093,CC BY-SA 4.0,https://stackoverflow.com/questions/61001093/post-increment-operator-behaviour-w-r-t-comma-operator,Post-increment operator behaviour w.r.t comma operator?,,1654811624.0,,61001157.0
78,"['c++', 'file']","{'account_id': 17918245, 'reputation': 25, 'user_id': 13018723, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-zGygihsUBTY/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nA85tq-pj708F5on54MlUpJanZfKw/photo.jpg?sz=256', 'display_name': 'Taco', 'link': 'https://stackoverflow.com/users/13018723/taco'}",True,1217,2,0,1653334059,1588184664,61508988,CC BY-SA 4.0,https://stackoverflow.com/questions/61508988/writing-to-txt-file-c,Writing to txt file C++,,1653334059.0,,61509199.0
