,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
50,"['c++', 'private-members', 'class-members']","{'account_id': 1100783, 'reputation': 4708, 'user_id': 1093223, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/64390ef779217a57e251b3b77bf95738?s=256&d=identicon&r=PG', 'display_name': 'Amit Tomar', 'link': 'https://stackoverflow.com/users/1093223/amit-tomar'}",True,175,4,1,1651122808,1332232029,,9783473,CC BY-SA 3.0,https://stackoverflow.com/questions/9783473/accessibility-of-data-member-in-member-function-before-declaration-of-data-membe,Accessibility of data member in member function before declaration of data member,9783490.0,,,,,
51,"['c++', 'linux', 'file-io']","{'account_id': 1026649, 'reputation': 319, 'user_id': 1035818, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/11187ae5bc0b6b15c5946e830e8b945c?s=256&d=identicon&r=PG', 'display_name': 'maheshg', 'link': 'https://stackoverflow.com/users/1035818/maheshg'}",True,3885,3,1,1651066836,1331334183,,9642145,CC BY-SA 3.0,https://stackoverflow.com/questions/9642145/is-there-a-way-to-find-the-oldest-file-using-just-the-c,is there a way to find the oldest file using just the c++,9642221.0,,,,,
52,"['c++', 'qt', 'qgis']","{'account_id': 215487, 'reputation': 1708, 'user_id': 470160, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/3382de131adafc8ceae3f16a89bb6831?s=256&d=identicon&r=PG', 'display_name': 'Anh Tuan', 'link': 'https://stackoverflow.com/users/470160/anh-tuan'}",True,15010,3,3,1650983338,1331864139,,9730952,CC BY-SA 3.0,https://stackoverflow.com/questions/9730952/qt-creator-build-project-no-such-file-or-directory,Qt Creator build project - No such file or directory,9736659.0,,,,,
53,"['c++', 'python']","{'account_id': 1269435, 'reputation': 307, 'user_id': 1226087, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/478d5159e9c81d74f827d2f285c309a6?s=256&d=identicon&r=PG', 'display_name': 'busukxuan', 'link': 'https://stackoverflow.com/users/1226087/busukxuan'}",True,15918,5,18,1649507191,1331657038,1474664790.0,9688305,,https://stackoverflow.com/questions/9688305/python-faster-than-c-how-does-this-happen,Python faster than C++? How does this happen?,9689866.0,1375177326.0,Duplicate,1551447644.0,,
54,"['c++', 'conditional-operator']","{'account_id': 1308754, 'reputation': 1571, 'user_id': 1257204, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/a013d2a5e5727c3c91c357d95d04f98a?s=256&d=identicon&r=PG', 'display_name': 'm47h', 'link': 'https://stackoverflow.com/users/1257204/m47h'}",True,15079,3,14,1649480032,1331217897,1529566715.0,9619424,CC BY-SA 4.0,https://stackoverflow.com/questions/9619424/conditional-operator-used-in-cout-statement,Conditional operator used in cout statement,9619477.0,,,,,
55,"['c++', 'string', 'xml-parsing', 'char', 'xerces-c']","{'account_id': 1308916, 'reputation': 1617, 'user_id': 1257341, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/60843f061262e2b29baff53fde385e19?s=256&d=identicon&r=PG', 'display_name': 'Joy', 'link': 'https://stackoverflow.com/users/1257341/joy'}",True,19338,2,15,1649367099,1332433753,1332461599.0,9826518,CC BY-SA 3.0,https://stackoverflow.com/questions/9826518/purpose-of-xmlstringtranscode,Purpose of XMLString::transcode,9830333.0,,,,,
56,"['c++', 'geometry', 'bgi']","{'account_id': 1289215, 'reputation': 147, 'user_id': 1241642, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/c5c6652705d0e571a0b860060d4b6058?s=256&d=identicon&r=PG', 'display_name': 'Sean K', 'link': 'https://stackoverflow.com/users/1241642/sean-k'}",True,4406,1,1,1649350218,1330567697,1649350218.0,9509644,CC BY-SA 4.0,https://stackoverflow.com/questions/9509644/drawing-circles-on-a-diagonal-line-in-c,Drawing circles on a diagonal line in C++,,,,,,
57,"['c++', 'visual-studio-2010', 'dll', 'linker']","{'account_id': 1117576, 'reputation': 1070, 'user_id': 1106578, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/641383c410d3f54f924ed7e51995f9ee?s=256&d=identicon&r=PG', 'display_name': 'oracle3001', 'link': 'https://stackoverflow.com/users/1106578/oracle3001'}",True,5253,1,2,1649164054,1332771209,1332771633.0,9873771,CC BY-SA 3.0,https://stackoverflow.com/questions/9873771/c-unresolved-external-symbol-when-creating-dll-in-vs2010-after-the-lib-su,C++: &quot;unresolved external symbol&quot; when creating .dll in VS2010 after the .lib sucecssfully builds,9873825.0,,,,,
58,"['c++', 'qt', 'asynchronous', 'qt4', 'stdin']","{'account_id': 961317, 'reputation': 3200, 'user_id': 985621, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/HlyMp.jpg?s=256&g=1', 'display_name': 'megazord', 'link': 'https://stackoverflow.com/users/985621/megazord'}",True,7690,6,10,1649110663,1331916501,1380227405.0,9741259,CC BY-SA 3.0,https://stackoverflow.com/questions/9741259/reading-asynchronously-from-stdin-with-qt,Reading asynchronously from stdin with Qt,11219555.0,,,,,
59,"['c++', 'vector', 'replace', 'swap']","{'account_id': 1353703, 'reputation': 1993, 'user_id': 1292526, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e29153d3289e61d7dee6d3de713777a4?s=256&d=identicon&r=PG', 'display_name': 'bob blob', 'link': 'https://stackoverflow.com/users/1292526/bob-blob'}",True,26001,4,3,1648653410,1332928021,1495649104.0,9904976,CC BY-SA 3.0,https://stackoverflow.com/questions/9904976/how-to-replace-specific-values-in-a-vector-in-c,How to replace specific values in a vector in C++?,,,,,,
60,"['c++', 'cmake', 'boost-asio']","{'account_id': 388544, 'reputation': 2627, 'user_id': 747544, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/UJHHn.png?s=256&g=1', 'display_name': '2NinerRomeo', 'link': 'https://stackoverflow.com/users/747544/2ninerromeo'}",True,80625,8,33,1647359014,1331919676,1536531198.0,9742003,CC BY-SA 4.0,https://stackoverflow.com/questions/9742003/platform-detection-in-cmake,Platform detection in CMake,17845462.0,,,,,
61,"['c++', 'arrays']","{'account_id': 1213881, 'reputation': 2731, 'user_id': 1181864, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/d6c447dd2c215da3f494b5b5528bb6c6?s=256&d=identicon&r=PG', 'display_name': 'Jeanno', 'link': 'https://stackoverflow.com/users/1181864/jeanno'}",True,1363,5,2,1647032963,1331657809,,9688504,CC BY-SA 3.0,https://stackoverflow.com/questions/9688504/memory-issues-with-a-very-large-array-in-c,Memory issues with a very large array in C++,,,,,,
62,"['c++', 'c++11', 'variadic-templates']","{'account_id': 35349, 'reputation': 5011, 'user_id': 100089, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/e6f30238c63fb78843060050ec3a8dba?s=256&d=identicon&r=PG', 'display_name': 'Samuel Danielson', 'link': 'https://stackoverflow.com/users/100089/samuel-danielson'}",True,38369,5,76,1646983352,1332455247,,9831501,CC BY-SA 3.0,https://stackoverflow.com/questions/9831501/how-can-i-have-multiple-parameter-packs-in-a-variadic-template,How can I have multiple parameter packs in a variadic template?,,,,,,
63,"['c++', 'reference', 'client', 'thrift']","{'account_id': 1296894, 'reputation': 63, 'user_id': 1247715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd34873adde2c010d82c3c1cfca9684b?s=256&d=identicon&r=PG', 'display_name': 'GL An', 'link': 'https://stackoverflow.com/users/1247715/gl-an'}",True,11921,4,6,1646301644,1333204939,1365708267.0,9956861,CC BY-SA 3.0,https://stackoverflow.com/questions/9956861/thrift-cpp-sample-code-compile-error,thrift cpp sample code compile error,10025455.0,,,,,
64,"['c++', 'c', 'llvm', 'clang']","{'account_id': 108918, 'reputation': 19849, 'user_id': 1018562, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/ca58bb22c2bf586eb0c11e94d79d031e?s=256&d=identicon&r=PG', 'display_name': 'pythonic', 'link': 'https://stackoverflow.com/users/1018562/pythonic'}",True,2119,1,3,1645826835,1332972592,,9916379,CC BY-SA 3.0,https://stackoverflow.com/questions/9916379/specifying-multiple-files-when-compiling-from-c-to-llvm-ir-using-clang,Specifying multiple files when compiling from C++ to LLVM IR using clang,9916422.0,,,,,
65,"['c++', 'multithreading', 'mfc']","{'account_id': 285422, 'reputation': 3483, 'user_id': 584081, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/4uObY.jpg?s=256&g=1', 'display_name': 'Abanoub', 'link': 'https://stackoverflow.com/users/584081/abanoub'}",True,2723,2,1,1645509042,1332263601,1332265533.0,9791648,CC BY-SA 3.0,https://stackoverflow.com/questions/9791648/no-instance-of-overloaded-function-afxbeginthread-matches-the-argument-list,no instance of overloaded function &quot;AfxBeginThread&quot; matches the argument list,9791726.0,,,,,
66,"['c++', 'c', 'linux', 'dll', 'linker']","{'account_id': 1010127, 'reputation': 18333, 'user_id': 1022889, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/WZOSZ.jpg?s=256&g=1', 'display_name': 'Cloud', 'link': 'https://stackoverflow.com/users/1022889/cloud'}",True,210704,5,349,1645331982,1331656673,1645331982.0,9688200,CC BY-SA 4.0,https://stackoverflow.com/questions/9688200/difference-between-shared-objects-so-static-libraries-a-and-dlls-so,"Difference between shared objects (.so), static libraries (.a), and DLL&#39;s (.so)?",9688338.0,,,,,
67,"['c++', 'vector', 'max', 'min']","{'account_id': 1353703, 'reputation': 1993, 'user_id': 1292526, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e29153d3289e61d7dee6d3de713777a4?s=256&d=identicon&r=PG', 'display_name': 'bob blob', 'link': 'https://stackoverflow.com/users/1292526/bob-blob'}",True,490735,10,190,1644964847,1332774973,1630487638.0,9874802,CC BY-SA 4.0,https://stackoverflow.com/questions/9874802/how-can-i-get-the-maximum-or-minimum-value-in-a-vector,How can I get the maximum or minimum value in a vector?,,,,,,
68,"['c++', 'c']","{'account_id': 1298903, 'reputation': 1066, 'user_id': 1249216, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/07Pzy.jpg?s=256&g=1', 'display_name': 'timestee', 'link': 'https://stackoverflow.com/users/1249216/timestee'}",True,7898,2,13,1644125614,1331689082,1644125473.0,9694776,,https://stackoverflow.com/questions/9694776/what-is-clean-c-and-how-does-it-differ-from-standard-c,What is &quot;Clean C&quot; and how does it differ from standard C?,9695020.0,1331762953.0,not a real question,,,
69,"['c++', 'c']","{'account_id': 159938, 'reputation': 575, 'user_id': 379642, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/7e9b7bb93a0e545e04d92acc32fe0364?s=256&d=identicon&r=PG', 'display_name': 'zhaojing', 'link': 'https://stackoverflow.com/users/379642/zhaojing'}",True,2041,4,2,1643872217,1331305220,1331305478.0,9636194,CC BY-SA 3.0,https://stackoverflow.com/questions/9636194/c-how-to-judge-if-the-path-of-the-file-start-with-a-given-path,C++: how to judge if the path of the file start with a given path,9636223.0,,,,,
70,"['c++', 'c++11', 'linker']","{'account_id': 142001, 'reputation': 4294, 'user_id': 349414, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4968f48db3c3334c3016af102bc4630a?s=256&d=identicon&r=PG', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/349414/max'}",True,18662,4,22,1643852463,1332357958,1643852463.0,9811503,CC BY-SA 4.0,https://stackoverflow.com/questions/9811503/unusual-c-linker-error-defined-in-discarded-section,Unusual C++ linker error - &#39;Defined in discarded section&#39;,9826217.0,,,,,
71,"['c++', 'memory', 'vtable']","{'account_id': 1300552, 'reputation': 23, 'user_id': 1250564, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e23e385bfd57a20af09a42ca0c65784f?s=256&d=identicon&r=PG', 'display_name': 'mmacdermaid', 'link': 'https://stackoverflow.com/users/1250564/mmacdermaid'}",True,226,2,2,1643375786,1330974398,1643375651.0,9572396,CC BY-SA 4.0,https://stackoverflow.com/questions/9572396/how-many-bytes-does-a-non-inline-non-virtual-method-add-to-the-instance-of-a-cla,How many bytes does a non-inline non-virtual method add to the instance of a class? C++,9572421.0,,,,,
72,"['c++', 'linux', 'gcc', 'c++11']","{'account_id': 1149452, 'reputation': 64029, 'user_id': 1131467, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6115f0a575cf85c444663504d5f1b3c3?s=256&d=identicon&r=PG', 'display_name': 'Andrew Tomazos', 'link': 'https://stackoverflow.com/users/1131467/andrew-tomazos'}",True,57581,7,85,1643065210,1332709964,1332786966.0,9864125,,https://stackoverflow.com/questions/9864125/c11-how-to-alias-a-function,C++11: How to alias a function?,9864472.0,1587030388.0,Duplicate,,,
73,"['c++', 'memory', 'dynamic', 'vector']","{'account_id': 1156195, 'reputation': 2759, 'user_id': 1236990, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/cc856652c4db97f4eacc9bffa6540ece?s=256&d=identicon&r=PG', 'display_name': 'varagrawal', 'link': 'https://stackoverflow.com/users/1236990/varagrawal'}",True,15938,7,17,1642688568,1331899244,1331899771.0,9736833,CC BY-SA 3.0,https://stackoverflow.com/questions/9736833/new-intsize-vs-stdvector,new int[size] vs std::vector,9741542.0,,,,,
74,"['c++', 'oop', 'class']","{'account_id': 910677, 'reputation': 2598, 'user_id': 944621, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e0390b5dd85e23a235cc514d6b400c83?s=256&d=identicon&r=PG', 'display_name': 'drdrdr', 'link': 'https://stackoverflow.com/users/944621/drdrdr'}",True,402163,8,226,1642687584,1331021155,1453924859.0,9579930,CC BY-SA 3.0,https://stackoverflow.com/questions/9579930/separating-class-code-into-a-header-and-cpp-file,Separating class code into a header and cpp file,9579974.0,,,1531024328.0,,
75,"['c++', 'visual-c++', 'optimization', 'gcc', 'return-value-optimization']","{'account_id': 51386, 'reputation': 35070, 'user_id': 153535, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/537262a1fa55f447898d6072791f3899?s=256&d=identicon&r=PG', 'display_name': 'fbrereto', 'link': 'https://stackoverflow.com/users/153535/fbrereto'}",True,359,3,8,1641993002,1331226310,,9621720,CC BY-SA 3.0,https://stackoverflow.com/questions/9621720/how-can-i-be-sure-a-routine-is-taking-advantage-of-nrvo,How can I be sure a routine is taking advantage of (N)RVO?,9621960.0,,,,,
76,"['c++', 'winapi', 'windowserror']","{'account_id': 229394, 'reputation': 71769, 'user_id': 492336, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/439556c66d6ebde46de93dbf887c6b9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'sashoalm', 'link': 'https://stackoverflow.com/users/492336/sashoalm'}",True,7152,3,5,1641965008,1331114517,1636964932.0,9599307,CC BY-SA 4.0,https://stackoverflow.com/questions/9599307/error-path-not-found-vs-error-file-not-found-what-is-the-difference,"ERROR_PATH_NOT_FOUND vs ERROR_FILE_NOT_FOUND, what is the difference?",9599362.0,,,,,
77,"['android', 'c++', 'java-native-interface']","{'account_id': 1340307, 'reputation': 273, 'user_id': 1282104, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/c4f0ff56e16e1e854578f7bf67e2b007?s=256&d=identicon&r=PG', 'display_name': 'cierech', 'link': 'https://stackoverflow.com/users/1282104/cierech'}",True,9382,4,10,1641424080,1332284719,1332298924.0,9796367,CC BY-SA 3.0,https://stackoverflow.com/questions/9796367/jni-keeping-a-global-reference-to-an-object-accessing-it-with-other-jni-methods,"JNI keeping a global reference to an object, accessing it with other JNI methods. Keeping a C++ object alive across multiple JNI calls",9797077.0,,,,,
78,"['c++', 'random']","{'account_id': 1035205, 'reputation': 2235, 'user_id': 1042688, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/eab1927fb8f0ba47b6d7d9e7ba7fcf6f?s=256&d=identicon&r=PG', 'display_name': 'CyberShot', 'link': 'https://stackoverflow.com/users/1042688/cybershot'}",True,341304,7,77,1640692748,1332792240,1473866665.0,9878965,CC BY-SA 3.0,https://stackoverflow.com/questions/9878965/rand-between-0-and-1,rand() between 0 and 1,9879024.0,,,,,
79,"['c++', 'xcode', 'macos', 'osx-snow-leopard', 'sdl']","{'account_id': 1310499, 'reputation': 33, 'user_id': 1258579, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dca3f7d17ef9f95348e8f0e3afcaec02?s=256&d=identicon&r=PG', 'display_name': 'user1258579', 'link': 'https://stackoverflow.com/users/1258579/user1258579'}",True,1167,2,2,1639377920,1331270820,1331311664.0,9629356,CC BY-SA 3.0,https://stackoverflow.com/questions/9629356/sdl-missing-x86-64-architecture,SDL missing x86_64 architecture,9631486.0,,,,,
80,"['c++', 'c', 'bit-manipulation']","{'account_id': 1168163, 'reputation': 1313, 'user_id': 1145976, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/XlMz0.png?s=256&g=1', 'display_name': 'shanwu', 'link': 'https://stackoverflow.com/users/1145976/shanwu'}",True,110891,17,64,1638741372,1332168739,1603827396.0,9772348,CC BY-SA 4.0,https://stackoverflow.com/questions/9772348/get-absolute-value-without-using-abs-function-nor-if-statement,get absolute value without using abs function nor if statement,9772647.0,,,1512299425.0,,
