,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,migrated_from,community_owned_date,locked_date
49,"['c++', 'arrays', 'multidimensional-array', 'revision']","{'account_id': 1819171, 'reputation': 91, 'user_id': 1653592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a45b5e6bcbaf68333d95d7d3cbcbece?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/1653592/nick'}",True,104698,,,3,9,1642588700,1346986851,1349352044.0,12311149,https://stackoverflow.com/questions/12311149/how-to-print-2d-arrays-in-c,,How to print 2D Arrays in C++?,CC BY-SA 3.0,,,,
50,"['c++', 'variable-assignment', 'reverse', 'digits']","{'account_id': 1346815, 'reputation': 67, 'user_id': 1287396, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9a7ba2f9b4b3d810a83970bd90f54c00?s=256&d=identicon&r=PG', 'display_name': 'Kayla Bianchi', 'link': 'https://stackoverflow.com/users/1287396/kayla-bianchi'}",True,24430,,12271084.0,7,2,1642584912,1346790235,,12270843,https://stackoverflow.com/questions/12270843/recursive-function-digits-of-a-positive-decimal-integer-in-reverse-order-c,,recursive function digits of a positive decimal integer in reverse order c++,CC BY-SA 3.0,,,,
51,"['c++', 'c', 'linux', 'segmentation-fault']","{'account_id': 54841, 'reputation': 52350, 'user_id': 164171, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/FYet8.png?s=256&g=1', 'display_name': 'static_rtti', 'link': 'https://stackoverflow.com/users/164171/static-rtti'}",True,1582,1401052096.0,23853567.0,5,1,1642439375,1347534045,1446846101.0,12404759,https://stackoverflow.com/questions/12404759/minimal-c-c-program-that-segfaults,Duplicate,Minimal C/C++ program that segfaults?,,,,,
52,"['c++', 'c++11', 'visual-c++', 'visual-studio-2012', 'std-system-error']","{'account_id': 340451, 'reputation': 3531, 'user_id': 670478, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/98176a946a96f41f21e14dd23a609423?s=256&d=identicon&r=PG', 'display_name': 'jmacdonagh', 'link': 'https://stackoverflow.com/users/670478/jmacdonagh'}",True,591,,12646704.0,2,3,1642195023,1348860410,1642195023.0,12646165,https://stackoverflow.com/questions/12646165/using-stdsystem-category-in-static-class-destructor-with-msvc11,,Using std::system_category() in static class destructor with msvc11,CC BY-SA 4.0,,,,
53,"['c++', 'return']","{'account_id': 1641797, 'reputation': 147, 'user_id': 1514087, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7f97f34e51611b5570c51e306121e881?s=256&d=identicon&r=PG', 'display_name': 'singingsingh', 'link': 'https://stackoverflow.com/users/1514087/singingsingh'}",True,700,,12437815.0,5,2,1642068297,1347715941,,12437791,https://stackoverflow.com/questions/12437791/confusing-output,,confusing output,CC BY-SA 3.0,,,,
54,"['c++', 'python']","{'account_id': 103538, 'reputation': 13306, 'user_id': 277267, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/F0Dwz.png?s=256&g=1', 'display_name': 'Daniel F', 'link': 'https://stackoverflow.com/users/277267/daniel-f'}",True,3132,,12266407.0,1,6,1641624079,1346770368,1641624079.0,12266103,https://stackoverflow.com/questions/12266103/why-should-pyimport-appendinittab-be-called-before-py-initialize,,Why should PyImport_AppendInittab() be called before Py_Initialize()?,CC BY-SA 4.0,,,,
55,"['c++', 'resolution', 'timing']","{'account_id': 1887784, 'reputation': 31, 'user_id': 1706660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ca2cd393ff9754ce28d61987ded5e64?s=256&d=identicon&r=PG', 'display_name': 'user1706660', 'link': 'https://stackoverflow.com/users/1706660/user1706660'}",True,8205,,12643656.0,3,1,1641477935,1348848456,1348869175.0,12643535,https://stackoverflow.com/questions/12643535/whats-the-best-timing-resolution-can-i-get-on-linux,,What&#39;s the best timing resolution can i get on Linux,CC BY-SA 3.0,,,,
56,"['c++', 'map', 'tree', 'iterator']","{'account_id': 275949, 'reputation': 1184, 'user_id': 569097, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/951ab8ce95693e338bad20f6343f15c8?s=256&d=identicon&r=PG', 'display_name': 'Publius', 'link': 'https://stackoverflow.com/users/569097/publius'}",True,5950,,12259793.0,4,18,1640635287,1346747380,,12259571,https://stackoverflow.com/questions/12259571/how-does-the-stdmap-iterator-work,,How does the std::map iterator work?,CC BY-SA 3.0,,,,
57,"['c++', 'vector']","{'account_id': 1624825, 'reputation': 1687, 'user_id': 1500588, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b222c2755924f9e64ff9d3e76b9b7f5b?s=256&d=identicon&r=PG', 'display_name': 'Parvinder Singh', 'link': 'https://stackoverflow.com/users/1500588/parvinder-singh'}",True,39300,,12600415.0,8,68,1640437471,1348657607,1348657729.0,12600330,https://stackoverflow.com/questions/12600330/pop-back-return-value,,pop_back() return value?,CC BY-SA 3.0,,,,
58,"['c++', 'eclipse', 'systemc']","{'account_id': 1839171, 'reputation': 646, 'user_id': 1668943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4945bd814151b3d387230314e09177a2?s=256&d=identicon&r=PG', 'display_name': 'SilverSurfer', 'link': 'https://stackoverflow.com/users/1668943/silversurfer'}",True,11017,,13154789.0,5,2,1640161870,1347547395,1348699068.0,12408882,https://stackoverflow.com/questions/12408882/error-while-loading-shared-libraries-libsystemc-2-3-0-so,,Error while loading shared libraries: libsystemc-2.3.0.so,CC BY-SA 3.0,,,,
59,"['c++', 'constructor', 'explicit', 'defensive-programming', 'explicit-constructor']","{'account_id': 1664234, 'reputation': 1859, 'user_id': 1531979, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/24f40ac23e9e609c168d26b6ed6aad4b?s=256&d=identicon&r=PG', 'display_name': 'oopsi', 'link': 'https://stackoverflow.com/users/1531979/oopsi'}",True,24432,1347779671.0,12437453.0,1,44,1638514590,1347710962,1638514590.0,12437241,https://stackoverflow.com/questions/12437241/c-always-use-explicit-constructor,not constructive,C++ always use explicit constructor,,,,,
60,"['c++', 'interface', 'ada']","{'account_id': 1859729, 'reputation': 101, 'user_id': 1684542, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c934dc834e6a60d3e47eb4864fc63386?s=256&d=identicon&r=PG', 'display_name': 'Xeelot', 'link': 'https://stackoverflow.com/users/1684542/xeelot'}",True,2424,,,2,10,1638392771,1348102112,,12504774,https://stackoverflow.com/questions/12504774/ada-to-c-pass-an-unsigned-64-bit-value,,Ada to C++: Pass an unsigned 64-bit value,CC BY-SA 3.0,,,,
61,['c++'],"{'account_id': 915322, 'reputation': 335, 'user_id': 948231, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d598fc7e0d302c7d84ae038a3538c017?s=256&d=identicon&r=PG', 'display_name': 'jack', 'link': 'https://stackoverflow.com/users/948231/jack'}",True,97255,,12637971.0,7,21,1638289011,1348826317,1348827147.0,12637779,https://stackoverflow.com/questions/12637779/how-to-convert-const-wchar-to-const-char,,how to convert const WCHAR * to const char *,CC BY-SA 3.0,,,,
62,"['c++', 'pointers', 'segmentation-fault']","{'account_id': 220967, 'reputation': 11452, 'user_id': 478687, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/DxfCa.jpg?s=256&g=1', 'display_name': 'opc0de', 'link': 'https://stackoverflow.com/users/478687/opc0de'}",True,339,,12439111.0,2,1,1637812311,1347723311,1488986335.0,12438700,https://stackoverflow.com/questions/12438700/c-dynamic-array-causes-segmentation-fault-at-assignment,,C++ dynamic array causes segmentation fault at assignment,CC BY-SA 3.0,,,,
63,"['c++', 'windows', 'visual-c++', 'heap-memory', 'crt']","{'account_id': 343155, 'reputation': 8102, 'user_id': 674683, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/5ebc4b1bcbfecfd4e911798d5583fa00?s=256&d=identicon&r=PG', 'display_name': 'paperjam', 'link': 'https://stackoverflow.com/users/674683/paperjam'}",True,1339,,12583040.0,4,2,1637233883,1348575433,1637233883.0,12582794,https://stackoverflow.com/questions/12582794/c-windows-heapalloc-for-contention-free-per-thread-heaps,,C++ / Windows: HeapAlloc() for contention-free per-thread heaps,CC BY-SA 4.0,,,,
64,"['c++', 'console', 'codeblocks', 'pixel']","{'account_id': 1833263, 'reputation': 207, 'user_id': 1664162, 'user_type': 'registered', 'accept_rate': 7, 'profile_image': 'https://i.stack.imgur.com/dzIy1.png?s=256&g=1', 'display_name': 'hCon', 'link': 'https://stackoverflow.com/users/1664162/hcon'}",True,74240,,,6,17,1637015745,1347401250,1637015649.0,12378642,https://stackoverflow.com/questions/12378642/c-pixels-in-console-window,,C++ Pixels In Console Window,CC BY-SA 4.0,,,,
65,"['c++', 'boost', 'stl', 'c++11', 'containers']","{'account_id': 227745, 'reputation': 14207, 'user_id': 489590, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/e16b3d117fa188c4dbdafb8dc27a4df0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brian Cain', 'link': 'https://stackoverflow.com/users/489590/brian-cain'}",True,13141,,12335938.0,7,17,1636940318,1347154424,1347155364.0,12335860,https://stackoverflow.com/questions/12335860/c-algorithm-like-pythons-groupby,,C++ algorithm like python&#39;s &#39;groupby&#39;,CC BY-SA 3.0,,,,
66,"['c++', 'linux', 'gdb']","{'account_id': 189393, 'reputation': 22002, 'user_id': 428705, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/b8182c95cf5d0f427920118d6d2e4153?s=256&d=identicon&r=PG', 'display_name': 'Vivek Goel', 'link': 'https://stackoverflow.com/users/428705/vivek-goel'}",True,19332,,12394981.0,6,14,1636792590,1347477889,,12394935,https://stackoverflow.com/questions/12394935/getting-stacktrace-of-all-threads-without-attaching-gdb,,Getting stacktrace of all threads without attaching GDB,CC BY-SA 3.0,,,,
67,"['c++', 'c', 'serial-port']","{'account_id': 460510, 'reputation': 9125, 'user_id': 861646, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/wRgjT.jpg?s=256&g=1', 'display_name': 'Tobia', 'link': 'https://stackoverflow.com/users/861646/tobia'}",True,11377,,12560329.0,3,1,1636651867,1348469542,1348551127.0,12560155,https://stackoverflow.com/questions/12560155/com-port-library-in-c-or-c,,Com port library in C or C++,CC BY-SA 3.0,,,,
68,"['c++', 'yaml-cpp']","{'account_id': 1629580, 'reputation': 1075, 'user_id': 1504421, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d969619cefcda00dbe13d1df62c2923?s=256&d=identicon&r=PG', 'display_name': 'delephin', 'link': 'https://stackoverflow.com/users/1504421/delephin'}",True,17857,,12375110.0,2,20,1636376046,1347383568,1347601532.0,12374691,https://stackoverflow.com/questions/12374691/yaml-cpp-easiest-way-to-iterate-through-a-map-with-undefined-values,,yaml-cpp Easiest way to iterate through a map with undefined values,CC BY-SA 3.0,,,,
69,"['c++', 'c++11']","{'account_id': 1667088, 'reputation': 615, 'user_id': 1534282, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/618cebdc2cd3f77e9fb8eebf7fb7f973?s=256&d=identicon&r=PG', 'display_name': 'user1534282', 'link': 'https://stackoverflow.com/users/1534282/user1534282'}",True,5288,,12417204.0,1,39,1635985598,1347588075,1606659092.0,12417197,https://stackoverflow.com/questions/12417197/what-is-after-function-declaration,,What is &quot;-&gt;&quot; after function declaration?,CC BY-SA 4.0,,,,
70,"['c++', 'visual-studio-2010', 'speaker', 'bass']","{'account_id': 1777075, 'reputation': 13, 'user_id': 1620659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cccc62047f0f98882dfc0d6267331db?s=256&d=identicon&r=PG', 'display_name': 'Angel', 'link': 'https://stackoverflow.com/users/1620659/angel'}",False,482,,,3,0,1635749948,1347886494,1347976102.0,12459648,https://stackoverflow.com/questions/12459648/multispeaker-option-with-bass-library,,Multispeaker option with BASS library,CC BY-SA 3.0,,,,
71,"['c++', 'c++11', 'tuples', 'initializer-list']","{'account_id': 305214, 'reputation': 2130, 'user_id': 1823440, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/a05172a798e21a3e41dda8cba1ef5cc5?s=256&d=identicon&r=PG', 'display_name': 'Need4Steed', 'link': 'https://stackoverflow.com/users/1823440/need4steed'}",True,33250,,,4,33,1635516867,1347704926,1572449778.0,12436586,https://stackoverflow.com/questions/12436586/tuple-vector-and-initializer-list,,tuple vector and initializer_list,CC BY-SA 4.0,,,,
72,"['c++', 'constants', 'overloading']","{'account_id': 239531, 'reputation': 14728, 'user_id': 509205, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/56b51de2018a4f7a02b708ff941936c0?s=256&d=identicon&r=PG', 'display_name': 'CuriousMind', 'link': 'https://stackoverflow.com/users/509205/curiousmind'}",True,2340,,12399395.0,4,7,1635427372,1347510108,1635427372.0,12399372,https://stackoverflow.com/questions/12399372/c-const-and-mutable-functions-with-the-same-name,,C++ const and mutable functions with the same name,CC BY-SA 4.0,,,,
73,"['c++', 'c', 'gdb']","{'account_id': 363551, 'reputation': 108922, 'user_id': 707381, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/439db9ac83f4ea14a904390900ec6634?s=256&d=identicon&r=PG', 'display_name': 'Randomblue', 'link': 'https://stackoverflow.com/users/707381/randomblue'}",True,148,,12342392.0,2,5,1634800204,1347219191,1347219621.0,12342271,https://stackoverflow.com/questions/12342271/gdb-break-on-func1-only-if-previous-break-was-on-func2,,GDB: Break on func1 only if previous break was on func2,CC BY-SA 3.0,,,,
74,"['c++', 'string', 'stream', 'long-filenames']","{'account_id': 1874772, 'reputation': 11, 'user_id': 1696197, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67ab9b197af852335601c13d5d13981d?s=256&d=identicon&r=PG', 'display_name': 'user1696197', 'link': 'https://stackoverflow.com/users/1696197/user1696197'}",False,8501,,,1,-1,1634645357,1348548535,1474826450.0,12576342,https://stackoverflow.com/questions/12576342/opening-a-file-that-has-spaces-in-its-name,,opening a file that has spaces in its name,CC BY-SA 3.0,,,,
75,"['c++', 'containers', 'poker']","{'account_id': 1592543, 'reputation': 659, 'user_id': 1475556, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/204a2d8b2dbdf2ed73147d41fcd705bd?s=256&d=identicon&r=PG', 'display_name': 'User', 'link': 'https://stackoverflow.com/users/1475556/user'}",True,2956,,12625373.0,4,4,1634075915,1348730340,1348784986.0,12616086,https://stackoverflow.com/questions/12616086/coding-a-logical-sub-pot-system-for-texas-holdem-poker,,Coding a logical sub pot system for texas holdem poker,CC BY-SA 3.0,,,,
76,"['c++', 'qt', 'c++11', 'type-conversion', 'locale']","{'account_id': 1733868, 'reputation': 5599, 'user_id': 1586860, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/LZIIr.jpg?s=256&g=1', 'display_name': 'Antonello', 'link': 'https://stackoverflow.com/users/1586860/antonello'}",True,12480,,12317689.0,4,9,1633959890,1347016328,1411840978.0,12316972,https://stackoverflow.com/questions/12316972/how-to-tweak-stdstod-string-to-double-for-decimal-separator-and-number-of-di,,How to tweak std::stod (string to double) for decimal separator and number of digits,CC BY-SA 3.0,,,,
77,"['c++', 'enums']","{'account_id': 104288, 'reputation': 1557, 'user_id': 278910, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/OB8dM.jpg?s=256&g=1', 'display_name': 'ontherocks', 'link': 'https://stackoverflow.com/users/278910/ontherocks'}",True,6795,,,3,5,1633789302,1346847869,,12281368,https://stackoverflow.com/questions/12281368/map-one-enum-to-another-enum,,Map one enum to another enum,CC BY-SA 3.0,,,,
78,"['c++', 'c']","{'account_id': 1297760, 'reputation': 5323, 'user_id': 1251099, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/af9183d81b1160ccd54790c233a7b0c7?s=256&d=identicon&r=PG', 'display_name': 'user180574', 'link': 'https://stackoverflow.com/users/1251099/user180574'}",True,1201,,12254799.0,3,0,1633712028,1346711652,,12254706,https://stackoverflow.com/questions/12254706/trace-variable-access-c-c,,trace variable access (c/c++)?,CC BY-SA 3.0,,,,
79,"['c++', 'boost', 'compiler-construction']","{'account_id': 411415, 'reputation': 7607, 'user_id': 783848, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/c8cd5a3c5b127ab372382adfef39a184?s=256&d=identicon&r=PG', 'display_name': 'jonathan topf', 'link': 'https://stackoverflow.com/users/783848/jonathan-topf'}",True,7367,,12231292.0,2,6,1633106924,1346531528,,12231151,https://stackoverflow.com/questions/12231151/silence-wparentheses-equality-error,,silence -Wparentheses-equality error,CC BY-SA 3.0,,,,
80,"['c++', 'c++11', 'parameter-passing', 'smart-pointers', 'unique-ptr']","{'account_id': 809083, 'reputation': 35142, 'user_id': 908939, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/etRsI.jpg?s=256&g=1', 'display_name': 'Trevor Hickey', 'link': 'https://stackoverflow.com/users/908939/trevor-hickey'}",True,30333,,12520022.0,4,26,1631957816,1348170309,1451706829.0,12519812,https://stackoverflow.com/questions/12519812/how-do-i-pass-smart-pointers-into-functions,,How do I pass smart pointers into functions?,CC BY-SA 3.0,,,,
