,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date
46,"['c++', 'parallel-processing', 'c++17', 'openmp', 'tbb']","{'account_id': 2305450, 'reputation': 2415, 'user_id': 2235936, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/bea00ebd01a0907ac8ba22ce87179a56?s=256&d=identicon&r=PG', 'display_name': 'avocado', 'link': 'https://stackoverflow.com/users/2235936/avocado'}",True,2232,,3,16,1655479655,1602542614,1602618402.0,64326234,CC BY-SA 4.0,https://stackoverflow.com/questions/64326234/c17-parallel-algorithm-vs-tbb-parallel-vs-openmp-performance,C++17 parallel algorithm vs tbb parallel vs openmp performance,,,
47,"['c++', 'c++20', 'c++-concepts']","{'account_id': 3267988, 'reputation': 69559, 'user_id': 2752075, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/5oQlf.png?s=256&g=1', 'display_name': 'HolyBlackCat', 'link': 'https://stackoverflow.com/users/2752075/holyblackcat'}",True,1533,64253791.0,2,28,1655419385,1602103641,1602105262.0,64252077,CC BY-SA 4.0,https://stackoverflow.com/questions/64252077/why-cant-i-declare-a-concept-at-class-scope,Why can&#39;t I declare a concept at class scope?,,,
48,['c++'],"{'account_id': 18432963, 'reputation': 1, 'user_id': 13427601, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhPHljzw1hftrYJVlMAQWDS8_4uHYWtIhFuWzmH=k-s256', 'display_name': 'Ratna Kumar Singh', 'link': 'https://stackoverflow.com/users/13427601/ratna-kumar-singh'}",True,72,,1,-4,1655041397,1603712953,1655041397.0,64536557,,https://stackoverflow.com/questions/64536557/time-limited-exceeded,Time limited Exceeded,1603713718.0,Needs details or clarity,
49,"['c++', 'multithreading', 'uml', 'mutex']","{'account_id': 7370901, 'reputation': 251, 'user_id': 5611080, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://graph.facebook.com/10207763530988119/picture?type=large', 'display_name': 'Minh Pham', 'link': 'https://stackoverflow.com/users/5611080/minh-pham'}",True,625,64197282.0,2,8,1654786389,1601817200,1601857440.0,64195050,CC BY-SA 4.0,https://stackoverflow.com/questions/64195050/how-to-draw-uml-to-illustrate-2-threads-working-on-a-critical-section,How to draw UML to illustrate 2 threads working on a critical section,,,
50,"['c++', 'algorithm', 'data-structures', 'bit-manipulation', 'fenwick-tree']","{'account_id': 11749809, 'reputation': 1829, 'user_id': 9140652, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9b25a77c4577c5e303dbe2add957acf?s=256&d=identicon&r=PG&f=1', 'display_name': 'StackExchange123', 'link': 'https://stackoverflow.com/users/9140652/stackexchange123'}",True,484,64335622.0,1,12,1654418747,1602591928,1654418747.0,64335228,CC BY-SA 4.0,https://stackoverflow.com/questions/64335228/what-does-i-i-1-1-mean-in-fenwick-trees,What does `(i &amp; (i + 1)) - 1` mean? (in Fenwick Trees),,,
51,"['c++', 'llvm']","{'account_id': 6935944, 'reputation': 76, 'user_id': 5323839, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-AoQs2xLBiCU/AAAAAAAAAAI/AAAAAAAAAp8/AMtd1CdZkJs/photo.jpg?sz=256', 'display_name': 'Tarun', 'link': 'https://stackoverflow.com/users/5323839/tarun'}",True,220,,2,3,1654282599,1601560455,1601565877.0,64156872,CC BY-SA 4.0,https://stackoverflow.com/questions/64156872/how-to-hide-a-particular-enum-value-from-llvm-command-line-help-string,How to hide a particular enum value from llvm Command Line help string?,,,
52,"['c++', 'c', 'lexer', 'lexical-analysis']","{'account_id': 18872868, 'reputation': 161, 'user_id': 13767094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c92984ad93114e4d171418b80ce38a1a?s=256&d=identicon&r=PG', 'display_name': 'Pinnaker', 'link': 'https://stackoverflow.com/users/13767094/pinnaker'}",True,1011,64257811.0,2,10,1654030014,1602142102,1654030014.0,64257714,CC BY-SA 4.0,https://stackoverflow.com/questions/64257714/how-does-the-c-c-compiler-distinguish-the-uses-of-the-operator-pointer-der,"How does the C/C++ compiler distinguish the uses of the * operator (pointer, dereference operator, multiplication operator)?",,,
53,"['c++', 'variables', 'cout']","{'account_id': 16712735, 'reputation': 25, 'user_id': 12079613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fdc8a720054abe31cf6730902ee9a669?s=256&d=identicon&r=PG&f=1', 'display_name': 'Esjee', 'link': 'https://stackoverflow.com/users/12079613/esjee'}",True,107,,1,-2,1653715144,1603010948,1653715144.0,64411404,CC BY-SA 4.0,https://stackoverflow.com/questions/64411404/what-does-cout-long-long-abc-1-mean-in-c14,What does &quot;cout &lt;&lt; (long long) a+b+c-1&quot; mean in C++14?,,,
54,"['c++', 'c++11']","{'account_id': 19832208, 'reputation': 11, 'user_id': 14526509, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-jdvH1KJQItE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnS9X_W--7M4snojmttErXW48sOhA/s96-c/photo.jpg?sz=256', 'display_name': 'Zhong Andy', 'link': 'https://stackoverflow.com/users/14526509/zhong-andy'}",True,108,,3,0,1653691958,1603857410,1653691916.0,64566240,CC BY-SA 4.0,https://stackoverflow.com/questions/64566240/what-is-proper-way-to-use-the-curly-arrow-in-c,What is proper way to use the curly arrow in C++?,,,
55,"['c++', 'readprocessmemory']","{'account_id': 905849, 'reputation': 797, 'user_id': 940775, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e1a2da9571eaaaf51e2c8ef248be6479?s=256&d=identicon&r=PG', 'display_name': 'Digital_Utopia', 'link': 'https://stackoverflow.com/users/940775/digital-utopia'}",True,71,64431812.0,1,0,1653664464,1603125308,,64431606,CC BY-SA 4.0,https://stackoverflow.com/questions/64431606/readprocessmemory-only-works-with-breakpoint,ReadProcessMemory only works with breakpoint,,,
56,"['c++', 'hdf5']","{'account_id': 17313464, 'reputation': 169, 'user_id': 12540502, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-RMqVkZiVuU4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reE_u3BL8FYtlL2nm97Z4JOayxPbg/photo.jpg?sz=256', 'display_name': 'Angelos', 'link': 'https://stackoverflow.com/users/12540502/angelos'}",False,197,,0,1,1653341604,1602360631,1653341604.0,64297802,CC BY-SA 4.0,https://stackoverflow.com/questions/64297802/write-a-dataset-to-hdf5-using-a-user-defined-class-c,Write a dataset to HDF5 using a user defined Class (C++),,,
57,"['c++', 'complex-numbers', 'non-member-functions']","{'account_id': 18504867, 'reputation': 11, 'user_id': 13481403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adeb83bb731e881cd1ea37ca16221456?s=256&d=identicon&r=PG&f=1', 'display_name': 'Muu', 'link': 'https://stackoverflow.com/users/13481403/muu'}",True,7109,,2,-2,1652377589,1602363129,1602956083.0,64298188,CC BY-SA 4.0,https://stackoverflow.com/questions/64298188/no-operator-matches-these-operands-operand-types-are-stdistream-doubl,No operator &quot;&gt;&gt;&quot; matches these operands operand types are: std::istream &gt;&gt; double,,,
58,"['c++', 'arrays', 'sorting']","{'account_id': 5813739, 'reputation': 389, 'user_id': 4584043, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-AAdMeTRBYSs/AAAAAAAAAAI/AAAAAAAAABU/sN0UZ1UkjGA/photo.jpg?sz=256', 'display_name': 'Aradhye Agarwal', 'link': 'https://stackoverflow.com/users/4584043/aradhye-agarwal'}",False,56,,1,0,1651675051,1602867880,1602868083.0,64393496,CC BY-SA 4.0,https://stackoverflow.com/questions/64393496/finding-number-of-inversions-in-given-array,Finding number of inversions in given array,,,
59,"['c++', 'dll', 'shared-libraries']","{'account_id': 18273307, 'reputation': 27, 'user_id': 13303641, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giursl5IfeiwfiDmYwXijnXW4NbGe54uHsOxaDv=k-s256', 'display_name': 'DooshBlonk', 'link': 'https://stackoverflow.com/users/13303641/dooshblonk'}",True,142,,1,-4,1651636229,1602327136,1651636229.0,64292593,,https://stackoverflow.com/questions/64292593/how-do-i-call-a-function-in-my-program-from-a-shared-library,how do i call a function in my program from a shared library,1602470247.0,Needs details or clarity,
60,"['c++', 'unreal-engine4', 'unreal-blueprint']","{'account_id': 11192880, 'reputation': 152, 'user_id': 8212645, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://lh5.googleusercontent.com/-4wgqbtCl2Wg/AAAAAAAAAAI/AAAAAAAAAJI/7jGEENDE2Qg/photo.jpg?sz=256', 'display_name': 'Stephen Burns', 'link': 'https://stackoverflow.com/users/8212645/stephen-burns'}",True,1494,,2,0,1651249128,1602822167,1602822470.0,64382888,CC BY-SA 4.0,https://stackoverflow.com/questions/64382888/how-do-i-get-c-inheritance-working-in-actors-when-i-can-only-inherit-from-non,How do I get c++ inheritance working in actors when I can only inherit from non-UObjects?,,,
61,"['c++', 'windows', 'gettickcount']","{'account_id': 7910710, 'reputation': 21, 'user_id': 8499443, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a52acb929d42e2a1c854ba383635bf07?s=256&d=identicon&r=PG&f=1', 'display_name': 'rauhe', 'link': 'https://stackoverflow.com/users/8499443/rauhe'}",False,493,,0,2,1650357343,1603448819,1650357343.0,64498294,CC BY-SA 4.0,https://stackoverflow.com/questions/64498294/c-call-to-api-function-gettickcount-jumps-18-days,C++ call to API function ::GetTickCount() jumps ~18 days,,,
62,"['c++', 'for-loop', 'printing']","{'account_id': 19651988, 'reputation': 1, 'user_id': 14385540, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3dcf589d95fff1d843dc7ae056142c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Primey', 'link': 'https://stackoverflow.com/users/14385540/primey'}",False,61,,1,0,1649723093,1601741214,,64186250,,https://stackoverflow.com/questions/64186250/c-is-there-a-way-to-print-out-a-comma-if-only-when-theres-another-output-pr,C++ - Is there a way to print out a comma if only when there&#39;s another output printed after the comma itself?,1601741604.0,Duplicate,
63,"['c++', 'github', 'visual-c++', 'github-actions']","{'user_type': 'does_not_exist', 'display_name': 'user13830821'}",True,1657,64560687.0,1,2,1649719530,1603811286,1603811915.0,64557292,CC BY-SA 4.0,https://stackoverflow.com/questions/64557292/how-can-i-use-the-msvc-compiler-from-github-actions,How can I use the MSVC compiler from Github Actions?,,,
64,"['c++', 'algorithm', 'matrix', 'depth-first-search']","{'account_id': 13593255, 'reputation': 107, 'user_id': 10997760, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-eZ_NiifG9Us/AAAAAAAAAAI/AAAAAAAAKB0/zESNXFslaDs/photo.jpg?sz=256', 'display_name': 'otaku_weeb', 'link': 'https://stackoverflow.com/users/10997760/otaku-weeb'}",True,135,64528719.0,1,0,1649625440,1603656072,1649625440.0,64528190,,https://stackoverflow.com/questions/64528190/find-the-number-of-ways-to-generate-n-unique-pairs-of-courses-without-clashes,Find the number of ways to generate N unique pairs of courses without clashes,1603688316.0,Needs details or clarity,
65,"['c++', 'vim', 'nerdtree']","{'account_id': 17981414, 'reputation': 61, 'user_id': 13067646, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-iAZzH1wuTdE/AAAAAAAAAAI/AAAAAAAAAE4/AKF05nAY9v9mengTI-1UyIGu5Xnj8xMf2w/photo.jpg?sz=256', 'display_name': 'JerryThePineapple', 'link': 'https://stackoverflow.com/users/13067646/jerrythepineapple'}",False,142,,3,0,1649481797,1604057502,,64607546,CC BY-SA 4.0,https://stackoverflow.com/questions/64607546/insert-header-guards-in-h-and-hpp-files-via-nerdtree-and-vim,Insert header guards in .h and .hpp files via nerdtree and vim,,,
66,['c++'],"{'account_id': 19861931, 'reputation': 1, 'user_id': 14550125, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c95d7243a10c43fb06a4426fc04b8c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'user00342', 'link': 'https://stackoverflow.com/users/14550125/user00342'}",False,171,,2,0,1649461648,1604077668,1604078812.0,64612857,CC BY-SA 4.0,https://stackoverflow.com/questions/64612857/trying-to-use-getline-string-in-c-to-parse-a-kml-file,Trying to use getline (string) in C++ to parse a kml file,,,
67,"['c++', 'unhandled-exception', 'juce', 'libtorch']","{'account_id': 2294321, 'reputation': 3165, 'user_id': 2016196, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/i87B4.png?s=256&g=1', 'display_name': 'JVE999', 'link': 'https://stackoverflow.com/users/2016196/jve999'}",False,1738,,1,1,1649085761,1602286603,1602299597.0,64288542,CC BY-SA 4.0,https://stackoverflow.com/questions/64288542/libtorch-why-am-i-getting-c10error-at-memory-location-0x000000c5539cc010-w,libtorch: Why am I getting &quot;c10::Error at memory location 0x000000C5539CC010.&quot; when calling torch::nll_loss()?,,,
68,"['c++', 'templates', 'template-specialization']","{'account_id': 116285, 'reputation': 8031, 'user_id': 304974, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/c0bad048f40991e627962d8341092b1d?s=256&d=identicon&r=PG', 'display_name': 'Programmer', 'link': 'https://stackoverflow.com/users/304974/programmer'}",True,61,64300921.0,1,2,1648795049,1602392435,1602426247.0,64300753,CC BY-SA 4.0,https://stackoverflow.com/questions/64300753/c-function-full-specialization-giving-error,C++ Function full specialization giving error,,,
69,"['c++', 'r', 'linux', 'anaconda']","{'account_id': 15244833, 'reputation': 123, 'user_id': 10999965, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8XtuI3i8cI0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOhowqbvVzzNrfpdvnc2f_pOms6ig/mo/photo.jpg?sz=256', 'display_name': 'sreedta', 'link': 'https://stackoverflow.com/users/10999965/sreedta'}",True,2224,64454030.0,3,2,1648493119,1603221069,1648493119.0,64451861,CC BY-SA 4.0,https://stackoverflow.com/questions/64451861/unable-to-compile-r-packages-in-ubuntu-conda-environment-x86-64-conda-linux-gnu,Unable to compile R packages in Ubuntu Conda environment: x86_64-conda-linux-gnu-c++: not found,,,
70,"['c++', 'pointers', 'null', 'integer', 'overloading']","{'account_id': 4692626, 'reputation': 371, 'user_id': 3798373, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/lZiJQ.png?s=256&g=1', 'display_name': 'Sneppy', 'link': 'https://stackoverflow.com/users/3798373/sneppy'}",True,410,64412818.0,2,7,1648317956,1603019994,1603033919.0,64412688,CC BY-SA 4.0,https://stackoverflow.com/questions/64412688/ambiguous-overload-of-pointer-and-integer,Ambiguous overload of pointer and integer?,,,
71,"['c++', 'cuda']","{'account_id': 11051140, 'reputation': 879, 'user_id': 8115551, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc8600b6edf198227d9e1a7e1c29b842?s=256&d=identicon&r=PG', 'display_name': 'Henry Le Berre', 'link': 'https://stackoverflow.com/users/8115551/henry-le-berre'}",True,598,64561686.0,4,4,1648179995,1603626296,1603630481.0,64523302,CC BY-SA 4.0,https://stackoverflow.com/questions/64523302/cuda-missing-return-statement-at-end-of-non-void-function-in-constexpr-if-fun,CUDA: &quot;missing return statement at end of non-void function&quot; in constexpr if function,,,
72,"['c++', 'qt', 'memory-leaks', 'clang', 'clang-static-analyzer']","{'account_id': 12004507, 'reputation': 83, 'user_id': 8783236, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-b5rpuEtu0qo/AAAAAAAAAAI/AAAAAAAAUME/f952JTbs7MU/photo.jpg?sz=256', 'display_name': 'Osvaldo Martinello Junior', 'link': 'https://stackoverflow.com/users/8783236/osvaldo-martinello-junior'}",True,426,,1,3,1647555610,1602866634,,64393240,CC BY-SA 4.0,https://stackoverflow.com/questions/64393240/false-positive-on-clang-static-analysis-when-using-qt-memory-management,False positive on clang static analysis when using Qt memory management,,,
73,"['c++', 'templates']","{'account_id': 557222, 'reputation': 7166, 'user_id': 919578, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/VaAKB.jpg?s=256&g=1', 'display_name': 'Benjy Kessler', 'link': 'https://stackoverflow.com/users/919578/benjy-kessler'}",True,158,64264001.0,2,5,1647502575,1602163334,1603175568.0,64263462,CC BY-SA 4.0,https://stackoverflow.com/questions/64263462/how-to-prevent-manually-instantiating-all-template-types,How to prevent manually instantiating all template types?,,,
74,"['c++', 'code-generation', 'can-bus', 'codegen']","{'account_id': 5344348, 'reputation': 41, 'user_id': 4260310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cfb4d5e21f61bd642200b35580d71c2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'sahn', 'link': 'https://stackoverflow.com/users/4260310/sahn'}",True,2076,69230726.0,3,2,1647380772,1603010901,1603258610.0,64411398,CC BY-SA 4.0,https://stackoverflow.com/questions/64411398/parse-the-dbc-file-and-generate-c-code-to-represent-classes-struct-for-each-m,Parse the .dbc file and generate C++ code to represent classes/struct for each message( for target ECU ),,,
75,"['c++', 'crtp', 'type-deduction', 'c++23']","{'account_id': 2384343, 'reputation': 10870, 'user_id': 2085626, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/g9uqZ.jpg?s=256&g=1', 'display_name': 'Amir Kirsh', 'link': 'https://stackoverflow.com/users/2085626/amir-kirsh'}",True,685,64599007.0,2,1,1646642974,1603997619,1603997683.0,64597499,CC BY-SA 4.0,https://stackoverflow.com/questions/64597499/p0847-deducing-this-can-it-allow-a-generic-clone-without-a-need-for-crtp,P0847 deducing this - can it allow a generic clone without a need for CRTP?,,,
76,"['c++', 'visual-c++', 'c++20', 'c++-modules']","{'account_id': 1149230, 'reputation': 523, 'user_id': 1131293, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/177808649ded39d1ff366b53b46a74aa?s=256&d=identicon&r=PG', 'display_name': 'jcjustesen', 'link': 'https://stackoverflow.com/users/1131293/jcjustesen'}",True,963,,2,0,1646476730,1601942442,,64217619,CC BY-SA 4.0,https://stackoverflow.com/questions/64217619/msvc-16-8-0-preview-3-2-cannot-find-standard-module-interface-files,MSVC 16.8.0 Preview 3.2 cannot find standard module interface files,,,
