,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date,migrated_from
47,"['c++', 'opengl', 'cmake', 'egl', 'bgfx']","{'account_id': 9586971, 'reputation': 569, 'user_id': 7119354, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jEKtC.jpg?s=256&g=1', 'display_name': 'Broothy', 'link': 'https://stackoverflow.com/users/7119354/broothy'}",False,212,,0,0,1667820322,1665908229,1667820322.0,74085533,CC BY-SA 4.0,https://stackoverflow.com/questions/74085533/egl-vs-opengl-context,EGL vs OpenGL context,,,,
48,"['c++', 'visual-studio', 'cmake', 'visual-studio-2017', 'visual-studio-2019']","{'account_id': 1698675, 'reputation': 8152, 'user_id': 1559401, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/t9DjW.jpg?s=256&g=1', 'display_name': 'rbaleksandar', 'link': 'https://stackoverflow.com/users/1559401/rbaleksandar'}",False,144,,2,-1,1667782176,1666091614,1666094109.0,74110024,CC BY-SA 4.0,https://stackoverflow.com/questions/74110024/vcruntime140-1d-dll-missing-in-visual-studio-2017-cmake-project-do-i-need-visu,VCRUNTIME140_1D.dll missing in Visual Studio 2017 CMake project - do I need Visual Studio 2019 too and use it in older version of Studio?,,,,
49,"['c++', 'string', 'hash', 'constexpr', 'non-type-template-parameter']","{'account_id': 3080108, 'reputation': 476, 'user_id': 2608530, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/4ctKm.png?s=256&g=1', 'display_name': 'rtischer8277', 'link': 'https://stackoverflow.com/users/2608530/rtischer8277'}",True,125,74265332.0,2,-2,1667763884,1667227651,1667763884.0,74265064,CC BY-SA 4.0,https://stackoverflow.com/questions/74265064/how-to-convert-a-stdstring-to-const-char-or-char-at-compile-time,How to convert a std::string to const char* or char* at compile-time,,,,
50,"['c++', 'vector', 'permutation']","{'account_id': 12698338, 'reputation': 55, 'user_id': 17890326, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/76ea71bfa986fa330dba3e4d708af3a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Parzival', 'link': 'https://stackoverflow.com/users/17890326/parzival'}",False,37,,0,0,1667744669,1666271880,1667744669.0,74140546,,https://stackoverflow.com/questions/74140546/how-to-generate-variations-from-a-vector-in-c,How to generate variations from a vector in c++,1666272821.0,Duplicate,,
51,"['c#', 'c++', 'windows', 'bluetooth']","{'account_id': 17560672, 'reputation': 137, 'user_id': 12738889, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mArRQPzvU3RCP0oiLRi1vM4ojo3jOm3RvOoLnIoxQ=k-s256', 'display_name': 'steam3d', 'link': 'https://stackoverflow.com/users/12738889/steam3d'}",False,53,,1,-1,1667742138,1666953006,1666954898.0,74234066,CC BY-SA 4.0,https://stackoverflow.com/questions/74234066/how-to-enumerate-all-bluetooth-services,How to enumerate all Bluetooth services?,,,,
52,"['java', 'android', 'c++']","{'account_id': 22917460, 'reputation': 1, 'user_id': 17053844, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1902034579969165/picture?type=large', 'display_name': 'Christopher Meiller', 'link': 'https://stackoverflow.com/users/17053844/christopher-meiller'}",False,56,,2,0,1667661884,1665826092,,74078235,CC BY-SA 4.0,https://stackoverflow.com/questions/74078235/how-to-use-jni-in-c-android-ndk,how to use JNI in c++ android ndk,,,,
53,"['c++', 'qt']","{'account_id': 25230166, 'reputation': 103, 'user_id': 19065439, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/272ac061051f163c7699f11cb2d54954?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/19065439/daniel'}",False,114,,1,6,1667630946,1666835350,,74215920,CC BY-SA 4.0,https://stackoverflow.com/questions/74215920/how-to-modify-the-animation-speed-of-a-qtreewidget,How to modify the animation speed of a QTreeWidget?,,,,
54,"['c++', 'debugging', 'installation', 'gdb', 'g++']","{'account_id': 26342679, 'reputation': 1, 'user_id': 20001543, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2061743194011972/picture?type=large', 'display_name': 'Alexandru Mititelu', 'link': 'https://stackoverflow.com/users/20001543/alexandru-mititelu'}",False,36,,1,-1,1667588380,1667137518,1667224622.0,74253575,CC BY-SA 4.0,https://stackoverflow.com/questions/74253575/gdb-debugger-does-not-work-on-wsl-mdoe-on-vs-code,GDB debugger does not work on WSL mdoe on VS code,,,,
55,"['c++', 'sycl', 'dpc++']","{'account_id': 1355789, 'reputation': 31062, 'user_id': 1294207, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/Inny3.jpg?s=256&g=1', 'display_name': 'Fantastic Mr Fox', 'link': 'https://stackoverflow.com/users/1294207/fantastic-mr-fox'}",True,77,74313643.0,1,1,1667547708,1667170853,1667176632.0,74257345,CC BY-SA 4.0,https://stackoverflow.com/questions/74257345/which-sycl-buffer-constructors-cause-host-write-back-on-destruction,Which SYCL buffer constructors cause host write back on destruction?,,,,
56,"['c++', 'http', 'boost-asio']","{'account_id': 5486733, 'reputation': 421, 'user_id': 4361245, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100006786942110/picture?type=large', 'display_name': 'Elias', 'link': 'https://stackoverflow.com/users/4361245/elias'}",True,64,74313271.0,3,1,1667545643,1666816726,1666854803.0,74213969,CC BY-SA 4.0,https://stackoverflow.com/questions/74213969/http-stress-test-tool-using-boost-asio-async-connect-problem,HTTP stress test tool using boost asio async_connect problem,,,,
57,['c++'],"{'account_id': 26785861, 'reputation': 31, 'user_id': 20380067, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1FwWHbti4lrHQWyDGvV-mHn8pQ_K5f5JqSfjaS=k-s256', 'display_name': 'Tamira Kienn', 'link': 'https://stackoverflow.com/users/20380067/tamira-kienn'}",True,94,74265056.0,2,-2,1667541804,1667227319,1667541804.0,74264990,CC BY-SA 4.0,https://stackoverflow.com/questions/74264990/getting-odd-number-between-two-number,Getting odd number between two number,,,1667541815.0,
58,"['c++', 'visual-studio-2019', 'incredibuild']","{'account_id': 58693, 'reputation': 423, 'user_id': 175699, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/uHXa3.jpg?s=256&g=1', 'display_name': 'MBraedley', 'link': 'https://stackoverflow.com/users/175699/mbraedley'}",True,96,74310525.0,1,1,1667517294,1666794370,,74209432,CC BY-SA 4.0,https://stackoverflow.com/questions/74209432/incredibuild-compiler-failed-to-generate-pch-file,Incredibuild: Compiler failed to generate PCH file,,,,
59,"['c++', 'opengl']","{'account_id': 23348661, 'reputation': 25, 'user_id': 17422542, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwuk0PhckBubIXfueQ2w83dvOZmz00sRY2Y7ukI=k-s256', 'display_name': 'SZYoo', 'link': 'https://stackoverflow.com/users/17422542/szyoo'}",True,60,74161316.0,1,2,1667497567,1666414181,,74161145,CC BY-SA 4.0,https://stackoverflow.com/questions/74161145/storage-of-mipmaps-in-opengl,storage of mipmaps in OpenGL,,,,
60,"['c++', 'vector', 'initialization']","{'account_id': 2194877, 'reputation': 14475, 'user_id': 7325599, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d601da836449a445b9f15756296061d?s=256&d=identicon&r=PG', 'display_name': 'Fedor', 'link': 'https://stackoverflow.com/users/7325599/fedor'}",False,121,,3,2,1667493298,1666380668,,74158412,CC BY-SA 4.0,https://stackoverflow.com/questions/74158412/change-the-size-of-c-vector-without-initializing-added-elements,Change the size of C++ vector without initializing added elements,,,,
61,"['c++', 'qt', 'webassembly', 'qmake', 'emscripten']","{'account_id': 14568884, 'reputation': 7, 'user_id': 10522755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf4630d06de7a78f93f347b37479afcc?s=256&d=identicon&r=PG&f=1', 'display_name': 'ano', 'link': 'https://stackoverflow.com/users/10522755/ano'}",True,54,74306384.0,1,0,1667492494,1666686091,1666686489.0,74191067,CC BY-SA 4.0,https://stackoverflow.com/questions/74191067/using-preload-file-compiler-option-for-emscripten-compiler-to-load-local-file-in,Using preload-file compiler option for emscripten compiler to load local file in Qt,,,,
62,"['c++', 'sonarqube', 'code-coverage', 'gcov', 'gcovr']","{'account_id': 26721576, 'reputation': 1, 'user_id': 20325310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68476137d60976b2ae246773eac85b45?s=256&d=identicon&r=PG', 'display_name': 'anderson2943', 'link': 'https://stackoverflow.com/users/20325310/anderson2943'}",False,50,,1,0,1667480882,1666651154,1666651583.0,74187499,CC BY-SA 4.0,https://stackoverflow.com/questions/74187499/sonarqube-shows-lines-as-not-covered-by-tests-when-gcov-reports-100-coverage,SonarQube shows lines as &quot;Not covered by tests&quot; when gcov reports 100% coverage,,,,
63,"['c++', 'tensorflow', 'cmake', 'ninja']","{'account_id': 13365674, 'reputation': 146, 'user_id': 9646048, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-vtVxseNsZYU/AAAAAAAAAAI/AAAAAAAAK1Y/Wp4wNg6Y1dA/photo.jpg?sz=256', 'display_name': 'Snakehater', 'link': 'https://stackoverflow.com/users/9646048/snakehater'}",True,35,74018009.0,1,0,1667470908,1665143928,,73986853,CC BY-SA 4.0,https://stackoverflow.com/questions/73986853/how-can-i-create-a-cmake-configuration-for-tensorflow-lite,How can I create a cmake configuration for tensorflow lite?,,,,
64,"['c++', 'visual-studio', 'zip', '7zip']","{'account_id': 26481200, 'reputation': 11, 'user_id': 20120434, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10adbbeb1185e1dc0e185ba1171c9bb3?s=256&d=identicon&r=PG', 'display_name': 'iamSekhmet', 'link': 'https://stackoverflow.com/users/20120434/iamsekhmet'}",False,38,,0,0,1667450195,1665386382,1667450195.0,74011380,CC BY-SA 4.0,https://stackoverflow.com/questions/74011380/c-bit7z-unresolved-external-symbol-imp-charupperw4,C++ bit7z Unresolved External Symbol _imp_CharUpperW@4,,,,
65,"['c++', 'ubuntu', 'gcc', 'homebrew']","{'account_id': 24734080, 'reputation': 31, 'user_id': 18621684, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzfcCYJfOI7gaOYslNY88bzZVO-FuMyteXeOfUO=k-s256', 'display_name': 'Adam Qi', 'link': 'https://stackoverflow.com/users/18621684/adam-qi'}",False,420,,0,2,1667442079,1665323183,1665384891.0,74005316,CC BY-SA 4.0,https://stackoverflow.com/questions/74005316/gcc-from-homebrew-build-error-as-unrecognized-option-gdwarf-5,GCC (from Homebrew) build Error: as: unrecognized option &#39;--gdwarf-5&#39;,,,,
66,"['c++', 'algorithm', 'complexity-theory', 'notation']","{'account_id': 26741596, 'reputation': 1, 'user_id': 20342941, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0VY1XcHNPHrGUtk9EtckBYtt8_oovXNM_SCojV=k-s256', 'display_name': 'A B', 'link': 'https://stackoverflow.com/users/20342941/a-b'}",False,83,,1,0,1667437126,1667224495,1667231246.0,74264359,CC BY-SA 4.0,https://stackoverflow.com/questions/74264359/time-complexity-for-finding-minimum-and-maximum-value-of-vectors-elements-in-c,Time complexity for finding minimum and maximum value of vector&#39;s elements in C++,,,,
67,"['c++', 'c++17', 'intel', 'sycl', 'dpc++']","{'account_id': 1355789, 'reputation': 31062, 'user_id': 1294207, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/Inny3.jpg?s=256&g=1', 'display_name': 'Fantastic Mr Fox', 'link': 'https://stackoverflow.com/users/1294207/fantastic-mr-fox'}",True,112,,1,3,1667418256,1666754587,,74202356,CC BY-SA 4.0,https://stackoverflow.com/questions/74202356/how-can-i-create-a-customizable-functor-accepting-sycl-kernel,How can i create a customizable functor accepting sycl kernel?,,,,
68,"['c++', 'include', 'sfml']","{'account_id': 18182842, 'reputation': 9, 'user_id': 13230227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00a9d1889d3d62a54359d54454f0cf26?s=256&d=identicon&r=PG&f=1', 'display_name': 'itsMikan', 'link': 'https://stackoverflow.com/users/13230227/itsmikan'}",False,46,,1,-1,1667416676,1665497851,,74029646,CC BY-SA 4.0,https://stackoverflow.com/questions/74029646/use-quotes-instead-error-when-trying-to-include-sfml-library,&quot;use quotes instead&quot; error when trying to include SFML library,,,,
69,"['c++', 'visual-studio', 'visual-studio-2019', 'assimp']","{'account_id': 1158073, 'reputation': 5729, 'user_id': 1138160, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/76ba5bd954a4f842d93c7eaba0b39227?s=256&d=identicon&r=PG', 'display_name': 'Elmi', 'link': 'https://stackoverflow.com/users/1138160/elmi'}",False,69,,1,-1,1667411071,1665555466,1666782705.0,74037248,CC BY-SA 4.0,https://stackoverflow.com/questions/74037248/how-to-get-rid-of-assimp-linker-errors,How to get rid of assimp linker errors?,,,,
70,"['c++', 'undefined-behavior', 'reinterpret-cast', 'strict-aliasing']","{'account_id': 4091993, 'reputation': 3884, 'user_id': 3359751, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'wimalopaan', 'link': 'https://stackoverflow.com/users/3359751/wimalopaan'}",True,1632,74217878.0,3,23,1667409599,1666847435,1666849680.0,74217057,CC BY-SA 4.0,https://stackoverflow.com/questions/74217057/examples-using-reinterpret-cast-that-do-not-trigger-ub,Examples using reinterpret_cast that do not trigger UB,,,,
71,"['c++', 'windows', 'visual-studio-code', 'cmake']","{'account_id': 26773541, 'reputation': 1, 'user_id': 20369528, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cda58704c2b2120ade66d0cfa79e046c?s=256&d=identicon&r=PG', 'display_name': 'Matz04', 'link': 'https://stackoverflow.com/users/20369528/matz04'}",True,31,74293147.0,1,0,1667408923,1667108409,1667402862.0,74250767,CC BY-SA 4.0,https://stackoverflow.com/questions/74250767/cmake-output-configured-with-vscode-not-running-in-terminal,CMake output configured with vscode not running in terminal,,,,
72,"['c++', 'function', 'if-statement', 'while-loop']","{'account_id': 26581555, 'reputation': 1, 'user_id': 20206121, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb712f166dd012c993327f4975f9100d?s=256&d=identicon&r=PG', 'display_name': 'Zer0Sp4c3', 'link': 'https://stackoverflow.com/users/20206121/zer0sp4c3'}",False,59,,1,0,1667403126,1666973762,,74238152,CC BY-SA 4.0,https://stackoverflow.com/questions/74238152/i-am-having-problems-with-rejecting-negatives-within-my-function,I am having problems with rejecting negatives within my function,,,,
73,"['c++', 'qt', 'qml', 'qmake', 'qt6']","{'account_id': 13471960, 'reputation': 35, 'user_id': 9780820, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c1b9ecc8bb4900510c7cdff5b57e02f?s=256&d=identicon&r=PG', 'display_name': 'SlimRG', 'link': 'https://stackoverflow.com/users/9780820/slimrg'}",True,41,74289802.0,2,0,1667394969,1667213719,,74262202,CC BY-SA 4.0,https://stackoverflow.com/questions/74262202/how-to-add-c-qquickpainteditem-in-qml,How to add C++ QQuickPaintedItem in QML,,,,
74,"['c++', 'gtk']","{'account_id': 26578363, 'reputation': 81, 'user_id': 20203372, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc481de4b41332d659d0d9cda9e5f762?s=256&d=identicon&r=PG', 'display_name': 'saurav', 'link': 'https://stackoverflow.com/users/20203372/saurav'}",False,48,,1,2,1667393963,1667209289,,74261368,CC BY-SA 4.0,https://stackoverflow.com/questions/74261368/replacing-custom-events-in-gtk4,Replacing custom events in GTK4,,,,
75,"['python', 'c++', 'http-live-streaming', 'm3u8', 'transport-stream']","{'account_id': 18122501, 'reputation': 43, 'user_id': 13178342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8483db048ac5a9c2b5e0d6b2b6bc7cb4?s=256&d=identicon&r=PG&f=1', 'display_name': 'AanisNoor', 'link': 'https://stackoverflow.com/users/13178342/aanisnoor'}",False,74,,1,-1,1667392327,1667214632,,74262388,CC BY-SA 4.0,https://stackoverflow.com/questions/74262388/extract-specific-segment-from-m3u8-playlist-using,Extract specific segment from m3u8 playlist using,,,,
76,"['c++', 'dll', 'dllimport', 'dllexport']","{'account_id': 21053316, 'reputation': 33, 'user_id': 16479552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2451c3ddce6005dde7dc506d770df1dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Buse', 'link': 'https://stackoverflow.com/users/16479552/buse'}",True,47,74289127.0,1,1,1667391885,1666794170,1666794509.0,74209381,CC BY-SA 4.0,https://stackoverflow.com/questions/74209381/global-initialized-variable-in-a-dll,Global initialized variable in a DLL,,,,
77,"['c++', 'smart-pointers']","{'account_id': 1305133, 'reputation': 322, 'user_id': 8434591, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xKXn6.jpg?s=256&g=1', 'display_name': 'Fox1942', 'link': 'https://stackoverflow.com/users/8434591/fox1942'}",True,69,74253249.0,1,0,1667391090,1667134396,1667391090.0,74253209,CC BY-SA 4.0,https://stackoverflow.com/questions/74253209/if-the-ownership-is-moved-from-one-unique-pointer-into-another-is-calling-the-m,"If the ownership is moved from one unique pointer into another, is calling the method of the earlier object an undefined behavior?",,,,
78,"['c++', 'pointers']","{'account_id': 1663287, 'reputation': 251, 'user_id': 1531175, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/d3e1e4c907cdd2b8a78a7f797c8c5756?s=256&d=identicon&r=PG', 'display_name': 'StephenD', 'link': 'https://stackoverflow.com/users/1531175/stephend'}",False,55,,0,0,1667391086,1665316266,1667391086.0,74004505,CC BY-SA 4.0,https://stackoverflow.com/questions/74004505/is-there-a-safe-c-wrapper-for-a-non-owning-pointer-to-a-single-object,Is there a safe C++ wrapper for a non owning pointer to a single object?,,,,
