,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,protected_date,migrated_from
46,"['c++', 'algorithm', 'for-loop', 'variables', 'constants']","{'account_id': 237267, 'reputation': 4251, 'user_id': 505308, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d2af9a7d7d3be5a9ecb7df6338851364?s=256&d=identicon&r=PG', 'display_name': 'jhourback', 'link': 'https://stackoverflow.com/users/505308/jhourback'}",True,6153,9,83,1659740965,1597337633,1597352458.0,63399816,CC BY-SA 4.0,https://stackoverflow.com/questions/63399816/how-to-make-a-for-loop-variable-const-with-the-exception-of-the-increment-statem,How to make a for loop variable const with the exception of the increment statement?,,63399956.0,,,
47,"['c++', 'c', 'curl', 'libcurl']","{'account_id': 4796691, 'reputation': 676, 'user_id': 10116440, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5d5c9fa71ce4de6fd5bc6dd29956979?s=256&d=identicon&r=PG', 'display_name': 'Guerlando OCs', 'link': 'https://stackoverflow.com/users/10116440/guerlando-ocs'}",True,56,1,0,1659704648,1597902977,,63499104,CC BY-SA 4.0,https://stackoverflow.com/questions/63499104/libcurl-simple-c-file-downloader-example-immediately-returns,libcurl simple C file downloader example immediately returns,,73250259.0,,,
48,"['c++', 'reflection', 'c++17', 'variadic-macros']","{'account_id': 394746, 'reputation': 727, 'user_id': 757350, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/89bc30c26b131c0ca2cff996a61e4696?s=256&d=identicon&r=PG', 'display_name': 'FrameBuffer', 'link': 'https://stackoverflow.com/users/757350/framebuffer'}",False,137,1,0,1659533200,1598298065,1598346292.0,63567716,CC BY-SA 4.0,https://stackoverflow.com/questions/63567716/is-it-possible-to-make-a-macro-to-reflect-a-c-function-declaration-and-how,Is it possible to make a macro to reflect a C++ function declaration? And how?,,,,,
49,"['c++', 'windows', 'version', 'detect']","{'account_id': 19408624, 'reputation': 63, 'user_id': 14193476, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Z8aP19dChKg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucluW_HgRX3VWI-rj1Oj2P9HrUp_AA/photo.jpg?sz=256', 'display_name': 'Vivo Madrid', 'link': 'https://stackoverflow.com/users/14193476/vivo-madrid'}",True,834,1,0,1659273989,1598836766,,63663621,CC BY-SA 4.0,https://stackoverflow.com/questions/63663621/c-get-windows-version,C++ - Get Windows version,,,,,
50,"['c++', 'size', 'infinite-loop']","{'account_id': 5212628, 'reputation': 11, 'user_id': 4168505, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5156f87203f3bb17fe8960ed25b1ec7?s=256&d=identicon&r=PG&f=1', 'display_name': 'bchesney', 'link': 'https://stackoverflow.com/users/4168505/bchesney'}",False,112,1,0,1659237860,1598019303,1598022298.0,63524546,,https://stackoverflow.com/questions/63524546/string-size-won-t-infinite-loop,String.size() won’t infinite loop,1659237769.0,,Duplicate,,
51,"['c#', 'c++', 'mono', 'mono-embedding']","{'account_id': 9699493, 'reputation': 149, 'user_id': 7194922, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2607dd0e70db7243e79ddc4d331a77d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Antiro42', 'link': 'https://stackoverflow.com/users/7194922/antiro42'}",False,594,1,2,1659208806,1596389184,,63219071,CC BY-SA 4.0,https://stackoverflow.com/questions/63219071/mono-runtime-crash-when-embedding-in-c-application-on-linux,Mono runtime crash when embedding in C++ application on Linux,,,,,
52,"['c++', 'stl', 'set']","{'account_id': 18069483, 'reputation': 63, 'user_id': 13134657, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Lx6cOPl6yq8/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nBo2TUqNvuMKvPArxc6vjB9zQ7zow/photo.jpg?sz=256', 'display_name': 'David Roonie', 'link': 'https://stackoverflow.com/users/13134657/david-roonie'}",True,720,1,0,1659166997,1598811652,1598812418.0,63660715,CC BY-SA 4.0,https://stackoverflow.com/questions/63660715/how-can-i-find-inorder-successor-or-predecessor-in-a-set-in-c-stl,How Can I Find Inorder Successor Or Predecessor In A Set In C++ STL,,63660844.0,,,
53,"['c++', 'visual-studio-code', 'cmake', 'googletest']","{'account_id': 19378803, 'reputation': 43, 'user_id': 14170534, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZNPNv.gif?s=256&g=1', 'display_name': 'Processing...', 'link': 'https://stackoverflow.com/users/14170534/processing'}",True,4578,1,2,1658847049,1598453848,1598633721.0,63600356,CC BY-SA 4.0,https://stackoverflow.com/questions/63600356/google-test-setup-help-in-vscode,Google Test setup help in VSCode,,63638286.0,,,
54,"['c++', 'templates', 'constructor', 'variadic-templates', 'stdvector']","{'account_id': 19236242, 'reputation': 65, 'user_id': 14057140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0c00df97f967b5ee31699c15bed94d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'rabtors', 'link': 'https://stackoverflow.com/users/14057140/rabtors'}",True,152,4,4,1658842166,1597600226,1597602482.0,63440181,CC BY-SA 4.0,https://stackoverflow.com/questions/63440181/how-to-store-arguments-list-to-vector,How to store arguments list to vector?,,63440216.0,,,
55,"['c++', 'callback', 'thread-safety', 'smart-pointers', 'ros']","{'account_id': 84037, 'reputation': 1482, 'user_id': 235170, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/008e1a809d4bfff794790c7cf51bcbba?s=256&d=identicon&r=PG', 'display_name': 'Andreas Vinter-Hviid', 'link': 'https://stackoverflow.com/users/235170/andreas-vinter-hviid'}",False,1304,1,0,1658381919,1596718359,1596719566.0,63284032,CC BY-SA 4.0,https://stackoverflow.com/questions/63284032/using-member-shared-ptr-from-a-member-callback-function-running-in-different-thr,Using member shared_ptr from a member callback function running in different thread (ROS topic subscription),,,,,
56,"['c++', 'boost', 'boost-spirit']","{'account_id': 16075780, 'reputation': 41, 'user_id': 11603020, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/85072c334379dc7f784c3f34326c71dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'RIN.OKAB3', 'link': 'https://stackoverflow.com/users/11603020/rin-okab3'}",True,284,2,2,1658228252,1596476643,,63234428,CC BY-SA 4.0,https://stackoverflow.com/questions/63234428/boost-spirit-lexeme-vs-no-skip,Boost Spirit lexeme vs no_skip,,,,,
57,"['c++', 'algorithm', 'scientific-notation', 'exponent']","{'account_id': 1954450, 'reputation': 7660, 'user_id': 1757805, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/AMueI.jpg?s=256&g=1', 'display_name': 'Francis Cugler', 'link': 'https://stackoverflow.com/users/1757805/francis-cugler'}",False,54,0,0,1658166935,1597836710,1658166935.0,63486070,CC BY-SA 4.0,https://stackoverflow.com/questions/63486070/design-decision-determining-the-appropriate-algorithms-within-a-helper-function,Design decision: Determining the appropriate algorithms within a helper function of a floating point notation class,,,,,
58,"['c++', 'opengl', 'glfw', 'undefined-reference', 'glad']","{'account_id': 19356045, 'reputation': 9, 'user_id': 14152358, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-FY1IYPGoMTk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckx5pW7g_y6XrRwAiS4nYSLGPoSNQ/photo.jpg?sz=256', 'display_name': 'The Man', 'link': 'https://stackoverflow.com/users/14152358/the-man'}",False,590,1,0,1658110787,1598188528,1658110787.0,63547378,,https://stackoverflow.com/questions/63547378/trouble-linking-with-glfw,Trouble linking with glfw,1658110879.0,,Duplicate,,
59,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user14043389'}",True,2584,7,2,1657487434,1598805690,1598814783.0,63659755,CC BY-SA 4.0,https://stackoverflow.com/questions/63659755/c-how-to-find-position-of-last-occurrence-of-element-in-vector,C++ How to find position of last occurrence of element in vector,,63659948.0,,,
60,"['c++', 'grpc', 'grpc-java']","{'account_id': 1732698, 'reputation': 2665, 'user_id': 1585970, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/OhY1x.jpg?s=256&g=1', 'display_name': 'Curious', 'link': 'https://stackoverflow.com/users/1585970/curious'}",True,5002,1,3,1656501702,1598615780,,63633332,CC BY-SA 4.0,https://stackoverflow.com/questions/63633332/grpc-what-are-the-best-practices-for-long-running-streaming,gRPC: What are the best practices for long-running streaming?,,63896931.0,,,
61,"['python', 'c++']","{'account_id': 7182677, 'reputation': 563, 'user_id': 5485977, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-SvjEWTrmELs/AAAAAAAAAAI/AAAAAAAAADY/uXFkunrpPzY/photo.jpg?sz=256', 'display_name': 'dwib', 'link': 'https://stackoverflow.com/users/5485977/dwib'}",True,1021,3,2,1656100418,1597375167,1597376132.0,63406035,CC BY-SA 4.0,https://stackoverflow.com/questions/63406035/pyimport-import-cannot-find-module,PyImport_Import cannot find module,,63452021.0,,,
62,"['c++', 'cmake', 'crypto++']","{'account_id': 5574382, 'reputation': 628, 'user_id': 4418333, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/5b73935bb834bf63d997ad6c3e1d6207?s=256&d=identicon&r=PG&f=1', 'display_name': 'TalG', 'link': 'https://stackoverflow.com/users/4418333/talg'}",True,829,2,0,1655539413,1596459645,1655539376.0,63229940,CC BY-SA 4.0,https://stackoverflow.com/questions/63229940/using-cryptopp-cmake-and-crypto-toghter-a-cmakelists-txt-project-file,Using cryptopp-cmake and crypto++ toghter a CMakeLists.txt project file,,63230549.0,,,
63,"['c++', 'qt', 'chromium-embedded']","{'account_id': 12057021, 'reputation': 1, 'user_id': 8817438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/476ebd3c01a0ed84ff817c1654563d50?s=256&d=identicon&r=PG&f=1', 'display_name': 'doaa kamel', 'link': 'https://stackoverflow.com/users/8817438/doaa-kamel'}",False,611,1,0,1655187469,1597148065,,63357899,CC BY-SA 4.0,https://stackoverflow.com/questions/63357899/using-chromium-embedded-framework-inside-qt-application,Using chromium embedded framework inside qt application,,,,,
64,"['c++', 'dev-c++']","{'account_id': 19343127, 'reputation': 51, 'user_id': 14142218, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7dd1f9a7d57a854655517731c2991672?s=256&d=identicon&r=PG', 'display_name': 'Randy VU', 'link': 'https://stackoverflow.com/users/14142218/randy-vu'}",True,12659,2,2,1655166796,1598001116,1598001755.0,63519908,CC BY-SA 4.0,https://stackoverflow.com/questions/63519908/can-you-use-cin-with-string,Can you use &quot;cin&quot; with string?,,,,,
65,"['c++', 'templates', 'most-vexing-parse', 'non-type-template-parameter']","{'account_id': 4808834, 'reputation': 1756, 'user_id': 3882914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2138f4d13296e68971cdf306cb369faf?s=256&d=identicon&r=PG', 'display_name': 'Jason Yu', 'link': 'https://stackoverflow.com/users/3882914/jason-yu'}",True,235,1,6,1654994807,1597849701,1654994807.0,63489974,CC BY-SA 4.0,https://stackoverflow.com/questions/63489974/why-can-the-template-not-be-instantiated-in-this-piece-of-c-code,Why can the template not be instantiated in this piece of C++ code?,,63490040.0,,,
66,"['c++', 'dll', 'shared-libraries', 'portability']","{'account_id': 514136, 'reputation': 109065, 'user_id': 1593077, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/10c44e0d9568e48d05708ae196ad936f?s=256&d=identicon&r=PG', 'display_name': 'einpoklum', 'link': 'https://stackoverflow.com/users/1593077/einpoklum'}",True,1291,1,2,1654597489,1596784706,,63297022,CC BY-SA 4.0,https://stackoverflow.com/questions/63297022/how-to-portably-load-dynamic-libraries-and-run-their-initialization-code,How to portably load dynamic libraries and run their initialization code?,,,,,
67,"['html', 'c++', 'cmake', 'linker', 'mingw']","{'account_id': 14131838, 'reputation': 21, 'user_id': 10209631, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-s9speJR3RvA/AAAAAAAAAAI/AAAAAAAACW0/O3s6qLXafTM/photo.jpg?sz=256', 'display_name': 'user10209631', 'link': 'https://stackoverflow.com/users/10209631/user10209631'}",False,249,1,2,1654350568,1598198283,1598198679.0,63549073,CC BY-SA 4.0,https://stackoverflow.com/questions/63549073/how-to-run-ultralight-on-windows,How to run ultralight on Windows?,,,,,
68,"['c++', 'runtime-error', 'dynamic-programming']","{'account_id': 11047229, 'reputation': 349, 'user_id': 8112870, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65c756ddf19258853834817b53bcd336?s=256&d=identicon&r=PG&f=1', 'display_name': 'Avinash Toppo', 'link': 'https://stackoverflow.com/users/8112870/avinash-toppo'}",False,501,1,0,1653993821,1596223366,,63197958,CC BY-SA 4.0,https://stackoverflow.com/questions/63197958/why-i-am-getting-a-runtime-error-which-says-variable-length-array-bound-evaluate,Why i am getting a runtime error which says variable length array bound evaluates to non-positive value 0?,,,,,
69,['c++'],"{'account_id': 16939020, 'reputation': 62, 'user_id': 12251342, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDDVTRbNFIb175pP_BGF0LZn49MKAFdESozFtjU5g=k-s256', 'display_name': 'MASACR 99', 'link': 'https://stackoverflow.com/users/12251342/masacr-99'}",False,695,1,1,1653981963,1598274603,1598293523.0,63561734,CC BY-SA 4.0,https://stackoverflow.com/questions/63561734/no-mapping-for-the-unicode-character-in-target-multi-byte-code-page-c,No mapping for the Unicode character in target multi-byte code page C++,,,,,
70,"['c++', 'amazon-web-services', 'http', 'boost-beast', 'bitmex']","{'account_id': 9049318, 'reputation': 195, 'user_id': 6740200, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/776fb18aa28b1393e27ea4ff168989d6?s=256&d=identicon&r=PG&f=1', 'display_name': 'jp94', 'link': 'https://stackoverflow.com/users/6740200/jp94'}",True,549,2,4,1653750003,1597481665,1597685578.0,63424270,CC BY-SA 4.0,https://stackoverflow.com/questions/63424270/http-delay-from-aws-instance-to-bitmex-with-boost-beast-and-ubuntu-18,HTTP Delay from AWS Instance to Bitmex with Boost Beast and Ubuntu 18,,,,,
71,['c++'],"{'account_id': 19207706, 'reputation': 9, 'user_id': 14034216, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Z_rFxlxWtT4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmd27h_bdHh55Sby1FJe9f0VP9Fiw/photo.jpg?sz=256', 'display_name': 'Amogh Koushik', 'link': 'https://stackoverflow.com/users/14034216/amogh-koushik'}",True,92,2,0,1653660137,1596306379,1653660137.0,63208666,CC BY-SA 4.0,https://stackoverflow.com/questions/63208666/why-am-i-getting-a-linker-error-in-my-program-saying-undefined-reference,Why am I getting a linker error in my program saying &quot;Undefined reference&quot;?,,,,,
72,"['c++', 'opencv']","{'account_id': 18778286, 'reputation': 53, 'user_id': 13693525, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Fhxao.png?s=256&g=1', 'display_name': 'Michael Krasjaq', 'link': 'https://stackoverflow.com/users/13693525/michael-krasjaq'}",False,532,2,0,1653315396,1598881237,,63671932,CC BY-SA 4.0,https://stackoverflow.com/questions/63671932/opencv-zooming-in-on-mat-image-without-the-window-border-changing-c,OpenCV zooming in on Mat image without the window border changing c++,,,,,
73,"['c++', 'visual-studio', 'googletest']","{'account_id': 10468965, 'reputation': 175, 'user_id': 7717481, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06f79ca71fbae8168d0fe2b89244f0ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'W. Albuquerque', 'link': 'https://stackoverflow.com/users/7717481/w-albuquerque'}",True,1308,2,0,1653086647,1596722728,1596732701.0,63285340,CC BY-SA 4.0,https://stackoverflow.com/questions/63285340/should-i-be-including-header-files-or-source-files-for-google-test,Should I be including header files or source files for Google Test?,,,,,
74,"['c++', 'google-chrome', 'google-chrome-extension', 'dns']","{'account_id': 17400886, 'reputation': 349, 'user_id': 12609778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e342bbd0f1b939613c1aef619bcf2596?s=256&d=identicon&r=PG&f=1', 'display_name': 'dgrandm', 'link': 'https://stackoverflow.com/users/12609778/dgrandm'}",False,232,1,2,1652990701,1597878627,1597878763.0,63496147,CC BY-SA 4.0,https://stackoverflow.com/questions/63496147/how-to-programmatically-clear-internal-google-chrome-dns-cache-on-windows,How to programmatically clear internal Google Chrome DNS cache on Windows?,,,,,
75,"['c++', 'c', 'bison', 'yacc']","{'account_id': 5603475, 'reputation': 2615, 'user_id': 4438921, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/kYGzp.jpg?s=256&g=1', 'display_name': 'linrongbin', 'link': 'https://stackoverflow.com/users/4438921/linrongbin'}",False,734,1,0,1652771686,1597912729,1597915052.0,63501346,CC BY-SA 4.0,https://stackoverflow.com/questions/63501346/bison-error-rule-given-for-semi-which-is-a-token,"bison error: rule given for Semi, which is a token?",,,,,
76,"['c++', 'windows', 'visual-studio', 'visual-studio-2019', 'atl']","{'account_id': 3470224, 'reputation': 147, 'user_id': 2904778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'LT21j', 'link': 'https://stackoverflow.com/users/2904778/lt21j'}",True,574,3,1,1652314177,1597277390,1597325382.0,63386256,CC BY-SA 4.0,https://stackoverflow.com/questions/63386256/redefinition-error-in-propidlbase-idl-when-compiling-atl-project-in-visual-studi,Redefinition error in propidlbase.idl when compiling ATL project in Visual Studio 2019,,63403315.0,,,
77,"['c++', 'language-lawyer']","{'account_id': 222578, 'reputation': 106280, 'user_id': 481267, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/DMvoo.png?s=256&g=1', 'display_name': 'Brian Bi', 'link': 'https://stackoverflow.com/users/481267/brian-bi'}",True,274,1,9,1652219311,1597793507,,63478034,CC BY-SA 4.0,https://stackoverflow.com/questions/63478034/why-is-value-initialization-specified-as-not-calling-trivial-default-constructor,Why is value-initialization specified as not calling trivial default constructors?,,68367962.0,,,
