,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,protected_date,migrated_from
48,"['c++', 'templates', 'inheritance', 'overloading']","{'account_id': 351875, 'reputation': 14257, 'user_id': 688624, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b0714eded10b5ccee614c7134360974b?s=256&d=identicon&r=PG', 'display_name': 'imallett', 'link': 'https://stackoverflow.com/users/688624/imallett'}",True,147,10256457.0,3,0,1653188609,1334243831,1653188609.0,10126564,CC BY-SA 4.0,https://stackoverflow.com/questions/10126564/calling-templated-function-overload-of-a-parent-class-with-a-derived-class,Calling Templated Function Overload of a Parent class with a Derived Class,,,,,
49,"['c++', 'scope', 'destructor']","{'account_id': 1249640, 'reputation': 3957, 'user_id': 1210319, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e4e3472ce21adc9eba989ce5644c9da6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pat Murray', 'link': 'https://stackoverflow.com/users/1210319/pat-murray'}",True,58031,10081022.0,5,35,1653049867,1334012398,1536556557.0,10080935,CC BY-SA 4.0,https://stackoverflow.com/questions/10080935/when-is-an-object-out-of-scope,When is an object &quot;out of scope&quot;?,,,,,
50,"['c++', 'pipe']","{'account_id': 134331, 'reputation': 11506, 'user_id': 336384, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/3d8be306126d827cf413d3b7af322889?s=256&d=identicon&r=PG', 'display_name': 'quakkels', 'link': 'https://stackoverflow.com/users/336384/quakkels'}",True,39538,10164103.0,4,22,1653029188,1334509004,1403101388.0,10164086,CC BY-SA 3.0,https://stackoverflow.com/questions/10164086/what-does-the-vertical-pipe-mean-in-c,What does the vertical pipe ( | ) mean in C++?,,,,,
51,"['c++', 'string', 'variables', 'std']","{'account_id': 1406918, 'reputation': 667, 'user_id': 1334377, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/adf80c8e8e18a39a8189a3dfaca2ba83?s=256&d=identicon&r=PG', 'display_name': 'Jack Farrow', 'link': 'https://stackoverflow.com/users/1334377/jack-farrow'}",True,195421,10219267.0,8,61,1652872523,1334789486,,10219225,CC BY-SA 3.0,https://stackoverflow.com/questions/10219225/c-create-string-of-text-and-variables,C++ create string of text and variables,,,,,
52,"['c++', 'c', 'valgrind']","{'account_id': 1021083, 'reputation': 38147, 'user_id': 1031417, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/xlhE1.jpg?s=256&g=1', 'display_name': '0x90', 'link': 'https://stackoverflow.com/users/1031417/0x90'}",True,670,10287547.0,1,4,1652860419,1335210619,1652860419.0,10287251,CC BY-SA 4.0,https://stackoverflow.com/questions/10287251/what-do-the-numbers-in-the-valgrinds-outputs-mean,What do the numbers in the valgrind&#39;s outputs mean?,,,,,
53,"['c#', 'c++', 'opencv', 'emgucv', 'camera-calibration']","{'account_id': 250364, 'reputation': 366, 'user_id': 527022, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/73fdf21a830a0a66bb6559cc3c7630c0?s=256&d=identicon&r=PG', 'display_name': 'Bruna', 'link': 'https://stackoverflow.com/users/527022/bruna'}",True,1054,,1,0,1651673839,1334070841,1334085198.0,10091437,CC BY-SA 3.0,https://stackoverflow.com/questions/10091437/calling-opencv-through-emgucv,Calling opencv through Emgucv,,,,,
54,"['c++', 'networking', 'ssl', 'openssl']","{'account_id': 234319, 'reputation': 1001, 'user_id': 500387, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5973b9fe3c7233493a0b258f0b263b4f?s=256&d=identicon&r=PG', 'display_name': 'gln', 'link': 'https://stackoverflow.com/users/500387/gln'}",True,5383,,3,1,1651032324,1334823788,,10224235,CC BY-SA 3.0,https://stackoverflow.com/questions/10224235/ssl-error-ssl-error-syscall-in-c-application,SSL error SSL_ERROR_SYSCALL in C++ application,,,,,
55,"['c++', 'floating-point', 'printf', 'rounding']","{'account_id': 198902, 'reputation': 6774, 'user_id': 443854, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/3be5daadf4bce2f84a26b4098af021c1?s=256&d=identicon&r=PG', 'display_name': 'user443854', 'link': 'https://stackoverflow.com/users/443854/user443854'}",True,16621,10357252.0,2,16,1650626478,1335557402,1650626478.0,10357192,CC BY-SA 4.0,https://stackoverflow.com/questions/10357192/printf-rounding-behavior-for-doubles,printf rounding behavior for doubles,,,,,
56,"['c++', 'dll']","{'account_id': 1392108, 'reputation': 91, 'user_id': 1322682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc6f2d4a6923ce14c243829dd74bb54a?s=256&d=identicon&r=PG', 'display_name': 'user1322682', 'link': 'https://stackoverflow.com/users/1322682/user1322682'}",True,33341,,6,9,1650618067,1334004346,1355266852.0,10079625,CC BY-SA 3.0,https://stackoverflow.com/questions/10079625/c-run-time-check-failure-0-the-value-of-esp-was-not-properly-saved-across-a,C++ Run-Time Check Failure #0 - The value of ESP was not properly saved across a function call,,,,,
57,"['c++', 'mingw', 'codeblocks', 'gmp']","{'account_id': 432830, 'reputation': 419, 'user_id': 817824, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b16f8e4e90b18d416f40ec36a2aa0e1d?s=256&d=identicon&r=PG', 'display_name': 'ponir', 'link': 'https://stackoverflow.com/users/817824/ponir'}",True,2766,10269560.0,1,3,1649979755,1335110070,1335110299.0,10269464,CC BY-SA 3.0,https://stackoverflow.com/questions/10269464/gmp-library-compile-error-in-c-mingw-codeblocks,"GMP Library, compile error in C++, MinGW, Code::Blocks",,,,,
58,"['c++', 'virtual-functions', 'access-specifier']","{'account_id': 112819, 'reputation': 5196, 'user_id': 297451, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/e6f5424b11b05ad9177ca07bae142f24?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/297451/jon'}",True,307,10345992.0,3,6,1649863457,1335508556,1649863457.0,10345892,CC BY-SA 4.0,https://stackoverflow.com/questions/10345892/when-should-you-restrict-accessibility-to-a-virtual-function-in-a-derived-class,When should you restrict accessibility to a virtual function in a derived class?,,,,,
59,"['c++', 'linux', 'syslog', 'rsyslog']","{'account_id': 474997, 'reputation': 1109, 'user_id': 885071, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bc57c719b5ac41697a435424d87ecb65?s=256&d=identicon&r=PG', 'display_name': 'suresh', 'link': 'https://stackoverflow.com/users/885071/suresh'}",True,42335,10376667.0,2,12,1649437691,1335734015,1465285498.0,10376020,CC BY-SA 3.0,https://stackoverflow.com/questions/10376020/how-to-configure-syslog-so-that-an-applications-log-goes-to-a-specific-file,How to configure syslog so that an applications log goes to a specific file,,,,,
60,"['c++', 'visual-studio', 'visual-studio-2010', 'debugging']","{'account_id': 205181, 'reputation': 24572, 'user_id': 453803, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/QDltN.jpg?s=256&g=1', 'display_name': 'Spook', 'link': 'https://stackoverflow.com/users/453803/spook'}",True,353,10189416.0,2,3,1649115098,1334654204,,10188434,CC BY-SA 3.0,https://stackoverflow.com/questions/10188434/custom-container-browsable-in-debugger,Custom container browsable in debugger,,,,,
61,"['c++', 'xcode4.2', 'llvm-3.0']","{'account_id': 1184648, 'reputation': 356, 'user_id': 1158867, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/d43aef9ecc4c6596ac7fcb9df2be7fc9?s=256&d=identicon&r=PG', 'display_name': 'Roey Lehman', 'link': 'https://stackoverflow.com/users/1158867/roey-lehman'}",True,15105,10080238.0,5,8,1649072996,1334006794,1649072996.0,10080102,CC BY-SA 4.0,https://stackoverflow.com/questions/10080102/xcode-attempt-to-use-a-deleted-function-what-does-that-mean,xcode - &quot;attempt to use a deleted function&quot; - what does that mean?,,,,,
62,"['c++', 'desktop-application', 'game-engine']","{'account_id': 132593, 'reputation': 16164, 'user_id': 333390, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8a8d9260038c6861a2e0ffc04abb72a0?s=256&d=identicon&r=PG', 'display_name': 'smallB', 'link': 'https://stackoverflow.com/users/333390/smallb'}",True,6744,,7,10,1648633717,1334655037,1334655384.0,10188636,CC BY-SA 3.0,https://stackoverflow.com/questions/10188636/something-like-unity-but-for-c-programmers,Something like unity but for C++ programmers,,,,,
63,"['c++', 'pointers', 'function-prototypes', 'function-parameter']","{'account_id': 544701, 'reputation': 1519, 'user_id': 914229, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/6d9ff03cf0e49cb39c60cc47020f8b1e?s=256&d=identicon&r=PG', 'display_name': 'vigs1990', 'link': 'https://stackoverflow.com/users/914229/vigs1990'}",True,18718,10029223.0,5,23,1647667415,1333631117,,10029170,CC BY-SA 3.0,https://stackoverflow.com/questions/10029170/c-meaning-of-const-charconst,C++ : Meaning of const char*const*,,,,,
64,"['c++', 'floating-point', 'unsigned', 'primitive-types']","{'account_id': 18060, 'reputation': 107529, 'user_id': 41021, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/1b91ea7970ba26630adec64ef683c474?s=256&d=identicon&r=PG', 'display_name': 'Robin Rodricks', 'link': 'https://stackoverflow.com/users/41021/robin-rodricks'}",True,1044,,3,1,1647017860,1334418072,1605623193.0,10154885,CC BY-SA 4.0,https://stackoverflow.com/questions/10154885/storing-non-negative-floating-point-values,Storing non-negative floating point values,,,,,
65,"['c++', 'matrix', 'linear-algebra', 'rank']","{'account_id': 1226358, 'reputation': 1024, 'user_id': 1191812, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/8b65db5b4d798565682635cc99096b31?s=256&d=identicon&r=PG', 'display_name': 'Jenny Shoars', 'link': 'https://stackoverflow.com/users/1191812/jenny-shoars'}",True,4888,10368020.0,1,1,1646466016,1335650512,,10367930,CC BY-SA 3.0,https://stackoverflow.com/questions/10367930/c-how-to-find-the-rank-of-a-matrix,C++ - How to find the rank of a matrix,,,,,
66,"['c++', 'googletest', 'googlemock']","{'account_id': 1176201, 'reputation': 877, 'user_id': 1152185, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/fe9242e284c6ea9b280143372bdc9e79?s=256&d=identicon&r=PG', 'display_name': 'Jens Ehrlich', 'link': 'https://stackoverflow.com/users/1152185/jens-ehrlich'}",True,2994,10207652.0,3,7,1645513660,1334744758,,10207490,CC BY-SA 3.0,https://stackoverflow.com/questions/10207490/googlemock-mock-a-method-that-returns-a-complex-datatyp,googlemock - mock a method that returns a complex datatyp,,,,,
67,"['c++', 'lambda', 'c++11', 'exception-safety', 'scopeguard']","{'account_id': 56937, 'reputation': 25332, 'user_id': 170521, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/35d213b719c9bfa00f5f62ca1bdbb164?s=256&d=identicon&r=PG', 'display_name': 'lurscher', 'link': 'https://stackoverflow.com/users/170521/lurscher'}",True,42370,10270809.0,14,45,1645462744,1335116126,1335201519.0,10270328,CC BY-SA 3.0,https://stackoverflow.com/questions/10270328/the-simplest-and-neatest-c11-scopeguard,The simplest and neatest c++11 ScopeGuard,,,,,
68,"['c++', 'c', 'fork', 'heap-memory', 'shared-memory']","{'account_id': 1370419, 'reputation': 171, 'user_id': 1305781, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1dc21e068f24827fcc069a1c4634d8a?s=256&d=identicon&r=PG', 'display_name': 'phantombit', 'link': 'https://stackoverflow.com/users/1305781/phantombit'}",True,5132,,5,10,1645207814,1333249845,1645205305.0,9961591,CC BY-SA 4.0,https://stackoverflow.com/questions/9961591/sharing-heap-memory-with-fork,Sharing heap memory with fork(),,,,,
69,"['c++', 'polygon', 'graph-theory', 'intersection', 'edges']","{'account_id': 985637, 'reputation': 3280, 'user_id': 1004211, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/490a33dc2429cbd669bd4471d7aedc1d?s=256&d=identicon&r=PG', 'display_name': 'Prismatic', 'link': 'https://stackoverflow.com/users/1004211/prismatic'}",True,1203,9968351.0,3,4,1645203455,1333309682,1576009813.0,9967715,,https://stackoverflow.com/questions/9967715/test-for-strictly-simple-polygon-holes-are-allowed,Test for strictly simple polygon (holes are allowed)?,1645204282.0,Duplicate,,,
70,"['c++', 'c', 'winapi', 'file-mapping']","{'account_id': 1330368, 'reputation': 2027, 'user_id': 1274425, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/5757b02155e565e68899c1983565a99a?s=256&d=identicon&r=PG', 'display_name': 'Kestami', 'link': 'https://stackoverflow.com/users/1274425/kestami'}",True,2587,10377033.0,1,0,1645021598,1335742671,1645021598.0,10376962,CC BY-SA 4.0,https://stackoverflow.com/questions/10376962/openfilemapping-issues-cant-find-filemap,"OpenFileMapping issues, can&#39;t find filemap",,,,,
71,"['c++', 'ubuntu', 'linker', 'gcc4.4']","{'account_id': 7406, 'reputation': 14496, 'user_id': 12860, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/c193440e43072357851b7c644b8bde87?s=256&d=identicon&r=PG&f=1', 'display_name': 'Burkhard', 'link': 'https://stackoverflow.com/users/12860/burkhard'}",True,41108,9960210.0,3,5,1644743338,1333226771,1639667516.0,9959563,CC BY-SA 4.0,https://stackoverflow.com/questions/9959563/why-do-i-get-a-multiple-definition-error-while-linking,Why do I get a multiple definition error while linking?,,,,,
72,"['c++', 'boost', 'bitset']","{'account_id': 1084617, 'reputation': 665, 'user_id': 1080625, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/b03898b5e967479f59b6f8698eec07e5?s=256&d=identicon&r=PG', 'display_name': 'wirate', 'link': 'https://stackoverflow.com/users/1080625/wirate'}",True,4327,10363050.0,4,3,1644692597,1335611832,,10362991,CC BY-SA 3.0,https://stackoverflow.com/questions/10362991/add-1-to-c-bitset,add 1 to c++ bitset,,,,,
73,['c++'],"{'account_id': 454329, 'reputation': 5926, 'user_id': 851835, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/20bf44ece0e0db121f9a44812b113e03?s=256&d=identicon&r=PG', 'display_name': 'updogliu', 'link': 'https://stackoverflow.com/users/851835/updogliu'}",True,234510,10151286.0,8,180,1644636663,1334369959,1465842524.0,10150468,CC BY-SA 3.0,https://stackoverflow.com/questions/10150468/how-to-redirect-cin-and-cout-to-files,How to redirect cin and cout to files?,,,,,
74,"['c++', 'c++11', 'multiple-inheritance', 'move-semantics', 'move-constructor']","{'account_id': 14743, 'reputation': 11914, 'user_id': 1170277, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cee81aa5ea645d2bd8918182b19a2f2b?s=256&d=identicon&r=PG', 'display_name': 'mavam', 'link': 'https://stackoverflow.com/users/1170277/mavam'}",True,2258,10114728.0,3,18,1644333228,1334182285,1334183284.0,10114701,CC BY-SA 3.0,https://stackoverflow.com/questions/10114701/move-constructors-and-multiple-inheritance,Move constructors and multiple inheritance,,,,,
75,"['c++', 'c++11']","{'account_id': 1249178, 'reputation': 1091, 'user_id': 1209964, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/26230e55188637785a569c6ec8ca0f3f?s=256&d=identicon&r=PG', 'display_name': 'XTF', 'link': 'https://stackoverflow.com/users/1209964/xtf'}",True,13514,10190767.0,5,13,1644073037,1334663560,1334670074.0,10190702,CC BY-SA 3.0,https://stackoverflow.com/questions/10190702/stdstring-to-stdarray,Std::string to std::array?,,,,,
76,['c++'],"{'account_id': 246015, 'reputation': 10851, 'user_id': 519882, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/cf3e8e6aeb0333c68b235284d2437127?s=256&d=identicon&r=PG', 'display_name': 'venkysmarty', 'link': 'https://stackoverflow.com/users/519882/venkysmarty'}",True,9816,10294750.0,1,4,1644005394,1335257776,1644005394.0,10294731,CC BY-SA 4.0,https://stackoverflow.com/questions/10294731/illegal-member-initialization-in-c,Illegal member initialization in C++,,,,,
77,"['c++', 'qt', 'compilation']","{'account_id': 132593, 'reputation': 16164, 'user_id': 333390, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8a8d9260038c6861a2e0ffc04abb72a0?s=256&d=identicon&r=PG', 'display_name': 'smallB', 'link': 'https://stackoverflow.com/users/333390/smallb'}",True,12576,,5,7,1643937280,1335543832,1592644375.0,10354371,CC BY-SA 4.0,https://stackoverflow.com/questions/10354371/stdtr1-has-not-been-declared,std::tr1 has not been declared,,,,,
78,"['c++', 'c', 'arrays', 'unique']","{'user_type': 'does_not_exist', 'display_name': 'user1357688'}",True,5789,10327117.0,4,0,1643796151,1335411880,1335414037.0,10326928,CC BY-SA 3.0,https://stackoverflow.com/questions/10326928/c-c-how-can-i-get-unique-value-from-2-arrays,C/C++ How can I get unique value from 2 arrays?,,,,,
79,"['c++', 'pointers', 'smart-pointers']","{'account_id': 271008, 'reputation': 85833, 'user_id': 561309, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/6d833d9f0ffa2265a01359ccecd26d54?s=256&d=identicon&r=PG&f=1', 'display_name': 'laurent', 'link': 'https://stackoverflow.com/users/561309/laurent'}",True,27502,10342299.0,8,160,1642461578,1335447070,1642461578.0,10334511,CC BY-SA 4.0,https://stackoverflow.com/questions/10334511/why-do-c-libraries-and-frameworks-never-use-smart-pointers,Why do C++ libraries and frameworks never use smart pointers?,,,,,
