,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,migrated_from
49,"['c#', 'sql-server', 'bulkinsert']","{'account_id': 1751152, 'reputation': 399, 'user_id': 1600214, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/b53e399c7980a6a4d0952c012155a7f1?s=256&d=identicon&r=PG', 'display_name': 'David Johnson', 'link': 'https://stackoverflow.com/users/1600214/david-johnson'}",True,28678,,13858863.0,4,9,1657720672,1355398012,1355398158.0,13858837,CC BY-SA 3.0,https://stackoverflow.com/questions/13858837/bulk-insert-of-generic-list-c-into-sql-server,Bulk Insert of Generic List C# into SQL Server,,,,
50,"['c#', 'json.net', 'deserialization']","{'account_id': 1612757, 'reputation': 2848, 'user_id': 1491261, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://i.stack.imgur.com/hWQCg.jpg?s=256&g=1', 'display_name': 'Igor Shastin', 'link': 'https://stackoverflow.com/users/1491261/igor-shastin'}",True,10329,,13949603.0,4,19,1657093896,1355904637,,13947997,CC BY-SA 3.0,https://stackoverflow.com/questions/13947997/how-to-deserialize-class-without-calling-a-constructor,How to deserialize class without calling a constructor?,,,,
51,"['c#', 'asp.net', 'datatable']","{'account_id': 2089070, 'reputation': 23, 'user_id': 1859299, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/95267f8bdbf9d2ab36c9ab6eae01137f?s=256&d=identicon&r=PG', 'display_name': 'Tarang Patel', 'link': 'https://stackoverflow.com/users/1859299/tarang-patel'}",True,7322,,,2,0,1656925340,1354782959,1433931233.0,13739730,CC BY-SA 3.0,https://stackoverflow.com/questions/13739730/copy-datatable-rows-from-one-table-to-another,copy datatable rows from one table to another,,,,
52,"['c#', 'tcp', 'internet-radio']","{'account_id': 2162061, 'reputation': 19, 'user_id': 1916012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6172e547c71ffc298ce7e50eb68ea2b8?s=256&d=identicon&r=PG', 'display_name': 'Rana Adil', 'link': 'https://stackoverflow.com/users/1916012/rana-adil'}",False,56,,,0,1,1656789322,1355926089,1656789322.0,13954131,,https://stackoverflow.com/questions/13954131/tcp-for-radio-networks,TCP for Radio Networks,1355946682.0,exact duplicate,,
53,"['c#', 'xaml', 'radio-button', 'microsoft-metro']","{'account_id': 2084864, 'reputation': 1006, 'user_id': 1856058, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0c96c6b8747e9277a85e248ad6c033ba?s=256&d=identicon&r=PG', 'display_name': 'apero', 'link': 'https://stackoverflow.com/users/1856058/apero'}",True,5117,,13742056.0,1,3,1656779575,1354790907,1656779575.0,13741970,CC BY-SA 4.0,https://stackoverflow.com/questions/13741970/how-can-i-change-the-style-of-a-radio-button-in-xaml-c-for-metro-app,How can i change the style of a radio button in XAML/C# for metro app?,,,,
54,"['c#', 'string-comparison']","{'account_id': 431503, 'reputation': 11093, 'user_id': 815600, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/b8c7c6529c7f0339a504b2c8684f6163?s=256&d=identicon&r=PG', 'display_name': 'Sandy', 'link': 'https://stackoverflow.com/users/815600/sandy'}",True,2343,,,3,1,1656702835,1354526009,1656702835.0,13680132,CC BY-SA 4.0,https://stackoverflow.com/questions/13680132/comparing-strings-with-hyphen,Comparing strings with hyphen,,,,
55,"['c#', 'asp.net']","{'account_id': 65793, 'reputation': 2300, 'user_id': 193386, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9a9f5639a83cf55cc38a573ec71f824f?s=256&d=identicon&r=PG', 'display_name': 'M. Travis Volker', 'link': 'https://stackoverflow.com/users/193386/m-travis-volker'}",True,19223,,13733121.0,1,9,1655988748,1354744360,,13733120,CC BY-SA 3.0,https://stackoverflow.com/questions/13733120/add-value-attribute-to-asp-net-checkbox,Add value attribute to ASP.NET Checkbox,,,,
56,"['c#', 'com', 'interop', 'com-interop', 'office-interop']","{'account_id': 151910, 'reputation': 15547, 'user_id': 366064, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/0cSD6.png?s=256&g=1', 'display_name': 'Bizhan', 'link': 'https://stackoverflow.com/users/366064/bizhan'}",True,15125,,13661503.0,2,6,1655795508,1354376402,1354391245.0,13660938,CC BY-SA 3.0,https://stackoverflow.com/questions/13660938/com-exception-80040154-when-creating-an-excel-application,COM Exception 80040154 When creating an Excel Application,,,,
57,"['c#', 'sql-server', 'smo']","{'account_id': 282878, 'reputation': 36443, 'user_id': 580053, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/0b8adc801f4e513c5e04d6f1084b9ec0?s=256&d=identicon&r=PG', 'display_name': 'Dennis', 'link': 'https://stackoverflow.com/users/580053/dennis'}",True,463,,13761110.0,1,1,1655353886,1354860690,,13757871,CC BY-SA 3.0,https://stackoverflow.com/questions/13757871/how-to-transfer-application-role-with-password,How to transfer application role with password?,,,,
58,"['c#', 'smtp', 'smtpclient']","{'account_id': 990336, 'reputation': 5523, 'user_id': 1007845, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/c0ae7179515432b30f5b757605c1c861?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adrian', 'link': 'https://stackoverflow.com/users/1007845/adrian'}",True,53539,,13808005.0,5,18,1654514946,1354933130,1354934759.0,13773810,CC BY-SA 3.0,https://stackoverflow.com/questions/13773810/system-net-mail-smtpexception-the-smtp-server-requires-a-secure-connection-or-t,System.Net.Mail.SmtpException: The SMTP server requires a secure connection or the client was not authenticated,,,,
59,"['c#', 'asp.net-mvc']","{'account_id': 1986794, 'reputation': 2233, 'user_id': 1781770, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/1ad8a963bbb5fab01d8c3b4e7adc9589?s=256&d=identicon&r=PG', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/1781770/jeff'}",True,16309,,13713268.0,5,10,1654489464,1354660662,1354660884.0,13713212,CC BY-SA 3.0,https://stackoverflow.com/questions/13713212/string-concatenation-with-ternary-operator,String concatenation with ternary operator,,,,
60,"['c#', 'stream', 'xmlreader', 'memorystream']","{'account_id': 937023, 'reputation': 5503, 'user_id': 965778, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/27f7e5982b6fa15182f40ad56cabd795?s=256&d=identicon&r=PG', 'display_name': 'JavaSa', 'link': 'https://stackoverflow.com/users/965778/javasa'}",True,16575,,13970896.0,3,10,1654158619,1355954587,1654158619.0,13962015,CC BY-SA 4.0,https://stackoverflow.com/questions/13962015/how-can-i-clone-memorystream-object,How can I clone MemoryStream object?,,,,
61,"['c#', 'json', 'asp.net-mvc-4', 'asp.net-web-api']","{'account_id': 1490570, 'reputation': 3276, 'user_id': 1397741, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/FftBX.jpg?s=256&g=1', 'display_name': 'riseres', 'link': 'https://stackoverflow.com/users/1397741/riseres'}",True,95774,,13866117.0,19,46,1654149044,1355292931,1608685168.0,13833900,CC BY-SA 4.0,https://stackoverflow.com/questions/13833900/return-json-but-it-includes-backward-slashes-which-i-dont-want,"Return Json, but it includes backward slashes &quot;\&quot;, which I don&#39;t want",,,,
62,"['c#', 'asp.net', 'asp.net-web-api']","{'account_id': 23388, 'reputation': 36135, 'user_id': 58553, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/65bbe054348e2bc151413b9582e423ea?s=256&d=identicon&r=PG', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/58553/peter'}",True,47656,,13734209.0,2,20,1653596748,1354742803,1653569997.0,13732766,CC BY-SA 4.0,https://stackoverflow.com/questions/13732766/using-multipartformdatastreamprovider-and-readasmultipartasync,using MultipartFormDataStreamProvider and ReadAsMultipartAsync,,,,
63,"['c#', 'wpf', 'interop']","{'account_id': 1283760, 'reputation': 820, 'user_id': 1237256, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/d743934f5ccd696644b69495e942d860?s=256&d=identicon&r=PG', 'display_name': 'gout', 'link': 'https://stackoverflow.com/users/1237256/gout'}",True,610,,,2,4,1653430166,1355311071,1355311641.0,13838558,CC BY-SA 3.0,https://stackoverflow.com/questions/13838558/displaying-tables-from-a-document-in-a-wpf-application,Displaying Tables from a document in a WPF application,,,,
64,"['c#', 'visual-studio-2010', 'resources', 'icons']","{'account_id': 1377707, 'reputation': 501, 'user_id': 1311370, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/bjEPq.jpg?s=256&g=1', 'display_name': 'MensSana', 'link': 'https://stackoverflow.com/users/1311370/menssana'}",True,12213,,13805402.0,3,1,1652888800,1355156693,1355159509.0,13804937,CC BY-SA 3.0,https://stackoverflow.com/questions/13804937/using-embedded-resource-icon-as-app-icon-in-c,Using embedded resource icon as app icon in C#,,,,
65,"['c#', '.net', 'visual-studio-2010', 'visual-studio-2012', 'resharper']","{'account_id': 119440, 'reputation': 33918, 'user_id': 311130, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e66bb815b52eb8f82eab2c06427db8ca?s=256&d=identicon&r=PG', 'display_name': 'Elad Benda', 'link': 'https://stackoverflow.com/users/311130/elad-benda'}",True,6880,,13860702.0,4,21,1652744414,1355394167,,13857740,CC BY-SA 3.0,https://stackoverflow.com/questions/13857740/how-to-navigate-to-pasted-stack-trace-visual-studio,how to navigate to pasted stack trace visual-studio,,,,
66,"['c#', 'uml']","{'account_id': 2083499, 'reputation': 4872, 'user_id': 1854979, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/ZIXTK.jpg?s=256&g=1', 'display_name': 'Robin Kanters', 'link': 'https://stackoverflow.com/users/1854979/robin-kanters'}",True,37887,,13680557.0,5,17,1652565719,1354524424,1600339029.0,13679791,CC BY-SA 4.0,https://stackoverflow.com/questions/13679791/how-should-i-denote-static-classes-in-uml,How should I denote static classes in UML?,,,,
67,"['c#', 'task-parallel-library', 'parallel.foreach']","{'account_id': 2052983, 'reputation': 8962, 'user_id': 1831530, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/RFtYx.jpg?s=256&g=1', 'display_name': 'mehrandvd', 'link': 'https://stackoverflow.com/users/1831530/mehrandvd'}",True,21054,,13789544.0,12,23,1652352612,1354880094,1354880747.0,13762286,CC BY-SA 3.0,https://stackoverflow.com/questions/13762286/how-can-i-assign-a-name-to-a-task-in-tpl,How can I assign a name to a task in TPL,,,,
68,"['c#', 'r']","{'account_id': 1738576, 'reputation': 689, 'user_id': 1590587, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f6ed627a872b30d97ca93ba4e09b2aa5?s=256&d=identicon&r=PG', 'display_name': 'EvilWeebl', 'link': 'https://stackoverflow.com/users/1590587/evilweebl'}",True,3412,,,1,6,1652095552,1356349966,1356349985.0,14021055,CC BY-SA 3.0,https://stackoverflow.com/questions/14021055/r-script-form-c-passing-arguments-running-script-retrieving-results,"R script form C#. Passing arguments, running script, retrieving results",,,,
69,"['c#', 'cookies', '.net-4.0', 'httpwebrequest', 'httpwebresponse']","{'account_id': 99431, 'reputation': 19172, 'user_id': 268588, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/idoZ0.jpg?s=256&g=1', 'display_name': 'SilverLight', 'link': 'https://stackoverflow.com/users/268588/silverlight'}",True,48166,,14074200.0,7,20,1652006142,1354491004,1415562766.0,13675154,CC BY-SA 3.0,https://stackoverflow.com/questions/13675154/how-to-get-cookies-info-inside-of-a-cookiecontainer-all-of-them-not-for-a-spe,"How to get cookies info inside of a CookieContainer? (All Of Them, Not For A Specific Domain)",,,,
70,"['c#', 'asp.net', 'sql-server', 'database', 'ado.net']","{'account_id': 2080441, 'reputation': 888, 'user_id': 1852537, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://i.stack.imgur.com/UPELz.jpg?s=256&g=1', 'display_name': 'Wadhawan Vishal', 'link': 'https://stackoverflow.com/users/1852537/wadhawan-vishal'}",True,196024,,13722163.0,8,84,1651934143,1354706064,1357484269.0,13722014,CC BY-SA 3.0,https://stackoverflow.com/questions/13722014/insert-2-million-rows-into-sql-server-quickly,Insert 2 million rows into SQL Server quickly,,,,
71,"['c#', 'geometry']","{'account_id': 1452543, 'reputation': 1760, 'user_id': 1369017, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/EQ5R5.jpg?s=256&g=1', 'display_name': 'Kyle Anderson', 'link': 'https://stackoverflow.com/users/1369017/kyle-anderson'}",True,98485,,14096170.0,9,99,1651286249,1356913393,1495540957.0,14096138,CC BY-SA 3.0,https://stackoverflow.com/questions/14096138/find-the-point-on-a-circle-with-given-center-point-radius-and-degree,"Find the point on a circle with given center point, radius, and degree",,,,
72,"['c#', 'data-structures', 'find', 'element', 'max']","{'account_id': 2111920, 'reputation': 71, 'user_id': 1877041, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/426cc483fd8586c6cc131c22d0edd74a?s=256&d=identicon&r=PG', 'display_name': 'Simeon Nikolov', 'link': 'https://stackoverflow.com/users/1877041/simeon-nikolov'}",True,589,,,4,2,1650928087,1354889554,,13764774,CC BY-SA 3.0,https://stackoverflow.com/questions/13764774/best-data-structure-in-c-for-finding-maximal-value,Best data structure in C# for finding maximal value?,,,,
73,"['c#', 'arrays', 'json', 'parsing']","{'account_id': 42546, 'reputation': 1131, 'user_id': 123983, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/51020d9cf514a093064d7f0c9e220965?s=256&d=identicon&r=PG', 'display_name': 'mdc', 'link': 'https://stackoverflow.com/users/123983/mdc'}",True,82739,,13722216.0,5,8,1650728817,1354705123,,13721686,CC BY-SA 3.0,https://stackoverflow.com/questions/13721686/parse-this-json-string-to-string-array-c,Parse this json string to string array c#,,,,
74,"['c#', '.net', 'garbage-collection', 'finalizer']","{'account_id': 398185, 'reputation': 5441, 'user_id': 762730, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/Yjo9y.jpg?s=256&g=1', 'display_name': 'Sandeep', 'link': 'https://stackoverflow.com/users/762730/sandeep'}",True,14851,,13955187.0,5,45,1650622153,1355928412,1650622153.0,13954829,CC BY-SA 4.0,https://stackoverflow.com/questions/13954829/gc-collect-and-finalize,GC.Collect() and Finalize,,,,
75,"['c#', 'wpf', 'xaml', 'mvvm', 'datatrigger']","{'account_id': 81677, 'reputation': 425, 'user_id': 1277793, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e26e4c092f8347ad8184af4adbfd8d98?s=256&d=identicon&r=PG', 'display_name': 'sayo9394', 'link': 'https://stackoverflow.com/users/1277793/sayo9394'}",True,5901,,13945305.0,1,8,1650462063,1355887875,1650462063.0,13945102,CC BY-SA 4.0,https://stackoverflow.com/questions/13945102/how-to-change-wpf-rectangle-style-programatically,How to change WPF Rectangle Style Programatically,,,,
76,"['c#', 'bouncycastle']","{'account_id': 946859, 'reputation': 986, 'user_id': 973936, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://i.stack.imgur.com/9aoX6.jpg?s=256&g=1', 'display_name': 'habibalsaki', 'link': 'https://stackoverflow.com/users/973936/habibalsaki'}",True,18308,,,2,28,1650227180,1354438919,1561048486.0,13667828,CC BY-SA 4.0,https://stackoverflow.com/questions/13667828/where-is-the-bouncy-castle-api-documentation,Where is the Bouncy Castle API documentation?,,,,
77,"['c#', 'automated-tests', 'xunit.net']","{'account_id': 3504, 'reputation': 113757, 'user_id': 5056, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/315b95cdcac83705c10ea14e239aeaf5?s=256&d=identicon&r=PG', 'display_name': 'George Mauer', 'link': 'https://stackoverflow.com/users/5056/george-mauer'}",True,86942,,33778396.0,10,116,1649868814,1355265730,1559699334.0,13829737,CC BY-SA 4.0,https://stackoverflow.com/questions/13829737/run-code-once-before-and-after-all-tests-in-xunit-net,Run code once before and after ALL tests in xUnit.net,,,,
78,"['c#', 'excel', 'openxml']","{'account_id': 1582911, 'reputation': 17428, 'user_id': 1467858, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/4bb146a64ecd22ecf5bcbea343234b48?s=256&d=identicon&r=PG', 'display_name': 'horgh', 'link': 'https://stackoverflow.com/users/1467858/horgh'}",True,22683,,14063378.0,3,8,1649683885,1356597052,1495541394.0,14051642,CC BY-SA 3.0,https://stackoverflow.com/questions/14051642/how-to-set-cells-background,How to set cells&#39; background?,,,,
79,"['c#', 'parsing', 'loops', 'console']","{'account_id': 1708786, 'reputation': 2168, 'user_id': 1567269, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/7e5ef5c449437de2befaf4851a80d2a4?s=256&d=identicon&r=PG', 'display_name': 'trueCamelType', 'link': 'https://stackoverflow.com/users/1567269/truecameltype'}",True,73371,,13813188.0,4,8,1649528141,1355196337,1355197035.0,13813166,CC BY-SA 3.0,https://stackoverflow.com/questions/13813166/read-user-input-of-double-type,read user input of double type,,,,
