,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,locked_date
45,"['c#', 'asp.net']","{'account_id': 24875346, 'reputation': 1, 'user_id': 18749283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b95b7828ec90ef3ac9480b38791c102?s=256&d=identicon&r=PG', 'display_name': 'Steve Hall', 'link': 'https://stackoverflow.com/users/18749283/steve-hall'}",False,772,1,0,1666985791,1649440427,71801333,CC BY-SA 4.0,https://stackoverflow.com/questions/71801333/how-to-consume-rest-api-using-asp-net-c-api-key-and-secret-key,"How to consume REST api using ASP.NET, C#, api key and secret key",,1649455622.0,,,
46,"['c#', 'json', 'asp.net-core', 'asp.net-core-3.0', 'asp.net-core-6.0']","{'account_id': 10662839, 'reputation': 3596, 'user_id': 7850307, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9ShaI.jpg?s=256&g=1', 'display_name': 'Sergii Zhuravskyi', 'link': 'https://stackoverflow.com/users/7850307/sergii-zhuravskyi'}",True,3879,1,4,1666918795,1651247566,72060614,CC BY-SA 4.0,https://stackoverflow.com/questions/72060614/asp-net-core-6-how-to-update-option-for-json-serialization-date-format-in-json,asp .net core 6 how to update option for json serialization. Date format in Json serialization,72060721.0,1666918795.0,,,
47,"['c#', 'asp.net', 'visual-studio', 'asp.net-core', 'asp.net-web-api']","{'account_id': 13010635, 'reputation': 449, 'user_id': 9403803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/054c1b6adf672f39092480a09634a7f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'J. Reku', 'link': 'https://stackoverflow.com/users/9403803/j-reku'}",False,361,0,1,1666911309,1649404503,71793535,CC BY-SA 4.0,https://stackoverflow.com/questions/71793535/issues-visual-studio-with-wsl-debugging-for-c-asp-net-core-web-api,Issues Visual Studio with WSL debugging for C# ASP.net Core Web APi,,1649405103.0,,,
48,"['c#', 'selenium', 'proxy', 'selenium-chromedriver', 'headless']","{'account_id': 19781223, 'reputation': 11, 'user_id': 14486199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6fdd972f7397ef2b35aa9f2de3ba2a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'xMajkel', 'link': 'https://stackoverflow.com/users/14486199/xmajkel'}",False,736,1,1,1666883306,1649442516,71801689,CC BY-SA 4.0,https://stackoverflow.com/questions/71801689/selenium-headless-chrome-with-proxy-authentication,Selenium headless chrome with proxy authentication,,1651244662.0,,,
49,"['c#', 'graphql', 'hotchocolate']","{'account_id': 3533425, 'reputation': 153, 'user_id': 2952317, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/USUKO.jpg?s=256&g=1', 'display_name': 'Mike Ross', 'link': 'https://stackoverflow.com/users/2952317/mike-ross'}",False,638,1,0,1666834133,1651217005,72054215,CC BY-SA 4.0,https://stackoverflow.com/questions/72054215/hot-chocolate-graph-ql-extend-an-object-with-existing-resolvers-c,Hot Chocolate Graph QL.. Extend An Object With Existing Resolvers c#,,,,,
50,"['c#', 'asp.net-core', 'asp.net-core-mvc', '.net-6.0']","{'account_id': 4414662, 'reputation': 83, 'user_id': 3596617, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3596617', 'link': 'https://stackoverflow.com/users/3596617/user3596617'}",True,1115,2,3,1666828902,1650395542,71930150,CC BY-SA 4.0,https://stackoverflow.com/questions/71930150/returnurl-is-always-null-on-post-using-asp-net-core-6-mvc,ReturnUrl is always null on POST using ASP.NET Core 6 MVC,71934689.0,1650434258.0,,,
51,"['c#', 'interbase']","{'account_id': 3103939, 'reputation': 167, 'user_id': 2627292, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55922a84dc1f4817cfdd9048fcff897f?s=256&d=identicon&r=PG', 'display_name': 'VIRIYALA NARESH', 'link': 'https://stackoverflow.com/users/2627292/viriyala-naresh'}",False,434,2,0,1666772818,1649346395,71785197,CC BY-SA 4.0,https://stackoverflow.com/questions/71785197/how-to-connect-to-interbase-database-using-c,How to connect to InterBase database using c#,,1649417709.0,,,
52,"['c#', 'console-application', 'app-config']","{'account_id': 17693502, 'reputation': 47, 'user_id': 12844766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16dee7239645c3d6dafabaac0997390d?s=256&d=identicon&r=PG&f=1', 'display_name': 'kims9', 'link': 'https://stackoverflow.com/users/12844766/kims9'}",True,1295,1,1,1666759734,1649399813,71792643,CC BY-SA 4.0,https://stackoverflow.com/questions/71792643/where-is-my-c-console-application-app-config-file,Where is my C# console application &#39;app.config&#39; file,,1649406438.0,,,
53,"['c#', 'c++', 'winforms', 'gesture', 'touchpad']","{'account_id': 24832611, 'reputation': 41, 'user_id': 18711636, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/473a24373ed1901cf62b73c9c940e30b?s=256&d=identicon&r=PG', 'display_name': 'Mitesh Gosar', 'link': 'https://stackoverflow.com/users/18711636/mitesh-gosar'}",False,186,0,4,1666698169,1649153369,71749912,CC BY-SA 4.0,https://stackoverflow.com/questions/71749912/stop-touchpad-trackpad-3-finger-gestures-in-windows-application,Stop touchpad/trackpad 3 finger gestures in windows application,,1666698169.0,,,
54,"['c#', '.net', 'graphql', 'hotchocolate']","{'account_id': 24590500, 'reputation': 19, 'user_id': 18494480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5faf5bf1fdca76f06e749a7594f13927?s=256&d=identicon&r=PG', 'display_name': 'Mudasser', 'link': 'https://stackoverflow.com/users/18494480/mudasser'}",False,101,0,1,1666649167,1650623021,71967209,CC BY-SA 4.0,https://stackoverflow.com/questions/71967209/hot-chocolate-graphql-syntaxnode,Hot Chocolate GraphQL SyntaxNode,,1650952896.0,,,
55,"['c#', 'google-cloud-endpoints']","{'account_id': 8186131, 'reputation': 91, 'user_id': 6161905, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/631203347028122/picture?type=large', 'display_name': 'Barry Theunissen', 'link': 'https://stackoverflow.com/users/6161905/barry-theunissen'}",False,48,1,1,1666642968,1649416559,71796043,CC BY-SA 4.0,https://stackoverflow.com/questions/71796043/google-play-developer-notification,Google Play Developer Notification,,,,,
56,"['c#', 'asp.net-core']","{'account_id': 20933029, 'reputation': 11, 'user_id': 15378928, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-pZyFkEAy2OY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclZ2xxhbdVLsHEa2nc5C2b_1qSbpw/s96-c/photo.jpg?sz=256', 'display_name': 'Riya Dasgupta', 'link': 'https://stackoverflow.com/users/15378928/riya-dasgupta'}",False,55,0,0,1666603559,1650045970,71887426,CC BY-SA 4.0,https://stackoverflow.com/questions/71887426/how-to-ensure-a-file-that-an-user-uploads-was-initially-downloaded-from-the-syst,How to ensure a file that an user uploads was initially downloaded from the system,,1666603559.0,,,
57,"['c#', 'visual-studio', 'unity3d']","{'account_id': 22526959, 'reputation': 23, 'user_id': 16719595, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yWnZ2.png?s=256&g=1', 'display_name': 'L1NTHALO', 'link': 'https://stackoverflow.com/users/16719595/l1nthalo'}",False,132,2,0,1666527734,1650888971,71999402,CC BY-SA 4.0,https://stackoverflow.com/questions/71999402/make-player-slow-down-when-turning-mid-air,Make player slow down when turning mid air,,1666527734.0,,,
58,"['c#', 'linq', 'entity-framework-core', 'linq-to-entities']","{'account_id': 6320318, 'reputation': 37, 'user_id': 4908649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f792589f5219f723711152372f882dd?s=256&d=identicon&r=PG', 'display_name': 'Erhan Alankus', 'link': 'https://stackoverflow.com/users/4908649/erhan-alankus'}",False,330,1,2,1666517089,1651218503,72054486,CC BY-SA 4.0,https://stackoverflow.com/questions/72054486/is-using-ef-core-value-converter-preventing-the-contains-linq-method-from-bein,Is Using EF Core Value Converter Preventing the Contains() LINQ Method from being Translated to SQL?,,1651390289.0,,,
59,"['c#', 'unity3d', 'visual-studio-code']","{'account_id': 24881484, 'reputation': 11, 'user_id': 18754623, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/942def4d2f70ef6e606380125a14b2be?s=256&d=identicon&r=PG', 'display_name': 'Seyit S&#252;leyman Tekin', 'link': 'https://stackoverflow.com/users/18754623/seyit-s%c3%bcleyman-tekin'}",False,215,1,1,1666368014,1649501369,71807359,CC BY-SA 4.0,https://stackoverflow.com/questions/71807359/vs-code-doesnt-recognize-ontriggerenter-method,VS code doesn&#39;t recognize OnTriggerEnter method,,1649510717.0,,,
60,"['c#', 'unity3d']","{'account_id': 19517341, 'reputation': 55, 'user_id': 14279930, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj9e06bIK4B52R9vG_XMumjHs4tTkYX2u1YLRVK=k-s256', 'display_name': 'Fender Selim', 'link': 'https://stackoverflow.com/users/14279930/fender-selim'}",True,5457,2,2,1666159880,1649156069,71750529,CC BY-SA 4.0,https://stackoverflow.com/questions/71750529/unity-error-internal-build-system-error-backend-exited-with-code-1073740791,Unity error &quot;Internal build system error. Backend exited with code -1073740791.&quot; has Destroyed/Killed my Project,71750926.0,,,,
61,"['c#', 'graphql', 'azure-functions', 'hotchocolate']","{'account_id': 5103611, 'reputation': 952, 'user_id': 4092412, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/882e5257675cbf4e65746c5bd3129d01?s=256&d=identicon&r=PG&f=1', 'display_name': 'Motoko', 'link': 'https://stackoverflow.com/users/4092412/motoko'}",False,286,2,1,1666107729,1651000390,72019354,CC BY-SA 4.0,https://stackoverflow.com/questions/72019354/how-to-call-useendpoints-and-mapgraphql-for-hotchocolate-on-azure-function-i,How to call UseEndpoints() and MapGraphQL() for HotChocolate on Azure Function isolated/out-of-process?,,,,,
62,"['c#', 'asp.net', 'asynchronous', '.net-core', 'httpclient']","{'account_id': 3949714, 'reputation': 3481, 'user_id': 5069951, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/cobbs.jpg?s=256&g=1', 'display_name': 'Mohamad Haidar', 'link': 'https://stackoverflow.com/users/5069951/mohamad-haidar'}",True,1330,2,3,1666099761,1649800091,71849496,CC BY-SA 4.0,https://stackoverflow.com/questions/71849496/net-core-3-1-httpclient-does-not-reuse-sockets,.Net Core 3.1 HttpClient does not reuse sockets,71851566.0,1666099761.0,,,
63,"['c#', '.net', 'xml', 'xml-parsing']","{'account_id': 24713690, 'reputation': 5, 'user_id': 18603615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b9f936385e7d50ab557796848aafca7?s=256&d=identicon&r=PG', 'display_name': 'mayo0o', 'link': 'https://stackoverflow.com/users/18603615/mayo0o'}",True,56,1,0,1666056292,1650356435,71921761,CC BY-SA 4.0,https://stackoverflow.com/questions/71921761/check-sum-total-on-an-element,Check sum total on an element,71921872.0,1666056292.0,,,
64,"['c#', 'asp.net', 'iis', 'iis-7', 'windows-server-2008-r2']","{'account_id': 24872579, 'reputation': 11, 'user_id': 18746922, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz9aRpVM8M0bXRpjNENlRUwss2kt9O1RdIRnABx=k-s256', 'display_name': 'Eugeny', 'link': 'https://stackoverflow.com/users/18746922/eugeny'}",True,2047,2,0,1666017815,1649423736,71797706,CC BY-SA 4.0,https://stackoverflow.com/questions/71797706/asp-net-the-underlying-connection-was-closed-an-unexpected-error-occurred-on-a,ASP Net &quot;The underlying connection was closed: An unexpected error occurred on a send.&quot;,,1649424933.0,,,
65,['c#'],"{'account_id': 20533300, 'reputation': 1, 'user_id': 15070023, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjCB6WlDJsnHUdQo95aqysoVxSJqays7S-HwEsPEg=k-s256', 'display_name': 'ExlusiveMaximus', 'link': 'https://stackoverflow.com/users/15070023/exlusivemaximus'}",False,415,2,-1,1665975622,1650374382,71925642,CC BY-SA 4.0,https://stackoverflow.com/questions/71925642/system-componentmodel-win32exception-the-process-cannot-access-the-file-because,System.ComponentModel.Win32Exception The process cannot access the file because it is being used by another process.&#39;,,,,,
66,"['c#', 'json', 'blazor', 'blazor-webassembly']","{'account_id': 12810648, 'reputation': 3, 'user_id': 9268992, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1996121340629593/picture?type=large', 'display_name': 'Bal&#225;zs', 'link': 'https://stackoverflow.com/users/9268992/bal%c3%a1zs'}",True,197,1,0,1665966287,1650177151,71899811,CC BY-SA 4.0,https://stackoverflow.com/questions/71899811/blazor-retrieve-the-data-under-the-header-of-a-specified-json-file,Blazor - Retrieve the data under the header of a specified JSON file,71899862.0,1665966287.0,,,
67,"['c#', '2d', 'velocity']","{'account_id': 24941592, 'reputation': 1, 'user_id': 18807406, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5af00b919952814dc30f34321320a957?s=256&d=identicon&r=PG', 'display_name': 'jack', 'link': 'https://stackoverflow.com/users/18807406/jack'}",False,76,1,0,1665932760,1649974363,71878131,CC BY-SA 4.0,https://stackoverflow.com/questions/71878131/why-wont-my-unity-c-bullet-go-straight-and-keep-a-constant-velocity,Why won&#39;t my Unity C# bullet go straight and keep a constant velocity?,,,,,
68,"['c#', 'multithreading', 'dictionary', 'collections', 'concurrentdictionary']","{'account_id': 18348689, 'reputation': 21, 'user_id': 13363349, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Fyx0e.jpg?s=256&g=1', 'display_name': 'Programmer', 'link': 'https://stackoverflow.com/users/13363349/programmer'}",True,175,2,2,1665908637,1651247302,72060540,CC BY-SA 4.0,https://stackoverflow.com/questions/72060540/concurrent-dictionary-best-way-to-remove-collection-type-values,Concurrent dictionary best way to remove Collection type values,,1665908201.0,,,
69,"['c#', 'asp.net-core-mvc', 'azure-blob-storage']","{'account_id': 8577231, 'reputation': 569, 'user_id': 6426192, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/lPKo3.jpg?s=256&g=1', 'display_name': 'GOPAL SHARMA', 'link': 'https://stackoverflow.com/users/6426192/gopal-sharma'}",False,885,1,0,1665901070,1651038073,72023762,CC BY-SA 4.0,https://stackoverflow.com/questions/72023762/how-to-uploading-base64-byte-image-to-azure-blob-with-asp-net-core-6-mvc-usi,How to Uploading Base64 / byte[] Image to Azure Blob with ASP.NET Core 6 MVC using C#?,,,,,
70,"['c#', '.net', 'bearer-token', 'microsoft-identity-platform']","{'account_id': 16704562, 'reputation': 253, 'user_id': 12073359, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-__q3GPP3ovA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc7pK82_o-52Csw__LmezVcGtwWYQ/photo.jpg?sz=256', 'display_name': 'user12073359', 'link': 'https://stackoverflow.com/users/12073359/user12073359'}",False,403,1,0,1665819024,1651068478,72030255,CC BY-SA 4.0,https://stackoverflow.com/questions/72030255/generating-token-for-client-not-working-microsoft-identity-client,Generating token for client not working - Microsoft.Identity.Client,,1651068918.0,,,
71,"['c#', 'list', 'key-value']","{'account_id': 19082483, 'reputation': 25, 'user_id': 13934428, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-YckqNZUDL_s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucldZzxeS_om1H2RXdjJ8msVKyWaoQ/photo.jpg?sz=256', 'display_name': 'franklin richard', 'link': 'https://stackoverflow.com/users/13934428/franklin-richard'}",True,532,1,0,1665814307,1650072589,71890366,CC BY-SA 4.0,https://stackoverflow.com/questions/71890366/how-to-convert-list-of-key-value-pairs-to-list-of-string-key-value,"How to convert list of key-value pairs to list of string (key,value)",71890392.0,1665814307.0,,,
72,"['c#', 'pdf', 'report']","{'account_id': 20854844, 'reputation': 11, 'user_id': 15318458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/528f4423003e5090063c8ffd3a080f28?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jim Killian', 'link': 'https://stackoverflow.com/users/15318458/jim-killian'}",False,453,1,1,1665756596,1650577213,71961166,CC BY-SA 4.0,https://stackoverflow.com/questions/71961166/questpdf-changing-max-number-of-pages,QuestPDF: Changing max number of pages,,1651075076.0,,,
73,"['c#', 'asp.net-mvc', 'telegram', 'telegram-api', 'wtelegramclient']","{'account_id': 2622821, 'reputation': 3642, 'user_id': 2270492, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://i.stack.imgur.com/nrmif.jpg?s=256&g=1', 'display_name': 'Hemal', 'link': 'https://stackoverflow.com/users/2270492/hemal'}",True,280,1,1,1665737000,1650004092,71880781,CC BY-SA 4.0,https://stackoverflow.com/questions/71880781/wtelegramclient-when-and-where-to-enter-verification-code-after-initial-config,"WTelegramClient, when and where to enter verification code after initial config run?",,,,,
74,"['c#', 'visual-studio', 'selenium', 'google-chrome', 'selenium-webdriver']","{'account_id': 24921604, 'reputation': 1, 'user_id': 18789802, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgT3eZP9kuwvH5Py_lkNjFDCfVGbWbwZLDg50rS=k-s256', 'display_name': 'Pavel', 'link': 'https://stackoverflow.com/users/18789802/pavel'}",False,485,2,0,1665689259,1649827410,71852268,CC BY-SA 4.0,https://stackoverflow.com/questions/71852268/how-can-i-open-multiple-browser-instances-in-selenium-in-c,How can I open multiple browser instances in selenium in c#?,,1649855586.0,,,
75,"['c#', 'xaml', 'animation', 'mvvm', 'winui-3']","{'account_id': 5217166, 'reputation': 45, 'user_id': 4171735, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WDOjn.png?s=256&g=1', 'display_name': 'TimothyC', 'link': 'https://stackoverflow.com/users/4171735/timothyc'}",True,706,1,0,1665683712,1649544820,71812517,CC BY-SA 4.0,https://stackoverflow.com/questions/71812517/winui-3-desktop-mvvm-animate-textblock-on-property-change,WinUI 3 Desktop MVVM; Animate TextBlock on property change?,71827990.0,1665683712.0,,,
