,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,locked_date
46,"['c#', 'wpf', 'visual-studio']","{'account_id': 5569052, 'reputation': 925, 'user_id': 4415143, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/a719922d24ac7e6dfd417200d9edf2ac?s=256&d=identicon&r=PG&f=1', 'display_name': 'ttom', 'link': 'https://stackoverflow.com/users/4415143/ttom'}",True,722,58453433.0,1,0,1664131387,1571410588,58453397,,https://stackoverflow.com/questions/58453397/which-wpf-project-template-should-i-choose-for-vs-2019,Which WPF project template should I choose for VS 2019?,,1571429519.0,Opinion-based,,
47,"['c#', 'asp.net', 'xml', 'namespaces']","{'account_id': 4775652, 'reputation': 115, 'user_id': 3858890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3858890', 'link': 'https://stackoverflow.com/users/3858890/user3858890'}",True,943,58205024.0,2,1,1664110147,1570027549,58203917,CC BY-SA 4.0,https://stackoverflow.com/questions/58203917/the-prefix-cannot-be-redefined-from-to-url-within-the-same-start-element-t,The prefix “ cannot be redefined from ” to &lt;url&gt; within the same start element tag,1570030505.0,,,,
48,"['c#', 'json', 'serialization', '.net-core']","{'account_id': 5442090, 'reputation': 279, 'user_id': 4329873, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c806c44b8e0066ceda7df3a957e0c47?s=256&d=identicon&r=PG', 'display_name': 'Tareq Imbasher', 'link': 'https://stackoverflow.com/users/4329873/tareq-imbasher'}",True,6872,58566925.0,4,18,1664051496,1572045106,58566735,CC BY-SA 4.0,https://stackoverflow.com/questions/58566735/how-to-exclude-a-property-from-being-serialized-in-system-text-json-jsonserializ,How to exclude a property from being serialized in System.Text.Json.JsonSerializer.Serialize() using a JsonConverter,1572046344.0,,,,
49,"['c#', 'asynchronous', 'queue', 'iasyncenumerable']","{'account_id': 14333, 'reputation': 2543, 'user_id': 29408, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/f7af9c8034d5070fb2e8565c79c604b7?s=256&d=identicon&r=PG', 'display_name': 'Julian Birch', 'link': 'https://stackoverflow.com/users/29408/julian-birch'}",True,1297,58707633.0,1,4,1663789742,1571655851,58484958,CC BY-SA 4.0,https://stackoverflow.com/questions/58484958/is-there-a-c-class-like-queue-that-implements-iasyncenumerable,Is there a C# class like Queue that implements IAsyncEnumerable?,1572944109.0,,,,
50,"['c#', 'windows', 'visual-studio', 'windows-10']","{'account_id': 12535291, 'reputation': 685, 'user_id': 9122129, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oLWLH.png?s=256&g=1', 'display_name': 'ViktorMS', 'link': 'https://stackoverflow.com/users/9122129/viktorms'}",True,321,,1,1,1663701199,1572364124,58610932,CC BY-SA 4.0,https://stackoverflow.com/questions/58610932/developing-windows-10-widget-app-always-on-desktop,Developing Windows 10 widget app always on desktop,,,,,
51,"['c#', 'mainframe']","{'account_id': 15952669, 'reputation': 1, 'user_id': 11511601, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/428cf3acc02f842478fd2e716466ef92?s=256&d=identicon&r=PG&f=1', 'display_name': 'cecchi', 'link': 'https://stackoverflow.com/users/11511601/cecchi'}",False,586,,1,0,1663659164,1572037487,58565719,CC BY-SA 4.0,https://stackoverflow.com/questions/58565719/open3270-c-screen-size,Open3270 C# Screen size,1572266951.0,,,,
52,"['c#', 'android', 'xamarin', 'nlog']","{'account_id': 368384, 'reputation': 143, 'user_id': 715170, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/KhArp.jpg?s=256&g=1', 'display_name': 'bachph', 'link': 'https://stackoverflow.com/users/715170/bachph'}",True,2328,58270090.0,2,2,1663507984,1570439676,58266596,CC BY-SA 4.0,https://stackoverflow.com/questions/58266596/where-to-store-nlog-log-files-on-xamarin-android,Where to store NLog log files on Xamarin Android?,1570441908.0,,,,
53,"['c#', 'angular', 'typescript', 'asp.net-core', 'signalr']","{'account_id': 9512789, 'reputation': 126, 'user_id': 7070212, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://lh4.googleusercontent.com/-xlSnKkIptHI/AAAAAAAAAAI/AAAAAAAAABs/EVseS28xcdE/photo.jpg?sz=256', 'display_name': 'Ties Theunissen', 'link': 'https://stackoverflow.com/users/7070212/ties-theunissen'}",True,2944,,3,4,1663275284,1572519039,58641742,CC BY-SA 4.0,https://stackoverflow.com/questions/58641742/how-to-work-with-signalr-in-asp-net-core-3-0,How to work with SignalR in ASP.NET Core 3.0,1663275284.0,,,,
54,"['c#', 'visual-studio', 'file']","{'account_id': 16669474, 'reputation': 160, 'user_id': 12047322, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60e4f4b7da77bc5228b1736df9ec85fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Devon', 'link': 'https://stackoverflow.com/users/12047322/devon'}",True,424,58774247.0,2,2,1663252096,1570816146,58346234,CC BY-SA 4.0,https://stackoverflow.com/questions/58346234/how-to-set-an-entire-folder-of-files-to-copy-always-or-how-to-make-files-come-i,How to set an entire folder of files to copy always (or how to make files come in copy always as default) in Visual Studio 2019,1570817156.0,,,,
55,"['java', 'c#', 'android', 'unity3d']","{'account_id': 16854332, 'reputation': 21, 'user_id': 12186491, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCU3471_AB7mIW0mGVBCuCPl9AGH4pj3IiOzwDZug=k-s256', 'display_name': 'Umar Faiz Daniel', 'link': 'https://stackoverflow.com/users/12186491/umar-faiz-daniel'}",False,178,,0,0,1663232475,1570734788,58329672,CC BY-SA 4.0,https://stackoverflow.com/questions/58329672/error-when-running-unity-project-vuforia-as-a-library-in-android-studio,Error when running Unity Project (Vuforia) as a library in Android Studio,,,,,
56,['c#'],"{'account_id': 12535281, 'reputation': 421, 'user_id': 9965330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/98aa2785e28665f32e5e04a0c8a274c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thuan Nguyen', 'link': 'https://stackoverflow.com/users/9965330/thuan-nguyen'}",False,126,,1,0,1663198887,1571669363,58488837,CC BY-SA 4.0,https://stackoverflow.com/questions/58488837/c-select-scope-identity-always-returns-null-even-though-raw-sql-works-fine,c# select scope_identity() always returns null even though raw sql works fine,,,,,
57,"['c#', 'json.net', '.net-core-3.0', 'system.text.json']","{'account_id': 281715, 'reputation': 3720, 'user_id': 578178, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/zW7of.jpg?s=256&g=1', 'display_name': 'Kamran Shahid', 'link': 'https://stackoverflow.com/users/578178/kamran-shahid'}",True,3414,58550099.0,1,6,1663097933,1571814594,58517294,CC BY-SA 4.0,https://stackoverflow.com/questions/58517294/equivalent-of-default-value-during-converting-my-newtonsoft-implementation-to-ne,equivalent of default value during Converting my newtonsoft implementation to new JSON library in .net core 3.0,1574708185.0,,,,
58,"['c#', 'asp.net-core', 'mstest']","{'account_id': 4417, 'reputation': 2051, 'user_id': 6617, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/2693cc82fbfa4330adef2769ef0e8801?s=256&d=identicon&r=PG', 'display_name': 'Mike Becatti', 'link': 'https://stackoverflow.com/users/6617/mike-becatti'}",True,3045,58629948.0,3,3,1663065210,1572449082,58628712,CC BY-SA 4.0,https://stackoverflow.com/questions/58628712/set-system-diagnostics-activity-current-in-ms-unit-tests-net-core,Set System.Diagnostics.Activity.Current in MS Unit Tests (.NET Core),1572450106.0,,,,
59,"['c#', 'docker', '.net-core-3.0']","{'account_id': 5267752, 'reputation': 307, 'user_id': 4207084, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48d7dd6ea581859417fbd35a0f8cc9d7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amir', 'link': 'https://stackoverflow.com/users/4207084/amir'}",True,5656,58512168.0,3,10,1662744408,1570743689,58331464,CC BY-SA 4.0,https://stackoverflow.com/questions/58331464/backgroundservice-class-running-in-docker-linux-container-does-not-shutdown-grac,BackgroundService class running in Docker linux container does not shutdown gracefully,1570814810.0,,,,
60,"['c#', 'hash', '.net-core', 'asp.net-identity']","{'account_id': 13792206, 'reputation': 103, 'user_id': 9954325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1e2cab2157159643271deb1682a677f?s=256&d=identicon&r=PG', 'display_name': 'Chase', 'link': 'https://stackoverflow.com/users/9954325/chase'}",True,592,73634688.0,1,5,1662618799,1572470774,58633858,CC BY-SA 4.0,https://stackoverflow.com/questions/58633858/why-do-identity-framework-core-hashed-passwords-all-start-the-same,Why do identity framework core hashed passwords all start the same?,1572471806.0,,,,
61,"['c#', 'asynchronous', 'cancellation', 'c#-8.0', 'iasyncenumerable']","{'account_id': 15495526, 'reputation': 28946, 'user_id': 11178549, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ePjRo.png?s=256&g=1', 'display_name': 'Theodor Zoulias', 'link': 'https://stackoverflow.com/users/11178549/theodor-zoulias'}",True,8020,58237149.0,3,10,1662600700,1570185589,58234775,CC BY-SA 4.0,https://stackoverflow.com/questions/58234775/how-to-force-an-iasyncenumerable-to-respect-a-cancellationtoken,How to force an IAsyncEnumerable to respect a CancellationToken,1662600700.0,,,,
62,"['c#', 'browser', 'blazor', 'blazor-server-side']","{'account_id': 16335698, 'reputation': 113, 'user_id': 11797993, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01b0175b8eeddb1851dd0fae097638ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abdullah', 'link': 'https://stackoverflow.com/users/11797993/abdullah'}",True,10460,,3,7,1662555043,1571849144,58527572,CC BY-SA 4.0,https://stackoverflow.com/questions/58527572/is-there-a-way-to-get-a-file-stream-to-download-to-the-browser-in-blazor,Is there a way to get a file stream to download to the browser in Blazor?,1571897738.0,,,,
63,"['c#', 'opencv', 'k-means']","{'account_id': 3019300, 'reputation': 43, 'user_id': 2560705, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://graph.facebook.com/1496964541/picture?type=large', 'display_name': 'Andrea Caroppo', 'link': 'https://stackoverflow.com/users/2560705/andrea-caroppo'}",True,631,,1,0,1662539110,1570115027,58221925,CC BY-SA 4.0,https://stackoverflow.com/questions/58221925/acces-to-centroid-cluster-color-after-k-means-in-c,Acces to centroid cluster color after K-means in C#,1662539110.0,,,,
64,"['c#', 'entity-framework-core-3.0']","{'account_id': 135829, 'reputation': 1506, 'user_id': 338944, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/KVVmq.jpg?s=256&g=1', 'display_name': 'Ashok kumar', 'link': 'https://stackoverflow.com/users/338944/ashok-kumar'}",True,7047,58654101.0,2,5,1662464491,1572415799,58619554,CC BY-SA 4.0,https://stackoverflow.com/questions/58619554/my-context-does-not-inherit-from-dbcontext-in-entity-framework-core,My Context does not inherit from DbContext in Entity Framework Core,,,,,
65,"['c#', 'asp.net-core', '.net-core', 'model-binding']","{'account_id': 1842394, 'reputation': 25689, 'user_id': 1671558, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/cNgN2.png?s=256&g=1', 'display_name': 'Ilya Chernomordik', 'link': 'https://stackoverflow.com/users/1671558/ilya-chernomordik'}",True,3286,58748036.0,5,20,1662391145,1572529646,58644745,CC BY-SA 4.0,https://stackoverflow.com/questions/58644745/how-to-differentiate-between-null-and-non-existing-data-in-json-in-asp-net-core,How to differentiate between null and non existing data in JSON in Asp.Net Core model binding?,,,,,
66,"['c#', 'unity3d']","{'account_id': 7336438, 'reputation': 359, 'user_id': 5587663, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1867f99512d06a7faa89aa1fc573a926?s=256&d=identicon&r=PG&f=1', 'display_name': 'TIANLUN ZHU', 'link': 'https://stackoverflow.com/users/5587663/tianlun-zhu'}",True,1686,58452636.0,2,2,1662346025,1571407797,58452586,CC BY-SA 4.0,https://stackoverflow.com/questions/58452586/how-to-let-gravity-work-in-editor-mode-in-unity3d,How to let gravity work in editor mode in Unity3D,,,,,
67,"['c#', 'asp.net-core']","{'account_id': 11738688, 'reputation': 3385, 'user_id': 13677853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb8109a798cab3a2c53568ee21cb8ef4?s=256&d=identicon&r=PG&f=1', 'display_name': 'nop', 'link': 'https://stackoverflow.com/users/13677853/nop'}",True,1103,58524477.0,2,0,1662160776,1571828320,58521320,CC BY-SA 4.0,https://stackoverflow.com/questions/58521320/the-instance-of-entity-type-bot-cannot-be-tracked-because-another-instance-wit,The instance of entity type &#39;Bot&#39; cannot be tracked because another instance with the same key value for {&#39;Id&#39;},1662160776.0,,,,
68,"['c#', 'elasticsearch', 'asp.net-core', 'nest', 'elastic-stack']","{'account_id': 7040019, 'reputation': 3764, 'user_id': 5392786, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://lh3.googleusercontent.com/-938kbcyvNu0/AAAAAAAAAAI/AAAAAAAAAF0/prkDhzgAJAE/photo.jpg?sz=256', 'display_name': 'Andy Furniss', 'link': 'https://stackoverflow.com/users/5392786/andy-furniss'}",True,437,,2,1,1662057659,1570888634,58354879,CC BY-SA 4.0,https://stackoverflow.com/questions/58354879/elastic-nest-daterange-query-seems-relatively-slow,Elastic NEST DateRange query seems relatively slow,1571042700.0,,,,
69,"['c#', 'unit-testing', '.net-standard-2.0']","{'account_id': 7899279, 'reputation': 841, 'user_id': 5966840, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/df6ef1526a40dc90d485f989c73caad4?s=256&d=identicon&r=PG&f=1', 'display_name': 'J.Paravicini', 'link': 'https://stackoverflow.com/users/5966840/j-paravicini'}",True,6451,58273939.0,3,9,1661974033,1570465552,58273565,CC BY-SA 4.0,https://stackoverflow.com/questions/58273565/how-to-correctly-implement-unit-tests-for-net-standard-library,How to correctly implement unit tests for .net Standard Library,,,,,
70,"['c#', 'reflection']","{'account_id': 16960628, 'reputation': 1, 'user_id': 12267865, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-TPV8LluTPc0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfGWoBmoFfQoL0IlBNpfnnOTmT9MA/photo.jpg?sz=256', 'display_name': 'flyhighandlong', 'link': 'https://stackoverflow.com/users/12267865/flyhighandlong'}",False,113,,1,-4,1661969097,1571910994,58538803,CC BY-SA 4.0,https://stackoverflow.com/questions/58538803/how-to-call-this-function-with-reflection-method-parameters-are-delegates-and-ge,How to call this function with reflection method，Parameters are delegates and generics,1571975067.0,,,,
71,"['c#', 'asp.net-mvc']","{'account_id': 4746291, 'reputation': 109, 'user_id': 3837567, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1b7ad466ff22ceca177851a51a1ab68?s=256&d=identicon&r=PG&f=1', 'display_name': 'Carthax', 'link': 'https://stackoverflow.com/users/3837567/carthax'}",True,2334,58526639.0,4,1,1661884053,1571778103,58512264,CC BY-SA 4.0,https://stackoverflow.com/questions/58512264/cannot-compile-my-webapp-due-to-error-in-index-d-ts,Cannot compile my webapp due to error in index.d.ts,,,,,
72,"['c#', 'nuget-package']","{'account_id': 17005615, 'reputation': 9, 'user_id': 12301879, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCrp8Lzr34ae9Y6TexbuP7vGVKSM3pUTNwe1vR6=k-s256', 'display_name': 'JUstLearning', 'link': 'https://stackoverflow.com/users/12301879/justlearning'}",True,4052,,2,-2,1661818206,1572509190,58639098,CC BY-SA 4.0,https://stackoverflow.com/questions/58639098/specify-a-nuget-package-source-in-vs-code,Specify a Nuget package source in vs code,1572509991.0,,,,
73,"['c#', 'oracle', 'web-config', 'odp.net', 'machine.config']","{'account_id': 6174082, 'reputation': 307, 'user_id': 4812114, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6suJc.jpg?s=256&g=1', 'display_name': 'Andr&#233; Luiz', 'link': 'https://stackoverflow.com/users/4812114/andr%c3%a9-luiz'}",True,2577,60341437.0,1,1,1661797080,1570716632,58324931,CC BY-SA 4.0,https://stackoverflow.com/questions/58324931/how-to-replace-the-oracle-manageddataaccess-client-section-of-machine-config-w,How to replace the &quot;oracle.manageddataaccess.client&quot; section of machine.config with web.config section,,,,,
74,"['c#', '.net-core', 'reflection.emit']","{'account_id': 74811, 'reputation': 13425, 'user_id': 214796, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d05177bba9d853a9c546c4a965085e99?s=256&d=identicon&r=PG', 'display_name': 'Collin Dauphinee', 'link': 'https://stackoverflow.com/users/214796/collin-dauphinee'}",False,174,,1,1,1661303195,1572303805,58599459,CC BY-SA 4.0,https://stackoverflow.com/questions/58599459/how-can-i-detect-runtime-code-generation-in-net-core,How can I detect runtime code generation in .NET Core?,1572304325.0,,,,
75,"['c#', 'asp.net', 'nuget-package-restore']","{'account_id': 16994196, 'reputation': 31, 'user_id': 12293075, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6422cbebcfdd57785282f18e76807b4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'BenjaminMNoer', 'link': 'https://stackoverflow.com/users/12293075/benjaminmnoer'}",False,14798,,2,3,1661008045,1572374688,58613608,CC BY-SA 4.0,https://stackoverflow.com/questions/58613608/nu1202-package-is-not-compatible-with-netcoreapp2-0-netcoreapp-version-v3-0,"NU1202: Package is not compatible with netcoreapp2.0 (.NETCoreApp,Version=v3.0)",1572376545.0,,,,
