,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date
50,"['c#', 'asp.net', 'postbackurl']","{'account_id': 337348, 'reputation': 1084, 'user_id': 665562, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4b05e7aea4c3fb5f5151f223e4414d16?s=256&d=identicon&r=PG', 'display_name': 'andrew', 'link': 'https://stackoverflow.com/users/665562/andrew'}",True,2815,1,0,1658316813,1342689166,1342873644.0,11557554,,https://stackoverflow.com/questions/11557554/postback-url-not-working-live-but-does-in-test,postback url not working live but does in test,11557698.0,1658332881.0,Not suitable for this site,,
51,"['c#', '.net', 'winforms', 'datagridview']","{'account_id': 1211433, 'reputation': 33582, 'user_id': 1179880, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/02d09848db9f59fa45d61d9c4100e779?s=256&d=identicon&r=PG', 'display_name': 'whytheq', 'link': 'https://stackoverflow.com/users/1179880/whytheq'}",True,60998,6,14,1658048167,1343047427,1658048167.0,11612791,CC BY-SA 4.0,https://stackoverflow.com/questions/11612791/datagridview-rowcount-vs-rows-count,DataGridView RowCount vs Rows.Count,11612869.0,,,,
52,"['c#', 'sql-server', 'datetime-format']","{'account_id': 1531620, 'reputation': 1887, 'user_id': 1428692, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c5ec98e0d1778986098f1a1106e3183e?s=256&d=identicon&r=PG', 'display_name': 'weskpga', 'link': 'https://stackoverflow.com/users/1428692/weskpga'}",True,57652,6,10,1658025738,1342649765,1520601237.0,11551185,CC BY-SA 3.0,https://stackoverflow.com/questions/11551185/converting-a-string-to-datetime-from-yyyy-mm-dd,Converting a string to datetime from &quot;yyyy-MM-dd&quot;,11551225.0,,,,
53,"['c#', 'image', 'multidimensional-array', 'graphic', 'waveform']","{'account_id': 1173484, 'reputation': 285, 'user_id': 1150071, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/58e166964cdaf7842c2b25bf3b1ad623?s=256&d=identicon&r=PG', 'display_name': 'user1150071', 'link': 'https://stackoverflow.com/users/1150071/user1150071'}",True,1747,1,1,1657883198,1341511205,1341668232.0,11349920,CC BY-SA 3.0,https://stackoverflow.com/questions/11349920/how-to-get-values-from-a-scanned-ecg-image,how to get values From a scanned ECG image?,,,,,
54,"['c#', 'ip']","{'account_id': 116416, 'reputation': 1377, 'user_id': 305277, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/nHt6R.jpg?s=256&g=1', 'display_name': 'Stephen Murby', 'link': 'https://stackoverflow.com/users/305277/stephen-murby'}",True,99867,12,64,1657142927,1341921987,1620076648.0,11412956,CC BY-SA 4.0,https://stackoverflow.com/questions/11412956/what-is-the-best-way-of-validating-an-ip-address,What is the best way of validating an IP Address?,11412991.0,,,,
55,"['c#', '.net', 'sql-server-2008', 'c#-4.0']","{'account_id': 152422, 'reputation': 2609, 'user_id': 366947, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ba7aa152d02c72feb930e53763c65d05?s=256&d=identicon&r=PG', 'display_name': 'Pradeep', 'link': 'https://stackoverflow.com/users/366947/pradeep'}",True,85494,7,86,1656934811,1342100284,1528470025.0,11453066,CC BY-SA 4.0,https://stackoverflow.com/questions/11453066/error-the-transaction-associated-with-the-current-connection-has-completed-but,Error - The transaction associated with the current connection has completed but has not been disposed,,,,,
56,"['c#', 'data-structures']","{'account_id': 251722, 'reputation': 19220, 'user_id': 529310, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/GahDY.png?s=256&g=1', 'display_name': 'KMC', 'link': 'https://stackoverflow.com/users/529310/kmc'}",True,1110,1,4,1656830788,1343458578,1656830788.0,11699005,CC BY-SA 4.0,https://stackoverflow.com/questions/11699005/why-is-bool-4-bytes-in-marshal-sizeof-while-char-is-only-1,Why is bool 4 bytes in Marshal.SizeOf while char is only 1?,11699180.0,,,,
57,"['c#', 'visual-studio-2010']","{'account_id': 47587, 'reputation': 16331, 'user_id': 141022, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/add11e55f296bf74058d1d6b90d1a58b?s=256&d=identicon&r=PG', 'display_name': 'Alex KeySmith', 'link': 'https://stackoverflow.com/users/141022/alex-keysmith'}",True,1018,6,2,1656607678,1343733215,1520528234.0,11738834,CC BY-SA 3.0,https://stackoverflow.com/questions/11738834/is-it-possible-to-trigger-conditional-compiler-warnings-similar-to-obsolete-b,"Is it possible to trigger conditional compiler warnings similar to &quot;Obsolete&quot;, but with different meanings?",11738885.0,,,,
58,"['c#', 'message']","{'account_id': 84181, 'reputation': 787, 'user_id': 235500, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/f7b656e2c54f09ce40772109c50b9ead?s=256&d=identicon&r=PG', 'display_name': 'Hamid', 'link': 'https://stackoverflow.com/users/235500/hamid'}",True,37490,5,14,1656561632,1341564335,1566640286.0,11358841,CC BY-SA 4.0,https://stackoverflow.com/questions/11358841/send-receive-message-to-from-two-running-application,Send/Receive message To/From two running application,11359289.0,,,,
59,"['c#', 'web-services', 'soap', 'xsd', 'wsdl']","{'account_id': 1649684, 'reputation': 43, 'user_id': 1520516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ff1f0de2902f21b97d48c9c9d52bc13?s=256&d=identicon&r=PG', 'display_name': 'Liz Engelke', 'link': 'https://stackoverflow.com/users/1520516/liz-engelke'}",True,13802,3,4,1656518668,1343733569,1344234709.0,11738936,CC BY-SA 3.0,https://stackoverflow.com/questions/11738936/empty-response-from-web-service-wsdl-soap,Empty Response from web service (WSDL SOAP),11877679.0,,,,
60,"['c#', 'arrays', 'rows']","{'account_id': 110029, 'reputation': 549, 'user_id': 291322, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/7f64fa1106a3593e8cceddc5374f1b68?s=256&d=identicon&r=PG', 'display_name': 'mayap', 'link': 'https://stackoverflow.com/users/291322/mayap'}",False,8503,2,-1,1656014480,1343133087,,11630926,CC BY-SA 3.0,https://stackoverflow.com/questions/11630926/c-how-to-invert-two-dimensional-array,c# - how to invert two dimensional array,,,,,
61,"['c#', '.net']","{'account_id': 207361, 'reputation': 23452, 'user_id': 457172, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/5d299e5e519f4b916dd606dec782955a?s=256&d=identicon&r=PG', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/457172/martin'}",True,18995,5,6,1655845039,1342805070,1574112387.0,11584148,CC BY-SA 4.0,https://stackoverflow.com/questions/11584148/how-to-convert-a-string-containing-escape-characters-to-a-string,How to convert a string containing escape characters to a string,11584397.0,,,,
62,"['c#', 'wcf', 'message']","{'account_id': 1681629, 'reputation': 41, 'user_id': 1545748, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/800e62ffbfb76ccfa868297fa44d6ade?s=256&d=identicon&r=PG', 'display_name': 'user1545748', 'link': 'https://stackoverflow.com/users/1545748/user1545748'}",True,7323,3,4,1655734645,1343045273,1343048031.0,11612219,CC BY-SA 3.0,https://stackoverflow.com/questions/11612219/getting-wcf-message-body-before-deserialization,Getting WCF message body before deserialization,,,,,
63,"['c#', 'asp.net', 'dataset', 'unpivot']","{'account_id': 1360949, 'reputation': 1718, 'user_id': 1298342, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b36ceb7253a9cf66a5967ee73255a2c2?s=256&d=identicon&r=PG&f=1', 'display_name': 'kk1076', 'link': 'https://stackoverflow.com/users/1298342/kk1076'}",True,7198,3,3,1655665120,1341227251,1341232070.0,11292426,CC BY-SA 3.0,https://stackoverflow.com/questions/11292426/unpivot-dataset-using-c,Unpivot dataset using C#,,,,,
64,"['c#', 'sql-server-2008', 'ssis', 'custom-component']","{'account_id': 1176972, 'reputation': 2322, 'user_id': 1152734, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/2142caff95fdb27c22f25e1080d4ea95?s=256&d=identicon&r=PG', 'display_name': 'rvphx', 'link': 'https://stackoverflow.com/users/1152734/rvphx'}",False,7287,1,0,1655550395,1343338818,,11678438,CC BY-SA 3.0,https://stackoverflow.com/questions/11678438/ssis-script-task-get-all-the-variable-names-and-values,SSIS Script task get all the variable names and values,,,,,
65,"['c#', '.net', 'performance', 'collections']","{'account_id': 392632, 'reputation': 681, 'user_id': 754018, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/31gCt.jpg?s=256&g=1', 'display_name': 'Rusty Shackleford', 'link': 'https://stackoverflow.com/users/754018/rusty-shackleford'}",True,3774,1,8,1655490661,1343404262,1495535462.0,11691342,CC BY-SA 3.0,https://stackoverflow.com/questions/11691342/how-to-get-the-closest-item-to-my-key-from-a-sorteddictionary,How to get the closest item to my key from a SortedDictionary?,11696066.0,,,,
66,"['c#', 'asp.net', 'authentication']","{'account_id': 1553270, 'reputation': 115, 'user_id': 1445166, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/b12184629b61a4ee918c3260665a03fd?s=256&d=identicon&r=PG', 'display_name': 'Falcko', 'link': 'https://stackoverflow.com/users/1445166/falcko'}",True,17864,5,6,1655481938,1343641716,,11718980,CC BY-SA 3.0,https://stackoverflow.com/questions/11718980/formsauthentication-signout-does-not-work,FormsAuthentication.SignOut() does not work,11720299.0,,,,
67,"['c#', 'resharper', 'resharper-5.1']","{'account_id': 1653239, 'reputation': 1296, 'user_id': 1523402, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/da97a3780187395ff3d5af65e6bf6702?s=256&d=identicon&r=PG', 'display_name': 'thersch', 'link': 'https://stackoverflow.com/users/1523402/thersch'}",True,746,1,4,1655351046,1342617561,1655351046.0,11542385,CC BY-SA 4.0,https://stackoverflow.com/questions/11542385/move-class-into-another-class-by-resharper,Move class into another class by ReSharper,11542784.0,,,,
68,"['c#', 'asp.net']","{'account_id': 194877, 'reputation': 5110, 'user_id': 437456, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4f94c406a23f583b2bde99f8554db54d?s=256&d=identicon&r=PG', 'display_name': 'DMac the Destroyer', 'link': 'https://stackoverflow.com/users/437456/dmac-the-destroyer'}",True,13909,4,24,1655038399,1343425951,1343427050.0,11696130,CC BY-SA 3.0,https://stackoverflow.com/questions/11696130/can-i-get-the-standard-currency-format-to-use-a-negative-sign-instead-of-parenth,Can I get the standard currency format to use a negative sign instead of parentheses?,11696363.0,,,,
69,"['c#', 'wcf', 'async-await', 'task-parallel-library', 'parallel.foreach']","{'account_id': 50115, 'reputation': 12048, 'user_id': 149358, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/b1e45f43831a8a7d53b102b495db1dab?s=256&d=identicon&r=PG', 'display_name': 'Darthg8r', 'link': 'https://stackoverflow.com/users/149358/darthg8r'}",True,165311,11,225,1654859796,1342712836,1479927947.0,11564506,,https://stackoverflow.com/questions/11564506/nesting-await-in-parallel-foreach,Nesting await in Parallel.ForEach,11565317.0,1644929622.0,Duplicate,,
70,"['c#', 'asp.net-mvc', 'formatting', 'string-formatting']","{'account_id': 30802, 'reputation': 36554, 'user_id': 84206, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/144fd462785db33cf6665cafd54101c7?s=256&d=identicon&r=PG', 'display_name': 'AaronLS', 'link': 'https://stackoverflow.com/users/84206/aaronls'}",True,8731,2,2,1654844488,1342711304,,11564008,CC BY-SA 3.0,https://stackoverflow.com/questions/11564008/dataformatstring-for-percent-with-decimals-only-when-needed,DataFormatString for percent with decimals only when needed?,11564124.0,,,,
71,['c#'],"{'account_id': 968045, 'reputation': 2536, 'user_id': 991120, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/AaKHt.jpg?s=256&g=1', 'display_name': 'Running Rabbit', 'link': 'https://stackoverflow.com/users/991120/running-rabbit'}",True,12414,8,2,1654726631,1343316357,1654726631.0,11672679,CC BY-SA 4.0,https://stackoverflow.com/questions/11672679/how-to-get-the-last-index-of-a-string-value,How to get the last index of a string value,11673351.0,,,,
72,"['c#', 'events', 'delegates', 'initializer']","{'account_id': 1582911, 'reputation': 17428, 'user_id': 1467858, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/4bb146a64ecd22ecf5bcbea343234b48?s=256&d=identicon&r=PG', 'display_name': 'horgh', 'link': 'https://stackoverflow.com/users/1467858/horgh'}",True,2562,2,2,1654669293,1343358006,,11680877,CC BY-SA 3.0,https://stackoverflow.com/questions/11680877/event-default-initializer,Event default initializer,11680892.0,,,,
73,"['c#', 'winforms', 'mdi']","{'account_id': 1353848, 'reputation': 2452, 'user_id': 1292656, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/b440eef242294a1ce34e80fedb39057e?s=256&d=identicon&r=PG', 'display_name': 'user1292656', 'link': 'https://stackoverflow.com/users/1292656/user1292656'}",True,24659,7,3,1654645612,1341310649,1596319491.0,11308821,CC BY-SA 4.0,https://stackoverflow.com/questions/11308821/loop-through-all-mdi-children-and-close-all-other-forms-except-the-current,Loop through all MDI children and close all other forms except the current,11308904.0,,,,
74,"['c#', '.net']","{'account_id': 1675044, 'reputation': 293, 'user_id': 1540788, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8d2795eff57881af26148aebadf8208?s=256&d=identicon&r=PG', 'display_name': 'Major Marcell', 'link': 'https://stackoverflow.com/users/1540788/major-marcell'}",True,25309,4,29,1654410163,1342790116,1342806813.0,11580128,CC BY-SA 3.0,https://stackoverflow.com/questions/11580128/how-to-convert-sid-to-string-in-net,How to convert SID to String in .net,11580537.0,,,,
75,['c#'],"{'account_id': 938248, 'reputation': 2338, 'user_id': 966786, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/3ae80f65b0858963ce9c4211087db110?s=256&d=identicon&r=PG', 'display_name': 'metacircle', 'link': 'https://stackoverflow.com/users/966786/metacircle'}",True,218907,14,91,1654239502,1342699400,,11560465,CC BY-SA 3.0,https://stackoverflow.com/questions/11560465/parse-strings-to-double-with-comma-and-point,Parse strings to double with comma and point,11560634.0,,,,
76,"['c#', 'windows-phone-7', 'restsharp']","{'account_id': 1366231, 'reputation': 883, 'user_id': 1302598, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/5df2cdb493a0f7e14fef92f4befdca29?s=256&d=identicon&r=PG', 'display_name': 'Ashish', 'link': 'https://stackoverflow.com/users/1302598/ashish'}",True,164907,6,51,1653902123,1341858266,1381826165.0,11400879,CC BY-SA 3.0,https://stackoverflow.com/questions/11400879/how-to-post-request-using-restsharp,How to POST request using RestSharp,,,,,
77,"['c#', 'windows-services', 'quartz.net', 'quartz.net-2.0']","{'account_id': 51614, 'reputation': 3696, 'user_id': 154262, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/c910b6d853b0864549ec4e11c6192613?s=256&d=identicon&r=PG', 'display_name': 'SpaceBison', 'link': 'https://stackoverflow.com/users/154262/spacebison'}",True,2681,2,4,1653654496,1343247071,1653654496.0,11657840,CC BY-SA 4.0,https://stackoverflow.com/questions/11657840/scheduler-doesnt-execute-job-doesnt-appear-to-even-register-it,"Scheduler doesn&#39;t execute job, doesn&#39;t appear to even register it",11689932.0,,,,
78,"['c#', 'mysql', 'utf-8', 'character-encoding']","{'account_id': 385593, 'reputation': 405, 'user_id': 742817, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/314602b97a4dd907d3e65c392cd68fa0?s=256&d=identicon&r=PG', 'display_name': 'T4mer', 'link': 'https://stackoverflow.com/users/742817/t4mer'}",True,55631,8,21,1653599513,1343396901,,11689129,CC BY-SA 3.0,https://stackoverflow.com/questions/11689129/c-mysql-utf8-encoding,C# Mysql UTF8 Encoding,,,,,
79,"['c#', 'amazon-s3']","{'account_id': 45853, 'reputation': 813, 'user_id': 135322, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/59e4195015042f79c607c83f769f9697?s=256&d=identicon&r=PG', 'display_name': 'Mitciv', 'link': 'https://stackoverflow.com/users/135322/mitciv'}",True,12270,4,8,1653411485,1342402713,1342415929.0,11497177,CC BY-SA 3.0,https://stackoverflow.com/questions/11497177/c-httpwebrequest-date-header-formatting,C# HttpWebRequest Date Header Formatting,11498051.0,,,,
80,"['c#', 'sql-server', 'uniqueidentifier']","{'account_id': 553036, 'reputation': 4350, 'user_id': 918348, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/02040afbf766e2bef0851f90f890c869?s=256&d=identicon&r=PG', 'display_name': 'TheGateKeeper', 'link': 'https://stackoverflow.com/users/918348/thegatekeeper'}",True,29595,3,8,1653331788,1343662263,,11724614,CC BY-SA 3.0,https://stackoverflow.com/questions/11724614/passing-uniqueidentifier-parameter-to-stored-procedure,Passing uniqueidentifier parameter to Stored Procedure,11724648.0,,,,
