,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,bounty_amount,bounty_closes_date,closed_date,closed_reason
46,"['c#', 'graphql', 'response', 'hotchocolate']","{'account_id': 26688702, 'reputation': 3, 'user_id': 20297598, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e811056f4d13b2b9f5154c118dd6d816?s=256&d=identicon&r=PG', 'display_name': 'Alexey Savelyev', 'link': 'https://stackoverflow.com/users/20297598/alexey-savelyev'}",True,57,74454973.0,1,0,1668571172,1666327063,74148813,CC BY-SA 4.0,https://stackoverflow.com/questions/74148813/how-can-i-receive-a-data-from-response-using-graphql-and-net,How can i receive a data from response using GraphQL and .NET,,,,,
47,"['c#', 'arrays', 'json', 'transform']","{'account_id': 7368821, 'reputation': 25, 'user_id': 5609717, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-EQjGQunFLZo/AAAAAAAAAAI/AAAAAAAAAJE/fVP5SAXUx3M/photo.jpg?sz=256', 'display_name': 'bruce neiman', 'link': 'https://stackoverflow.com/users/5609717/bruce-neiman'}",False,33,,1,0,1668555241,1666813083,74213388,CC BY-SA 4.0,https://stackoverflow.com/questions/74213388/just-for-json-loop-arrays-while-looping-through-an-array,JUST for JSON Loop arrays while looping through an array,,,,,
48,"['c#', 'powershell', 'amazon-s3', 'amazon-ec2']","{'account_id': 137871, 'reputation': 1129, 'user_id': 342390, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/ee3c163d02890791e651953a5527284b?s=256&d=identicon&r=PG', 'display_name': 'Vinay Pandey', 'link': 'https://stackoverflow.com/users/342390/vinay-pandey'}",True,22,74452118.0,1,0,1668546153,1666634170,74185025,CC BY-SA 4.0,https://stackoverflow.com/questions/74185025/program-to-downloading-a-file-from-s3-to-remote-ec2-instance-of-windows,Program to downloading a file from S3 to remote EC2 Instance of Windows,,,,,
49,"['c#', 'asp.net', 'asp.net-core', 'active-directory', 'ldap']","{'account_id': 18450627, 'reputation': 779, 'user_id': 13440841, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7fdd03f3fe9e1c495551063d8b8da2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marvin Klein', 'link': 'https://stackoverflow.com/users/13440841/marvin-klein'}",True,105,74066905.0,1,1,1668526941,1665735240,74066273,CC BY-SA 4.0,https://stackoverflow.com/questions/74066273/crossplattform-way-to-check-active-directory-in-asp-net-core-6,Crossplattform way to check active directory in ASP.NET Core 6,1668526941.0,,,,
50,"['c#', 'maui']","{'account_id': 6049736, 'reputation': 13, 'user_id': 16027043, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6b91ed1aa681456fa93e490a1d852f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Xasya', 'link': 'https://stackoverflow.com/users/16027043/xasya'}",True,63,74446479.0,2,1,1668518929,1666694839,74192874,CC BY-SA 4.0,https://stackoverflow.com/questions/74192874/maui-how-to-use-keyevent-callback-in-an-android-app,MAUI How to use KeyEvent.Callback in an Android app,,,,,
51,"['c#', 'vue.js', 'asp.net-core', 'iis', '.net-6.0']","{'account_id': 13836897, 'reputation': 166, 'user_id': 10220116, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-gipnp5GjChs/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7pX7QMXLMbP46kVdEgQL_NoFLfr-A/mo/photo.jpg?sz=256', 'display_name': 'Daniele Tentoni', 'link': 'https://stackoverflow.com/users/10220116/daniele-tentoni'}",False,197,,1,1,1668513658,1664885050,73947585,CC BY-SA 4.0,https://stackoverflow.com/questions/73947585/asp-net-core-web-api-and-vue-js-client-with-iis,Asp.Net Core Web Api and Vue.js client with IIS,1664890801.0,,,,
52,"['c#', '.net', 'async-await', 'polly', 'retry-logic']","{'account_id': 16726667, 'reputation': 1233, 'user_id': 12090115, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ejzmX.png?s=256&g=1', 'display_name': 'Hulkstance', 'link': 'https://stackoverflow.com/users/12090115/hulkstance'}",True,67,74444677.0,2,2,1668511389,1666601703,74178685,CC BY-SA 4.0,https://stackoverflow.com/questions/74178685/resultt-if-result-has-faulted-throw-an-exception-in-order-to-trigger-polly,"Result&lt;T&gt; - if result has faulted, throw an exception in order to trigger Polly retries",1668510880.0,,,,
53,"['c#', 'database', 'email', 'smtp', 'background-task']","{'account_id': 11707068, 'reputation': 111, 'user_id': 8570284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a52123a259ec58d674ef732a037c3dc9?s=256&d=identicon&r=PG&f=1', 'display_name': 'CodingNeeded', 'link': 'https://stackoverflow.com/users/8570284/codingneeded'}",False,23,,1,0,1668496127,1665470793,74024030,CC BY-SA 4.0,https://stackoverflow.com/questions/74024030/sending-emails-why-sometimes-work-sometimes-operation-time-out,"Sending emails, Why sometimes work sometimes operation time out?",1665480847.0,,,,
54,"['c#', 'iis', 'multipartform-data', '.net-6.0', 'minimal-apis']","{'account_id': 26063566, 'reputation': 21, 'user_id': 19764416, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f29493d729520f77f8c1d60ae8112496?s=256&d=identicon&r=PG', 'display_name': 'dperic00', 'link': 'https://stackoverflow.com/users/19764416/dperic00'}",False,49,,0,2,1668486677,1665409343,74015859,CC BY-SA 4.0,https://stackoverflow.com/questions/74015859/weird-exception-when-parsing-form-files-minimal-api-net-6,Weird exception when parsing form files minimal api .net 6,1668486677.0,,,,
55,"['c#', '.net', 'machine-learning', 'cosine-similarity']","{'account_id': 479855, 'reputation': 1065, 'user_id': 892770, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/W5C0Y.jpg?s=256&g=1', 'display_name': 'UnionP', 'link': 'https://stackoverflow.com/users/892770/unionp'}",False,38,,1,-2,1668455802,1666370270,74156716,CC BY-SA 4.0,https://stackoverflow.com/questions/74156716/what-is-the-fastest-method-of-efficiently-calculating-cosine-similarity-of-one-v,What is the fastest method of efficiently calculating cosine similarity of one vector to many in .NET?,1668190738.0,,,,
56,"['c#', 'android', 'maui', 'conditional-compilation', 'android-api-levels']","{'account_id': 5412020, 'reputation': 1644, 'user_id': 4308455, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/X6ICT.jpg?s=256&g=1', 'display_name': 'ewerspej', 'link': 'https://stackoverflow.com/users/4308455/ewerspej'}",True,213,74179455.0,3,2,1668429026,1666458260,74165500,CC BY-SA 4.0,https://stackoverflow.com/questions/74165500/net-maui-how-to-ensure-that-android-platform-specific-code-is-only-executed-on,.NET MAUI: How to ensure that Android platform specific code is only executed on supported Android versions?,1666598053.0,,,,
57,"['c#', '.net', 'excel', 'odata']","{'account_id': 10518566, 'reputation': 1, 'user_id': 7751903, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26603d4f19b7db7d67cf431e388cdbe3?s=256&d=identicon&r=PG&f=1', 'display_name': 'BurnItDown', 'link': 'https://stackoverflow.com/users/7751903/burnitdown'}",False,34,,0,0,1668428995,1666260588,74138116,CC BY-SA 4.0,https://stackoverflow.com/questions/74138116/how-to-genereate-excel-file-with-odata-source,How to genereate excel file with odata source,1668428995.0,,,,
58,"['c#', 'autodesk-inventor']","{'account_id': 25895825, 'reputation': 11, 'user_id': 19622394, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucox9EPPtD0tFYp5n6wDorFRPFzMoY8M2snU1r52=k-s256', 'display_name': 'oğuzhan k&#246;mc&#252;', 'link': 'https://stackoverflow.com/users/19622394/o%c4%9fuzhan-k%c3%b6mc%c3%bc'}",False,26,,1,0,1668418490,1666857019,74218523,CC BY-SA 4.0,https://stackoverflow.com/questions/74218523/working-in-a-ready-made-iam-with-inventor-api-c,Working in a ready-made iam with Inventor api c#,1668418490.0,,,,
59,"['c#', 'azure', 'azure-functions', 'identity-management']","{'account_id': 6713088, 'reputation': 3268, 'user_id': 5175802, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://graph.facebook.com/10204557372486692/picture?type=large', 'display_name': 'Jake Boomgaarden', 'link': 'https://stackoverflow.com/users/5175802/jake-boomgaarden'}",True,78,74190156.0,1,0,1668415743,1666357139,74153984,CC BY-SA 4.0,https://stackoverflow.com/questions/74153984/azure-managed-identity-function-app-storage-account-defaultazurecredential,Azure Managed Identity - Function App &amp; Storage Account - DefaultAzureCredential fails but ManagedIdentityCredential succeeds,,,,,
60,"['c#', 'android', 'apk', 'maui']","{'account_id': 26715567, 'reputation': 23, 'user_id': 20320217, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1AaIOQNgOUtYZ0zUnT3k9n8YpIonz-pNbmOsdh=k-s256', 'display_name': 'Gibrid', 'link': 'https://stackoverflow.com/users/20320217/gibrid'}",True,99,74188764.0,1,2,1668413961,1666606177,74179583,CC BY-SA 4.0,https://stackoverflow.com/questions/74179583/maui-android-10-install-apk-programmatically,MAUI Android 10 install APK programmatically,,,,,
61,"['c#', 'blazor', 'signalr']","{'account_id': 443035, 'reputation': 1320, 'user_id': 834019, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/DUsDF.jpg?s=256&g=1', 'display_name': 'Eugene  Maksimov', 'link': 'https://stackoverflow.com/users/834019/eugene-maksimov'}",True,52,74428473.0,2,3,1668412897,1667206919,74260900,CC BY-SA 4.0,https://stackoverflow.com/questions/74260900/how-to-determine-actual-signal-r-message-size,How to determine actual Signal-R message size,1668412849.0,,,,
62,"['c#', 'blazor', 'blazor-jsinterop']","{'account_id': 443035, 'reputation': 1320, 'user_id': 834019, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/DUsDF.jpg?s=256&g=1', 'display_name': 'Eugene  Maksimov', 'link': 'https://stackoverflow.com/users/834019/eugene-maksimov'}",True,104,74428410.0,2,0,1668412218,1666879561,74223429,CC BY-SA 4.0,https://stackoverflow.com/questions/74223429/blazor-how-to-pass-very-long-string-from-js-to-c,Blazor: How to pass very long string from JS to C#?,,,,,
63,"['c#', 'entity-framework-core', 'ef-core-6.0']","{'account_id': 5225117, 'reputation': 133, 'user_id': 4177385, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9pubwg3wDOk/AAAAAAAAAAI/AAAAAAAAACo/2pPhVzFX86Y/photo.jpg?sz=256', 'display_name': 'Ozkan Tuzemen', 'link': 'https://stackoverflow.com/users/4177385/ozkan-tuzemen'}",False,33,,0,0,1668403321,1666164388,74121393,CC BY-SA 4.0,https://stackoverflow.com/questions/74121393/fire-event-on-filtering-dbcontext,Fire event on filtering DBContext,1668403321.0,,,,
64,"['c#', 'sql-server', 'security', 'owasp', 'checkmarx']","{'account_id': 19093357, 'reputation': 543, 'user_id': 13943198, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giqtohx2TUCdGhu7Cik32lGAjXWxQd2t_-kR4in=k-s256', 'display_name': 'HsuTingHuan', 'link': 'https://stackoverflow.com/users/13943198/hsutinghuan'}",False,121,,0,1,1668386014,1664965420,73959026,CC BY-SA 4.0,https://stackoverflow.com/questions/73959026/checkmarx-flag-missing-column-encryption-in-sqlconnection-object-constructor,Checkmarx flag [Missing_Column_Encryption] in SqlConnection object constructor,1668386014.0,,,,
65,"['c#', 'unity3d', 'user-interface']","{'account_id': 21871674, 'reputation': 16, 'user_id': 16161128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a56f0aa0dd847c9cf632ab1b0012b5d?s=256&d=identicon&r=PG&f=1', 'display_name': 'ACM bit community', 'link': 'https://stackoverflow.com/users/16161128/acm-bit-community'}",False,27,,1,0,1668362514,1666549144,74173651,CC BY-SA 4.0,https://stackoverflow.com/questions/74173651/unity-ui-is-not-updating,Unity UI is not updating,,,,,
66,"['c#', 'unity3d', 'firebase-realtime-database', 'get', 'rest-client']","{'account_id': 15204319, 'reputation': 1056, 'user_id': 10971285, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Stf9J.jpg?s=256&g=1', 'display_name': 'Savad', 'link': 'https://stackoverflow.com/users/10971285/savad'}",True,86,,1,0,1668344764,1664556464,73911769,CC BY-SA 4.0,https://stackoverflow.com/questions/73911769/how-to-get-full-details-from-firebase-database-using-rest-client-api,How to get full details from Firebase database using rest client Api,,,,,
67,"['c#', 'stackexchange.redis', 'amazon-elasticache', 'aws-elasticache']","{'account_id': 24660524, 'reputation': 1, 'user_id': 18556792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11280e0e6d330d73d384526cb993054e?s=256&d=identicon&r=PG', 'display_name': 'twarrior', 'link': 'https://stackoverflow.com/users/18556792/twarrior'}",False,169,,1,0,1668343079,1665691261,74061179,CC BY-SA 4.0,https://stackoverflow.com/questions/74061179/unable-to-connect-to-redis-cluster-using-stackexchange-redis,unable to connect to Redis cluster using stackexchange.redis,1665745854.0,,,,
68,"['c#', 'ios', 'iphone', 'maui']","{'account_id': 15110440, 'reputation': 157, 'user_id': 10904737, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-17vyQzfvHcY/AAAAAAAAAAI/AAAAAAAADj4/zxmx9tEOSMs/photo.jpg?sz=256', 'display_name': 'YaRmgl', 'link': 'https://stackoverflow.com/users/10904737/yarmgl'}",True,120,,1,1,1668337615,1666169639,74122505,CC BY-SA 4.0,https://stackoverflow.com/questions/74122505/maui-webview-not-displaying-on-ios,MAUI WebView not displaying on IOS,,,,,
69,"['c#', 'discord', 'console', 'bots']","{'account_id': 22020160, 'reputation': 63, 'user_id': 16289090, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyGptq-IVD23wRIHYiqGjBfQnJxYKQsKPsLAbhf=k-s256', 'display_name': 'ConflictMeow', 'link': 'https://stackoverflow.com/users/16289090/conflictmeow'}",True,172,73937627.0,1,1,1668314778,1664802343,73935914,CC BY-SA 4.0,https://stackoverflow.com/questions/73935914/cant-get-any-discord-messages-from-users,Can&#39;t get any Discord Messages from Users,,,,,
70,"['c#', 'asp.net', 'angular']","{'account_id': 16459666, 'reputation': 151, 'user_id': 11891052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3cde0632799959682a9d7150026369a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'perustaja', 'link': 'https://stackoverflow.com/users/11891052/perustaja'}",True,48,74297024.0,1,0,1668296998,1667007155,74242264,CC BY-SA 4.0,https://stackoverflow.com/questions/74242264/how-to-launch-a-published-asp-net-angular-application,How to launch a published ASP.NET Angular application,,,,,
71,"['c#', 'asp.net', '.net', 'dependency-injection', 'castle-windsor']","{'account_id': 20326310, 'reputation': 3, 'user_id': 18756975, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiEwsG9-0u4CJAC0BRikVMfyvk1beeXUCs6-dIP=k-s256', 'display_name': 'npirate', 'link': 'https://stackoverflow.com/users/18756975/npirate'}",True,116,74415301.0,1,0,1668276248,1666775712,74205287,CC BY-SA 4.0,https://stackoverflow.com/questions/74205287/is-it-possible-to-register-class-with-private-constructor-to-dependency-injectio,Is it possible to register class with private constructor to Dependency Injection,1666790409.0,,,,
72,"['c#', 'unity3d', 'sliding-tile-puzzle']","{'account_id': 20345133, 'reputation': 69, 'user_id': 14923277, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1221af4ea3715c2fe1ce62c112fefd3?s=256&d=identicon&r=PG&f=1', 'display_name': 'VicL', 'link': 'https://stackoverflow.com/users/14923277/vicl'}",True,48,74139673.0,1,0,1668269690,1666230595,74133623,CC BY-SA 4.0,https://stackoverflow.com/questions/74133623/how-should-i-program-my-mechanic-design-for-a-puzzle-game-with-unity-2020-3-14f,How should I program my mechanic design for a puzzle game with Unity 2020.3.14f?,1668269690.0,,,,
73,"['c#', 'cefsharp']","{'account_id': 26682111, 'reputation': 1, 'user_id': 20291921, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e45c5fab308714c3d16c1b9309738c3?s=256&d=identicon&r=PG', 'display_name': 'Mr.bomb', 'link': 'https://stackoverflow.com/users/20291921/mr-bomb'}",False,44,,1,0,1668251363,1666271645,74140501,CC BY-SA 4.0,https://stackoverflow.com/questions/74140501/is-there-a-way-to-remove-zooming-from-cefsharp,Is there a way to remove zooming from cefsharp,,,,,
74,"['c#', '.net', 'wpf', 'nuget', '.net-4.8']","{'account_id': 1381351, 'reputation': 201, 'user_id': 1314266, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5799ed1a61f3ba0160c6b7098ab7e2bd?s=256&d=identicon&r=PG', 'display_name': 'Aries', 'link': 'https://stackoverflow.com/users/1314266/aries'}",False,72,,1,1,1668250437,1667191208,74258798,CC BY-SA 4.0,https://stackoverflow.com/questions/74258798/failing-to-upgrade-a-wpf-app-from-net-framework-4-8-to-net-framework-4-8-1-due,Failing to upgrade a WPF app from .Net Framework 4.8 to .Net Framework 4.8.1 due to Nuget error NU1201,1668250437.0,,,,
75,['c#'],"{'account_id': 4199802, 'reputation': 196, 'user_id': 3651038, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/da849b23ac5950f2681b9d174456aada?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pedro', 'link': 'https://stackoverflow.com/users/3651038/pedro'}",False,66,,0,0,1668213439,1664963155,73958604,CC BY-SA 4.0,https://stackoverflow.com/questions/73958604/why-is-my-ef-core-saving-a-new-entry-on-my-db-as-excluded-1-if-i-have-false,Why is my EF Core saving a new entry on my db as Excluded = 1 if I have &quot;false&quot; for new entries?,1668213439.0,,,,
