,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,locked_date
47,"['c#', '.net-core', 'asp.net-core-webapi', '.net-core-3.0', 'asp.net-core-3.0']","{'account_id': 1634331, 'reputation': 683, 'user_id': 1508241, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/atQbN.jpg?s=256&g=1', 'display_name': 'Jitendra', 'link': 'https://stackoverflow.com/users/1508241/jitendra'}",True,8366,4,9,1662017758,1568674983,1571333207.0,57965350,CC BY-SA 4.0,https://stackoverflow.com/questions/57965350/datamember-attribute-is-not-honored-in-dotnet-core-3-0,DataMember Attribute is not honored in dotnet core 3.0,58438608.0,,,,
48,"['c#', 'json', 'asp.net-core', 'asp.net-core-mvc', 'asp.net-core-3.0']","{'account_id': 466930, 'reputation': 16484, 'user_id': 871985, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/P3Wot.jpg?s=256&g=1', 'display_name': 'Poul K. S&#248;rensen', 'link': 'https://stackoverflow.com/users/871985/poul-k-s%c3%b8rensen'}",True,67452,10,50,1661740390,1569708187,1575297922.0,58150652,CC BY-SA 4.0,https://stackoverflow.com/questions/58150652/asp-net-core-3-0-frombody-string-content-returns-the-json-value-could-not-be,ASP.NET Core 3.0 [FromBody] string content returns &quot;The JSON value could not be converted to System.String.&quot;,58155409.0,,,,
49,"['c#', 'unity3d', 'rider']","{'account_id': 15037136, 'reputation': 417, 'user_id': 10853115, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-PPBZPz-2V1Y/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYnWQqR4QfywkGagTygCz16r4n7sQ/mo/photo.jpg?sz=256', 'display_name': 'Mark Smith', 'link': 'https://stackoverflow.com/users/10853115/mark-smith'}",True,2721,2,9,1661711303,1568450143,1568451080.0,57933831,CC BY-SA 4.0,https://stackoverflow.com/questions/57933831/unity-rider-order-of-multiplication-operations-is-inefficient,Unity / RIDER: order of multiplication operations is inefficient?,,,,,
50,"['c#', 'oracle', 'oracle-manageddataaccess']","{'account_id': 3613131, 'reputation': 127, 'user_id': 3013676, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lord_Pinhead', 'link': 'https://stackoverflow.com/users/3013676/lord-pinhead'}",False,529,1,3,1661537358,1568115604,,57870036,CC BY-SA 4.0,https://stackoverflow.com/questions/57870036/onsexception-exception-no-nodes-configured,ONSException Exception - no nodes configured,,,,,
51,['c#'],"{'account_id': 3916456, 'reputation': 41, 'user_id': 3240168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3240168', 'link': 'https://stackoverflow.com/users/3240168/user3240168'}",False,9171,1,4,1661436115,1567783279,1567784714.0,57824737,CC BY-SA 4.0,https://stackoverflow.com/questions/57824737/how-to-overcome-the-iqueryable-doesnt-implement-iasyncqueryprovider-while-mocki,How to overcome the IQueryable doesn&#39;t implement IAsyncQueryProvider while Mocking the FromSql() method?,,,,,
52,"['c#', 'unity3d']","{'account_id': 15596078, 'reputation': 55, 'user_id': 11251565, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-MTFBWT1r8_k/AAAAAAAAAAI/AAAAAAAAAzA/4VzfBec_ncQ/photo.jpg?sz=256', 'display_name': 'Alex bries', 'link': 'https://stackoverflow.com/users/11251565/alex-bries'}",True,139,2,0,1661317506,1567881894,1567950175.0,57836550,CC BY-SA 4.0,https://stackoverflow.com/questions/57836550/how-to-get-the-namestring-of-the-closest-gameobject-with-tag,How to get the NAME(string) of the closest gameObject with tag,57836594.0,,,,
53,"['c#', 'asp.net-core', 'blazor']","{'account_id': 3845284, 'reputation': 6549, 'user_id': 3187033, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/DfSEN.png?s=256&g=1', 'display_name': 'JohnyL', 'link': 'https://stackoverflow.com/users/3187033/johnyl'}",True,28637,6,97,1661179691,1569396950,1592644375.0,58093386,CC BY-SA 4.0,https://stackoverflow.com/questions/58093386/whats-the-difference-between-asp-net-core-hosted-and-server-side-blazor-really,"What&#39;s the difference between ASP.NET Core Hosted and Server-Side Blazor, really?",58093750.0,,,,
54,"['c#', 'okuma']","{'account_id': 2637202, 'reputation': 25, 'user_id': 2281580, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/305da5ba3a5d0ba0fd12c6d3ff748458?s=256&d=identicon&r=PG', 'display_name': 'Jan Kacina', 'link': 'https://stackoverflow.com/users/2281580/jan-kacina'}",True,77,2,0,1661173343,1567439832,,57759866,CC BY-SA 4.0,https://stackoverflow.com/questions/57759866/is-it-possible-to-execute-selectmainprogram-selectscheduleprogram-when-nc-link-i,Is it possible to execute SelectMainProgram/SelectScheduleProgram when NC Link is on?,57777920.0,,,,
55,"['c#', 'mysql', 'unicode', 'language-agnostic', 'right-to-left']","{'account_id': 16624019, 'reputation': 11, 'user_id': 12013568, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBTkLWLOys6o3OBPLVdgnsGl4xuvj5cAmRSYqQywy4=k-s256', 'display_name': 'Hagay Gur', 'link': 'https://stackoverflow.com/users/12013568/hagay-gur'}",False,266,1,1,1661154704,1567504622,1661154704.0,57769292,CC BY-SA 4.0,https://stackoverflow.com/questions/57769292/problems-with-parsing-rtl-languages-when-a-string-ends-with-a-direction-agnostic,Problems with parsing rtl languages when a string ends with a direction agnostic character (eg. brackets),,,,,
56,"['c#', 'api', 'docker', '.net-core']","{'account_id': 2770819, 'reputation': 257, 'user_id': 2385464, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2f706044dda1a88c55d037c2308148ad?s=256&d=identicon&r=PG', 'display_name': 'thegautamnayak', 'link': 'https://stackoverflow.com/users/2385464/thegautamnayak'}",False,281,0,1,1661152813,1567404783,1661152813.0,57752151,CC BY-SA 4.0,https://stackoverflow.com/questions/57752151/does-dotnet-restore-command-restores-all-packages,Does dotnet restore command restores all packages?,,,,,
57,"['c#', 'stack', 'queue']","{'account_id': 3976536, 'reputation': 482, 'user_id': 3279592, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/0fe51532f0990a2408c84b391579a80e?s=256&d=identicon&r=PG', 'display_name': 'Neophear', 'link': 'https://stackoverflow.com/users/3279592/neophear'}",True,177,1,1,1661149822,1568784499,1661149822.0,57985646,CC BY-SA 4.0,https://stackoverflow.com/questions/57985646/rolling-time-window,Rolling time window,57986521.0,,,,
58,"['c#', 'asp.net-core', 'jwt', 'asp.net-authorization', 'asp.net-authentication']","{'account_id': 9926080, 'reputation': 779, 'user_id': 7347603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9bfac84c74469b5b4798dad3ee571856?s=256&d=identicon&r=PG&f=1', 'display_name': 'hawks', 'link': 'https://stackoverflow.com/users/7347603/hawks'}",False,10537,1,5,1661047425,1568898350,1620723748.0,58011690,CC BY-SA 4.0,https://stackoverflow.com/questions/58011690/what-is-the-difference-between-services-addauthentication-and-services-addauth,What is the difference between services.AddAuthentication() and services.AddAuthorization() in asp net core?,,,,,
59,"['c#', 'visual-studio-2019', 'assignment-operator']","{'account_id': 15877506, 'reputation': 23, 'user_id': 11456269, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/420269285474858/picture?type=large', 'display_name': 'Mikku Gray', 'link': 'https://stackoverflow.com/users/11456269/mikku-gray'}",True,2281,2,2,1660926652,1568315480,1568315954.0,57913152,CC BY-SA 4.0,https://stackoverflow.com/questions/57913152/how-to-fix-the-or-operator-must-be-applied-to-a-pointer,How to fix &quot;The * or -&gt; operator must be applied to a pointer&quot;?,57913280.0,,,,
60,"['c#', 'owin', 'bearer-token', 'sustainsys-saml2']","{'account_id': 400357, 'reputation': 127, 'user_id': 766282, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/92bc27b69de1cf1c8c11125e2aab069d?s=256&d=identicon&r=PG', 'display_name': 'CodeWzrd', 'link': 'https://stackoverflow.com/users/766282/codewzrd'}",False,481,0,1,1660753063,1569264863,,58068539,CC BY-SA 4.0,https://stackoverflow.com/questions/58068539/using-saml-authentication-with-bearer-token-instead-of-cookie,Using SAML Authentication with Bearer Token instead of Cookie,,,,,
61,"['c#', 'node.js', 'reactjs', 'asp.net-core', 'identityserver4']","{'account_id': 558041, 'reputation': 1107, 'user_id': 920620, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/F9Er2.jpg?s=256&g=1', 'display_name': 'Andrew Duffy', 'link': 'https://stackoverflow.com/users/920620/andrew-duffy'}",True,1752,2,12,1660744286,1567474579,1570718848.0,57764059,CC BY-SA 4.0,https://stackoverflow.com/questions/57764059/react-spa-embedded-identity-server-issue-after-net-core-3-preview-8-upgrade,React SPA / Embedded Identity Server issue after .net core 3 preview 8 upgrade,,,,,
62,"['c#', 'json', 'asp.net-core', 'data-annotations']","{'account_id': 15128816, 'reputation': 329, 'user_id': 10917343, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-l3lOP0fISm0/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaFf8uX8c3KpYH_08MncdX8gRpyqQ/mo/photo.jpg?sz=256', 'display_name': 'Michał T', 'link': 'https://stackoverflow.com/users/10917343/micha%c5%82-t'}",True,86,1,1,1660712772,1569584036,1660712772.0,58133740,CC BY-SA 4.0,https://stackoverflow.com/questions/58133740/how-to-set-description-string-for-descriptionattribute-from-json-file,How to set description string for DescriptionAttribute from json file?,58135670.0,,,,
63,"['c#', 'unit-testing', '.net-core', 'asp.net-core-hosted-services']","{'account_id': 5874748, 'reputation': 868, 'user_id': 4625946, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/85cdfdeab4df9dcb5c7ce1477c9bfa3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'havij', 'link': 'https://stackoverflow.com/users/4625946/havij'}",True,5747,3,5,1660659768,1567524040,1567524240.0,57774619,CC BY-SA 4.0,https://stackoverflow.com/questions/57774619/unit-testing-hosted-services-in-net-core,Unit testing Hosted Services in .NET Core,57774713.0,,,,
64,"['c#', 'blazor']","{'account_id': 2066403, 'reputation': 97018, 'user_id': 1841839, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/ZyKjr.png?s=256&g=1', 'display_name': 'DaImTo', 'link': 'https://stackoverflow.com/users/1841839/daimto'}",False,1445,2,2,1660552970,1568461765,,57935223,CC BY-SA 4.0,https://stackoverflow.com/questions/57935223/sending-an-array-as-a-parameter-to-a-component-inline,Sending an array as a parameter to a component inline,,,,,
65,"['c#', 'dependency-injection', '.net-core']","{'account_id': 9211539, 'reputation': 6768, 'user_id': 6844481, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/9Z6GA.jpg?s=256&g=1', 'display_name': 'Shahar Shokrani', 'link': 'https://stackoverflow.com/users/6844481/shahar-shokrani'}",True,11772,3,16,1660251763,1567432914,,57758285,CC BY-SA 4.0,https://stackoverflow.com/questions/57758285/conditional-dependency-resolver-on-run-time-net-core,Conditional dependency resolver on run-time (.net Core),57790127.0,,,,
66,"['c#', 'csv', 'csvhelper']","{'account_id': 14941521, 'reputation': 63, 'user_id': 10788067, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-D6r-20aj9Bs/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-ggZ16_UlXHNHBumFvDNFtD-4aCyw/mo/photo.jpg?sz=256', 'display_name': 'Rhys Hicks', 'link': 'https://stackoverflow.com/users/10788067/rhys-hicks'}",True,8052,4,6,1660197412,1568802844,1568810981.0,57990749,CC BY-SA 4.0,https://stackoverflow.com/questions/57990749/how-to-ignore-empty-rows-in-csv-when-reading,How to ignore empty rows in CSV when reading,57990923.0,,,,
67,"['c#', '.net-core-3.0', 'system.text.json']","{'account_id': 3747440, 'reputation': 1159, 'user_id': 3115793, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stalfos', 'link': 'https://stackoverflow.com/users/3115793/stalfos'}",True,74552,4,100,1660142725,1569603838,1660141963.0,58138793,CC BY-SA 4.0,https://stackoverflow.com/questions/58138793/system-text-json-jsonelement-toobject-workaround,System.Text.Json.JsonElement ToObject workaround,,,,,
68,"['c#', '.net', 'asp.net-mvc-5', 'controller', 'http-post']","{'account_id': 10952051, 'reputation': 7, 'user_id': 8048120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca31e824599ee07dce25f70a91cc9c9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arik Regev', 'link': 'https://stackoverflow.com/users/8048120/arik-regev'}",True,81,1,-1,1659819819,1567510574,1659819819.0,57770904,CC BY-SA 4.0,https://stackoverflow.com/questions/57770904/how-to-send-ienumerable-back-from-view-to-controller,How to send IEnumerable back from View to Controller,57775573.0,,,,
69,"['c#', 'selenium', 'nunit']","{'account_id': 16472258, 'reputation': 150, 'user_id': 11901025, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce65950b6e206eb50d497010acb8e718?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nina', 'link': 'https://stackoverflow.com/users/11901025/nina'}",True,1286,2,1,1659297928,1568992621,1568994718.0,58031112,CC BY-SA 4.0,https://stackoverflow.com/questions/58031112/selenium-c-how-to-skip-login-in-test-methods,selenium c#: how to skip login in test methods,58035846.0,,,,
70,"['c#', 'polly']","{'account_id': 5302180, 'reputation': 7413, 'user_id': 4415493, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/CidOV.jpg?s=256&g=1', 'display_name': 'JamesFaix', 'link': 'https://stackoverflow.com/users/4415493/jamesfaix'}",False,42,0,1,1659123312,1568922630,1659123312.0,58018092,CC BY-SA 4.0,https://stackoverflow.com/questions/58018092/polly-7-retry-wont-compile,Polly 7 retry won&#39;t compile,,,,,
71,"['c#', 'elasticsearch', '.net-core', 'asp.net-core-webapi']","{'account_id': 3192221, 'reputation': 1663, 'user_id': 2696230, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/5PseT.jpg?s=256&g=1', 'display_name': 'Abdulkarim Kanaan', 'link': 'https://stackoverflow.com/users/2696230/abdulkarim-kanaan'}",True,5430,5,5,1659094202,1569553278,1569556032.0,58127214,CC BY-SA 4.0,https://stackoverflow.com/questions/58127214/net-core-3-0-webapi-jsonserialize-does-not-serialize-nested-objects-all-objec,.NET Core 3.0 WebApi (JsonSerialize) Does not Serialize Nested Objects/All object information,58127767.0,,,,
72,"['c#', 'azure', 'api', 'blob', 'azure-blob-storage']","{'account_id': 5017077, 'reputation': 743, 'user_id': 4654297, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://lh6.googleusercontent.com/-Bn3votVI254/AAAAAAAAAAI/AAAAAAAAABA/eYMuYd_eWCQ/photo.jpg?sz=256', 'display_name': 'Reza Del', 'link': 'https://stackoverflow.com/users/4654297/reza-del'}",True,3189,2,0,1658917058,1567610552,1592644375.0,57791482,CC BY-SA 4.0,https://stackoverflow.com/questions/57791482/downloading-from-azure-blob-using-api,Downloading from Azure blob using API,57792349.0,,,,
73,"['c#', 'enums', 'switch-statement', 'visual-studio-2019']","{'account_id': 3081783, 'reputation': 3524, 'user_id': 2609817, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/G906M.png?s=256&g=1', 'display_name': 'Ameya Deshpande', 'link': 'https://stackoverflow.com/users/2609817/ameya-deshpande'}",True,1111,1,1,1658756549,1568187560,1658756549.0,57884328,CC BY-SA 4.0,https://stackoverflow.com/questions/57884328/switch-case-on-enum-values,Switch case on Enum values,57884396.0,,,,
74,"['c#', 'asp.net-core']","{'account_id': 1993010, 'reputation': 5401, 'user_id': 1786596, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/7056f74fda5a406bc3b2883cdb0286b7?s=256&d=identicon&r=PG', 'display_name': 'Dbl', 'link': 'https://stackoverflow.com/users/1786596/dbl'}",True,135,2,1,1658621548,1569599667,1658621548.0,58137869,CC BY-SA 4.0,https://stackoverflow.com/questions/58137869/how-do-you-transform-asp-netcore-options-before-they-are-accessible,How do you transform asp netcore options before they are accessible,,,,,
75,"['c#', 'entity-framework-core', 'ef-core-2.1', 'ef-core-3.0']","{'account_id': 4847319, 'reputation': 1566, 'user_id': 3910619, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef8c96e16b912f321bb6b147b0e105e8?s=256&d=identicon&r=PG&f=1', 'display_name': 'zola25', 'link': 'https://stackoverflow.com/users/3910619/zola25'}",True,13250,3,11,1658441558,1569772711,1625956326.0,58156883,CC BY-SA 4.0,https://stackoverflow.com/questions/58156883/ef-core-3-x-contains-in-expression-where-x-is-icollection,EF Core 3 x.Contains() in expression where x is ICollection,58175229.0,,,,
76,"['c#', 'arrays']","{'account_id': 2752662, 'reputation': 1301, 'user_id': 2371684, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/1548302fbfbc8b836e656df8878338dc?s=256&d=identicon&r=PG', 'display_name': 'user2371684', 'link': 'https://stackoverflow.com/users/2371684/user2371684'}",True,120,3,0,1658062159,1569680909,1658062159.0,58147283,CC BY-SA 4.0,https://stackoverflow.com/questions/58147283/c-string-to-array-from-readline-issue,C# string to array from readline issue,,,,,
