,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,locked_date
46,"['c#', 'unity3d', 'animation']","{'account_id': 5617772, 'reputation': 323, 'user_id': 7156513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54ac7330c863409b2eea96ccbef9fcb2?s=256&d=identicon&r=PG', 'display_name': 'Yardi', 'link': 'https://stackoverflow.com/users/7156513/yardi'}",False,227,1,0,1666672139,1647587106,71523451,CC BY-SA 4.0,https://stackoverflow.com/questions/71523451/how-to-handle-jump-animation-in-unity,How to handle jump animation in Unity?,,1666672139.0,,,,,
47,"['c#', 'unity3d', 'namespaces', 'public']","{'account_id': 15204319, 'reputation': 1056, 'user_id': 10971285, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Stf9J.jpg?s=256&g=1', 'display_name': 'Savad', 'link': 'https://stackoverflow.com/users/10971285/savad'}",True,848,1,0,1666478751,1648644909,71677641,CC BY-SA 4.0,https://stackoverflow.com/questions/71677641/how-to-access-value-of-a-script-from-another-script-and-modify-in-unity,how to Access value of a script from another script and modify in unity#,71677922.0,1666478751.0,,,,,
48,"['c#', 'azure-functions', 'azure-blob-trigger']","{'account_id': 11495270, 'reputation': 21, 'user_id': 8424829, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5294225e181d73a73abd63258df5ff7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mohamed Wassim Antri', 'link': 'https://stackoverflow.com/users/8424829/mohamed-wassim-antri'}",True,1632,2,2,1666457758,1647007333,71439701,CC BY-SA 4.0,https://stackoverflow.com/questions/71439701/error-message-has-reached-maxdequeuecount-of-5-moving-message-to-queue-webjo,Error : Message has reached MaxDequeueCount of 5. Moving message to queue &#39;webjobs-blobtrigger-poison&#39;,,1647007441.0,,,,,
49,"['c#', 'dynamic', 'types']","{'account_id': 24085162, 'reputation': 33, 'user_id': 18059272, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cfe79b466dd9a281c4e43d7007b714f?s=256&d=identicon&r=PG', 'display_name': 'MomoVR', 'link': 'https://stackoverflow.com/users/18059272/momovr'}",True,85,2,0,1666456904,1646249601,71328222,CC BY-SA 4.0,https://stackoverflow.com/questions/71328222/c-type-check-using-is-not-operator-not-working,C# type check using &#39;is not&#39; operator not working,71329418.0,1666456904.0,,,,,
50,"['c#', 'powershell']","{'account_id': 23673281, 'reputation': 27, 'user_id': 17699787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84ac7af070dfd272cc5a9fc63bb898c3?s=256&d=identicon&r=PG', 'display_name': 'root823746374', 'link': 'https://stackoverflow.com/users/17699787/root823746374'}",True,171,1,0,1666411827,1647428238,71495864,CC BY-SA 4.0,https://stackoverflow.com/questions/71495864/string-array-inside-object-array-in-powershell,string array inside object array in PowerShell,71495945.0,1666411827.0,,,,,
51,"['c#', 'excel', 'excel-formula']","{'account_id': 20069635, 'reputation': 11, 'user_id': 14714682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4c131477c4213fad957fc9c155f032f?s=256&d=identicon&r=PG&f=1', 'display_name': 'RazzelDazzel', 'link': 'https://stackoverflow.com/users/14714682/razzeldazzel'}",False,67,1,0,1666372253,1647450007,71501296,CC BY-SA 4.0,https://stackoverflow.com/questions/71501296/sum-up-textboxes-in-excel-and-insert-the-value-to-a-cell,Sum up textboxes in excel and insert the value to a cell,,1648303122.0,,,,,
52,"['c#', 'parsing', 'ini']","{'account_id': 16617301, 'reputation': 1, 'user_id': 12008560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bde0d2c0eaf148fb1c7845ecc14b07c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'S Dais', 'link': 'https://stackoverflow.com/users/12008560/s-dais'}",False,555,1,0,1666347268,1647536541,71516320,CC BY-SA 4.0,https://stackoverflow.com/questions/71516320/i-have-an-issue-with-parsing-ini-file-using-ini-parser-am-getting-the-output-as,"i have an issue with parsing ini file using ini parser, am getting the output as key = value , what am looking to is something like this : Key=value",,,,,,,
53,"['c#', 'windows-services', 'serilog', 'asp.net-core-6.0']","{'account_id': 18053179, 'reputation': 75, 'user_id': 13122351, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4212efb3546ffbb04c315d4686368a96?s=256&d=identicon&r=PG&f=1', 'display_name': 'david w', 'link': 'https://stackoverflow.com/users/13122351/david-w'}",True,2658,1,1,1666284937,1646844341,71412971,CC BY-SA 4.0,https://stackoverflow.com/questions/71412971/serilog-file-logging-not-written-from-worker-service-when-running-as-service,Serilog file logging not written from Worker Service when running as service,71429582.0,1646845675.0,,,,,
54,"['c#', 'sql', 'entity-framework-core', 'asp.net-core-webapi']","{'account_id': 22541918, 'reputation': 299, 'user_id': 16732381, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxt8Nzfyb2rzEBQb9HzxQ0KFSk_KHQE7XaZDZrr=k-s256', 'display_name': 'Sarahrb', 'link': 'https://stackoverflow.com/users/16732381/sarahrb'}",True,1910,1,1,1666270933,1648052883,71590732,CC BY-SA 4.0,https://stackoverflow.com/questions/71590732/the-linq-expression-could-not-be-translated-translation-of-method-failed,The LINQ expression could not be translated. Translation of method failed,71592189.0,1648059438.0,,,,,
55,"['c#', 'dependency-injection', 'dotnet-httpclient', 'polly', 'retry-logic']","{'account_id': 5524074, 'reputation': 65, 'user_id': 4386143, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ffaf39cc64f7dbd8033bc6bf652b1e17?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mames', 'link': 'https://stackoverflow.com/users/4386143/mames'}",False,1515,1,-1,1666158078,1647285700,71473157,CC BY-SA 4.0,https://stackoverflow.com/questions/71473157/adding-polly-retry-policy-globally,Adding Polly Retry policy globally,,1666158078.0,,,,,
56,"['c#', 'azure', 'azure-functions']","{'account_id': 346475, 'reputation': 8365, 'user_id': 680026, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/IZToj.png?s=256&g=1', 'display_name': 'Ole Albers', 'link': 'https://stackoverflow.com/users/680026/ole-albers'}",True,764,2,1,1666130107,1646930228,71427685,CC BY-SA 4.0,https://stackoverflow.com/questions/71427685/configure-azure-keyvault-endpoint-in-azure-function-v4,Configure Azure KeyVault Endpoint in Azure Function V4,71430204.0,,,,,,
57,"['c#', 'wcf', '.net-core', 'svcutil.exe']","{'account_id': 12136503, 'reputation': 15609, 'user_id': 9140740, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/QwMrm.jpg?s=256&g=1', 'display_name': 'לבני מלכה', 'link': 'https://stackoverflow.com/users/9140740/%d7%9c%d7%91%d7%a0%d7%99-%d7%9e%d7%9c%d7%9b%d7%94'}",True,2182,3,1,1666116821,1647246227,71464797,CC BY-SA 4.0,https://stackoverflow.com/questions/71464797/svcutil-configuration-files-are-not-supported-net-core,Svcutil Configuration files are not supported.net core,71645401.0,1647247054.0,,,,,
58,"['c#', 'parameter-passing', 'stateless']","{'account_id': 12460399, 'reputation': 657, 'user_id': 9072227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8703ca3297ecac7d9c73ca147b18307?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anno', 'link': 'https://stackoverflow.com/users/9072227/anno'}",False,413,0,0,1666105666,1648472733,71647949,CC BY-SA 4.0,https://stackoverflow.com/questions/71647949/stateless-library-change-state-after-action-with-parameters,Stateless library: change state after action with parameters,,1648474413.0,,,,,
59,"['c#', '.net', 'elasticsearch', 'nest']","{'account_id': 2924644, 'reputation': 75, 'user_id': 2506233, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8405f65528ee5b6eed7033afd8160355?s=256&d=identicon&r=PG', 'display_name': 'user2506233', 'link': 'https://stackoverflow.com/users/2506233/user2506233'}",False,95,0,2,1665984494,1647982214,71578774,CC BY-SA 4.0,https://stackoverflow.com/questions/71578774/how-to-add-script-params-and-language-using-sortdescriptor-in-elasticsearch-nest,How to add Script Params and Language using SortDescriptor in ElasticSearch Nest client,,1665984494.0,,,,,
60,"['c#', 'performance', 'unity3d', 'speech-recognition', 'delay']","{'account_id': 18770071, 'reputation': 1, 'user_id': 13687086, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df5b38ade5db071cda180eb48393a413?s=256&d=identicon&r=PG&f=1', 'display_name': 'khalisT', 'link': 'https://stackoverflow.com/users/13687086/khalist'}",False,682,0,0,1665839166,1647530191,71514777,CC BY-SA 4.0,https://stackoverflow.com/questions/71514777/speech-recognition-game-unity,Speech Recognition Game - Unity,,,,,,,
61,"['c#', 'asp.net-core', 'asp.net-identity', 'blazor', 'blazor-server-side']","{'account_id': 16690513, 'reputation': 956, 'user_id': 12063253, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-U1kveFfCDHY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reRV3vIv-847zKn0xqAVy8AWWFQzw/photo.jpg?sz=256', 'display_name': 'Hirusha Fernando', 'link': 'https://stackoverflow.com/users/12063253/hirusha-fernando'}",True,1602,1,2,1665801400,1646977609,71434131,CC BY-SA 4.0,https://stackoverflow.com/questions/71434131/blazor-allow-anonymous-for-razor-page,Blazor Allow Anonymous For Razor Page,71455846.0,1646977923.0,,,,,
62,"['c#', 'amazon-web-services', 'jwt', 'amazon-cognito', 'asp.net-core-6.0']","{'account_id': 16115515, 'reputation': 65, 'user_id': 11838499, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-cQfW9m1IEQk/AAAAAAAAAAI/AAAAAAAAGv0/uDRCuBagy60/photo.jpg?sz=256', 'display_name': 'DanFlakes', 'link': 'https://stackoverflow.com/users/11838499/danflakes'}",True,1772,5,2,1665744044,1648716772,71689582,CC BY-SA 4.0,https://stackoverflow.com/questions/71689582/validating-aws-cognito-jwt-in-a-asp-net-core-6-grpc-service,Validating AWS Cognito JWT in a ASP.NET Core 6 gRPC service,71756503.0,1665744044.0,,,,,
63,"['c#', 'async-await', 'blazor-server-side']","{'account_id': 2905324, 'reputation': 1629, 'user_id': 2490877, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/a508a70c9f1e9e376f3e548c2dae58b1?s=256&d=identicon&r=PG', 'display_name': 'neggenbe', 'link': 'https://stackoverflow.com/users/2490877/neggenbe'}",False,472,2,1,1665703366,1647864441,71557379,CC BY-SA 4.0,https://stackoverflow.com/questions/71557379/blazor-invoke-js-from-synchronous-method,Blazor invoke JS from synchronous method,,,,,,,
64,"['c#', 'desktop', 'winui-3', 'winui', 'glyph-substitution']","{'account_id': 24190099, 'reputation': 103, 'user_id': 18149393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27a21d39591a55c3492a113762f54323?s=256&d=identicon&r=PG', 'display_name': 'LennyL', 'link': 'https://stackoverflow.com/users/18149393/lennyl'}",True,340,1,1,1665683672,1648522740,71655942,CC BY-SA 4.0,https://stackoverflow.com/questions/71655942/want-to-use-glyph-getting-error-in-a-c-winui-3-desktop-program,Want to use glyph getting error in a C# WinUI 3 Desktop program,71656180.0,1665683672.0,,,,,
65,"['c#', 'asp.net-core', '.net-core']","{'account_id': 19812197, 'reputation': 11, 'user_id': 14510724, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-GfMeUwCs7YQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckTB74ng5ePQ_H5QQp99fMkvSMxgA/s96-c/photo.jpg?sz=256', 'display_name': 'Dipali Amin', 'link': 'https://stackoverflow.com/users/14510724/dipali-amin'}",False,530,1,0,1665662222,1646300751,71335046,CC BY-SA 4.0,https://stackoverflow.com/questions/71335046/dot-net-core-logout-not-working-return-to-home-page-when-click-on-back-button-fr,Dot Net core Logout not working return to HOME page when click on BACK button from browser,,,,,,,
66,"['c#', 'visual-studio', 'xamarin']","{'account_id': 22296699, 'reputation': 149, 'user_id': 16522599, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwzsdNNgwgl-a6H1t8xFjed0sbXEZhPMvwydwS7=k-s256', 'display_name': 'Blagovest Pizhev', 'link': 'https://stackoverflow.com/users/16522599/blagovest-pizhev'}",True,699,2,1,1665657193,1646561614,71369369,CC BY-SA 4.0,https://stackoverflow.com/questions/71369369/after-update-visual-studio-2022-mac-to-version-17-0-build-7303-xamarin-proje,After Update Visual Studio 2022 (Mac) to version 17.0 (build 7303) Xamarin Projects not working - Error CS0006: Metadata file *.dll could not be found,71373855.0,,,,,,
67,"['c#', 'generics', 'icomparer']","{'account_id': 19906402, 'reputation': 101, 'user_id': 17867805, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vTzV5.jpg?s=256&g=1', 'display_name': 'hekeemje', 'link': 'https://stackoverflow.com/users/17867805/hekeemje'}",True,105,2,-1,1665585976,1648557876,71662268,CC BY-SA 4.0,https://stackoverflow.com/questions/71662268/icomparer-c-generics,IComparer C# + generics,71662593.0,1665585976.0,,,,,
68,"['c#', 'opc-ua']","{'account_id': 24551912, 'reputation': 31, 'user_id': 18460978, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz1SqanLqu90vTE-FXGnwTf0-BYX50RrAiZ2Ya_=k-s256', 'display_name': 'Sakura', 'link': 'https://stackoverflow.com/users/18460978/sakura'}",False,82,1,2,1665583285,1647248822,71465240,CC BY-SA 4.0,https://stackoverflow.com/questions/71465240/unrecognized-option-d2,Unrecognized option &#39;-d2&#39;,,1659771350.0,,,,,
69,"['c#', 'encryption', 'jwt']","{'account_id': 17766749, 'reputation': 21, 'user_id': 14138390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16be6c5951cc4d237a56f7a6cb7e98eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nikita', 'link': 'https://stackoverflow.com/users/14138390/nikita'}",True,268,2,1,1665553368,1647076696,71448436,CC BY-SA 4.0,https://stackoverflow.com/questions/71448436/specified-padding-mode-is-not-valid-for-this-algorithm-ps256,Specified padding mode is not valid for this algorithm. PS256,,,,,,,
70,"['c#', '.net', 'artifactory']","{'account_id': 8242856, 'reputation': 131, 'user_id': 6199982, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8816b080e9b7dfa54a23e0f2293b398c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gopi', 'link': 'https://stackoverflow.com/users/6199982/gopi'}",False,64,1,-1,1665520822,1647573805,71522128,CC BY-SA 4.0,https://stackoverflow.com/questions/71522128/what-are-the-different-type-of-repos-required-for-nuget-package-manager,What are the different type of repos required for nuget package manager?,,1665520822.0,,,,,
71,"['c#', '.net', 'sql-server', 'pagination']","{'account_id': 1885076, 'reputation': 17065, 'user_id': 1704458, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/14Imh.jpg?s=256&g=1', 'display_name': 'T.S.', 'link': 'https://stackoverflow.com/users/1704458/t-s'}",True,496,1,0,1665512265,1646857026,71415500,CC BY-SA 4.0,https://stackoverflow.com/questions/71415500/dealing-with-paging-when-partially-duplicate-records-exist,Dealing with paging when [partially] duplicate records exist,71416603.0,1646932244.0,,,,,
72,"['c#', 'excel']","{'account_id': 24452574, 'reputation': 1, 'user_id': 18374591, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyGYMm__ySwDo3_KHd_AexfYT3auwZBmfzgcE-T=k-s256', 'display_name': 'Tomi Horvath', 'link': 'https://stackoverflow.com/users/18374591/tomi-horvath'}",True,376,3,0,1665501410,1646487089,71362587,CC BY-SA 4.0,https://stackoverflow.com/questions/71362587/change-excel-range-background-color,Change Excel Range Background Color,71419869.0,,,,,,
73,"['c#', 'entity-framework', '.net-core', 'entity-framework-core']","{'account_id': 25920, 'reputation': 21324, 'user_id': 67038, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/3826a42ee5db6b279d48c547d0cff960?s=256&d=identicon&r=PG', 'display_name': 'JMarsch', 'link': 'https://stackoverflow.com/users/67038/jmarsch'}",False,103,0,0,1665263321,1646354801,71345430,CC BY-SA 4.0,https://stackoverflow.com/questions/71345430/what-version-of-entity-framework-is-packaged-with-net-standard-2-1,What version of Entity Framework is packaged with .Net Standard 2.1?,,1665263321.0,,,,,
74,"['c#', 'wpf', 'data-binding', 'textbox']","{'account_id': 5126007, 'reputation': 2244, 'user_id': 4108016, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1rTVY.jpg?s=256&g=1', 'display_name': 'Muhammad Sulaiman', 'link': 'https://stackoverflow.com/users/4108016/muhammad-sulaiman'}",True,87,1,-1,1665130822,1646730953,71392548,CC BY-SA 4.0,https://stackoverflow.com/questions/71392548/apply-stringformat-from-c-code-to-every-custom-textbox,Apply StringFormat from C# code to every custom TextBox,,1665130822.0,,,,,
75,"['c#', '.net', 'sqlclient']","{'account_id': 557811, 'reputation': 51, 'user_id': 242613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/619a99c2f92061ce1797f66e09bca535?s=256&d=identicon&r=PG&f=1', 'display_name': 'pete', 'link': 'https://stackoverflow.com/users/242613/pete'}",False,312,0,3,1665129817,1646244596,71327303,CC BY-SA 4.0,https://stackoverflow.com/questions/71327303/unable-to-see-event-counters-for-microsoftsystem-data-sqlclient,Unable to see event counters for [Microsoft|System].Data.SqlClient,,1646247530.0,,,,,
76,"['c#', 'websocket', 'progressive-web-apps', 'websocket-sharp']","{'account_id': 16401603, 'reputation': 1, 'user_id': 11847373, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ecddbaab7f7abedc173527d6b4a670a5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/11847373/ben'}",False,314,1,0,1665082022,1648057432,71591754,CC BY-SA 4.0,https://stackoverflow.com/questions/71591754/create-secure-websocket-server-in-local-machine,Create secure websocket server in local machine,,,,,,,
