,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date
48,"['c#', 'monads']","{'account_id': 47697, 'reputation': 2193, 'user_id': 141398, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/e1ccf5dfaf69326197d4d02cdf427821?s=256&d=identicon&r=PG', 'display_name': 'Simon Woods', 'link': 'https://stackoverflow.com/users/141398/simon-woods'}",True,15485,6,18,1661947153,1338108037,1338129930.0,10772727,CC BY-SA 3.0,https://stackoverflow.com/questions/10772727/exception-or-either-monad-in-c,Exception or Either monad in C#,11221396.0,,,,
49,"['c#', 'winforms', 'background-image']","{'account_id': 172998, 'reputation': 2893, 'user_id': 401403, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/d935f57caa822d254259d60c4bcb1750?s=256&d=identicon&r=PG', 'display_name': 'Arash', 'link': 'https://stackoverflow.com/users/401403/arash'}",True,1406,3,1,1661829211,1338015624,,10764300,CC BY-SA 3.0,https://stackoverflow.com/questions/10764300/background-image-doesnt-show-when-right-to-left-is-true,Background Image Doesnt Show When Right To Left Is True,10764860.0,,,,
50,"['c#', 'asp.net', '.net', 'login-control']","{'account_id': 1358107, 'reputation': 772, 'user_id': 1296079, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ea6b50381088e090c3fe705001da0523?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jean Claude Abela', 'link': 'https://stackoverflow.com/users/1296079/jean-claude-abela'}",True,1742,3,0,1661766169,1336564375,1336564872.0,10515541,CC BY-SA 3.0,https://stackoverflow.com/questions/10515541/asp-login-control-reset-button,ASP Login Control Reset Button,10515652.0,,,,
51,"['c#', 'directory', 'visual-c#-express-2010']","{'account_id': 1157276, 'reputation': 6843, 'user_id': 1366887, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/0c0c74974262634dce24ddf66d332028?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hunter Mitchell', 'link': 'https://stackoverflow.com/users/1366887/hunter-mitchell'}",True,137863,6,73,1661764003,1337445220,1489503129.0,10667012,,https://stackoverflow.com/questions/10667012/getting-downloads-folder-in-c,Getting Downloads Folder in C#?,21953690.0,,1505634772.0,Duplicate,
52,"['c#', 'winforms']","{'account_id': 125140, 'reputation': 25627, 'user_id': 320724, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/QjpKD.jpg?s=256&g=1', 'display_name': 'Bohn', 'link': 'https://stackoverflow.com/users/320724/bohn'}",True,7256,7,7,1661020464,1337264625,,10637582,CC BY-SA 3.0,https://stackoverflow.com/questions/10637582/having-a-autocomplete-combobox-that-does-not-allow-custom-text,Having a AutoComplete combobox that does NOT allow custom text,,,,,
53,"['c#', 'wpf', 'dictionary', 'binding', 'inotifypropertychanged']","{'account_id': 451349, 'reputation': 23579, 'user_id': 847200, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/ac14814bcfc842f847af55f9b3ad55b5?s=256&d=identicon&r=PG', 'display_name': 'Arsen Zahray', 'link': 'https://stackoverflow.com/users/847200/arsen-zahray'}",True,40295,6,8,1660904586,1337163655,1466699767.0,10616554,CC BY-SA 3.0,https://stackoverflow.com/questions/10616554/observabledictionary-for-c,ObservableDictionary for c#,10616706.0,,,,
54,"['c#', 'wcf', 'ssl', 'security-context']","{'account_id': 1466826, 'reputation': 31, 'user_id': 1379434, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8dc61ff47a9cae5f22ea4f24e37aabd?s=256&d=identicon&r=PG', 'display_name': 'user1379434', 'link': 'https://stackoverflow.com/users/1379434/user1379434'}",False,11343,1,3,1660637055,1336388729,1408941253.0,10480960,CC BY-SA 3.0,https://stackoverflow.com/questions/10480960/consuming-web-service-with-ssl-https-in-c,Consuming web service with SSL (https) in C#,,,,,
55,"['c#', 'asp.net', 'ssl', 'httpwebrequest']","{'account_id': 952978, 'reputation': 4036, 'user_id': 978777, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/1ee2da43e0163de949637524ded7d4b6?s=256&d=identicon&r=PG', 'display_name': 'Joseph Anderson', 'link': 'https://stackoverflow.com/users/978777/joseph-anderson'}",True,197227,14,80,1660086078,1338404194,1338474455.0,10822509,CC BY-SA 3.0,https://stackoverflow.com/questions/10822509/the-request-was-aborted-could-not-create-ssl-tls-secure-channel,The request was aborted: Could not create SSL/TLS secure channel,10837295.0,,,,
56,"['c#', '.net', 'list', 'reflection']","{'account_id': 223526, 'reputation': 5366, 'user_id': 482783, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/6e34d53e5417ec0736427066b6a12d89?s=256&d=identicon&r=PG', 'display_name': 'Fore', 'link': 'https://stackoverflow.com/users/482783/fore'}",True,1928,2,3,1659721972,1337160040,1659721972.0,10615523,CC BY-SA 4.0,https://stackoverflow.com/questions/10615523/update-values-in-a-list-with-reflection,Update values in a list with reflection,10615730.0,,,,
57,"['c#', 'ms-access']","{'account_id': 1366542, 'reputation': 198, 'user_id': 1302851, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a2c3f3b0b78d3d2e7b4331d08da78c43?s=256&d=identicon&r=PG', 'display_name': 'Charp', 'link': 'https://stackoverflow.com/users/1302851/charp'}",True,18383,5,6,1659645435,1335946904,1335954052.0,10410095,CC BY-SA 3.0,https://stackoverflow.com/questions/10410095/how-to-create-an-access-database-using-c-and-continuously-save-real-time-data-t,How to create an Access database using C# and continuously save real-time data to it,10411560.0,,,,
58,"['c#', '.net', 'lookup']","{'account_id': 205504, 'reputation': 526, 'user_id': 454296, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/25e64797ad04407e8c242a2cb8dadf91?s=256&d=identicon&r=PG', 'display_name': 'Merwer', 'link': 'https://stackoverflow.com/users/454296/merwer'}",True,14833,4,17,1659481046,1338309231,1454352950.0,10803185,CC BY-SA 3.0,https://stackoverflow.com/questions/10803185/tolookup-with-multiple-keys,ToLookup with multiple keys,10803597.0,,,,
59,"['c#', 'winforms', 'zooming', 'mouseover', 'picturebox']","{'account_id': 1097314, 'reputation': 408, 'user_id': 1090630, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/99HK2.png?s=256&g=1', 'display_name': 'devilkkw', 'link': 'https://stackoverflow.com/users/1090630/devilkkw'}",True,14036,3,10,1659344497,1336332805,1336333751.0,10473582,CC BY-SA 3.0,https://stackoverflow.com/questions/10473582/how-to-retrieve-zoom-factor-of-a-winforms-picturebox,How to retrieve zoom factor of a WinForms PictureBox?,10485867.0,,,,
60,"['c#', 'winforms', 'drop-down-menu']","{'account_id': 1104928, 'reputation': 1966, 'user_id': 1096537, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a15c07f9a2a75ace9f34a943c0e7fd88?s=256&d=identicon&r=PG', 'display_name': 'tonytony', 'link': 'https://stackoverflow.com/users/1096537/tonytony'}",True,75891,10,47,1659272096,1338309228,,10803184,CC BY-SA 3.0,https://stackoverflow.com/questions/10803184/windows-forms-button-with-drop-down-menu,Windows.Forms button with drop-down menu,10803307.0,,,,
61,"['c#', 'dataset', 'report']","{'account_id': 402687, 'reputation': 499, 'user_id': 770004, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b9b8d324e98488343eab29cb0f9b63f6?s=256&d=identicon&r=PG', 'display_name': 'mrbunyrabit', 'link': 'https://stackoverflow.com/users/770004/mrbunyrabit'}",False,41984,1,3,1659161090,1338205942,1656532642.0,10784232,CC BY-SA 4.0,https://stackoverflow.com/questions/10784232/how-to-create-a-dataset-in-c-programmatically,How to create a dataset in c# programmatically?,,,,,
62,"['c#', '.net', 'filestream']","{'account_id': 382914, 'reputation': 1101, 'user_id': 738448, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/404bdcb6cb078fa10a78cf876c1674fc?s=256&d=identicon&r=PG', 'display_name': 'gfppaste', 'link': 'https://stackoverflow.com/users/738448/gfppaste'}",True,85325,8,13,1659085873,1337189505,1563522747.0,10623656,CC BY-SA 4.0,https://stackoverflow.com/questions/10623656/streamreader-to-a-relative-filepath,Streamreader to a relative filepath,10623828.0,,,,
63,"['c#', 'json', 'csv']","{'account_id': 1529437, 'reputation': 851, 'user_id': 1427026, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/9e7e2f3d5d12f85aa186347a1492bde3?s=256&d=identicon&r=PG', 'display_name': 'user1427026', 'link': 'https://stackoverflow.com/users/1427026/user1427026'}",True,92670,17,34,1659024724,1338411488,1338411686.0,10824165,CC BY-SA 3.0,https://stackoverflow.com/questions/10824165/converting-a-csv-file-to-json-using-c,Converting a csv file to json using C#,,,,,
64,"['c#', 'asp.net']","{'account_id': 441245, 'reputation': 549, 'user_id': 831227, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/b8813a32bcb8614bdaa7d18639825f16?s=256&d=identicon&r=PG', 'display_name': 'lelewin', 'link': 'https://stackoverflow.com/users/831227/lelewin'}",True,28527,2,12,1658941652,1338452006,1452293080.0,10829732,CC BY-SA 3.0,https://stackoverflow.com/questions/10829732/how-can-i-calculate-the-numbers-of-month-between-two-dates-in-c,How can I calculate the numbers of month between two dates in C#,10829846.0,,,,
65,"['c#', 'string', 'find']","{'account_id': 1130675, 'reputation': 8420, 'user_id': 1116831, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/131df9fbe08dba6649cc5de70ddf1c73?s=256&d=identicon&r=PG', 'display_name': 'Wilson', 'link': 'https://stackoverflow.com/users/1116831/wilson'}",True,588014,17,97,1658925085,1337719173,1579594179.0,10709821,CC BY-SA 4.0,https://stackoverflow.com/questions/10709821/find-text-in-string-with-c,Find text in string with C#,10709874.0,,,,
66,"['c#', '.net', 'string', 'replace']","{'account_id': 464351, 'reputation': 6462, 'user_id': 867798, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/6eeff50b135093cc0344e91451a8f77c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrew De Forest', 'link': 'https://stackoverflow.com/users/867798/andrew-de-forest'}",True,28988,2,2,1658918168,1337885437,1337886174.0,10743571,CC BY-SA 3.0,https://stackoverflow.com/questions/10743571/find-and-replace-ascii-character-with-a-new-line,Find and replace ASCII character with a new line,10743603.0,,,,
67,"['c#', 'asp.net', 'localhost']","{'account_id': 915349, 'reputation': 545, 'user_id': 948253, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/7723b067268a78a33d6c8a8d2a87ac57?s=256&d=identicon&r=PG', 'display_name': 'sharad', 'link': 'https://stackoverflow.com/users/948253/sharad'}",True,77538,14,37,1658822149,1338468276,1413891321.0,10833894,CC BY-SA 3.0,https://stackoverflow.com/questions/10833894/a-document-processed-by-the-jrc-engine-cannot-be-opened-in-the-c-stack,A document processed by the JRC engine cannot be opened in the C++ stack,,,,,
68,"['c#', '.net', 'windows', 'authentication', 'pass-through']","{'account_id': 412241, 'reputation': 9729, 'user_id': 785210, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a1939c396dab504b3eb6de471ca10afc?s=256&d=identicon&r=PG', 'display_name': 'nikeee', 'link': 'https://stackoverflow.com/users/785210/nikeee'}",True,2103,3,4,1658497121,1337335155,,10650514,CC BY-SA 3.0,https://stackoverflow.com/questions/10650514/implement-pass-through-authentication-in-c,Implement Pass-Through Authentication in C#,10652220.0,,,,
69,"['c#', 'dll', 'namespaces']","{'account_id': 310950, 'reputation': 3838, 'user_id': 624247, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/150b72ef55e91a3e1e5b4434b356c5a9?s=256&d=identicon&r=PG', 'display_name': 'Lee', 'link': 'https://stackoverflow.com/users/624247/lee'}",True,49304,7,16,1658340887,1335893546,1406832895.0,10401685,CC BY-SA 3.0,https://stackoverflow.com/questions/10401685/visual-studio-cannot-find-my-referenced-dlls-namespace,Visual studio cannot find my referenced DLL&#39;s namespace,,,,,
70,"['c#', 'casting', 'int', 'double']","{'account_id': 1042602, 'reputation': 230, 'user_id': 1048307, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/0fed562a86e7a1f972bc90b8288e007a?s=256&d=identicon&r=PG', 'display_name': 'digdig', 'link': 'https://stackoverflow.com/users/1048307/digdig'}",True,6883,5,11,1658185220,1335803677,1335810941.0,10387195,CC BY-SA 3.0,https://stackoverflow.com/questions/10387195/c-int-or-object-to-double-casting-error-explanation,C# int- or object-to-double casting error explanation,,,,,
71,"['c#', '.net']","{'account_id': 1050222, 'reputation': 2327, 'user_id': 1054358, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/0O6qs.png?s=256&g=1', 'display_name': 'Md Kamruzzaman Sarker', 'link': 'https://stackoverflow.com/users/1054358/md-kamruzzaman-sarker'}",True,378,2,7,1657739279,1338087957,1338090198.0,10771368,CC BY-SA 3.0,https://stackoverflow.com/questions/10771368/why-string-is-functioning-differently,Why string is functioning differently,10771376.0,,,,
72,"['c#', 'button']","{'account_id': 1518145, 'reputation': 221, 'user_id': 1418608, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d78e33b8a64fe54233e7e5376e55c5d7?s=256&d=identicon&r=PG', 'display_name': 'Asmo', 'link': 'https://stackoverflow.com/users/1418608/asmo'}",True,52215,6,14,1657539672,1338007277,,10763640,CC BY-SA 3.0,https://stackoverflow.com/questions/10763640/c-windows-form-application-transparent-button,C# Windows Form Application Transparent button,31697399.0,,,,
73,"['c#', 'deprecated', 'custom-attributes', 'obsolete']","{'account_id': 1274719, 'reputation': 196, 'user_id': 1230200, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/5e93f32b7808cfcd20be36259846ecad?s=256&d=identicon&r=PG', 'display_name': 'Emmanuel Chaffraix', 'link': 'https://stackoverflow.com/users/1230200/emmanuel-chaffraix'}",True,831,2,3,1656922686,1337761100,1337762045.0,10716061,CC BY-SA 3.0,https://stackoverflow.com/questions/10716061/obsolete-after-a-specific-date,Obsolete after a specific date?,10716188.0,,,,
74,"['c#', 'visual-studio-2010', 'entity-framework', 'c#-4.0', 'ado.net-entity-data-model']","{'account_id': 1197643, 'reputation': 33893, 'user_id': 1169020, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8a1092162e472b9b496ed68d4750f66d?s=256&d=identicon&r=PG', 'display_name': 'Diego', 'link': 'https://stackoverflow.com/users/1169020/diego'}",True,25501,2,17,1656372767,1336745837,1336773037.0,10553146,CC BY-SA 3.0,https://stackoverflow.com/questions/10553146/entity-framework-csdl-ssdl-and-msl-files,"Entity Framework - CSDL, SSDL, and MSL files",10553203.0,,,,
75,"['c#', 'generics', 'casting', 'enums']","{'account_id': 25508, 'reputation': 5694, 'user_id': 65580, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/4d936609ca8f51dd342497b6c25a4c3c?s=256&d=identicon&r=PG', 'display_name': 'csauve', 'link': 'https://stackoverflow.com/users/65580/csauve'}",True,40387,9,113,1656327520,1335803205,1495540481.0,10387095,CC BY-SA 3.0,https://stackoverflow.com/questions/10387095/cast-int-to-generic-enum-in-c,Cast Int to Generic Enum in C#,10387134.0,,,,
76,"['c#', 'wpf', 'triggers', 'readonly', 'attached-properties']","{'account_id': 460175, 'reputation': 328, 'user_id': 861108, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/3f3d009a283ff34080bab57125765e0f?s=256&d=identicon&r=PG', 'display_name': 'Developex', 'link': 'https://stackoverflow.com/users/861108/developex'}",True,3319,2,7,1656064402,1337328451,1337736165.0,10648997,CC BY-SA 3.0,https://stackoverflow.com/questions/10648997/read-only-attached-property-in-trigger-wpf,Read-only attached property in trigger (WPF),,,,,
77,"['c#', 'wpf', 'background', 'styles', 'tabcontrol']","{'account_id': 1491674, 'reputation': 297, 'user_id': 1398630, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/25a7bde7108becf1ea322ae711e105fa?s=256&d=identicon&r=PG', 'display_name': 'Creative', 'link': 'https://stackoverflow.com/users/1398630/creative'}",True,34540,4,24,1655997251,1338289204,,10797816,CC BY-SA 3.0,https://stackoverflow.com/questions/10797816/how-to-change-background-color-of-tabcontrol-header,How to change background color of TabControl.Header,10798220.0,,,,
78,"['c#', 'filesystems']","{'account_id': 594, 'reputation': 38759, 'user_id': 770, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/96cc9a6a2199a0eff068448c5d16b2a3?s=256&d=identicon&r=PG', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/770/martin'}",True,24354,2,44,1655620110,1336820673,,10563148,CC BY-SA 3.0,https://stackoverflow.com/questions/10563148/where-is-the-correct-place-to-store-my-application-specific-data,Where is the correct place to store my application specific data?,10563198.0,,,,
