,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,community_owned_date,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
51,"['javascript', 'events', 'event-handling', 'dom-events']","{'account_id': 45167, 'reputation': 263, 'user_id': 133038, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7da1ecf92d196888b8383538bc731dd6?s=256&d=identicon&r=PG', 'display_name': 'Ronald', 'link': 'https://stackoverflow.com/users/133038/ronald'}",True,27259,,1081513.0,6,,26,1655676523,1246682113,1655676523.0,1081499,CC BY-SA 4.0,https://stackoverflow.com/questions/1081499/accessing-an-objects-property-from-an-event-listener-call-in-javascript,Accessing an object&#39;s property from an event listener call in JavaScript,,
52,"['javascript', 'multithreading']","{'account_id': 12331, 'reputation': 2978, 'user_id': 24204, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/9bb22018d56c42b548fe7457b349b1ea?s=256&d=identicon&r=PG', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/24204/rob'}",True,71596,,7229556.0,11,,52,1655563919,1248191843,,1160137,CC BY-SA 2.5,https://stackoverflow.com/questions/1160137/execute-background-task-in-javascript,Execute Background Task In Javascript,,
53,"['javascript', 'css', 'dom-events']","{'account_id': 36091, 'reputation': 1609, 'user_id': 102719, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/b1f03f29ec5ff8937ffe5eedb718a4ff?s=256&d=identicon&r=PG', 'display_name': 'cometbill', 'link': 'https://stackoverflow.com/users/102719/cometbill'}",True,607,,1121525.0,7,,1,1655387181,1247512332,1655387181.0,1121492,CC BY-SA 4.0,https://stackoverflow.com/questions/1121492/web-page-image-effects-javascript-how-else,Web page image effects - JavaScript? How else?,,
54,['javascript'],"{'account_id': 38334, 'reputation': 785, 'user_id': 109948, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/3351990cfe6671f55fead774c042cc86?s=256&d=identicon&r=PG', 'display_name': 'doro', 'link': 'https://stackoverflow.com/users/109948/doro'}",True,8690,,1171041.0,6,,2,1654428188,1248346235,,1170970,CC BY-SA 2.5,https://stackoverflow.com/questions/1170970/change-all-span-tags-into-label-tags-with-javascript,Change all span-tags into label-tags with Javascript?,,
55,"['javascript', 'jquery']","{'account_id': 25271, 'reputation': 15176, 'user_id': 64873, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/08d7b42620614dea850038c10bc808be?s=256&d=identicon&r=PG', 'display_name': 'Billy', 'link': 'https://stackoverflow.com/users/64873/billy'}",True,64626,,1199691.0,5,,43,1653955086,1248867903,1421073332.0,1199676,CC BY-SA 3.0,https://stackoverflow.com/questions/1199676/can-i-create-script-tag-by-jquery,Can I create script tag by jQuery?,,
56,"['javascript', 'internet-explorer', 'properties', 'window']","{'account_id': 11434, 'reputation': 1098, 'user_id': 22042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'gasper_k', 'link': 'https://stackoverflow.com/users/22042/gasper-k'}",True,20888,,1268006.0,4,,70,1652774085,1246527124,1414235953.0,1073414,CC BY-SA 3.0,https://stackoverflow.com/questions/1073414/deleting-a-window-property-in-ie,Deleting a window property in IE,,
57,"['javascript', 'scroll']","{'account_id': 25273, 'reputation': 64048, 'user_id': 64878, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/437d018976627b471adcf13c6b31feb7?s=256&d=identicon&r=PG', 'display_name': 'KingNestor', 'link': 'https://stackoverflow.com/users/64878/kingnestor'}",True,2192032,1545281458.0,1145012.0,48,,1912,1652014407,1247853549,1601445074.0,1144805,CC BY-SA 4.0,https://stackoverflow.com/questions/1144805/scroll-to-the-top-of-the-page-using-javascript,Scroll to the top of the page using JavaScript?,,
58,"['javascript', 'jquery']","{'account_id': 15306, 'reputation': 22787, 'user_id': 32173, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/89697dabb788a17793f5c41625494959?s=256&d=identicon&r=PG', 'display_name': 'eKek0', 'link': 'https://stackoverflow.com/users/32173/ekek0'}",True,137143,,1101595.0,5,,72,1651559644,1247100744,1543227355.0,1101292,CC BY-SA 4.0,https://stackoverflow.com/questions/1101292/how-to-get-the-top-position-of-an-element,How to get the top position of an element?,,
59,"['javascript', 'http', 'mime']","{'account_id': 3055, 'reputation': 49787, 'user_id': 4321, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/bd53c3454ee1d51a49d0983415ea44c4?s=256&d=identicon&r=PG', 'display_name': 'JW.', 'link': 'https://stackoverflow.com/users/4321/jw'}",True,407550,,4168965.0,24,,559,1651052459,1247172672,1641867311.0,1106377,CC BY-SA 4.0,https://stackoverflow.com/questions/1106377/detect-when-a-browser-receives-a-file-download,Detect when a browser receives a file download,,
60,"['javascript', 'css', 'forms', 'dom-events']","{'user_type': 'does_not_exist', 'display_name': 'infectious-ca'}",True,1681,,,2,,0,1650628035,1248240656,1650628035.0,1163213,CC BY-SA 4.0,https://stackoverflow.com/questions/1163213/how-to-create-a-form-toggle-switch-as-a-replacement-for-a-submit-button,How to create a form toggle switch as a replacement for a submit button?,,
61,"['javascript', 'arrays', 'object']","{'account_id': 65, 'reputation': 50792, 'user_id': 79, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/072abdb5a6787505e87044eda654a49b?s=256&d=identicon&r=PG', 'display_name': 'Adam Ernst', 'link': 'https://stackoverflow.com/users/79/adam-ernst'}",True,3138501,1386274915.0,1098955.0,31,,3829,1650457988,1247059292,1580376278.0,1098040,CC BY-SA 4.0,https://stackoverflow.com/questions/1098040/checking-if-a-key-exists-in-a-javascript-object,Checking if a key exists in a JavaScript object?,,
62,"['javascript', 'html', 'scripting', 'inline']","{'account_id': 23193, 'reputation': 3012, 'user_id': 57915, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b23024dc48b711aa761734570e8f6d1b?s=256&d=identicon&r=PG', 'display_name': 'Dave Archer', 'link': 'https://stackoverflow.com/users/57915/dave-archer'}",True,800,,1064174.0,10,,5,1650183974,1246374032,,1064166,CC BY-SA 2.5,https://stackoverflow.com/questions/1064166/is-there-any-good-reason-for-javascript-to-be-inline,Is there any good reason for javascript to be inline,,
63,"['javascript', 'getelementbyid']","{'user_type': 'does_not_exist', 'display_name': 'user132539'}",True,5249,,1077166.0,4,,8,1649193778,1246576196,1333839179.0,1077139,CC BY-SA 3.0,https://stackoverflow.com/questions/1077139/use-getelementbyid-for-elements-that-are-not-yet-in-the-dom,Use getElementById for elements that are not [yet] in the DOM?,,
64,"['javascript', 'jquery', 'plugins', 'jqgrid']","{'account_id': 42357, 'reputation': 1688, 'user_id': 123368, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/y2esR.jpg?s=256&g=1', 'display_name': 'Billyhole', 'link': 'https://stackoverflow.com/users/123368/billyhole'}",True,46875,,1167902.0,11,,24,1648453528,1248289488,1495542349.0,1167477,CC BY-SA 3.0,https://stackoverflow.com/questions/1167477/how-can-i-hide-the-jqgrid-completely-when-no-data-returned,How can I hide the jqgrid completely when no data returned?,,
65,"['php', 'javascript', 'urlencode']","{'account_id': 41415, 'reputation': 12459, 'user_id': 120330, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4bf3784011a5706bc9064fad113bbf31?s=256&d=identicon&r=PG', 'display_name': 'Andromeda', 'link': 'https://stackoverflow.com/users/120330/andromeda'}",True,29124,,1105481.0,5,,28,1647857316,1247161263,,1105434,CC BY-SA 2.5,https://stackoverflow.com/questions/1105434/php-javascript-url-encoding,php javascript url encoding,,
66,"['javascript', 'html', 'cross-window-scripting']","{'account_id': 9143, 'reputation': 15459, 'user_id': 16777, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e5c5dd043eb3a8c0b3639fd41844d30e?s=256&d=identicon&r=PG', 'display_name': 'Kev', 'link': 'https://stackoverflow.com/users/16777/kev'}",True,18058,,1100416.0,2,,25,1647704337,1247084453,,1100336,CC BY-SA 2.5,https://stackoverflow.com/questions/1100336/sending-a-message-to-all-open-windows-tabs-using-javascript,Sending a message to all open windows/tabs using JavaScript,,
67,"['javascript', 'php', 'dom-events', 'pchart']","{'user_type': 'does_not_exist', 'display_name': 'lnj'}",True,1457,,,2,,-2,1646865910,1248876483,1646865910.0,1200521,,https://stackoverflow.com/questions/1200521/pchart-with-mouseover,Pchart with mouseover,1327937542.0,not a real question
68,"['javascript', 'anonymous-function', 'iife']","{'account_id': 26033, 'reputation': 7581, 'user_id': 67439, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/b7ec9b39ffa461de7d14b3ddab79ca58?s=256&d=identicon&r=PG', 'display_name': 'palig', 'link': 'https://stackoverflow.com/users/67439/palig'}",True,301091,1455162795.0,1140107.0,19,,389,1646433444,1247775985,1437924238.0,1140089,CC BY-SA 3.0,https://stackoverflow.com/questions/1140089/why-do-you-need-to-invoke-an-anonymous-function-on-the-same-line,Why do you need to invoke an anonymous function on the same line?,,
69,"['javascript', 'oop', 'object-literal']","{'account_id': 9754, 'reputation': 24802, 'user_id': 18149, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f5e10278b9b6a518d5835f658704d85f?s=256&d=identicon&r=PG', 'display_name': 'leeand00', 'link': 'https://stackoverflow.com/users/18149/leeand00'}",True,16063,,1482209.0,10,,25,1646053003,1248372935,1248432960.0,1173549,CC BY-SA 2.5,https://stackoverflow.com/questions/1173549/how-to-determine-if-an-object-is-an-object-literal-in-javascript,How to determine if an object is an object literal in Javascript?,,
70,"['javascript', 'jquery', 'dom']","{'account_id': 22698, 'reputation': 18892, 'user_id': 56256, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e57808f4634d221405c81d00b2e12b16?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/56256/nick'}",True,130977,,1203104.0,21,,78,1645760756,1248388477,1265659863.0,1174863,CC BY-SA 2.5,https://stackoverflow.com/questions/1174863/javascript-scrollto-method-does-nothing,JavaScript scrollTo method does nothing?,,
71,"['javascript', 'jquery', 'canvas']","{'user_type': 'does_not_exist', 'display_name': 'Michael'}",True,3315,,,8,,2,1645649117,1248515822,1248518091.0,1181777,CC BY-SA 2.5,https://stackoverflow.com/questions/1181777/maximum-width-height-canvas-scrollbar-interference,Maximum width/height canvas scrollbar interference?,,
72,"['javascript', 'html', 'css']","{'account_id': 31001, 'reputation': 13489, 'user_id': 84852, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/24ec90716ce5b6b4cba1745ef6feac7a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrija', 'link': 'https://stackoverflow.com/users/84852/andrija'}",True,296014,,,32,,183,1644890263,1246831639,1536681070.0,1084925,CC BY-SA 4.0,https://stackoverflow.com/questions/1084925/input-type-file-show-only-button,input type=file show only button,,
73,"['javascript', 'html', 'dom-events', 'keylistener']","{'account_id': 41976, 'reputation': 1303, 'user_id': 122147, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2bd19d4ec094b3ac6fabe66140b736b7?s=256&d=identicon&r=PG', 'display_name': 'user122147', 'link': 'https://stackoverflow.com/users/122147/user122147'}",True,4219,,1105645.0,3,,9,1644828681,1247161391,1644828681.0,1105452,CC BY-SA 4.0,https://stackoverflow.com/questions/1105452/catching-tabs-in-textarea,Catching Tabs in TextArea,,
74,"['javascript', 'html', 'dom', 'innerhtml']","{'account_id': 34974, 'reputation': 7341, 'user_id': 98917, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fcd8d4514c90e8798a8a3761d0a31d52?s=256&d=identicon&r=PG', 'display_name': 'Craig', 'link': 'https://stackoverflow.com/users/98917/craig'}",True,263162,1597903270.0,1197585.0,25,,278,1644826797,1248829272,1450949349.0,1197575,CC BY-SA 3.0,https://stackoverflow.com/questions/1197575/can-scripts-be-inserted-with-innerhtml,Can scripts be inserted with innerHTML?,,
75,"['javascript', 'dom']","{'account_id': 37138, 'reputation': 7713, 'user_id': 106111, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3a8dc27d3945dbd8f0124e3ef04c4261?s=256&d=identicon&r=PG', 'display_name': 'wow', 'link': 'https://stackoverflow.com/users/106111/wow'}",True,580931,,1115312.0,12,,376,1644605845,1247372987,1576385554.0,1115310,CC BY-SA 4.0,https://stackoverflow.com/questions/1115310/how-can-i-add-a-class-to-a-dom-element-in-javascript,How can I add a class to a DOM element in JavaScript?,,
76,"['javascript', 'json', 'loops']","{'account_id': 30705, 'reputation': 8987, 'user_id': 83843, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/f8d1f29a3d0a3812380b112d5141c32c?s=256&d=identicon&r=PG', 'display_name': 'Flueras Bogdan', 'link': 'https://stackoverflow.com/users/83843/flueras-bogdan'}",True,1120192,,1078132.0,13,,591,1643634448,1246604949,1559336938.0,1078118,,https://stackoverflow.com/questions/1078118/how-do-i-iterate-over-a-json-structure,How do I iterate over a JSON structure?,1494336283.0,Duplicate
77,['javascript'],"{'account_id': 26575, 'reputation': 12151, 'user_id': 69285, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/5xzyl.jpg?s=256&g=1', 'display_name': 'Lee D', 'link': 'https://stackoverflow.com/users/69285/lee-d'}",True,945080,1347116756.0,1184130.0,20,,912,1643620181,1248600279,1591547048.0,1184123,CC BY-SA 4.0,https://stackoverflow.com/questions/1184123/is-it-possible-to-add-dynamically-named-properties-to-javascript-object,Is it possible to add dynamically named properties to JavaScript object?,,
78,"['javascript', 'html', 'css', 'forms', 'html-select']","{'account_id': 38425, 'reputation': 10664, 'user_id': 110264, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/302fc648681a1d7ca4fe01373f02f520?s=256&d=identicon&r=PG', 'display_name': 'Marquis Wang', 'link': 'https://stackoverflow.com/users/110264/marquis-wang'}",True,234031,,1191117.0,15,,204,1643287580,1248735719,1479311549.0,1191113,CC BY-SA 3.0,https://stackoverflow.com/questions/1191113/how-to-ensure-a-select-form-field-is-submitted-when-it-is-disabled,How to ensure a &lt;select&gt; form field is submitted when it is disabled?,,
79,"['javascript', 'html', 'dom', 'dom-events']","{'user_type': 'does_not_exist', 'display_name': 'user80978'}",True,307113,,1207963.0,12,,40,1643009035,1248973250,1566816589.0,1207939,CC BY-SA 4.0,https://stackoverflow.com/questions/1207939/adding-an-onclick-event-to-a-table-row,Adding an onclick event to a table row,,
80,"['javascript', 'jquery', 'ajax', 'callback']","{'account_id': 16675, 'reputation': 68353, 'user_id': 36590, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/790b36a09a4c93e976295cd7c6eb50e8?s=256&d=identicon&r=PG', 'display_name': 'BuddyJoe', 'link': 'https://stackoverflow.com/users/36590/buddyjoe'}",True,64339,1291989728.0,1194118.0,3,,74,1641988035,1248787690,1460603806.0,1194104,CC BY-SA 3.0,https://stackoverflow.com/questions/1194104/jquery-ajax-ajax-passing-parameters-to-callback-good-pattern-to-use,jQuery / Ajax - $.ajax() Passing Parameters to Callback - Good Pattern to Use?,,
81,"['javascript', 'jquery', 'css', 'opera', 'mouse-cursor']","{'account_id': 11547, 'reputation': 1174, 'user_id': 22309, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/a8a2693fff96ad4a93618c2a9b9973c0?s=256&d=identicon&r=PG', 'display_name': 'nivcaner', 'link': 'https://stackoverflow.com/users/22309/nivcaner'}",True,3431,,,1,,5,1640875878,1248248484,1640875878.0,1163671,CC BY-SA 4.0,https://stackoverflow.com/questions/1163671/assigning-dynamic-cursor-style-to-element-using-jquery-in-opera,assigning dynamic cursor style to element using jquery in Opera,,
82,"['javascript', 'curl', 'wget', 'httplib2']","{'account_id': 36375, 'reputation': 17056, 'user_id': 103734, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/CsGzQ.png?s=256&g=1', 'display_name': 'un33k', 'link': 'https://stackoverflow.com/users/103734/un33k'}",True,13076,,23523651.0,6,,3,1640739630,1247171367,1483887338.0,1106268,CC BY-SA 3.0,https://stackoverflow.com/questions/1106268/command-line-url-fetch-with-javascript-capabliity,Command line URL fetch with JavaScript capabliity,,
83,"['javascript', 'regex', 'geolocation', 'gps', 'geocoding']","{'user_type': 'does_not_exist', 'display_name': 'Joe Colson'}",True,78471,,,7,,43,1640653242,1247777046,,1140189,CC BY-SA 2.5,https://stackoverflow.com/questions/1140189/converting-latitude-and-longitude-to-decimal-values,Converting latitude and longitude to decimal values,,
