,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,closed_date,closed_reason
188,"['javascript', 'node.js', 'next.js', 'routes', 'middleware']","{'account_id': 428832, 'reputation': 32320, 'user_id': 811405, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/aVcPB.jpg?s=256&g=1', 'display_name': 'Can Poyrazoğlu', 'link': 'https://stackoverflow.com/users/811405/can-poyrazo%c4%9flu'}",True,748,73416083.0,2,2,1665824750,1660905719,1661156743.0,73415530,CC BY-SA 4.0,https://stackoverflow.com/questions/73415530/next-js-middleware-matcher-negate-path,Next.js middleware matcher negate path,,,,
189,"['javascript', 'reactjs', 'material-table']","{'user_type': 'does_not_exist', 'display_name': 'user19728229'}",True,65,74076647.0,1,2,1665807450,1660105224,1660106860.0,73300578,CC BY-SA 4.0,https://stackoverflow.com/questions/73300578/in-react-material-tree-table-when-i-add-a-new-row-in-tree-table-that-row-should,In React material tree table when i add a new row in tree table that row should be expand default,,,,
190,"['javascript', 'arrays', 'rust', 'bit', 'webassembly']","{'account_id': 10797136, 'reputation': 127, 'user_id': 12068003, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-TaEbRh-Ypuo/AAAAAAAAAAI/AAAAAAAAAAo/AoD_iIotVPM/photo.jpg?sz=256', 'display_name': 'Jayson Meribe', 'link': 'https://stackoverflow.com/users/12068003/jayson-meribe'}",True,67,73288369.0,1,0,1665806456,1660030317,1665806456.0,73288026,CC BY-SA 4.0,https://stackoverflow.com/questions/73288026/bits-flipped-between-my-webassembly-binary-and-my-javascript-code,Bits flipped between my webassembly binary and my javascript code?,,,,
191,['javascript'],"{'account_id': 1859171, 'reputation': 3247, 'user_id': 1684123, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/6399bc3feeb74feb14fcbd8088bfc87a?s=256&d=identicon&r=PG', 'display_name': 'Kifsif', 'link': 'https://stackoverflow.com/users/1684123/kifsif'}",True,38,73499207.0,1,0,1665786940,1661502635,1665786940.0,73498161,CC BY-SA 4.0,https://stackoverflow.com/questions/73498161/preserve-line-breaks-while-substituting-anything-except-the-first-letter-and-pun,Preserve line breaks while substituting anything except the first letter and punctuation marks,,,,
192,"['javascript', 'reactjs', 'flask']","{'account_id': 14689207, 'reputation': 1, 'user_id': 10608340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d4e77e65f9cd51e2fd3384bcb896d4b?s=256&d=identicon&r=PG&f=1', 'display_name': 'coga', 'link': 'https://stackoverflow.com/users/10608340/coga'}",False,43,,1,0,1665774133,1659682929,,73245869,CC BY-SA 4.0,https://stackoverflow.com/questions/73245869/react-chartjs-wont-show-data-from-flask-backend,React: Chartjs won&#39;t show data from Flask backend,,,,
193,"['javascript', 'reactjs', 'asynchronous']","{'account_id': 2056551, 'reputation': 810, 'user_id': 3482266, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/9cfa2670f8085a5eb850ab823e0ee834?s=256&d=identicon&r=PG&f=1', 'display_name': 'An old man in the sea.', 'link': 'https://stackoverflow.com/users/3482266/an-old-man-in-the-sea'}",True,79,73261187.0,2,0,1665773616,1659798810,1659801041.0,73260946,CC BY-SA 4.0,https://stackoverflow.com/questions/73260946/asynchronously-map-jsx-in-react,Asynchronously map JSX in React,,,,
194,"['javascript', 'zapier']","{'account_id': 10597449, 'reputation': 37, 'user_id': 7805583, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5c56449ff871778d13e43e00f0a6d54?s=256&d=identicon&r=PG&f=1', 'display_name': 'Megamind', 'link': 'https://stackoverflow.com/users/7805583/megamind'}",False,37,,1,2,1665767452,1661756504,,73525162,CC BY-SA 4.0,https://stackoverflow.com/questions/73525162/zapier-dynamic-dropdown-using-zapier-ui,Zapier dynamic dropdown using Zapier UI,,,,
195,"['javascript', 'node.js', 'firebase', 'package.json']","{'account_id': 5423942, 'reputation': 369, 'user_id': 4330018, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/AtTSq.jpg?s=256&g=1', 'display_name': 'Javier Bullrich', 'link': 'https://stackoverflow.com/users/4330018/javier-bullrich'}",True,97,73657362.0,3,4,1665759771,1661862259,1665759771.0,73542421,CC BY-SA 4.0,https://stackoverflow.com/questions/73542421/how-to-separate-a-package-into-modules-like-firebase-sdk,How to separate a package into modules? (Like Firebase SDK),,,,
196,"['javascript', 'node.js', 'npm', 'package.json']","{'account_id': 5374235, 'reputation': 1, 'user_id': 4281728, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QSKKZ.jpg?s=256&g=1', 'display_name': 'moribaleta', 'link': 'https://stackoverflow.com/users/4281728/moribaleta'}",False,37,,0,0,1665759601,1659487807,1665759601.0,73215208,CC BY-SA 4.0,https://stackoverflow.com/questions/73215208/is-there-a-way-for-me-to-get-the-invoked-package-json-script-because-process-cwd,Is there a way for me to get the invoked package.json script because process.cwd() only returns where the package.json is located,,,,
197,"['javascript', 'browser', 'bookmarklet', 'bookmarks']","{'account_id': 25959225, 'reputation': 11, 'user_id': 19676110, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/721e71ccf82b0e0195ee802377fa55b8?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/19676110/david'}",False,38,,1,0,1665756389,1659455322,1665756389.0,73210361,CC BY-SA 4.0,https://stackoverflow.com/questions/73210361/javascript-bookmarklet-use-id-redirect-to-cms-url,"JavaScript Bookmarklet: Use ID, redirect to CMS URL",,,,
198,"['javascript', 'dom', 'deferred-execution']","{'account_id': 105082, 'reputation': 22080, 'user_id': 280602, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/wHKmF.jpg?s=256&g=1', 'display_name': 'Mike Flynn', 'link': 'https://stackoverflow.com/users/280602/mike-flynn'}",True,50,73213756.0,1,0,1665756376,1659472832,1665756376.0,73213538,CC BY-SA 4.0,https://stackoverflow.com/questions/73213538/dynamic-script-tag-not-loading-cant-see-network-traffic-for-it,"Dynamic script tag not loading, can&#39;t see network traffic for it",,,,
199,"['javascript', 'html', 'greasemonkey', 'tampermonkey']","{'account_id': 26038790, 'reputation': 13, 'user_id': 19743903, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlUGYlZIefftpBwKh8ZpgmvDb-uuHMuZGjbl3vF=k-s256', 'display_name': 'Pista', 'link': 'https://stackoverflow.com/users/19743903/pista'}",True,78,73323153.0,1,1,1665756322,1660228905,1665756322.0,73322595,CC BY-SA 4.0,https://stackoverflow.com/questions/73322595/greasemonkey-tampermonkey-create-a-link-from-text-on-an-amazon-page,Greasemonkey / Tampermonkey Create a link from text on an Amazon page,,,,
