,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,locked_date,community_owned_date,closed_date,closed_reason
50,"['javascript', 'internet-explorer', 'dom-events']","{'account_id': 2525, 'reputation': 12713, 'user_id': 1349865, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/04ce9d6fb621848c10e90aebe299efa7?s=256&d=identicon&r=PG', 'display_name': 'Robin Barnes', 'link': 'https://stackoverflow.com/users/1349865/robin-barnes'}",True,9731,546940.0,2,3,1651093961,1234546737,1651093961.0,546905,CC BY-SA 4.0,https://stackoverflow.com/questions/546905/ie-onpaste-event-using-javascript-not-html,IE onPaste event using JavaScript not HTML,,,,,
51,"['javascript', 'image-processing', 'canvas']","{'user_type': 'does_not_exist', 'display_name': 'Aaron8it'}",True,54835,,11,22,1650845278,1234979386,1234981327.0,562135,CC BY-SA 2.5,https://stackoverflow.com/questions/562135/how-do-you-convert-a-color-image-to-black-white-using-javascript,How do you convert a color image to black/white using Javascript?,,,,,
52,"['javascript', 'exit', 'die']","{'account_id': 25046, 'reputation': 24061, 'user_id': 64106, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/833262925bd43cb65509d59372d46dbc?s=256&d=identicon&r=PG', 'display_name': 'Nir', 'link': 'https://stackoverflow.com/users/64106/nir'}",True,492018,550583.0,24,217,1650321754,1234689289,1552014980.0,550574,CC BY-SA 4.0,https://stackoverflow.com/questions/550574/how-to-terminate-the-script-in-javascript,How to terminate the script in JavaScript?,1629010811.0,,,,
53,"['javascript', 'regex']","{'account_id': 1596, 'reputation': 75405, 'user_id': 2138, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/30995fcc876f40073628b63ea5cfab59?s=256&d=identicon&r=PG', 'display_name': 'Sergio del Amo', 'link': 'https://stackoverflow.com/users/2138/sergio-del-amo'}",True,32272,,10,8,1650104250,1235065658,1235066234.0,566396,CC BY-SA 2.5,https://stackoverflow.com/questions/566396/validate-multiple-emails-comma-separated-with-javascript,Validate Multiple Emails Comma Separated with javascript,,,,,
54,['javascript'],"{'account_id': 13130, 'reputation': 56279, 'user_id': 26188, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/64b452e2c24a0409558fbae7921e1c01?s=256&d=identicon&r=PG', 'display_name': 'mkoryak', 'link': 'https://stackoverflow.com/users/26188/mkoryak'}",True,604248,584768.0,6,145,1650018169,1235537832,1650018169.0,584751,CC BY-SA 4.0,https://stackoverflow.com/questions/584751/inserting-html-into-a-div,Inserting HTML into a div,,,,,
55,['javascript'],"{'account_id': 25344, 'reputation': 20370, 'user_id': 65120, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/ac81051f3e74f6bf8ff6a4e60c47adf6?s=256&d=identicon&r=PG', 'display_name': 'xdevel2000', 'link': 'https://stackoverflow.com/users/65120/xdevel2000'}",True,664,586681.0,7,2,1649247708,1235577621,1649247708.0,586625,CC BY-SA 4.0,https://stackoverflow.com/questions/586625/javascript-2-0-specs,javascript 2.0 specs,,,,,
56,"['javascript', 'jquery', 'asp.net', 'html-select']","{'account_id': 24094, 'reputation': 10365, 'user_id': 61029, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/zaJS4.jpg?s=256&g=1', 'display_name': 'phairoh', 'link': 'https://stackoverflow.com/users/61029/phairoh'}",True,1532396,499413.0,18,929,1648969555,1233430741,1593202766.0,499405,CC BY-SA 4.0,https://stackoverflow.com/questions/499405/change-the-selected-value-of-a-drop-down-list-with-jquery,Change the selected value of a drop-down list with jQuery,1344170633.0,,,,
57,"['javascript', 'html', 'innerhtml', 'dom-events']","{'account_id': 32834, 'reputation': 44916, 'user_id': 91385, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/fc5227c70c47a9cc103d741d35f3e17b?s=256&d=identicon&r=PG', 'display_name': 'mike', 'link': 'https://stackoverflow.com/users/91385/mike'}",True,378238,595825.0,13,151,1647990508,1235756594,1566413558.0,595808,CC BY-SA 4.0,https://stackoverflow.com/questions/595808/is-it-possible-to-append-to-innerhtml-without-destroying-descendants-event-list,Is it possible to append to innerHTML without destroying descendants&#39; event listeners?,,,,,
58,"['javascript', 'cross-browser']","{'account_id': 16722, 'reputation': 2489, 'user_id': 2680373, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'eft', 'link': 'https://stackoverflow.com/users/2680373/eft'}",True,90044,566605.0,6,64,1647329572,1235068317,1647329572.0,566564,CC BY-SA 4.0,https://stackoverflow.com/questions/566564/math-roundnum-vs-num-tofixed0-and-browser-inconsistencies,Math.round(num) vs num.toFixed(0) and browser inconsistencies,,,,,
59,"['javascript', 'html', 'iframe']","{'account_id': 17171, 'reputation': 36951, 'user_id': 38172, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5b5506e29d988e9b4f3408d50d8bc9c9?s=256&d=identicon&r=PG', 'display_name': 'praveenjayapal', 'link': 'https://stackoverflow.com/users/38172/praveenjayapal'}",True,167875,,11,87,1646491251,1234354851,1526399787.0,536538,CC BY-SA 4.0,https://stackoverflow.com/questions/536538/pass-value-to-iframe-from-a-window,Pass value to iframe from a window,,,,,
60,"['javascript', 'jquery', 'html', 'focus']","{'account_id': 19349, 'reputation': 26323, 'user_id': 45261, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/dfd54b4bc81c8ec572134f422f540d15?s=256&d=identicon&r=PG&f=1', 'display_name': 'djmzfKnm', 'link': 'https://stackoverflow.com/users/45261/djmzfknm'}",True,158774,500351.0,10,74,1645122649,1233469443,1306972462.0,500336,CC BY-SA 3.0,https://stackoverflow.com/questions/500336/how-to-scroll-to-an-element-in-jquery,How to scroll to an element in jQuery?,,,,,
61,"['javascript', 'asp.net', 'dom-events', 'infragistics']","{'account_id': 4421, 'reputation': 5747, 'user_id': 6624, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/afcc98608cfb93f106ff78a4830f01a4?s=256&d=identicon&r=PG', 'display_name': 'Chris Burgess', 'link': 'https://stackoverflow.com/users/6624/chris-burgess'}",True,12301,543031.0,4,0,1644847295,1234468953,1644847295.0,542994,CC BY-SA 4.0,https://stackoverflow.com/questions/542994/how-to-stop-further-javascript-events-from-executing,How to stop further JavaScript events from executing,,,,,
62,"['javascript', 'oop', 'abstract']","{'account_id': 20370, 'reputation': 11124, 'user_id': 48625, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/f62fffd527a288180c7a4e70dc32ec6e?s=256&d=identicon&r=PG', 'display_name': 'Sabya', 'link': 'https://stackoverflow.com/users/48625/sabya'}",True,163223,,17,145,1644345648,1235811979,1235840897.0,597769,CC BY-SA 2.5,https://stackoverflow.com/questions/597769/how-do-i-create-an-abstract-base-class-in-javascript,How do I create an abstract base class in JavaScript?,,,,,
63,"['javascript', 'refresh', 'reload', 'postdata']","{'account_id': 10737, 'reputation': 9149, 'user_id': 20409, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/d77bc2313c0733cbf8bd3b06265b907c?s=256&d=identicon&r=PG', 'display_name': 'Ricibald', 'link': 'https://stackoverflow.com/users/20409/ricibald'}",True,155392,570069.0,17,74,1643019106,1235144120,1258225922.0,570015,CC BY-SA 2.5,https://stackoverflow.com/questions/570015/how-do-i-reload-a-page-without-a-postdata-warning-in-javascript,How do I reload a page without a POSTDATA warning in Javascript?,,,,,
64,['javascript'],"{'account_id': 27194, 'reputation': 1610, 'user_id': 71504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2022c0214d49433f2a66f4dfe706bed?s=256&d=identicon&r=PG', 'display_name': 'Jackie', 'link': 'https://stackoverflow.com/users/71504/jackie'}",True,44868,,6,33,1640973685,1235671024,,591685,CC BY-SA 2.5,https://stackoverflow.com/questions/591685/how-can-i-dynamically-unload-a-javascript-file,How can I dynamically unload a javascript file?,,,,,
65,"['javascript', 'onerror', 'script-tag']","{'account_id': 21772, 'reputation': 3826, 'user_id': 53192, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3e5a9764203b179e866b030d1194815?s=256&d=identicon&r=PG&f=1', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/53192/david'}",True,151655,,16,137,1639052378,1234385871,1234504925.0,538745,CC BY-SA 2.5,https://stackoverflow.com/questions/538745/how-to-tell-if-a-script-tag-failed-to-load,How to tell if a &lt;script&gt; tag failed to load,,,,,
66,"['javascript', 'html', 'forms']","{'account_id': 25582, 'reputation': 9464, 'user_id': 65813, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/4fbd7500ec74b8ec43a75d9bd35c4cf9?s=256&d=identicon&r=PG', 'display_name': 'Ilya Birman', 'link': 'https://stackoverflow.com/users/65813/ilya-birman'}",True,687890,574971.0,16,582,1636624494,1235310228,1448465987.0,574941,CC BY-SA 3.0,https://stackoverflow.com/questions/574941/best-way-to-track-onchange-as-you-type-in-input-type-text,Best way to track onchange as-you-type in input type=&quot;text&quot;?,1588529323.0,,,,
67,"['javascript', 'event-handling', 'dom-events']","{'account_id': 1169, 'reputation': 33337, 'user_id': 1551, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/9229412a60708763d1be5ad63a385cd3?s=256&d=identicon&r=PG', 'display_name': 'Chris Ballance', 'link': 'https://stackoverflow.com/users/1551/chris-ballance'}",True,2332693,588048.0,9,853,1636321778,1235598311,1589187599.0,588040,CC BY-SA 4.0,https://stackoverflow.com/questions/588040/window-onload-vs-document-onload,window.onload vs document.onload,1469649755.0,,,,
68,"['javascript', 'leading-zero']","{'user_type': 'does_not_exist', 'display_name': 'raja'}",True,61228,,8,47,1635750471,1235732498,1537066507.0,594325,CC BY-SA 4.0,https://stackoverflow.com/questions/594325/input-field-value-remove-leading-zeros,Input field value - remove leading zeros,,,,,
69,"['javascript', 'html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'Arend'}",True,430797,524721.0,18,423,1633869778,1234044750,1546425648.0,524696,CC BY-SA 4.0,https://stackoverflow.com/questions/524696/how-to-create-a-style-tag-with-javascript,How to create a &lt;style&gt; tag with Javascript?,,,,,
70,"['javascript', 'jquery', 'css']","{'account_id': 17640, 'reputation': 253224, 'user_id': 39677, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/77aa7bc1ace6e4b0b49a2102e4fa4059?s=256&d=identicon&r=PG', 'display_name': 'Blankman', 'link': 'https://stackoverflow.com/users/39677/blankman'}",True,726982,512067.0,11,410,1633139350,1233763939,1418730997.0,512054,CC BY-SA 3.0,https://stackoverflow.com/questions/512054/setting-background-image-using-jquery-css-property,Setting background-image using jQuery CSS property,1507906337.0,,,,
71,"['javascript', 'dom-events', 'draggable', 'scriptaculous']","{'account_id': 21716, 'reputation': 1843, 'user_id': 53030, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b0d5156dd9783e22860019ea59c8d27d?s=256&d=identicon&r=PG', 'display_name': 'Noel Walters', 'link': 'https://stackoverflow.com/users/53030/noel-walters'}",True,5263,581551.0,6,1,1632262323,1234780759,1632262323.0,552905,CC BY-SA 4.0,https://stackoverflow.com/questions/552905/scriptaculous-draggables-need-to-cancel-onclick-action-when-element-is-dragged,scriptaculous draggables: need to cancel onClick action when element is dragged,,,,,
72,"['javascript', 'http-headers']","{'account_id': 12032, 'reputation': 1353, 'user_id': 23487, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/996f786d78104ccc0ea0dcf8e7392b2d?s=256&d=identicon&r=PG', 'display_name': 'Srinivas', 'link': 'https://stackoverflow.com/users/23487/srinivas'}",True,144184,,4,48,1631264617,1235473968,1453766638.0,581383,CC BY-SA 3.0,https://stackoverflow.com/questions/581383/adding-custom-http-headers-using-javascript,Adding custom HTTP headers using JavaScript,,,,,
73,"['php', 'javascript', 'mysql', 'ajax']","{'account_id': 21391, 'reputation': 8667, 'user_id': 51950, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/10ec99d9ca28adfd2d7f7018bb8817f1?s=256&d=identicon&r=PG', 'display_name': 'panidarapu', 'link': 'https://stackoverflow.com/users/51950/panidarapu'}",True,17185,,15,11,1630837256,1235541961,1235544099.0,584886,CC BY-SA 2.5,https://stackoverflow.com/questions/584886/fast-loading-web-pages,Fast Loading web pages,,,,,
74,"['javascript', 'ajax', 'prototypejs', 'recaptcha']","{'account_id': 24399, 'reputation': 3550, 'user_id': 62031, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/5f4d6d9e1bd83569a663e6150b42b1a9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/62031/andrew'}",True,36437,,8,11,1630166177,1235711847,1325105498.0,593593,CC BY-SA 3.0,https://stackoverflow.com/questions/593593/using-recaptcha-with-ajax-javascript-loading-problem,using reCAPTCHA with ajax....javascript loading problem,,,,,
75,"['javascript', 'html', 'css', 'flash', 'silverlight']","{'account_id': 22055, 'reputation': 6215, 'user_id': 54082, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2513e37fe74f8270b2d785d2158b242f?s=256&d=identicon&r=PG', 'display_name': 'Eastern Monk', 'link': 'https://stackoverflow.com/users/54082/eastern-monk'}",True,5116,580793.0,16,13,1629996185,1235459106,1235459608.0,580740,CC BY-SA 2.5,https://stackoverflow.com/questions/580740/will-html-be-replaced-by-any-new-technology,Will HTML be replaced by any new technology?,,,,,
76,"['javascript', 'json', 'diff']","{'account_id': 1254, 'reputation': 55621, 'user_id': 1666, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/96dda17df0db1cc0c3762c505a7d1352?s=256&d=identicon&r=PG', 'display_name': 'SCdF', 'link': 'https://stackoverflow.com/users/1666/scdf'}",True,5995,,9,21,1629545484,1235522833,1235530543.0,584338,CC BY-SA 2.5,https://stackoverflow.com/questions/584338/how-to-push-diffs-of-data-possibly-json-to-a-server,How to push diffs of data (possibly JSON) to a server?,,,,,
77,"['javascript', 'document.write']","{'account_id': 16081, 'reputation': 6166, 'user_id': 34671, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/0b2600a627d0af06ca6bbf9abe4067af?s=256&d=identicon&r=PG', 'display_name': 'James Hughes', 'link': 'https://stackoverflow.com/users/34671/james-hughes'}",True,4188,5906083.0,9,20,1627541894,1234868615,1389820406.0,556322,CC BY-SA 3.0,https://stackoverflow.com/questions/556322/why-use-document-write,Why use document.write?,,,,,
78,"['javascript', 'syntax']","{'account_id': 5864, 'reputation': 30031, 'user_id': 9636, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e986e653d6f9c5cdfbf1957f39f0d9e2?s=256&d=identicon&r=PG', 'display_name': 'Heath Borders', 'link': 'https://stackoverflow.com/users/9636/heath-borders'}",True,6445,561689.0,4,20,1627064140,1234971344,1250719574.0,561550,CC BY-SA 2.5,https://stackoverflow.com/questions/561550/when-is-the-javascript-prefix-valid-syntax,When is the &#39;javascript:&#39; prefix valid syntax?,,,,,
79,['javascript'],"{'account_id': 1184, 'reputation': 40742, 'user_id': 1574, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/cf9831de25f7008523a7e93c93629cff?s=256&d=identicon&r=PG', 'display_name': 'Kevin Pang', 'link': 'https://stackoverflow.com/users/1574/kevin-pang'}",True,42728,,11,51,1626857204,1234852082,1234854489.0,555696,CC BY-SA 2.5,https://stackoverflow.com/questions/555696/put-javascript-in-one-js-file-or-break-it-out-into-multiple-js-files,Put javascript in one .js file or break it out into multiple .js files?,,,,,
80,"['javascript', 'jquery', 'ajax', 'widget', 'dashboard']","{'account_id': 14296, 'reputation': 7364, 'user_id': 29291, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/2d51089c979c89185ed307d42e5c15c8?s=256&d=identicon&r=PG', 'display_name': 'Steve Gattuso', 'link': 'https://stackoverflow.com/users/29291/steve-gattuso'}",True,11390,883928.0,6,5,1626134113,1235145232,1239907042.0,570100,CC BY-SA 2.5,https://stackoverflow.com/questions/570100/dashboard-cross-domain-ajax-with-jquery,Dashboard Cross-domain AJAX with jquery,,,,,
81,"['javascript', 'concurrency', 'semaphore']","{'account_id': 7495, 'reputation': 100340, 'user_id': 13055, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ab82fd8b5ffe4d09c2bb5f9c14d34b09?s=256&d=identicon&r=PG', 'display_name': 'Parand', 'link': 'https://stackoverflow.com/users/13055/parand'}",True,67725,,7,62,1625759611,1234831881,1398694808.0,555191,CC BY-SA 3.0,https://stackoverflow.com/questions/555191/javascript-semaphore-test-and-set-lock,Javascript semaphore / test-and-set / lock?,,,,,
