,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
47,"['javascript', 'node.js', 'cors', 'node-modules']","{'account_id': 23658458, 'reputation': 49, 'user_id': 17686364, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyLTc2cqCj0WM_UHTOjJPj58mgCExWX4aiz6UZe=k-s256', 'display_name': 'Rajitha Ganji IN', 'link': 'https://stackoverflow.com/users/17686364/rajitha-ganji-in'}",False,632,,,2,0,1668230082,1643813270,70957701,CC BY-SA 4.0,https://stackoverflow.com/questions/70957701/cors-error-while-redirecting-to-external-url-in-node-js,CORS Error while redirecting to external URL in Node js,,,,,
48,"['javascript', 'reactjs', 'react-hooks', 'react-testing-library', 'react-state']","{'account_id': 22050916, 'reputation': 137, 'user_id': 16315230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e754336dee6971b99d54b79498116e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'mycodegoesKABOOM', 'link': 'https://stackoverflow.com/users/16315230/mycodegoeskaboom'}",True,7682,,,1,4,1668181324,1645978147,71286328,CC BY-SA 4.0,https://stackoverflow.com/questions/71286328/react-testing-library-waiting-for-state-update-before-testing-component,React testing library - waiting for state update before testing component,,,,,
49,"['javascript', 'reactjs', 'jestjs', 'material-ui']","{'account_id': 4240057, 'reputation': 457, 'user_id': 3470211, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/tezJ1.jpg?s=256&g=1', 'display_name': 'polar', 'link': 'https://stackoverflow.com/users/3470211/polar'}",False,1707,,,3,1,1668080575,1643839200,70963420,CC BY-SA 4.0,https://stackoverflow.com/questions/70963420/how-to-select-an-option-in-mui-select-list-with-jest,How to select an option in MUI select list with jest?,,,,,
50,"['javascript', 'relayjs', 'vite']","{'account_id': 2544372, 'reputation': 7722, 'user_id': 2209497, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/fS6G8.jpg?s=256&g=1', 'display_name': 'Lai32290', 'link': 'https://stackoverflow.com/users/2209497/lai32290'}",False,600,,,3,4,1668077237,1645557158,71227057,CC BY-SA 4.0,https://stackoverflow.com/questions/71227057/how-to-configure-relay-js-in-vite,How to configure Relay.JS in Vite?,,,,,
51,"['javascript', 'js-scrollintoview']","{'account_id': 5691586, 'reputation': 2976, 'user_id': 4499505, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2d1e61c81e3933b4ff09de01b9ff81d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/4499505/nick'}",True,2875,,,2,2,1668021764,1645227331,71181018,CC BY-SA 4.0,https://stackoverflow.com/questions/71181018/scrollintoview-doesnt-scroll-anywhere,scrollIntoView() doesn&#39;t scroll anywhere,71181885.0,,,,
52,"['javascript', 'node.js', 'electron', 'electron-forge']","{'account_id': 23670795, 'reputation': 87, 'user_id': 17697580, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiiIJdmJ6q-Y3jrxSlyJkEpgLWqUM7DISsDS1kr=k-s256', 'display_name': 'paxous', 'link': 'https://stackoverflow.com/users/17697580/paxous'}",True,766,,,2,1,1667995113,1644360996,71041947,CC BY-SA 4.0,https://stackoverflow.com/questions/71041947/windows-10-electron-forge-icon-isnt-working,Windows 10 electron forge icon isn&#39;t working,,,,,
53,"['javascript', 'axios', 'eslint']","{'account_id': 24229361, 'reputation': 3, 'user_id': 18183346, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1fd2dc8a0df61453cda48f2f415d6ef?s=256&d=identicon&r=PG', 'display_name': 'hatah', 'link': 'https://stackoverflow.com/users/18183346/hatah'}",True,204,,,2,0,1667984515,1644694918,71095267,CC BY-SA 4.0,https://stackoverflow.com/questions/71095267/axios-interceptors-and-eslint,axios interceptors and eslint,71095876.0,,,,
54,"['javascript', 'angular', 'typescript', 'apexcharts', 'ng-apexcharts']","{'account_id': 23647049, 'reputation': 3, 'user_id': 17676533, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJysLJeLd9srovbGYK77tV-k3-kyzokquOq9tIem=k-s256', 'display_name': 'Mohamed Irshath', 'link': 'https://stackoverflow.com/users/17676533/mohamed-irshath'}",False,170,,,1,0,1667982594,1643956762,70982363,CC BY-SA 4.0,https://stackoverflow.com/questions/70982363/how-to-do-tickamount-in-apex-chart-using-angular-12,how to do tickamount in apex chart using angular 12,,1643959161.0,,,
55,"['javascript', 'html', 'razor']","{'account_id': 24112602, 'reputation': 17, 'user_id': 18082984, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/713b4e2dc13de85ce6717328cbcb54da?s=256&d=identicon&r=PG', 'display_name': 'mike john', 'link': 'https://stackoverflow.com/users/18082984/mike-john'}",False,2099,,,2,0,1667982389,1644985826,71136423,CC BY-SA 4.0,https://stackoverflow.com/questions/71136423/error-message-not-displaying-on-form-validation,Error message not displaying on Form validation,,1653053577.0,,,
56,"['javascript', 'typescript', 'visual-studio-code', 'import', 'eslint']","{'account_id': 1455201, 'reputation': 3747, 'user_id': 1370984, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/wc7yM.jpg?s=256&g=1', 'display_name': 'SILENT', 'link': 'https://stackoverflow.com/users/1370984/silent'}",False,1204,,,1,5,1667954428,1644104023,71003030,CC BY-SA 4.0,https://stackoverflow.com/questions/71003030/unable-to-resolve-path-to-module-stream-promises,Unable to resolve path to module &#39;stream/promises&#39;,,,,,
57,"['javascript', 'mysql', 'database']","{'account_id': 20360335, 'reputation': 29, 'user_id': 14934818, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiGj1F9IfqOd14qs6NTnMNp_Iej8Wuy7w_MTXJy8w=k-s256', 'display_name': 'JoonyBoy', 'link': 'https://stackoverflow.com/users/14934818/joonyboy'}",False,51,,,1,0,1667926555,1646039291,71292655,CC BY-SA 4.0,https://stackoverflow.com/questions/71292655/mysql2-connect-econnrefused,MYSQL2 Connect EconNRefused,,1667926555.0,,,
58,"['javascript', 'arrays', 'reactjs', 'button', 'filter']","{'account_id': 24365382, 'reputation': 3, 'user_id': 18299200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d274100e600017ef13fb9b40b3e8d6d?s=256&d=identicon&r=PG', 'display_name': 'Victory', 'link': 'https://stackoverflow.com/users/18299200/victory'}",True,597,,,3,0,1667918482,1645707365,71252337,CC BY-SA 4.0,https://stackoverflow.com/questions/71252337/filter-button-with-javascript-react,Filter button with Javascript &amp; React,71252625.0,,,,
59,"['javascript', 'reactjs', 'typescript', 'material-ui', 'styled-components']","{'account_id': 21672378, 'reputation': 63, 'user_id': 15989846, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhEfeVlJ0sbUOLlxkz7gP-wzLOakqDJ3WW1iF4D0g=k-s256', 'display_name': 'kaushalendra pandey', 'link': 'https://stackoverflow.com/users/15989846/kaushalendra-pandey'}",False,446,,,1,2,1667918473,1644480061,71061583,CC BY-SA 4.0,https://stackoverflow.com/questions/71061583/error-in-using-style-tag-of-mui-with-styled-component-and-typescript,Error in using Style Tag of MUI with styled-component and Typescript,,,,,
60,"['javascript', 'reactjs', 'react-context', 'use-context']","{'account_id': 23701060, 'reputation': 25, 'user_id': 17724212, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c10f9e7c7a884eaf900621a212c592bf?s=256&d=identicon&r=PG', 'display_name': 'Lawrence', 'link': 'https://stackoverflow.com/users/17724212/lawrence'}",False,1925,,,2,1,1667899598,1645421655,71201619,CC BY-SA 4.0,https://stackoverflow.com/questions/71201619/reactjs-giving-error-uncaught-typeerror-webpack-imported-module-0-is-und,ReactJS giving error Uncaught TypeError: __WEBPACK_IMPORTED_MODULE_0__... is undefined when implementing Context API,,1645445594.0,,,
61,"['javascript', 'reactjs', 'next.js']","{'account_id': 23499594, 'reputation': 11, 'user_id': 17549627, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxy-Tlbbv1rbqQhGkOBZOfiIyzKqGY59Xi597S_=k-s256', 'display_name': 'Waul', 'link': 'https://stackoverflow.com/users/17549627/waul'}",False,658,,,2,1,1667890659,1644027093,70994785,CC BY-SA 4.0,https://stackoverflow.com/questions/70994785/nextjs-blog-tutorial-not-loading-on-localhost3000,Nextjs-blog tutorial not loading on localhost:3000,,,,,
62,"['javascript', 'react-usememo']","{'account_id': 22547660, 'reputation': 41, 'user_id': 16737284, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzm6VfQhYGWDROSu7RjXrqaKtrZ2di2Nt6K5MAa=k-s256', 'display_name': 'Alex Kuzmin', 'link': 'https://stackoverflow.com/users/16737284/alex-kuzmin'}",True,6419,,,1,4,1667859255,1645603674,71233273,CC BY-SA 4.0,https://stackoverflow.com/questions/71233273/the-object-passed-as-the-value-prop-to-the-context-provider-changes-every-render,The object passed as the value prop to the Context provider changes every render,,1667859255.0,,,
63,"['javascript', 'node.js', 'rest', 'server', 'json-server']","{'account_id': 17172481, 'reputation': 19, 'user_id': 12429325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fd21cfb577e2fd53906fc7cc104a2b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'new_ting', 'link': 'https://stackoverflow.com/users/12429325/new-ting'}",False,232,,,1,0,1667847144,1644350091,71040103,CC BY-SA 4.0,https://stackoverflow.com/questions/71040103/how-to-use-delete-on-custom-route-when-using-json-server,How to use DELETE on custom route when using json-server,,1644351214.0,,,
64,"['javascript', 'api', 'cors', 'fetch']","{'account_id': 18768108, 'reputation': 27, 'user_id': 14311292, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cccb51986fcd41f248e10cc623e7b3a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Akkd', 'link': 'https://stackoverflow.com/users/14311292/akkd'}",True,4474,,,1,-1,1667831616,1644328159,71035017,CC BY-SA 4.0,https://stackoverflow.com/questions/71035017/missing-cors-on-the-response-header,Missing CORS on the response header,71035143.0,1644328307.0,,,
65,"['javascript', 'vue.js', 'babeljs', 'eslint']","{'account_id': 4636171, 'reputation': 357, 'user_id': 5767178, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OCqDk.jpg?s=256&g=1', 'display_name': 'djkato', 'link': 'https://stackoverflow.com/users/5767178/djkato'}",True,27024,,,6,10,1667764301,1645823408,71271760,CC BY-SA 4.0,https://stackoverflow.com/questions/71271760/parsing-error-no-babel-config-file-detected-when-ide-not-open-at-vue-projects,&quot;Parsing error: No babel config file detected&quot; when IDE not open at Vue projects root directory,71541563.0,,,,
66,"['javascript', 'optimization', 'setinterval', 'fetch-api']","{'account_id': 11443587, 'reputation': 1, 'user_id': 8388254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b3409ef11fd4de0680bd155061617b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'rakshith yadav', 'link': 'https://stackoverflow.com/users/8388254/rakshith-yadav'}",False,900,,,1,0,1667650457,1644754510,71100509,CC BY-SA 4.0,https://stackoverflow.com/questions/71100509/best-way-to-repeatedly-make-api-calls-to-a-server-with-a-constant-time-interval,Best Way to repeatedly make API calls to a server with a constant time interval,,,,,
67,"['javascript', 'vue.js', 'vuex', 'state-management', 'pinia']","{'account_id': 11513753, 'reputation': 5056, 'user_id': 8437694, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NQnef.jpg?s=256&g=1', 'display_name': 'IvanS95', 'link': 'https://stackoverflow.com/users/8437694/ivans95'}",True,3947,,,3,6,1667574049,1645124266,71163918,CC BY-SA 4.0,https://stackoverflow.com/questions/71163918/how-to-properly-install-a-pinia-store,How to properly install a Pinia Store?,71165004.0,1645128522.0,,,
68,"['javascript', 'angular', 'typescript', 'primeng', 'primeicons']","{'account_id': 21041099, 'reputation': 13, 'user_id': 15463506, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2a8Zj.jpg?s=256&g=1', 'display_name': 'julixw', 'link': 'https://stackoverflow.com/users/15463506/julixw'}",False,723,,,1,0,1667566663,1644415916,71051108,CC BY-SA 4.0,https://stackoverflow.com/questions/71051108/angular-primeng-value-p-message-is-not-allowed,"Angular, PrimeNg value p-message is not allowed",,,,,
69,['javascript'],"{'account_id': 23309814, 'reputation': 45, 'user_id': 17389235, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e292849171716aed9990b38717bbc073?s=256&d=identicon&r=PG', 'display_name': 'Mount Mario', 'link': 'https://stackoverflow.com/users/17389235/mount-mario'}",False,536,,,1,0,1667563197,1645119317,71162874,CC BY-SA 4.0,https://stackoverflow.com/questions/71162874/how-do-i-fix-lexical-declaration-cannot-appear-in-a-single-statement-context,How do I fix &quot;Lexical declaration cannot appear in a single-statement context&quot;,,1645120443.0,,,
70,"['javascript', 'adobe-indesign', 'extendscript', 'adobe-extension']","{'account_id': 20623896, 'reputation': 337, 'user_id': 15140260, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RYRHE.png?s=256&g=1', 'display_name': 'Fitspade', 'link': 'https://stackoverflow.com/users/15140260/fitspade'}",True,76,,,1,1,1667490548,1644497020,71065316,CC BY-SA 4.0,https://stackoverflow.com/questions/71065316/how-to-set-default-document-effects-using-cep-javascript,How to set default document effects using CEP/JavaScript?,71129101.0,,,,
71,"['javascript', 'reactjs', 'post', 'fetch-api']","{'account_id': 17435432, 'reputation': 305, 'user_id': 12638510, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mD_B5DIpyt4iMQBfOh4HWy5UKiAYbgvycXV9I-ylw=k-s256', 'display_name': 'harsh', 'link': 'https://stackoverflow.com/users/12638510/harsh'}",True,1563,,,2,2,1667473182,1644285011,71027678,CC BY-SA 4.0,https://stackoverflow.com/questions/71027678/how-to-send-form-data-through-get-request-in-fetch-api,How to send form data through get request in fetch api,71027713.0,1644286067.0,,,
72,"['javascript', 'reactjs', 'typescript', 'next.js']","{'account_id': 13884091, 'reputation': 345, 'user_id': 10023701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b25f29753a1d63eab460e027490c5966?s=256&d=identicon&r=PG&f=1', 'display_name': 'ransomenote', 'link': 'https://stackoverflow.com/users/10023701/ransomenote'}",True,8534,,,3,8,1667467784,1644222408,71015465,CC BY-SA 4.0,https://stackoverflow.com/questions/71015465/type-staticimagedata-is-not-assignable-to-type-string,Type &#39;StaticImageData&#39; is not assignable to type &#39;string&#39;,,,,,
73,"['javascript', 'reactjs', 'next.js']","{'account_id': 23552568, 'reputation': 147, 'user_id': 17595051, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwtcaGiQgwYzi3o8UJa_lroGbYx2vJoAE_-pjtz=k-s256', 'display_name': 'Rez Mohsnei', 'link': 'https://stackoverflow.com/users/17595051/rez-mohsnei'}",True,3932,,,1,1,1667466138,1644242561,71019855,CC BY-SA 4.0,https://stackoverflow.com/questions/71019855/nextjs-typeerror-cannot-read-properties-of-null-reading-push,nextjs: TypeError: Cannot read properties of null (reading &#39;push&#39;),71019920.0,1644297968.0,,,
74,"['javascript', 'google-chrome', 'google-chrome-extension', 'chrome-extension-manifest-v3']","{'account_id': 22927290, 'reputation': 103, 'user_id': 17062165, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GirWrZeOTNxKz13D5quQa2zFJXO5ajxhjRYWUoA=k-s256', 'display_name': 'Mood', 'link': 'https://stackoverflow.com/users/17062165/mood'}",True,1210,,,1,2,1667463364,1643763927,70949491,CC BY-SA 4.0,https://stackoverflow.com/questions/70949491/chrome-extension-how-do-i-inject-a-script-that-the-user-provided,Chrome Extension: How do I inject a script that the user provided?,70949953.0,,,,
75,"['javascript', 'reactjs']","{'account_id': 14207022, 'reputation': 133, 'user_id': 10263251, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FDA5ifZm5r0/AAAAAAAAAAI/AAAAAAAAAG4/lJmCp6JqF2U/photo.jpg?sz=256', 'display_name': 'dev_O', 'link': 'https://stackoverflow.com/users/10263251/dev-o'}",True,235,,,2,1,1667458871,1645592225,71231572,CC BY-SA 4.0,https://stackoverflow.com/questions/71231572/how-can-i-prevent-certain-characters-from-being-deleted-from-a-react-input-tag,How can I prevent certain characters from being deleted from a React input tag?,71231655.0,,,,
76,['javascript'],"{'account_id': 24270997, 'reputation': 9, 'user_id': 18219047, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AVBC3.jpg?s=256&g=1', 'display_name': 'Inasaya Flanderin', 'link': 'https://stackoverflow.com/users/18219047/inasaya-flanderin'}",False,58,,,0,0,1667453612,1644979278,71135767,CC BY-SA 4.0,https://stackoverflow.com/questions/71135767/how-to-fix-the-graphing-line-on-math-calculator-with-initial-scale,How to fix the graphing line on math calculator with initial scale,,1667453612.0,,,
77,"['javascript', 'python', 'html', 'css', 'calculator']","{'account_id': 21418819, 'reputation': 3, 'user_id': 15777568, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/B9bEj.png?s=256&g=1', 'display_name': 'ThePowerHex_YT', 'link': 'https://stackoverflow.com/users/15777568/thepowerhex-yt'}",False,39,,,1,0,1667416074,1645589373,71231269,CC BY-SA 4.0,https://stackoverflow.com/questions/71231269/im-not-getting-any-outputs-for-some-reason-after-replacing-the-javascript-funct,I&#39;m not getting any outputs for some reason after replacing the javascript functions with imported python functions,,,,,
